,group,variable,month,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,2,4,2,4,6
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,8,2,8,2,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,54,21,54,21,75
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,5,1,5,1,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,21,1,21,1,22
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,72,0,72,0,72
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,10,1,10,1,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,29,4,29,4,33
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,0,4,0,4,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,12,0,12,0,12
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,0,3,0,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,25,5,25,5,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,21,19,21,19,40
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,10,5,10,5,15
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,33,4,33,4,37
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,2,2,2,2,4
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,7,1,7,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,6,6,6,6,12
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,8,3,8,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,12,0,12,0,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,19,0,19,0,19
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,901,45,901,45,946
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,5,0,5,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,21,3,21,3,24
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,0,3,0,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,13,3,13,3,16
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,1,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,4,3,4,3,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,5,4,5,4,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,9,8,9,8,17
SICAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,69,8,69,8,77
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,0,4,0,4,4
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,4,14,4,14,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,324,21,324,21,345
TACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,0,4,0,4,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,2,2,2,2,4
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,5,1,5,1,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,4,5,4,5,9
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,5,9,5,9,14
TARACO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,1,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,11,2,11,2,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,223,36,223,36,259
TARVITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,5,10,5,10,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,18,10,18,10,28
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,11,0,11,0,11
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,9,0,9,0,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,74,16,74,16,90
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,16,7,16,7,23
TOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,4,0,4,0,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,9,3,9,3,12
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,5,1,5,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,0,3,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,24,7,24,7,31
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,1,3,1,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,82,6,82,6,88
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,49,5,49,5,54
UMALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,0,3,0,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,7,4,7,4,11
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,2,3,2,3,5
VACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,15,0,15,0,15
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,26,2,26,2,28
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,2,1,2,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,16,4,16,4,20
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,38,23,38,23,61
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,14,4,14,4,18
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,3,3,3,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,50,12,50,12,62
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,4,7,4,7,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,73,1,73,1,74
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,38,0,38,0,38
VITICHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,5,1,5,6
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,103,14,103,14,117
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,122,43,122,43,165
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,1,0,1,0,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,5,8,5,8,13
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,6,11,6,11,17
YOTALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,3,3,3,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,3,2,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-08-01,6,5,6,5,11
ACACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,23,2,23,2,25
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,12,5,12,5,17
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,10,24,10,24,34
ALCALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,1,3,1,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,36,2,36,2,38
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,4,1,4,1,5
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,3,1,3,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,4,2,4,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
APOLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,1,3,1,4
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,14,0,14,0,14
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,8,12,8,12,20
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,11,5,11,16
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,28,0,28,0,28
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,5,6,5,11
AYATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,7,9,7,9,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,4,8,4,8,12
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,4,5,4,9
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,15,3,15,3,18
BAURES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,4,3,4,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,36,8,36,8,44
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,18,60,18,60,78
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,4,1,4,1,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,0,6,0,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,5,3,5,8
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,0,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,3,1,3,4
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,13,7,13,7,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,4,1,4,1,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,16,5,16,5,21
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,9,6,9,15
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,8,4,8,4,12
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,11,10,11,10,21
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,12,3,12,3,15
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,0,3,0,3,3
CATACORA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,35,8,35,8,43
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,0,6,0,6
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,1,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,4,5,4,9
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,3,1,3,4
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,27,0,27,0,27
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,8,3,8,3,11
CLIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,19,10,19,10,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,62,10,62,10,72
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,9,22,9,22,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,424,53,424,53,477
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,63,3,63,3,66
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,22,3,22,3,25
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,23,14,23,14,37
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,32,16,32,16,48
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,8,2,8,10
COMANCHE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,1,5,1,6
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,17,5,17,5,22
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,13,6,13,6,19
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,3,2,3,5
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,18,0,18,0,18
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,7,6,7,13
COROICO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,2,5,2,7
CORQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,2,2,2,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,23,8,23,8,31
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,34,2,34,2,36
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,27,27,27,27,54
CUEVO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,0,2,0,2
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,505,129,505,129,634
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,0,3,0,3,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,12,2,12,2,14
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,10,0,10,0,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,76,3,76,3,79
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,9,1,9,1,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,27,17,27,17,44
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,24,0,24,0,24
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,1,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,16,0,16,0,16
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,4,2,4,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,1,2,1,3
GUANAY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,13,17,13,17,30
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,72,4,72,4,76
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,0,1,0,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,1,1,1,2
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,7,5,7,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,13,12,13,12,25
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,1,1,1,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,5,6,5,11
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,1,1,1,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,2,1,2,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,2,3,2,5
ICLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,2,1,2,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,12,23,12,23,35
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,8,5,8,13
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,1,3,1,4
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,1,5,1,6
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,70,5,70,5,75
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,131,3,131,3,134
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,486,16,486,16,502
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,3,3,3,6
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,2,6,2,8
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,3,3,3,6
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,1,6,1,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,11,7,11,7,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,22,0,22,0,22
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,8,4,8,4,12
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,32,0,32,0,32
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,12,6,12,6,18
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,12,4,12,4,16
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,5,5,5,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,34,0,34,0,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,120,9,120,9,129
MORO MORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,1,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,3,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,6,0,6,0,6
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,26,4,26,4,30
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,4,3,4,7
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,365,5,365,5,370
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,11,5,11,5,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,3,5,3,8
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,4,5,4,5,9
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,10,1,10,1,11
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,7,11,7,11,18
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,15,0,15,0,15
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,2,3,2,5
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,4,3,4,3,7
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,5,10,5,10,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,4,2,4,6
POOPO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,14,0,14,0,14
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,17,10,17,10,27
PORONGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,3,1,3,1,4
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,19,1,19,1,20
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,1,9,1,9,10
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-09-01,190,39,190,39,229
