,group,variable,month,TOTAL 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTAL 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,8,2,8,2,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,10,8,10,8,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,8,0,8,0,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,16,1,16,1,17
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,8,8,8,8,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,35,0,35,0,35
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,15,16,15,16,31
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,6,14,6,14,20
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,9,4,9,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,33,1,33,1,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,80,4,80,4,84
MORO MORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,2,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,8,3,8,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,3,0,3,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,19,3,19,3,22
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,14,3,14,17
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,269,5,269,5,274
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,16,7,16,7,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,15,7,15,7,22
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,7,1,7,8
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,2,1,2,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,14,18,14,18,32
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,13,0,13,0,13
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,1,3,1,4
POCONA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,7,10,7,10,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,4,4,4,8
POOPO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,6,0,6,0,6
POROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,15,4,15,4,19
PORONGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,9,2,9,2,11
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,29,3,29,3,32
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,2,7,2,7,9
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,254,31,254,31,285
PRESTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,3,5,3,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,2,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,29,25,29,25,54
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,3,0,3,3
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,4,5,4,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,6,11,6,11,17
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,2,3,2,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,26,2,26,2,28
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,27,1,27,1,28
PUNA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,9,5,9,14
PUNATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,30,4,30,4,34
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,75,66,75,66,141
QUIME,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,9,1,9,1,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,10,11,10,11,21
REYES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,20,1,20,1,21
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,65,1,65,1,66
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,13,0,13,0,13
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,16,0,16,0,16
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,142,13,142,13,155
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,0,3,0,3
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,18,18,18,18,36
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,6,4,6,4,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,14,1,14,1,15
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,7,10,7,10,17
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,2,4,2,4,6
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,10,2,10,2,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,53,21,53,21,74
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,1,5,1,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,21,2,21,2,23
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,72,0,72,0,72
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,10,1,10,1,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,29,4,29,4,33
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,11,0,11,0,11
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,0,3,0,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,18,5,18,5,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,21,19,21,19,40
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,10,5,10,5,15
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,33,4,33,4,37
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,2,2,2,2,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,7,1,7,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,6,6,6,6,12
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,8,3,8,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,12,0,12,0,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,19,0,19,0,19
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1277,55,1277,55,1332
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,0,5,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,21,3,21,3,24
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,0,3,0,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,13,3,13,3,16
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,1,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,3,4,3,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,3,5,3,8
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,7,0,7,7
SICAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,69,8,69,8,77
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,4,0,4,4
SORATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,14,4,14,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,327,21,327,21,348
TACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,4,0,4,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,2,2,2,2,4
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,1,5,1,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,5,4,5,9
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,9,5,9,14
TARACO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,1,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,11,2,11,2,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,239,36,239,36,275
TARVITA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,5,10,5,10,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,18,16,18,16,34
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,11,0,11,0,11
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,74,16,74,16,90
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,17,7,17,7,24
TOCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,0,4,0,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,9,3,9,3,12
TOMINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,5,1,5,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,0,3,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,24,7,24,7,31
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,1,3,1,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,80,8,80,8,88
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,55,8,55,8,63
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,18,7,18,7,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,2,3,2,3,5
VACAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,15,0,15,0,15
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,22,2,22,2,24
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,2,1,2,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,16,4,16,4,20
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,38,23,38,23,61
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,14,4,14,4,18
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,3,3,3,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,44,12,44,12,56
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,7,4,7,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,74,1,74,1,75
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,38,0,38,0,38
VITICHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,5,1,5,6
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,104,14,104,14,118
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,123,43,123,43,166
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,1,0,1,0,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,4,8,4,8,12
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,6,11,6,11,17
YOTALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,3,3,3,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,3,2,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-08-01,6,5,6,5,11
ACACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,23,4,23,4,27
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,12,5,12,5,17
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,10,24,10,24,34
ALCALA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,1,3,1,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,30,2,30,2,32
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,4,1,4,1,5
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,1,3,1,3,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,2,4,2,4,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,1,3,1,4
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,1,3,1,4
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,14,0,14,0,14
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,8,12,8,12,20
ARQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,5,11,5,11,16
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,28,0,28,0,28
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,6,5,6,5,11
AYATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,7,9,7,9,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,4,8,4,8,12
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,5,4,5,4,9
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,15,3,15,3,18
BAURES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,0,3,0,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,4,3,4,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,39,12,39,12,51
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,21,54,21,54,75
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,4,1,4,1,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,6,0,6,0,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,5,3,5,8
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,2,0,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,0,6,0,6,6
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,0,3,0,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,7,0,7,0,7
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,13,7,13,7,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,4,1,4,1,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,15,5,15,5,20
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,6,9,6,9,15
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,8,4,8,4,12
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,11,10,11,10,21
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,12,3,12,3,15
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,0,3,0,3,3
CATACORA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,3,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,35,9,35,9,44
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,6,0,6,0,6
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,1,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,1,3,1,3,4
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,27,0,27,0,27
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,8,3,8,3,11
CLIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,19,11,19,11,30
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,62,10,62,10,72
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,9,22,9,22,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,412,54,412,54,466
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,66,4,66,4,70
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,22,3,22,3,25
COLOMI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,23,14,23,14,37
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 4ta dosis,2014-09-01,31,15,31,15,46
