,group,variable,month,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SANTIVAÑES,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,6,6
SANTUARIO DE QUILLACAS,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,1,1
SENA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,21,21
SHINAOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,79,79
SICAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,1,1
SIPE SIPE,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,92,92
SOPACHUY,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,22,22
SORATA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,4,4
SUCRE,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,1838,1838
TAPACARI,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,23,23
TARABUCO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,32,32
TARATA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,27,27
TARIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,347,347
TARVITA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,17,17
TEOPONTE,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,9,9
TIAWANACU,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,7,7
TINGUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,2,2
TIPUANI,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,14,14
TIQUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,272,272
TIRAQUE (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,41,41
TOCO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,24,24
TOLATA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,17,17
TOMINA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,18,18
TORO TORO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,31,31
TOTORA(CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,75,75
TOTORA(ORR),vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,4,4
TRINIDAD,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,127,127
TUPIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,11,11
TURCO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,3,3
UNCIA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,31,31
URIONDO (A. CONCEPCION),vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,4,4
URUBICHA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,27,27
UYUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,119,119
VACAS,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,5,5
VALLEGRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,86,86
VIACHA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,207,207
VILLA CHARCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,31,31
VILLA MONTES,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,143,143
VILLA RIVERO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,16,16
VILLA SERRANO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,8,8
VILLA TUNARI,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,372,372
VILLA VACA GUZMAN (MUYUPAMPA),vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,21,21
VILLAZON,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,145,145
VINTO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,184,184
VITICHI,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,4,4
WARNES,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,201,201
YACO,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,3,3
YACUIBA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,72,72
YAMPARAEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,6,6
YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,245,245
YOTALA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,13,13
YUNCHARA,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,7,7
ZUDAÑEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-08-01,0,13,13
ACACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
ACHACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,74,74
AIQUILE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,64,64
ANCORAIMES,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,5,5
ANDAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
ARBIETO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,36,36
ARQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,29,29
ASCENCION DE GUARAYOS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,38,38
AYOPAYA (V. DE INDEPENDENCIA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,35,35
AZURDUY,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,23,23
BELLA FLOR,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,11,11
BERMEJO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,104,104
BETANZOS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,49,49
BOLIVAR,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
CABEZAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,24,24
"CAIZA ""D""",vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
CALAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,13,13
CAMARGO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,22,22
CAMATAQUI (C. VILLA ABECIA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,4,4
CAMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,212,212
CAPINOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,67,67
CARACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
CARANAVI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,101,101
CARAPARI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,48,48
CARIPUYO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
CARMEN RIVERO TORREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,15,15
CHALLAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,141,141
CHAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,8,8
CHARAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,61,61
CHIMORE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,73,73
CHIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,37,37
CHUMA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,15,15
CKOCHAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,4,4
CLIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,89,89
COBIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,248,248
COCAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,4,4
COCHABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,680,680
COIPASA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
COLCAPIRHUA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,118,118
COLOMI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,23,23
COLPA BELGICA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
COMARAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,50,50
COROICO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,66,66
CORQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,6,6
COTAGAITA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
COTOCA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,201,201
CUATRO CAÑADAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,65,65
CUEVO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,4,4
CULPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,21,21
EL ALTO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2142,2142
EL PUENTE(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,28,28
EL PUENTE(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,15,15
EL TORNO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,192,192
EL VILLAR,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,6,6
ENTRE RIOS TRJ,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,12,12
ENTRE RIOS CBBA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,66,66
ESCOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,18,18
EUCALIPTUS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,9,9
FERNANDEZ ALONSO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
FILADELFIA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,16,16
GENERAL SAAVEDRA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
GUANAY,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,30,30
GUAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,9,9
GUAYARAMERIN,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,174,174
GUTIERREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,22,22
HUACARETA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,21,21
HUACAYA (VILLA DE HUACAYA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
HUACHACALLA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
HUANUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,76,76
HUAYLLAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
ICLA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,18,18
INCAHUASI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,22,22
IRUPANA (VILLA DE LANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,15,15
IXIAMAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,13,13
LA ASUNTA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,82,82
LA GUARDIA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,186,186
LA PAZ,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1482,1482
LAGUNILLAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
LAJA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
LAS CARRERAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,7,7
LLALLAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,233,233
MACHACAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,10,10
MACHARETI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,19,19
MAIRANA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,34,34
MAPIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,26,26
MIZQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,48,48
MOJOCOYA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,14,14
MONTEAGUDO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,66,66
MONTERO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,414,414
MOROCHATA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
OCURI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,15,15
OMEREQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
ORURO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,981,981
PADCAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,27,27
PADILLA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,8,8
PAILON,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,75,75
PAMPA GRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,25,25
PASORAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,4,4
POJO (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,12,12
POOPO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,10,10
PORCO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,16,16
POROMA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,20,20
PORONGO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,9,9
PORTACHUELO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,12,12
PORVENIR,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,10,10
POTOSI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,466,466
PRESTO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,16,16
PUCARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,18,18
PUERTO GONZALO MORENO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,5,5
PUERTO RICO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,14,14
PUERTO SUAREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,45,45
PUERTO VILLARROEL,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,174,174
PUNA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,14,14
PUNATA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,168,168
QUILLACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,617,617
QUIME,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,6,6
RAVELO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,14,14
REYES,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,6,6
RIBERALTA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,604,604
ROBORE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,45,45
RURRENABAQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,21,21
SABAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
SACABA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,596,596
SACACA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,11,11
SAIPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,19,19
SALINAS DE GARCI MENDOZA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,21,21
SAMAIPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,7,7
SAN BENITO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,13,13
SAN BORJA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,62,62
SAN BUENA VENTURA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,30,30
SAN CARLOS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,88,88
SAN IGNACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,68,68
SAN IGNACIO DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,185,185
SAN JAVIER(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,40,40
SAN JOSE DE CHIQUITOS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,81,81
SAN JUAN DE YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,19,19
SAN JULIAN,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
SAN LORENZO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,23,23
SAN LORENZO(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,26,26
SAN LUCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,58,58
SAN MIGUEL DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,40,40
SAN PEDRO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,56,56
SAN PEDRO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,7,7
SAN RAFAEL,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,11,11
SAN RAMON BENI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,23,23
SAN RAMON SCZ,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,21,21
SANTA ANA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,47,47
SANTA CRUZ DE LA SIERRA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2732,2732
SANTA ROSA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,17,17
SANTA ROSA DEL SARA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,24,24
SANTIAGO DE HUARI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,6,6
SANTIAGO DE MACHACA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,4,4
SANTIVAÑES,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,5,5
SANTUARIO DE QUILLACAS,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,3,3
SHINAOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,25,25
SICAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,2,2
SIPE SIPE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,128,128
SOPACHUY,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,8,8
SORACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
SUCRE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1626,1626
TACACOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,7,7
TACOBAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,1,1
TAPACARI,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,22,22
TARABUCO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,31,31
TARATA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,26,26
TARIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,437,437
TARVITA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,16,16
TEOPONTE,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,5,5
TIAWANACU,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,10,10
TINGUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,16,16
TIQUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,223,223
TIRAQUE (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,50,50
TOCO,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,15,15
TOLATA,vih,total no de mujeres embarazadas con prueba rapida,2015-09-01,0,20,20
