,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,3,7,3,7,10
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,65,23,65,23,88
VILLA NUEVA (LOMA ALTA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,1,2,1,2,3
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,2,13,2,13,15
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,7,6,7,6,13
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,116,79,116,79,195
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,7,4,7,4,11
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,60,9,60,9,69
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,66,23,66,23,89
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,3,11,3,11,14
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,3,1,3,1,4
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,78,42,78,42,120
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,2,8,2,8,10
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,127,30,127,30,157
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,7,7,7,7,14
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,3,2,3,2,5
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,57,29,57,29,86
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,6,9,6,9,15
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,3,12,3,12,15
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,1,7,1,7,8
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-06-01,4,4,4,4,8
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,4,1,4,5
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,39,54,39,54,93
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,17,10,17,27
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,24,19,24,19,43
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,2,0,2,2
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,0,6,0,6
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,21,3,21,24
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,1,3,1,4
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,1,4,1,5
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,8,2,8,10
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,18,20,18,20,38
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,8,3,8,11
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,8,8,8,16
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,5,19,5,19,24
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,15,10,15,25
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,24,4,24,4,28
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,13,3,13,3,16
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,5,0,5,5
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,19,3,19,22
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,1,10,1,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,17,37,17,37,54
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,10,6,10,16
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,24,15,24,15,39
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,0,1,0,1
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,6,0,6,6
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,33,32,33,32,65
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,29,24,29,24,53
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,11,21,11,21,32
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,3,0,3,3
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,8,2,8,10
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,26,10,26,36
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,28,116,28,116,144
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,8,0,8,8
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,14,4,14,18
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,5,7,5,12
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,3,3,3,6
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,13,9,13,22
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,12,11,12,11,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,6,3,6,9
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,43,25,43,25,68
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,18,25,18,25,43
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,2,0,2,2
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,13,26,13,26,39
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,70,38,70,38,108
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,9,8,9,17
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,16,2,16,18
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,14,3,14,17
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,0,2,0,2
CHACARILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,0,2,0,2
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,27,14,27,14,41
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,8,7,8,15
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,12,85,12,85,97
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,2,0,2,2
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,30,8,30,38
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,20,27,20,27,47
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,1,1,1,2
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,20,20,20,20,40
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,5,6,5,11
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,17,32,17,32,49
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,62,4,62,4,66
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1236,74,1236,74,1310
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,79,6,79,6,85
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,8,9,8,17
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,7,2,7,9
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,23,15,23,15,38
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,6,3,6,9
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,25,92,25,92,117
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,0,7,0,7
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,41,8,41,49
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,3,1,3,4
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,23,15,23,15,38
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,6,0,6,6
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,15,16,15,16,31
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,13,7,13,7,20
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,14,22,14,22,36
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,4,1,4,5
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,11,9,11,20
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,3,8,3,11
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,39,3,39,42
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,95,25,95,25,120
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,25,10,25,35
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,2,1,2,3
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,2,2,2,4
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,18,15,18,15,33
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,2,3,2,5
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,4,0,4,4
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,6,2,6,8
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1330,66,1330,66,1396
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,8,0,8,8
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,11,13,11,13,24
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,4,8,4,12
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,59,14,59,14,73
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,5,0,5,0,5
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,23,34,23,34,57
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,23,19,23,19,42
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,1,0,1,1
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,11,4,11,4,15
EUREKA (SANTOS MERCADO),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,1,0,1,1
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,5,2,5,7
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,29,22,29,22,51
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,5,2,5,7
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,33,38,33,38,71
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,13,4,13,17
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,9,7,9,16
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,6,3,6,9
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,74,55,74,55,129
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,19,9,19,28
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,13,4,13,4,17
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,44,26,44,26,70
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,0,4,0,4
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,5,3,5,8
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,15,0,15,15
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,6,8,6,14
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,19,20,19,20,39
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,20,6,20,26
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,23,7,23,30
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,6,8,6,14
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,2,4,2,6
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,57,25,57,25,82
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,106,41,106,41,147
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1154,40,1154,40,1194
LA RIVERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,2,0,2,2
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,1,7,1,8
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,21,5,21,5,26
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,2,3,2,5
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,25,67,25,67,92
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,7,1,7,8
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,22,1,22,23
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,8,8,8,16
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,2,4,2,6
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,4,7,4,11
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,8,10,8,18
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,27,1,27,1,28
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,4,0,4,4
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,8,10,8,18
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,11,9,11,9,20
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,33,39,33,39,72
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,35,34,35,34,69
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,8,24,8,24,32
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,1,1,1,2
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,3,9,3,12
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,25,17,25,17,42
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,187,51,187,51,238
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,4,2,4,6
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,23,56,23,56,79
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,4,2,4,6
NAZACARA DE PACAJES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,1,0,1,1
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,26,9,26,35
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,14,10,14,10,24
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,13,4,13,17
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,452,44,452,44,496
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,16,9,16,9,25
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,19,6,19,6,25
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,58,53,58,53,111
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,19,10,19,29
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,30,24,30,24,54
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,3,3,3,6
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,11,7,11,7,18
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,5,2,5,7
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,9,1,9,10
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,21,5,21,5,26
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,1,9,1,10
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,6,7,6,13
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,35,6,35,41
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,13,6,13,19
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,18,26,18,26,44
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,4,2,4,6
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,21,5,21,5,26
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,24,9,24,33
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,4,7,4,11
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,18,11,18,11,29
PORVENIR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,9,2,9,11
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,2,4,2,6
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,371,19,371,19,390
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,15,2,15,17
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,19,19,19,19,38
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,26,7,26,33
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,16,1,16,17
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,11,1,11,12
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,3,3,3,6
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,13,15,13,15,28
PUERTO RICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,5,4,5,9
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,18,11,18,11,29
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,69,44,69,44,113
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,34,44,34,44,78
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,44,3,44,3,47
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,5,3,5,8
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,124,58,124,58,182
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,9,1,9,10
QUIRUSILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,3,0,3,0,3
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,11,22,11,22,33
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,21,11,21,11,32
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,209,64,209,64,273
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,18,27,18,27,45
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,26,18,26,18,44
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,4,0,4,0,4
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,222,98,222,98,320
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,0,2,0,2,2
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,24,21,24,21,45
SAIPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,8,2,8,10
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,4,7,4,11
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,10,11,10,11,21
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,13,38,13,38,51
SAN ANDRES DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,1,4,1,4,5
SAN ANTONIO DE ESMORUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,0,6,0,6
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,4,6,4,10
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,17,14,17,14,31
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,59,138,59,138,197
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,6,13,6,13,19
SAN CARLOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,16,23,16,23,39
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,37,10,37,10,47
SAN IGNACIO DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,77,27,77,27,104
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,2,17,2,17,19
SAN JAVIER(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,16,0,16,0,16
SAN JOAQUIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,9,6,9,6,15
SAN JOSE DE CHIQUITOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,43,6,43,6,49
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,7,8,7,8,15
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,33,54,33,54,87
SAN LORENZO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,5,18,5,18,23
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,17,12,17,12,29
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,33,36,33,36,69
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-07-01,17,3,17,3,20
