,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,TOTALES,TOTALES,TOTALES
PUCARA,consulta externa,personas de 60 anos y mas,2009-07-01,22,38,1,1,23,39,62
PUCARANI,consulta externa,personas de 60 anos y mas,2009-07-01,64,60,2,5,66,65,131
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2009-07-01,129,132,28,18,157,150,307
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2009-07-01,63,105,2,4,65,109,174
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2009-07-01,30,36,3,2,33,38,71
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2009-07-01,36,40,1,1,37,41,78
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2009-07-01,57,38,3,4,60,42,102
PUERTO RICO,consulta externa,personas de 60 anos y mas,2009-07-01,34,21,3,2,37,23,60
PUERTO SILES,consulta externa,personas de 60 anos y mas,2009-07-01,0,4,1,1,1,5,6
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2009-07-01,63,96,15,26,78,122,200
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2009-07-01,100,107,9,4,109,111,220
PUNA,consulta externa,personas de 60 anos y mas,2009-07-01,198,309,17,16,215,325,540
PUNATA,consulta externa,personas de 60 anos y mas,2009-07-01,190,239,146,143,336,382,718
QUIABAYA,consulta externa,personas de 60 anos y mas,2009-07-01,16,26,4,1,20,27,47
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2009-07-01,555,711,462,626,1017,1337,2354
QUIME,consulta externa,personas de 60 anos y mas,2009-07-01,40,25,6,3,46,28,74
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2009-07-01,12,19,0,2,12,21,33
RAVELO,consulta externa,personas de 60 anos y mas,2009-07-01,102,204,1,5,103,209,312
REYES,consulta externa,personas de 60 anos y mas,2009-07-01,85,92,32,40,117,132,249
RIBERALTA,consulta externa,personas de 60 anos y mas,2009-07-01,512,482,69,99,581,581,1162
ROBORE,consulta externa,personas de 60 anos y mas,2009-07-01,237,196,24,42,261,238,499
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2009-07-01,11,8,2,0,13,8,21
SABAYA,consulta externa,personas de 60 anos y mas,2009-07-01,37,39,0,0,37,39,76
SACABA,consulta externa,personas de 60 anos y mas,2009-07-01,250,330,196,235,446,565,1011
SACABAMBA,consulta externa,personas de 60 anos y mas,2009-07-01,22,67,0,1,22,68,90
SACACA,consulta externa,personas de 60 anos y mas,2009-07-01,56,73,1,0,57,73,130
SAIPINA,consulta externa,personas de 60 anos y mas,2009-07-01,7,22,3,2,10,24,34
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2009-07-01,63,62,1,1,64,63,127
SAMAIPATA,consulta externa,personas de 60 anos y mas,2009-07-01,69,72,3,1,72,73,145
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2009-07-01,8,10,1,0,9,10,19
SAN ANDRES,consulta externa,personas de 60 anos y mas,2009-07-01,14,28,5,8,19,36,55
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2009-07-01,94,108,14,20,108,128,236
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2009-07-01,3,6,0,0,3,6,9
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2009-07-01,47,48,1,3,48,51,99
SAN BENITO,consulta externa,personas de 60 anos y mas,2009-07-01,65,101,3,14,68,115,183
SAN BORJA,consulta externa,personas de 60 anos y mas,2009-07-01,162,147,48,47,210,194,404
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2009-07-01,68,67,12,6,80,73,153
SAN CARLOS,consulta externa,personas de 60 anos y mas,2009-07-01,120,94,16,13,136,107,243
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2009-07-01,138,145,59,35,197,180,377
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2009-07-01,248,320,54,65,302,385,687
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2009-07-01,23,15,1,0,24,15,39
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2009-07-01,37,60,4,7,41,67,108
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2009-07-01,66,107,305,104,371,211,582
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2009-07-01,90,118,16,26,106,144,250
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2009-07-01,43,49,16,15,59,64,123
SAN JULIAN,consulta externa,personas de 60 anos y mas,2009-07-01,98,123,0,1,98,124,222
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2009-07-01,29,45,0,0,29,45,74
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2009-07-01,148,224,2,12,150,236,386
SAN LUCAS,consulta externa,personas de 60 anos y mas,2009-07-01,251,375,22,21,273,396,669
SAN MATIAS,consulta externa,personas de 60 anos y mas,2009-07-01,25,41,7,6,32,47,79
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2009-07-01,45,76,27,81,72,157,229
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2009-07-01,27,22,5,2,32,24,56
SAN PEDRO,consulta externa,personas de 60 anos y mas,2009-07-01,139,89,4,3,143,92,235
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2009-07-01,44,80,6,0,50,80,130
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2009-07-01,28,33,3,5,31,38,69
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2009-07-01,3,8,0,0,3,8,11
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2009-07-01,110,99,15,10,125,109,234
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2009-07-01,11,12,0,0,11,12,23
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2009-07-01,37,47,2,4,39,51,90
SAN RAMON,consulta externa,personas de 60 anos y mas,2009-07-01,14,10,4,8,18,18,36
SAN RAMON,consulta externa,personas de 60 anos y mas,2009-07-01,113,142,13,16,126,158,284
SANTA ANA,consulta externa,personas de 60 anos y mas,2009-07-01,57,86,84,105,141,191,332
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2009-07-01,8925,10874,3174,5627,12099,16501,28600
SANTA ROSA,consulta externa,personas de 60 anos y mas,2009-07-01,135,129,2,1,137,130,267
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2009-07-01,50,61,2,2,52,63,115
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2009-07-01,28,16,0,0,28,16,44
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2009-07-01,84,90,38,36,122,126,248
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2009-07-01,39,69,3,4,42,73,115
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2009-07-01,24,55,1,6,25,61,86
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2009-07-01,13,20,1,0,14,20,34
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2009-07-01,82,61,5,1,87,62,149
SENA,consulta externa,personas de 60 anos y mas,2009-07-01,10,21,3,0,13,21,34
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2009-07-01,75,63,3,0,78,63,141
SICAYA,consulta externa,personas de 60 anos y mas,2009-07-01,12,23,0,1,12,24,36
SIPE SIPE,consulta externa,personas de 60 anos y mas,2009-07-01,24,47,2,15,26,62,88
SOPACHUY,consulta externa,personas de 60 anos y mas,2009-07-01,87,114,3,6,90,120,210
SORACACHI,consulta externa,personas de 60 anos y mas,2009-07-01,13,20,3,2,16,22,38
SORATA,consulta externa,personas de 60 anos y mas,2009-07-01,117,91,30,33,147,124,271
SUCRE,consulta externa,personas de 60 anos y mas,2009-07-01,3565,4476,2090,2661,5655,7137,12792
TACACHI,consulta externa,personas de 60 anos y mas,2009-07-01,5,17,1,2,6,19,25
TACACOMA,consulta externa,personas de 60 anos y mas,2009-07-01,40,39,12,4,52,43,95
TACOBAMBA,consulta externa,personas de 60 anos y mas,2009-07-01,43,71,1,0,44,71,115
TACOPAYA,consulta externa,personas de 60 anos y mas,2009-07-01,12,28,1,0,13,28,41
TAHUA,consulta externa,personas de 60 anos y mas,2009-07-01,8,13,0,0,8,13,21
TAPACARI,consulta externa,personas de 60 anos y mas,2009-07-01,95,70,4,0,99,70,169
TARABUCO,consulta externa,personas de 60 anos y mas,2009-07-01,159,213,23,63,182,276,458
TARACO,consulta externa,personas de 60 anos y mas,2009-07-01,62,47,5,2,67,49,116
TARATA,consulta externa,personas de 60 anos y mas,2009-07-01,18,22,2,6,20,28,48
TARIJA,consulta externa,personas de 60 anos y mas,2009-07-01,3200,3328,1752,1761,4952,5089,10041
TARVITA,consulta externa,personas de 60 anos y mas,2009-07-01,149,182,3,6,152,188,340
TEOPONTE,consulta externa,personas de 60 anos y mas,2009-07-01,78,49,26,22,104,71,175
TIAWANACU,consulta externa,personas de 60 anos y mas,2009-07-01,74,71,5,2,79,73,152
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2009-07-01,36,70,1,1,37,71,108
TIPUANI,consulta externa,personas de 60 anos y mas,2009-07-01,69,29,7,3,76,32,108
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2009-07-01,79,112,19,41,98,153,251
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2009-07-01,89,132,3,5,92,137,229
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2009-07-01,19,24,5,2,24,26,50
TOCO,consulta externa,personas de 60 anos y mas,2009-07-01,18,45,2,10,20,55,75
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2009-07-01,4,4,0,3,4,7,11
TOLATA,consulta externa,personas de 60 anos y mas,2009-07-01,26,61,4,15,30,76,106
TOLEDO,consulta externa,personas de 60 anos y mas,2009-07-01,49,41,1,3,50,44,94
TOMAVE,consulta externa,personas de 60 anos y mas,2009-07-01,106,187,16,8,122,195,317
TOMINA,consulta externa,personas de 60 anos y mas,2009-07-01,106,168,2,4,108,172,280
TORO TORO,consulta externa,personas de 60 anos y mas,2009-07-01,28,60,2,0,30,60,90
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2009-07-01,29,36,0,0,29,36,65
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2009-07-01,27,29,0,0,27,29,56
TRIGAL,consulta externa,personas de 60 anos y mas,2009-07-01,28,47,0,2,28,49,77
TRINIDAD,consulta externa,personas de 60 anos y mas,2009-07-01,381,338,246,287,627,625,1252
TUPIZA,consulta externa,personas de 60 anos y mas,2009-07-01,252,391,40,40,292,431,723
TURCO,consulta externa,personas de 60 anos y mas,2009-07-01,42,47,2,1,44,48,92
UMALA,consulta externa,personas de 60 anos y mas,2009-07-01,24,54,20,2,44,56,100
UNCIA,consulta externa,personas de 60 anos y mas,2009-07-01,19,60,0,0,19,60,79
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2009-07-01,33,80,2,5,35,85,120
URUBICHA,consulta externa,personas de 60 anos y mas,2009-07-01,18,22,0,0,18,22,40
UYUNI,consulta externa,personas de 60 anos y mas,2009-07-01,312,274,34,31,346,305,651
VACAS,consulta externa,personas de 60 anos y mas,2009-07-01,66,115,11,21,77,136,213
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2009-07-01,301,114,244,300,545,414,959
VIACHA,consulta externa,personas de 60 anos y mas,2009-07-01,310,275,163,218,473,493,966
VILA VILA,consulta externa,personas de 60 anos y mas,2009-07-01,11,10,0,0,11,10,21
VILLA MONTES,consulta externa,personas de 60 anos y mas,2009-07-01,217,202,51,59,268,261,529
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2009-07-01,6,7,0,0,6,7,13
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2009-07-01,27,38,2,7,29,45,74
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2009-07-01,155,172,6,10,161,182,343
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2009-07-01,156,135,12,11,168,146,314
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2009-07-01,94,173,6,2,100,175,275
VILLAZON,consulta externa,personas de 60 anos y mas,2009-07-01,285,353,48,53,333,406,739
VINTO,consulta externa,personas de 60 anos y mas,2009-07-01,49,69,19,71,68,140,208
VITICHI,consulta externa,personas de 60 anos y mas,2009-07-01,48,131,3,7,51,138,189
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2009-07-01,10,16,1,6,11,22,33
WARNES,consulta externa,personas de 60 anos y mas,2009-07-01,267,323,30,39,297,362,659
YACO,consulta externa,personas de 60 anos y mas,2009-07-01,89,60,20,9,109,69,178
YACUIBA,consulta externa,personas de 60 anos y mas,2009-07-01,677,789,265,330,942,1119,2061
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2009-07-01,81,154,9,8,90,162,252
YANACACHI,consulta externa,personas de 60 anos y mas,2009-07-01,29,22,2,2,31,24,55
YAPACANI,consulta externa,personas de 60 anos y mas,2009-07-01,113,86,29,14,142,100,242
YOCALLA,consulta externa,personas de 60 anos y mas,2009-07-01,70,144,0,1,70,145,215
YOTALA,consulta externa,personas de 60 anos y mas,2009-07-01,102,169,15,43,117,212,329
YUNCHARA,consulta externa,personas de 60 anos y mas,2009-07-01,10,22,2,0,12,22,34
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2009-07-01,49,68,5,7,54,75,129
ACACIO,consulta externa,personas de 60 anos y mas,2009-08-01,26,32,0,1,26,33,59
ACHACACHI,consulta externa,personas de 60 anos y mas,2009-08-01,512,545,103,112,615,657,1272
ACHOCALLA,consulta externa,personas de 60 anos y mas,2009-08-01,12,7,0,0,12,7,19
AIQUILE,consulta externa,personas de 60 anos y mas,2009-08-01,135,137,58,50,193,187,380
ALALAY,consulta externa,personas de 60 anos y mas,2009-08-01,2,10,0,0,2,10,12
ALCALA,consulta externa,personas de 60 anos y mas,2009-08-01,60,102,4,7,64,109,173
ANCORAIMES,consulta externa,personas de 60 anos y mas,2009-08-01,80,84,60,56,140,140,280
ANDAMARCA,consulta externa,personas de 60 anos y mas,2009-08-01,32,53,1,4,33,57,90
ANTEQUERA,consulta externa,personas de 60 anos y mas,2009-08-01,14,24,1,8,15,32,47
ANZALDO,consulta externa,personas de 60 anos y mas,2009-08-01,42,66,1,11,43,77,120
APOLO,consulta externa,personas de 60 anos y mas,2009-08-01,59,48,1,1,60,49,109
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2009-08-01,14,19,1,0,15,19,34
ARANI,consulta externa,personas de 60 anos y mas,2009-08-01,8,28,0,3,8,31,39
ARBIETO,consulta externa,personas de 60 anos y mas,2009-08-01,54,97,7,21,61,118,179
ARQUE,consulta externa,personas de 60 anos y mas,2009-08-01,20,33,0,0,20,33,53
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2009-08-01,60,38,5,9,65,47,112
ATOCHA,consulta externa,personas de 60 anos y mas,2009-08-01,9,8,1,0,10,8,18
AUCAPATA,consulta externa,personas de 60 anos y mas,2009-08-01,26,24,0,1,26,25,51
AYATA,consulta externa,personas de 60 anos y mas,2009-08-01,29,74,1,2,30,76,106
AYO AYO,consulta externa,personas de 60 anos y mas,2009-08-01,30,32,4,5,34,37,71
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2009-08-01,55,93,2,0,57,93,150
AZURDUY,consulta externa,personas de 60 anos y mas,2009-08-01,76,108,0,1,76,109,185
BATALLAS,consulta externa,personas de 60 anos y mas,2009-08-01,74,64,6,5,80,69,149
BAURES,consulta externa,personas de 60 anos y mas,2009-08-01,22,28,7,10,29,38,67
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2009-08-01,14,21,0,0,14,21,35
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2009-08-01,17,15,0,0,17,15,32
BELLA FLOR,consulta externa,personas de 60 anos y mas,2009-08-01,19,15,0,0,19,15,34
BERMEJO,consulta externa,personas de 60 anos y mas,2009-08-01,429,470,93,128,522,598,1120
BETANZOS,consulta externa,personas de 60 anos y mas,2009-08-01,269,413,64,83,333,496,829
BOLIVAR,consulta externa,personas de 60 anos y mas,2009-08-01,18,32,0,0,18,32,50
BOLPEBRA,consulta externa,personas de 60 anos y mas,2009-08-01,18,5,3,4,21,9,30
BOYUIBE,consulta externa,personas de 60 anos y mas,2009-08-01,30,35,9,17,39,52,91
BUENA VISTA,consulta externa,personas de 60 anos y mas,2009-08-01,69,61,21,14,90,75,165
CABEZAS,consulta externa,personas de 60 anos y mas,2009-08-01,70,77,5,7,75,84,159
CAIROMA,consulta externa,personas de 60 anos y mas,2009-08-01,89,104,6,8,95,112,207
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2009-08-01,94,184,10,22,104,206,310
CAJUATA,consulta externa,personas de 60 anos y mas,2009-08-01,94,92,6,9,100,101,201
CALACOTO,consulta externa,personas de 60 anos y mas,2009-08-01,40,48,6,1,46,49,95
CALAMARCA,consulta externa,personas de 60 anos y mas,2009-08-01,42,70,14,17,56,87,143
CAMARGO,consulta externa,personas de 60 anos y mas,2009-08-01,234,322,32,42,266,364,630
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2009-08-01,66,120,12,21,78,141,219
CAMIRI,consulta externa,personas de 60 anos y mas,2009-08-01,867,1026,146,160,1013,1186,2199
CAPINOTA,consulta externa,personas de 60 anos y mas,2009-08-01,76,78,28,32,104,110,214
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2009-08-01,57,63,4,1,61,64,125
CARACOLLO,consulta externa,personas de 60 anos y mas,2009-08-01,69,46,10,3,79,49,128
CARANAVI,consulta externa,personas de 60 anos y mas,2009-08-01,326,185,15,6,341,191,532
CARANGAS,consulta externa,personas de 60 anos y mas,2009-08-01,8,5,3,1,11,6,17
CARAPARI,consulta externa,personas de 60 anos y mas,2009-08-01,30,49,1,0,31,49,80
CARIPUYO,consulta externa,personas de 60 anos y mas,2009-08-01,24,34,0,0,24,34,58
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2009-08-01,14,17,3,6,17,23,40
CATACORA,consulta externa,personas de 60 anos y mas,2009-08-01,16,30,5,6,21,36,57
CHACARILLA,consulta externa,personas de 60 anos y mas,2009-08-01,6,6,0,0,6,6,12
CHALLAPATA,consulta externa,personas de 60 anos y mas,2009-08-01,143,134,50,58,193,192,385
CHAQUI,consulta externa,personas de 60 anos y mas,2009-08-01,44,90,1,2,45,92,137
CHARAGUA,consulta externa,personas de 60 anos y mas,2009-08-01,169,199,28,37,197,236,433
CHARAÑA,consulta externa,personas de 60 anos y mas,2009-08-01,21,17,2,1,23,18,41
CHAYANTA,consulta externa,personas de 60 anos y mas,2009-08-01,44,72,2,2,46,74,120
CHIMORE,consulta externa,personas de 60 anos y mas,2009-08-01,75,55,2,0,77,55,132
CHIPAYA,consulta externa,personas de 60 anos y mas,2009-08-01,11,10,0,0,11,10,21
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2009-08-01,19,32,0,0,19,32,51
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2009-08-01,104,80,34,21,138,101,239
CHUMA,consulta externa,personas de 60 anos y mas,2009-08-01,65,88,11,5,76,93,169
CLIZA,consulta externa,personas de 60 anos y mas,2009-08-01,72,121,26,32,98,153,251
COBIJA,consulta externa,personas de 60 anos y mas,2009-08-01,184,166,71,125,255,291,546
COCHABAMBA,consulta externa,personas de 60 anos y mas,2009-08-01,5238,6897,6575,9198,11813,16095,27908
COIPASA,consulta externa,personas de 60 anos y mas,2009-08-01,1,3,0,0,1,3,4
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2009-08-01,115,86,183,133,298,219,517
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2009-08-01,79,125,7,9,86,134,220
COLLANA,consulta externa,personas de 60 anos y mas,2009-08-01,29,28,5,1,34,29,63
COLOMI,consulta externa,personas de 60 anos y mas,2009-08-01,18,23,4,0,22,23,45
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2009-08-01,15,15,5,8,20,23,43
COLQUECHACA,consulta externa,personas de 60 anos y mas,2009-08-01,52,97,2,1,54,98,152
COLQUENCHA,consulta externa,personas de 60 anos y mas,2009-08-01,74,125,5,13,79,138,217
COLQUIRI,consulta externa,personas de 60 anos y mas,2009-08-01,64,70,2,4,66,74,140
COMANCHE,consulta externa,personas de 60 anos y mas,2009-08-01,62,54,10,21,72,75,147
COMARAPA,consulta externa,personas de 60 anos y mas,2009-08-01,106,150,7,19,113,169,282
COMBAYA,consulta externa,personas de 60 anos y mas,2009-08-01,38,47,10,7,48,54,102
CONCEPCION,consulta externa,personas de 60 anos y mas,2009-08-01,53,35,3,4,56,39,95
COPACABANA,consulta externa,personas de 60 anos y mas,2009-08-01,50,51,5,2,55,53,108
CORIPATA,consulta externa,personas de 60 anos y mas,2009-08-01,82,72,13,8,95,80,175
CORO CORO,consulta externa,personas de 60 anos y mas,2009-08-01,21,37,1,2,22,39,61
COROICO,consulta externa,personas de 60 anos y mas,2009-08-01,139,94,84,99,223,193,416
CORQUE,consulta externa,personas de 60 anos y mas,2009-08-01,84,71,11,7,95,78,173
COTAGAITA,consulta externa,personas de 60 anos y mas,2009-08-01,143,308,1,11,144,319,463
COTOCA,consulta externa,personas de 60 anos y mas,2009-08-01,216,260,1,2,217,262,479
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2009-08-01,41,36,3,4,44,40,84
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2009-08-01,12,20,0,10,12,30,42
CUEVO,consulta externa,personas de 60 anos y mas,2009-08-01,58,86,6,8,64,94,158
CULPINA,consulta externa,personas de 60 anos y mas,2009-08-01,170,247,1,1,171,248,419
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2009-08-01,34,48,4,3,38,51,89
CURVA,consulta externa,personas de 60 anos y mas,2009-08-01,8,11,0,0,8,11,19
DESAGUADERO,consulta externa,personas de 60 anos y mas,2009-08-01,14,19,3,3,17,22,39
EL ALTO,consulta externa,personas de 60 anos y mas,2009-08-01,1959,2027,1241,1211,3200,3238,6438
EL CHORO,consulta externa,personas de 60 anos y mas,2009-08-01,35,40,10,10,45,50,95
