,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),consulta externa,personas de 10 a 20 anos,2009-07-01,35,37,18,14,53,51,104
TOTORA(ORR),consulta externa,personas de 10 a 20 anos,2009-07-01,34,37,0,0,34,37,71
TRIGAL,consulta externa,personas de 10 a 20 anos,2009-07-01,12,22,0,0,12,22,34
TRINIDAD,consulta externa,personas de 10 a 20 anos,2009-07-01,485,943,155,188,640,1131,1771
TUPIZA,consulta externa,personas de 10 a 20 anos,2009-07-01,453,685,48,36,501,721,1222
TURCO,consulta externa,personas de 10 a 20 anos,2009-07-01,27,37,1,6,28,43,71
UMALA,consulta externa,personas de 10 a 20 anos,2009-07-01,11,52,4,0,15,52,67
UNCIA,consulta externa,personas de 10 a 20 anos,2009-07-01,73,149,0,1,73,150,223
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 20 anos,2009-07-01,255,454,4,15,259,469,728
URUBICHA,consulta externa,personas de 10 a 20 anos,2009-07-01,44,63,0,2,44,65,109
UYUNI,consulta externa,personas de 10 a 20 anos,2009-07-01,98,197,11,9,109,206,315
VACAS,consulta externa,personas de 10 a 20 anos,2009-07-01,24,43,1,5,25,48,73
VALLEGRANDE,consulta externa,personas de 10 a 20 anos,2009-07-01,83,131,82,99,165,230,395
VIACHA,consulta externa,personas de 10 a 20 anos,2009-07-01,155,222,48,63,203,285,488
VILA VILA,consulta externa,personas de 10 a 20 anos,2009-07-01,13,26,0,0,13,26,39
VILLA MONTES,consulta externa,personas de 10 a 20 anos,2009-07-01,320,474,37,44,357,518,875
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 20 anos,2009-07-01,9,51,1,4,10,55,65
VILLA RIVERO,consulta externa,personas de 10 a 20 anos,2009-07-01,12,14,3,2,15,16,31
VILLA SERRANO,consulta externa,personas de 10 a 20 anos,2009-07-01,53,92,0,1,53,93,146
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2009-07-01,245,569,32,25,277,594,871
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2009-07-01,94,175,0,6,94,181,275
VILLAZON,consulta externa,personas de 10 a 20 anos,2009-07-01,323,523,23,32,346,555,901
VINTO,consulta externa,personas de 10 a 20 anos,2009-07-01,88,88,26,31,114,119,233
VITICHI,consulta externa,personas de 10 a 20 anos,2009-07-01,68,72,11,3,79,75,154
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2009-07-01,9,9,0,0,9,9,18
WARNES,consulta externa,personas de 10 a 20 anos,2009-07-01,307,410,4,31,311,441,752
YACO,consulta externa,personas de 10 a 20 anos,2009-07-01,77,73,6,5,83,78,161
YACUIBA,consulta externa,personas de 10 a 20 anos,2009-07-01,1240,1959,151,253,1391,2212,3603
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2009-07-01,52,47,4,7,56,54,110
YANACACHI,consulta externa,personas de 10 a 20 anos,2009-07-01,21,30,0,0,21,30,51
YAPACANI,consulta externa,personas de 10 a 20 anos,2009-07-01,161,215,19,24,180,239,419
YOCALLA,consulta externa,personas de 10 a 20 anos,2009-07-01,28,48,0,0,28,48,76
YOTALA,consulta externa,personas de 10 a 20 anos,2009-07-01,46,72,8,5,54,77,131
YUNCHARA,consulta externa,personas de 10 a 20 anos,2009-07-01,108,178,1,2,109,180,289
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2009-07-01,34,43,0,4,34,47,81
ACACIO,consulta externa,personas de 10 a 20 anos,2009-08-01,86,71,0,0,86,71,157
ACHACACHI,consulta externa,personas de 10 a 20 anos,2009-08-01,179,262,19,17,198,279,477
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2009-08-01,19,16,0,0,19,16,35
AIQUILE,consulta externa,personas de 10 a 20 anos,2009-08-01,146,174,14,17,160,191,351
ALALAY,consulta externa,personas de 10 a 20 anos,2009-08-01,4,6,0,0,4,6,10
ALCALA,consulta externa,personas de 10 a 20 anos,2009-08-01,149,135,5,4,154,139,293
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2009-08-01,75,79,3,6,78,85,163
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-08-01,20,32,0,0,20,32,52
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2009-08-01,13,27,0,0,13,27,40
ANZALDO,consulta externa,personas de 10 a 20 anos,2009-08-01,35,45,2,3,37,48,85
APOLO,consulta externa,personas de 10 a 20 anos,2009-08-01,19,41,0,0,19,41,60
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2009-08-01,22,19,0,0,22,19,41
ARANI,consulta externa,personas de 10 a 20 anos,2009-08-01,19,23,1,1,20,24,44
ARBIETO,consulta externa,personas de 10 a 20 anos,2009-08-01,66,77,8,8,74,85,159
ARQUE,consulta externa,personas de 10 a 20 anos,2009-08-01,38,48,0,0,38,48,86
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 20 anos,2009-08-01,64,86,2,9,66,95,161
ATOCHA,consulta externa,personas de 10 a 20 anos,2009-08-01,48,74,3,2,51,76,127
AUCAPATA,consulta externa,personas de 10 a 20 anos,2009-08-01,43,33,3,14,46,47,93
AYATA,consulta externa,personas de 10 a 20 anos,2009-08-01,53,59,0,0,53,59,112
AYO AYO,consulta externa,personas de 10 a 20 anos,2009-08-01,40,39,5,1,45,40,85
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2009-08-01,74,103,2,7,76,110,186
AZURDUY,consulta externa,personas de 10 a 20 anos,2009-08-01,56,78,3,0,59,78,137
BATALLAS,consulta externa,personas de 10 a 20 anos,2009-08-01,68,40,1,1,69,41,110
BAURES,consulta externa,personas de 10 a 20 anos,2009-08-01,23,27,0,0,23,27,50
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-08-01,7,6,0,0,7,6,13
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2009-08-01,47,31,0,1,47,32,79
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2009-08-01,10,29,0,0,10,29,39
BERMEJO,consulta externa,personas de 10 a 20 anos,2009-08-01,765,983,67,81,832,1064,1896
BETANZOS,consulta externa,personas de 10 a 20 anos,2009-08-01,462,523,14,13,476,536,1012
BOLIVAR,consulta externa,personas de 10 a 20 anos,2009-08-01,6,19,0,0,6,19,25
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2009-08-01,32,36,10,3,42,39,81
BOYUIBE,consulta externa,personas de 10 a 20 anos,2009-08-01,138,131,7,11,145,142,287
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-08-01,116,147,4,2,120,149,269
CABEZAS,consulta externa,personas de 10 a 20 anos,2009-08-01,191,252,18,10,209,262,471
CAIROMA,consulta externa,personas de 10 a 20 anos,2009-08-01,46,46,0,0,46,46,92
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2009-08-01,216,248,49,42,265,290,555
CAJUATA,consulta externa,personas de 10 a 20 anos,2009-08-01,54,70,4,6,58,76,134
CALACOTO,consulta externa,personas de 10 a 20 anos,2009-08-01,34,40,1,0,35,40,75
CALAMARCA,consulta externa,personas de 10 a 20 anos,2009-08-01,65,72,3,2,68,74,142
CAMARGO,consulta externa,personas de 10 a 20 anos,2009-08-01,120,159,1,4,121,163,284
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2009-08-01,36,51,1,2,37,53,90
CAMIRI,consulta externa,personas de 10 a 20 anos,2009-08-01,698,867,51,148,749,1015,1764
CAPINOTA,consulta externa,personas de 10 a 20 anos,2009-08-01,115,132,14,11,129,143,272
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2009-08-01,26,47,0,2,26,49,75
CARACOLLO,consulta externa,personas de 10 a 20 anos,2009-08-01,74,94,2,2,76,96,172
CARANAVI,consulta externa,personas de 10 a 20 anos,2009-08-01,294,387,1,4,295,391,686
CARANGAS,consulta externa,personas de 10 a 20 anos,2009-08-01,4,5,0,0,4,5,9
CARAPARI,consulta externa,personas de 10 a 20 anos,2009-08-01,557,511,2,2,559,513,1072
CARIPUYO,consulta externa,personas de 10 a 20 anos,2009-08-01,101,137,0,1,101,138,239
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 20 anos,2009-08-01,49,37,0,2,49,39,88
CATACORA,consulta externa,personas de 10 a 20 anos,2009-08-01,14,14,0,1,14,15,29
CHACARILLA,consulta externa,personas de 10 a 20 anos,2009-08-01,6,5,1,1,7,6,13
CHALLAPATA,consulta externa,personas de 10 a 20 anos,2009-08-01,58,129,4,2,62,131,193
CHAQUI,consulta externa,personas de 10 a 20 anos,2009-08-01,187,165,8,7,195,172,367
CHARAGUA,consulta externa,personas de 10 a 20 anos,2009-08-01,166,242,2,4,168,246,414
CHARAÑA,consulta externa,personas de 10 a 20 anos,2009-08-01,6,12,0,0,6,12,18
CHAYANTA,consulta externa,personas de 10 a 20 anos,2009-08-01,112,152,1,0,113,152,265
CHIMORE,consulta externa,personas de 10 a 20 anos,2009-08-01,81,106,0,3,81,109,190
CHIPAYA,consulta externa,personas de 10 a 20 anos,2009-08-01,9,14,0,0,9,14,23
CHOQUE COTA,consulta externa,personas de 10 a 20 anos,2009-08-01,9,24,0,3,9,27,36
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 20 anos,2009-08-01,67,95,3,12,70,107,177
CHUMA,consulta externa,personas de 10 a 20 anos,2009-08-01,58,77,1,1,59,78,137
CLIZA,consulta externa,personas de 10 a 20 anos,2009-08-01,38,53,5,7,43,60,103
COBIJA,consulta externa,personas de 10 a 20 anos,2009-08-01,375,455,67,112,442,567,1009
COCHABAMBA,consulta externa,personas de 10 a 20 anos,2009-08-01,4165,5477,2728,3282,6893,8759,15652
COIPASA,consulta externa,personas de 10 a 20 anos,2009-08-01,3,3,0,0,3,3,6
COLCAPIRHUA,consulta externa,personas de 10 a 20 anos,2009-08-01,181,172,112,100,293,272,565
"COLCHA ""K""",consulta externa,personas de 10 a 20 anos,2009-08-01,71,100,1,3,72,103,175
COLLANA,consulta externa,personas de 10 a 20 anos,2009-08-01,18,21,0,1,18,22,40
COLOMI,consulta externa,personas de 10 a 20 anos,2009-08-01,29,33,4,3,33,36,69
COLPA BELGICA,consulta externa,personas de 10 a 20 anos,2009-08-01,60,70,7,12,67,82,149
COLQUECHACA,consulta externa,personas de 10 a 20 anos,2009-08-01,171,184,2,3,173,187,360
COLQUENCHA,consulta externa,personas de 10 a 20 anos,2009-08-01,93,99,1,3,94,102,196
COLQUIRI,consulta externa,personas de 10 a 20 anos,2009-08-01,40,75,1,5,41,80,121
COMANCHE,consulta externa,personas de 10 a 20 anos,2009-08-01,32,33,3,0,35,33,68
COMARAPA,consulta externa,personas de 10 a 20 anos,2009-08-01,169,240,15,22,184,262,446
COMBAYA,consulta externa,personas de 10 a 20 anos,2009-08-01,22,27,1,1,23,28,51
CONCEPCION,consulta externa,personas de 10 a 20 anos,2009-08-01,26,39,0,1,26,40,66
COPACABANA,consulta externa,personas de 10 a 20 anos,2009-08-01,49,41,1,2,50,43,93
CORIPATA,consulta externa,personas de 10 a 20 anos,2009-08-01,48,62,6,6,54,68,122
CORO CORO,consulta externa,personas de 10 a 20 anos,2009-08-01,31,34,0,0,31,34,65
COROICO,consulta externa,personas de 10 a 20 anos,2009-08-01,80,94,22,12,102,106,208
CORQUE,consulta externa,personas de 10 a 20 anos,2009-08-01,43,50,7,9,50,59,109
COTAGAITA,consulta externa,personas de 10 a 20 anos,2009-08-01,291,379,4,0,295,379,674
COTOCA,consulta externa,personas de 10 a 20 anos,2009-08-01,225,334,7,6,232,340,572
CUATRO CAÑADAS,consulta externa,personas de 10 a 20 anos,2009-08-01,166,225,10,12,176,237,413
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 20 anos,2009-08-01,5,6,1,2,6,8,14
CUEVO,consulta externa,personas de 10 a 20 anos,2009-08-01,93,97,3,0,96,97,193
CULPINA,consulta externa,personas de 10 a 20 anos,2009-08-01,136,193,1,5,137,198,335
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 20 anos,2009-08-01,55,64,1,0,56,64,120
CURVA,consulta externa,personas de 10 a 20 anos,2009-08-01,14,7,1,0,15,7,22
DESAGUADERO,consulta externa,personas de 10 a 20 anos,2009-08-01,11,20,0,0,11,20,31
EL ALTO,consulta externa,personas de 10 a 20 anos,2009-08-01,3816,5340,1049,1222,4865,6562,11427
EL CHORO,consulta externa,personas de 10 a 20 anos,2009-08-01,27,27,0,0,27,27,54
EL PUENTE(STC),consulta externa,personas de 10 a 20 anos,2009-08-01,57,104,0,0,57,104,161
EL PUENTE(TJA),consulta externa,personas de 10 a 20 anos,2009-08-01,261,344,0,9,261,353,614
EL TORNO,consulta externa,personas de 10 a 20 anos,2009-08-01,519,708,28,30,547,738,1285
EL VILLAR,consulta externa,personas de 10 a 20 anos,2009-08-01,89,109,1,2,90,111,201
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-08-01,121,169,8,9,129,178,307
ENTRE RIOS,consulta externa,personas de 10 a 20 anos,2009-08-01,520,704,5,6,525,710,1235
ESCARA,consulta externa,personas de 10 a 20 anos,2009-08-01,1,0,0,0,1,0,1
ESMERALDA,consulta externa,personas de 10 a 20 anos,2009-08-01,1,1,0,0,1,1,2
EUCALIPTUS,consulta externa,personas de 10 a 20 anos,2009-08-01,48,94,6,6,54,100,154
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 20 anos,2009-08-01,4,7,0,0,4,7,11
EXALTACION,consulta externa,personas de 10 a 20 anos,2009-08-01,9,26,2,1,11,27,38
FERNANDEZ ALONSO,consulta externa,personas de 10 a 20 anos,2009-08-01,101,127,7,6,108,133,241
FILADELFIA,consulta externa,personas de 10 a 20 anos,2009-08-01,41,47,0,20,41,67,108
GENERAL SAAVEDRA,consulta externa,personas de 10 a 20 anos,2009-08-01,94,157,3,2,97,159,256
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 20 anos,2009-08-01,68,95,0,3,68,98,166
GUANAY,consulta externa,personas de 10 a 20 anos,2009-08-01,18,38,2,7,20,45,65
GUAQUI,consulta externa,personas de 10 a 20 anos,2009-08-01,21,31,1,2,22,33,55
GUAYARAMERIN,consulta externa,personas de 10 a 20 anos,2009-08-01,364,633,87,153,451,786,1237
GUTIERREZ,consulta externa,personas de 10 a 20 anos,2009-08-01,186,250,4,12,190,262,452
HUACARETA,consulta externa,personas de 10 a 20 anos,2009-08-01,97,136,8,8,105,144,249
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 20 anos,2009-08-01,84,72,0,1,84,73,157
HUACHACALLA,consulta externa,personas de 10 a 20 anos,2009-08-01,19,20,0,0,19,20,39
HUANUNI,consulta externa,personas de 10 a 20 anos,2009-08-01,242,284,28,50,270,334,604
HUARACAJE,consulta externa,personas de 10 a 20 anos,2009-08-01,23,37,0,3,23,40,63
HUAYLLAMARCA,consulta externa,personas de 10 a 20 anos,2009-08-01,26,17,0,0,26,17,43
ICHOCA,consulta externa,personas de 10 a 20 anos,2009-08-01,13,18,0,1,13,19,32
ICLA,consulta externa,personas de 10 a 20 anos,2009-08-01,158,130,5,6,163,136,299
INCAHUASI,consulta externa,personas de 10 a 20 anos,2009-08-01,158,196,2,67,160,263,423
INGAVI (HUMAITA),consulta externa,personas de 10 a 20 anos,2009-08-01,7,17,3,3,10,20,30
INQUISIVI,consulta externa,personas de 10 a 20 anos,2009-08-01,27,37,0,0,27,37,64
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2009-08-01,102,145,3,3,105,148,253
IXIAMAS,consulta externa,personas de 10 a 20 anos,2009-08-01,97,94,1,5,98,99,197
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-08-01,78,85,4,3,82,88,170
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2009-08-01,59,143,13,10,72,153,225
LA GUARDIA,consulta externa,personas de 10 a 20 anos,2009-08-01,539,708,38,60,577,768,1345
LA PAZ,consulta externa,personas de 10 a 20 anos,2009-08-01,6326,7651,3232,3933,9558,11584,21142
LA RIVERA,consulta externa,personas de 10 a 20 anos,2009-08-01,4,6,0,0,4,6,10
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2009-08-01,77,119,1,3,78,122,200
LAJA,consulta externa,personas de 10 a 20 anos,2009-08-01,33,53,10,7,43,60,103
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2009-08-01,44,83,2,1,46,84,130
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2009-08-01,19,19,1,0,20,19,39
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2009-08-01,201,127,8,1,209,128,337
LLICA,consulta externa,personas de 10 a 20 anos,2009-08-01,28,41,1,0,29,41,70
LORETO,consulta externa,personas de 10 a 20 anos,2009-08-01,58,90,6,1,64,91,155
LURIBAY,consulta externa,personas de 10 a 20 anos,2009-08-01,61,49,0,1,61,50,111
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2009-08-01,26,32,1,6,27,38,65
MACHARETI,consulta externa,personas de 10 a 20 anos,2009-08-01,158,176,9,18,167,194,361
MAGDALENA,consulta externa,personas de 10 a 20 anos,2009-08-01,65,86,18,12,83,98,181
MAIRANA,consulta externa,personas de 10 a 20 anos,2009-08-01,61,100,3,8,64,108,172
MALLA,consulta externa,personas de 10 a 20 anos,2009-08-01,35,49,1,0,36,49,85
MAPIRI,consulta externa,personas de 10 a 20 anos,2009-08-01,50,64,0,0,50,64,114
MECAPACA,consulta externa,personas de 10 a 20 anos,2009-08-01,68,54,7,9,75,63,138
MINEROS,consulta externa,personas de 10 a 20 anos,2009-08-01,114,153,0,1,114,154,268
MIZQUE,consulta externa,personas de 10 a 20 anos,2009-08-01,58,113,2,3,60,116,176
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2009-08-01,140,105,15,8,155,113,268
MOJINETE,consulta externa,personas de 10 a 20 anos,2009-08-01,14,17,0,0,14,17,31
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2009-08-01,114,129,1,4,115,133,248
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2009-08-01,442,560,46,81,488,641,1129
MONTERO,consulta externa,personas de 10 a 20 anos,2009-08-01,1548,1927,168,204,1716,2131,3847
MORO MORO,consulta externa,personas de 10 a 20 anos,2009-08-01,13,22,0,0,13,22,35
MOROCHATA,consulta externa,personas de 10 a 20 anos,2009-08-01,45,47,0,9,45,56,101
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2009-08-01,129,75,10,4,139,79,218
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2009-08-01,0,5,0,1,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2009-08-01,33,30,29,20,62,50,112
OCURI,consulta externa,personas de 10 a 20 anos,2009-08-01,101,111,1,0,102,111,213
OKINAWA,consulta externa,personas de 10 a 20 anos,2009-08-01,119,186,18,38,137,224,361
OMEREQUE,consulta externa,personas de 10 a 20 anos,2009-08-01,93,100,6,4,99,104,203
ORURO,consulta externa,personas de 10 a 20 anos,2009-08-01,2751,3075,457,456,3208,3531,6739
PADCAYA,consulta externa,personas de 10 a 20 anos,2009-08-01,787,927,15,24,802,951,1753
PADILLA,consulta externa,personas de 10 a 20 anos,2009-08-01,194,180,3,1,197,181,378
PAILON,consulta externa,personas de 10 a 20 anos,2009-08-01,100,128,4,15,104,143,247
PALCA,consulta externa,personas de 10 a 20 anos,2009-08-01,70,65,2,2,72,67,139
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2009-08-01,167,213,28,20,195,233,428
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2009-08-01,5,6,0,0,5,6,11
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2009-08-01,58,66,3,2,61,68,129
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2009-08-01,56,71,6,0,62,71,133
PASORAPA,consulta externa,personas de 10 a 20 anos,2009-08-01,26,27,0,0,26,27,53
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2009-08-01,46,57,0,0,46,57,103
PAZÑA,consulta externa,personas de 10 a 20 anos,2009-08-01,23,28,0,0,23,28,51
PELECHUCO,consulta externa,personas de 10 a 20 anos,2009-08-01,45,49,0,0,45,49,94
POCOATA,consulta externa,personas de 10 a 20 anos,2009-08-01,129,172,1,1,130,173,303
POCONA,consulta externa,personas de 10 a 20 anos,2009-08-01,51,69,1,1,52,70,122
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2009-08-01,23,29,0,0,23,29,52
POOPO,consulta externa,personas de 10 a 20 anos,2009-08-01,28,30,3,0,31,30,61
PORCO,consulta externa,personas de 10 a 20 anos,2009-08-01,119,161,0,0,119,161,280
POROMA,consulta externa,personas de 10 a 20 anos,2009-08-01,144,230,2,2,146,232,378
PORONGO,consulta externa,personas de 10 a 20 anos,2009-08-01,90,94,24,54,114,148,262
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2009-08-01,162,206,8,16,170,222,392
PORVENIR,consulta externa,personas de 10 a 20 anos,2009-08-01,93,90,6,3,99,93,192
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2009-08-01,14,21,0,1,14,22,36
POTOSI,consulta externa,personas de 10 a 20 anos,2009-08-01,2131,2604,593,765,2724,3369,6093
PRESTO,consulta externa,personas de 10 a 20 anos,2009-08-01,104,140,0,0,104,140,244
PUCARA,consulta externa,personas de 10 a 20 anos,2009-08-01,18,17,1,0,19,17,36
PUCARANI,consulta externa,personas de 10 a 20 anos,2009-08-01,74,131,5,7,79,138,217
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2009-08-01,79,58,5,4,84,62,146
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2009-08-01,164,86,31,1,195,87,282
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2009-08-01,31,50,3,0,34,50,84
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2009-08-01,32,29,1,1,33,30,63
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2009-08-01,231,163,38,53,269,216,485
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2009-08-01,110,122,0,0,110,122,232
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2009-08-01,4,8,4,16,8,24,32
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2009-08-01,90,146,14,21,104,167,271
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2009-08-01,268,514,14,151,282,665,947
PUNA,consulta externa,personas de 10 a 20 anos,2009-08-01,569,577,9,4,578,581,1159
PUNATA,consulta externa,personas de 10 a 20 anos,2009-08-01,114,294,23,26,137,320,457
QUIABAYA,consulta externa,personas de 10 a 20 anos,2009-08-01,16,11,0,0,16,11,27
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2009-08-01,144,161,18,50,162,211,373
QUIME,consulta externa,personas de 10 a 20 anos,2009-08-01,49,63,0,1,49,64,113
QUIRUSILLAS,consulta externa,personas de 10 a 20 anos,2009-08-01,14,30,0,0,14,30,44
RAVELO,consulta externa,personas de 10 a 20 anos,2009-08-01,174,134,0,2,174,136,310
REYES,consulta externa,personas de 10 a 20 anos,2009-08-01,83,137,9,13,92,150,242
RIBERALTA,consulta externa,personas de 10 a 20 anos,2009-08-01,294,881,21,218,315,1099,1414
ROBORE,consulta externa,personas de 10 a 20 anos,2009-08-01,81,143,16,21,97,164,261
RURRENABAQUE,consulta externa,personas de 10 a 20 anos,2009-08-01,49,84,0,3,49,87,136
SABAYA,consulta externa,personas de 10 a 20 anos,2009-08-01,21,25,2,1,23,26,49
SACABA,consulta externa,personas de 10 a 20 anos,2009-08-01,346,509,115,95,461,604,1065
SACABAMBA,consulta externa,personas de 10 a 20 anos,2009-08-01,14,17,1,0,15,17,32
SACACA,consulta externa,personas de 10 a 20 anos,2009-08-01,141,157,2,0,143,157,300
