,group,variable,month,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
SENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,2,4,7
SHINAOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,11,10,8,7,36
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,1,0,1,7
SICAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,1,2,7
SIPE SIPE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,9,9,11,38
SOPACHUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,2,5,7,18
SORACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,0,3,1,7
SORATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,4,3,8,20
SUCRE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,134,127,26,43,330
TACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,1,3,5
TACACOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,0,0,1
TACOBAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,1,15,9,27
TACOPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,4,3,8
TAPACARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,4,20,12,40
TARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,8,3,4,3,18
TARACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,0,0,0,3
TARATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,3,6,13
TARIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,90,88,28,35,241
TARVITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,8,4,8,8,28
TEOPONTE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,6,7,4,22
TIAWANACU,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,7,2,0,0,9
TINGUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,6,7,8,25
TIPUANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,10,6,1,2,19
TIQUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,11,7,12,8,38
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,5,8,17
TOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,0,1,5
TOLATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,5,3,1,0,9
TOLEDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,2,0,1,3
TOMAVE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,1,3,7
TOMINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,5,5,4,18
TORO TORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,1,1,4
TOTORA(CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,3,6,2,15
TOTORA(ORR),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,0,0,4
TRIGAL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,2,1,4
TRINIDAD,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,40,48,18,14,120
TUPIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,20,13,8,8,49
TURCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,4,6,11
UMALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,1,2,4
UNCIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,6,6,2,3,17
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,12,11,3,5,31
URUBICHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,0,0,4
UYUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,4,18,0,3,25
VACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,4,4,10
VALLEGRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,11,7,1,3,22
VIACHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,22,14,13,8,57
VILA VILA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,3,1,5
VILLA CHARCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,9,8,6,5,28
VILLA MONTES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,19,19,15,13,66
VILLA RIVERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,2,0,3
VILLA SERRANO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,4,2,4,13
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,41,32,18,13,104
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,3,2,0,1,6
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,31,30,16,17,94
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,1,0,9,10
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,2,0,1,4
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,5,3,12
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,64,56,12,5,137
YACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,0,2,0,3
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,39,34,8,6,87
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,1,3,2,7
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,0,4,0,1,5
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,12,14,23,29,78
YOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,3,0,1,6
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,1,3,1,2,7
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,0,1,2,5
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-07-01,2,2,1,1,6
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,1,0,2
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,4,0,3,13
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,6,4,2,16
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,7,2,11,8,28
ALALAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,4,2,6
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,0,2,0,4
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,7,4,0,17
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,3,4,8
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,0,1,2,4
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,2,0,3
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,3,0,4
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,9,6,9,28
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,1,0,5,8
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,0,3,3,9
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,15,10,11,7,43
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,5,10,12,29
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,18,15,0,0,33
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,2,8,5,20
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,1,3,0,9
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,0,1,2,8
AYO AYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,8,3,9,6,26
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,1,0,0,6
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,5,4,5,16
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,5,0,0,8
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,1,0,2
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,3,1,1,7
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,8,19,20,28,75
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,4,3,3,13
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,2,1,3,7
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,0,1,1,4
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,6,0,1,10
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,7,6,3,0,16
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,9,6,4,25
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,3,1,1,7
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,9,6,1,2,18
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,9,4,3,0,16
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,0,2,1,4
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,1,0,2,5
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,7,6,8,26
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,2,1,0,4
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,11,10,1,0,22
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,10,3,5,23
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,4,3,1,9
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,7,2,4,4,17
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,12,27,5,10,54
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,8,4,8,2,22
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,3,0,0,5
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,2,1,1,8
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,9,12,8,13,42
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,5,0,1,8
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,5,15,14,37
CHARAÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,1,0,1
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,6,2,1,13
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,14,7,3,2,26
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,0,1,1
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,2,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,3,0,0,9
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,0,2,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,2,7,9
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,1,1,2,7
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,9,11,8,33
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,28,29,24,22,103
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,8,11,11,36
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,186,200,60,56,502
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,14,18,11,16,59
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,10,10,2,6,28
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,0,0,2
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,10,6,3,0,19
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,4,0,0,6
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,17,12,21,11,61
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,3,0,0,8
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,3,2,6,16
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,7,1,0,14
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,0,1,0,4
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,13,15,8,11,47
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,1,5,5,13
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,9,3,0,0,12
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,3,4,8
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,4,4,1,13
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,0,0,1,5
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,13,8,8,7,36
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,21,18,1,4,44
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,14,13,14,17,58
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,2,3,6
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,4,1,7
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,7,14,7,10,38
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,1,2,1,8
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,2,0,1,3
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,162,123,176,151,612
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,2,0,0,5
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,2,0,1,8
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,5,5,7,23
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,40,20,32,24,116
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,2,1,1,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,15,6,5,13,39
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,19,18,0,2,39
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,1,2,3
ESMERALDA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,0,1,1
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,0,0,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,3,2,5
EXALTACION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,0,2,4
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,7,7,10,9,33
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,1,5,2,10
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,9,5,1,1,16
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,0,1,2
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,3,4,3,13
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,2,2,2,10
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,16,11,16,23,66
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,7,2,3,13
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,9,1,1,17
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,1,2,5
HUACHACALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,0,0,2
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,5,15,22,16,58
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,2,0,0,2
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,3,1,5
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,2,0,4
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,0,0,0,1
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,0,1,1,3
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,0,0,3,4
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,8,10,7,27
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,0,0,2
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,3,1,1,8
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,6,2,2,14
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,3,0,0,7
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,4,0,1,11
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,7,15,2,2,26
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,67,51,11,9,138
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,235,199,70,68,572
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,0,9,3,14
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,8,10,5,3,26
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,2,0,0,4
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,1,0,0,2
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,4,19,15,42
LLICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,2,1,4
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,1,4,6,11
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,1,3,0,6
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,1,4,1,0,6
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,3,7,1,1,12
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,5,33,19,61
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,4,5,0,4,13
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,0,0,2,2,4
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,9,11,4,3,27
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,5,1,0,8
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,12,10,2,2,26
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,6,10,12,12,40
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-08-01,2,4,3,5,14
