,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,20,17,0,0,20,17,37
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,10,11,10,12,20,23,43
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,1,3,1,3,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,37,27,11,8,48,35,83
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,2,4,3,5,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,5,1,1,8,6,14
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,9,6,10,9,19,15,34
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,303,290,9,11,312,301,613
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,4,0,0,1,4,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,2,10,7,13,9,22
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,1,2,3,4,4,8
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,3,0,0,2,3,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,13,14,9,6,22,20,42
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,7,4,2,11,9,20
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,2,0,2,5,4,9
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,14,4,3,12,17,29
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,179,162,16,18,195,180,375
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,1,6,5,6,6,12
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,9,11,6,6,15,17,32
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,5,2,1,6,6,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,7,19,15,22,22,44
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,4,4,15,9,19,28
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,28,45,16,13,44,58,102
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,8,9,16,15,24,24,48
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,6,0,1,2,7,9
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,1,2,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,5,5,5,9,10,19
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,2,1,0,4,2,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,11,14,3,21,14,35
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,3,4,5,5,8,13
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,2,7,11,12,13,25
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,14,4,15,13,29,17,46
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,1,2,2,3,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,98,110,67,34,165,144,309
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,30,23,1,12,31,35,66
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,1,0,0,2,1,3
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,9,4,11,4,15
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,15,18,17,12,32,30,62
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,7,5,3,10,10,20
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,9,0,0,2,9,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,18,16,14,15,32,31,63
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,0,0,1,5,1,5,6
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,11,7,1,1,12,8,20
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,46,38,5,5,51,43,94
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,0,7,1,8,1,9
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,8,2,4,5,12,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,36,49,19,19,55,68,123
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,2,3,4,3,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,0,3,3,5,3,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,1,4,3,8,4,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,51,46,31,20,82,66,148
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,5,4,4,6,9,15
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,39,37,13,9,52,46,98
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,24,27,5,12,29,39,68
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,3,2,2,3,5,5,10
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,107,116,8,4,115,120,235
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,2,6,1,0,3,6,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,62,53,38,30,100,83,183
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,7,4,2,1,9,5,14
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,3,2,1,6,4,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,44,34,32,28,76,62,138
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,9,7,5,7,14,14,28
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,5,1,0,1,5,2,7
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,1,1,3,1,4,2,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-06-01,4,5,5,3,9,8,17
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,0,2,7,4,7,11
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,9,15,7,12,16,27,43
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,6,12,10,15,16,31
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,12,7,11,3,23,10,33
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,0,6,1,7,1,8
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,3,0,1,2,4,6
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,12,2,3,6,15,21
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,8,11,1,3,9,14,23
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,1,0,0,2,1,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,1,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,0,8,16,13,16,29
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,13,3,10,5,23,8,31
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,2,5,2,5,7
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,6,9,1,2,7,11,18
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,11,8,7,8,18,16,34
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,2,2,2,7,4,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,29,17,3,3,32,20,52
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,7,0,0,4,7,11
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,0,0,1,1,1,2
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,5,7,4,9,9,18
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,6,1,0,11,6,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,9,14,15,24,24,48
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,5,0,0,3,5,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,13,14,1,0,14,14,28
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,6,1,0,1,6,2,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,0,4,0,5,0,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,2,1,4,3,6,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,21,20,9,9,30,29,59
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,8,11,12,6,20,17,37
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,0,0,2,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,2,2,3,3,5,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,1,15,14,18,15,33
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,13,14,24,24,37,38,75
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,5,0,2,2,7,9
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,0,4,4,8,4,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,7,10,0,0,7,10,17
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,0,1,6,6,6,12
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,7,5,2,5,9,10,19
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,15,10,1,4,16,14,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,27,31,3,3,30,34,64
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,16,15,1,1,17,16,33
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,6,2,2,2,8,4,12
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,9,3,5,13,14,27
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,45,31,15,12,60,43,103
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,7,4,3,1,10,5,15
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,0,2,5,6,5,11
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,1,6,5,7,6,13
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,0,0,0,3,0,3
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,17,16,14,11,31,27,58
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,7,4,0,0,7,4,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,3,24,22,27,25,52
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,0,0,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,7,9,2,2,9,11,20
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,24,15,14,12,38,27,65
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,0,1,1,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,2,1,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,17,11,1,5,18,16,34
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,4,5,5,7,9,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,6,4,8,6,14,20
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,11,4,7,4,18,8,26
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,9,9,5,4,14,13,27
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,48,55,47,36,95,91,186
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,3,9,17,14,20,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,615,587,18,16,633,603,1236
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,29,25,5,4,34,29,63
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,6,9,2,2,8,11,19
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,1,0,1,3,2,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,14,16,11,9,25,25,50
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,7,1,4,4,11,15
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,20,18,12,28,32,60
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,1,3,5,7,6,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,3,22,19,27,22,49
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,1,0,0,2,1,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,16,12,5,1,21,13,34
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,1,2,0,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,14,21,4,13,18,34,52
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,7,5,2,1,9,6,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,27,17,0,1,27,18,45
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,8,3,0,5,8,8,16
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,9,9,8,4,17,13,30
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,1,3,0,5,1,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,12,17,9,4,21,21,42
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,61,54,4,8,65,62,127
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,8,11,13,6,21,17,38
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,0,0,0,2,0,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,1,3,5,3,6,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,17,8,5,3,22,11,33
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,3,1,2,2,5,7
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,1,1,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,4,0,0,4,4,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,659,607,409,389,1068,996,2064
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,2,0,2,3,4,7
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,14,11,4,2,18,13,31
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,1,1,4,6,5,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,43,38,13,12,56,50,106
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,0,0,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,16,13,7,8,23,21,44
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,36,35,6,4,42,39,81
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,2,0,3,3,5,8
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,4,0,1,3,5,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,1,1,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,3,2,1,2,4,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,2,14,9,19,11,30
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,3,4,4,7,7,14
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,9,10,3,2,12,12,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,6,2,3,7,9,16
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,5,13,7,23,12,35
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,8,3,1,3,9,6,15
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,25,23,30,25,55,48,103
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,3,15,16,18,19,37
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,5,8,5,10,10,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,1,2,2,4,3,7
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,2,0,0,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,13,16,20,16,33,32,65
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,1,0,0,1,1,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,0,3,0,4,0,4
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,0,3,1,8,1,9
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,4,1,1,4,5,9
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,0,1,3,3,3,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,1,2,1,3,2,5
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,1,0,3,4,4,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,4,9,9,14,13,27
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,3,5,3,5,8
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,9,5,5,7,14,21
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,4,5,5,15,9,24
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,9,9,12,23,21,32,53
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,11,5,3,0,14,5,19
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,30,23,6,4,36,27,63
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,83,82,13,12,96,94,190
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,614,554,53,59,667,613,1280
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,1,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,5,2,5,5,10,15
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,12,17,7,0,19,17,36
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,2,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,3,1,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,12,22,25,24,37,46,83
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,2,0,0,2,2,4
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,2,3,1,4,3,7
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,5,6,2,9,7,16
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,1,2,3,4,4,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,6,3,3,1,9,4,13
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,9,5,4,1,13,6,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,6,5,0,0,6,5,11
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,1,1,2,2,3,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,14,4,4,14,18,32
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,15,7,3,3,18,10,28
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,19,14,0,5,19,19,38
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,16,15,6,3,22,18,40
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,8,3,5,3,13,6,19
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,20,17,2,0,22,17,39
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,135,130,8,4,143,134,277
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,1,1,2,2,3,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,4,7,10,7,14,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,2,0,3,2,5,2,7
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,4,1,5,9,9,10,19
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,10,3,3,3,13,6,19
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,4,7,4,7,8,15
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,264,261,16,25,280,286,566
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,16,19,2,2,18,21,39
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,5,9,1,2,6,11,17
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,20,17,16,18,36,35,71
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,15,14,1,4,16,18,34
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,15,16,20,18,35,34,69
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,2,0,1,0,3,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,3,5,3,3,6,8,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,1,1,0,3,1,4,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-07-01,0,0,2,1,2,1,3
