,group,variable,month,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,194,316,194,316,510
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,18,7,18,25
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,2,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,8,10,8,18
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,13,26,13,26,39
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,8,10,8,18
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,8,0,8,8
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,725,256,725,256,981
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,34,8,34,8,42
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,9,8,9,17
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,108,86,108,86,194
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,14,13,14,13,27
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,24,44,24,44,68
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,0,4,0,4
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,6,7,6,13
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,15,6,15,21
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,5,0,5,5
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,45,10,45,10,55
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,5,5,5,10
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,0,10,0,10
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,18,10,18,28
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,13,7,13,7,20
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,12,6,12,6,18
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,41,5,41,5,46
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,31,5,31,5,36
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,81,83,81,83,164
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,67,18,67,85
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,28,22,28,22,50
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,1,5,1,6
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,502,102,502,102,604
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,7,6,7,13
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,20,21,20,21,41
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,9,7,9,16
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,7,2,7,9
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,11,2,11,2,13
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,5,7,5,12
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,17,2,17,2,19
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,5,18,5,23
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,30,0,30,0,30
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,115,226,115,226,341
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,27,9,27,9,36
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,100,82,100,82,182
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,140,536,140,536,676
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,11,0,11,0,11
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,0,8,0,8
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,16,69,16,69,85
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,34,13,34,13,47
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,124,81,124,81,205
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,3,4,3,7
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,17,6,17,23
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,1,2,1,3
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,234,1162,234,1162,1396
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,8,6,8,14
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,28,16,28,16,44
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,16,8,16,24
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,2,4,2,6
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,30,26,30,26,56
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,0,5,0,5
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,4,1,4,5
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,13,13,13,13,26
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,64,16,64,16,80
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,20,13,20,13,33
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,31,61,31,61,92
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,71,82,71,82,153
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,53,56,53,56,109
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,1,6,1,7
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,17,15,17,15,32
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,0,7,0,7
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,13,0,13,13
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,47,140,47,140,187
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,52,5,52,57
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,73,63,73,63,136
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,43,65,43,65,108
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,10,30,10,30,40
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,51,9,51,60
SAN PABLO DE LIPEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,0,6,0,6
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,1,8,1,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,43,78,43,78,121
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,14,6,14,20
SAN PEDRO DE QUEMES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,11,3,11,14
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,9,4,9,13
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,4,2,4,6
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,3,8,3,11
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,0,7,0,7
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,32,200,32,200,232
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3303,1587,3303,1587,4890
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,11,6,11,17
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,23,1,23,1,24
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,19,1,19,20
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,1,6,1,7
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,12,2,12,14
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,9,3,9,12
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,2,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,9,8,9,17
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,32,21,32,21,53
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,17,63,17,63,80
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,17,14,17,14,31
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,52,44,52,44,96
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,7,2,7,9
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,29,6,29,35
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,32,60,32,60,92
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,684,1096,684,1096,1780
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,6,5,6,11
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,13,2,13,15
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,19,6,19,6,25
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,1,7,1,8
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,0,5,0,5
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,24,23,24,23,47
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,47,12,47,12,59
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,3,9,3,12
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,12,28,12,28,40
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,469,347,469,347,816
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,1,8,1,9
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,72,7,72,79
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,20,14,20,14,34
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,15,32,15,32,47
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,16,8,16,24
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,62,244,62,244,306
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,36,48,36,48,84
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,0,1,0,1
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,19,1,19,20
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,2,8,2,10
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,3,3,3,6
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,12,31,12,31,43
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,1,3,1,4
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,31,101,31,101,132
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,30,23,30,23,53
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,34,1,34,1,35
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,243,43,243,43,286
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,56,19,56,19,75
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,19,30,19,30,49
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,4,4,4,4,8
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,30,51,30,51,81
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,27,18,27,18,45
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,42,1,42,43
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,12,1,12,1,13
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,13,9,13,22
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,21,49,21,49,70
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,69,97,69,97,166
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,5,0,5,5
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,14,12,14,12,26
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,28,26,28,26,54
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,6,1,6,7
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,16,3,16,3,19
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,9,4,9,4,13
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,135,201,135,201,336
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,11,14,11,14,25
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,88,5,88,5,93
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,119,116,119,116,235
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,17,0,17,0,17
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,0,3,0,3
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,209,31,209,31,240
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,0,3,0,3
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,251,85,251,85,336
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,6,5,6,5,11
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,5,1,5,1,6
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,18,34,18,34,52
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,8,2,8,2,10
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,7,14,7,14,21
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,3,4,3,4,7
YUNGUYO DE LITORAL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,0,6,0,6,6
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-07-01,1,2,1,2,3
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,21,18,21,18,39
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,25,684,25,684,709
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,15,39,15,39,54
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,16,16,16,16,32
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,0,3,0,3,3
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,5,10,5,10,15
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,11,6,11,6,17
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,3,3,3,3,6
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,0,19,0,19,19
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,7,46,7,46,53
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,31,21,31,21,52
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,7,3,7,3,10
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,3,5,3,5,8
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,23,52,23,52,75
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,4,80,4,80,84
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,50,3,50,3,53
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,20,60,20,60,80
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,2,1,2,1,3
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,14,9,14,9,23
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,23,106,23,106,129
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,8,26,8,26,34
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,16,6,16,6,22
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,35,19,35,19,54
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,4,5,4,5,9
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,3,2,3,2,5
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,8,15,8,15,23
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,59,34,59,34,93
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,16,34,16,34,50
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,1,3,1,3,4
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,1,7,1,7,8
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,1,1,1,1,2
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,14,20,14,20,34
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,54,214,54,214,268
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,16,16,16,16,32
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,27,20,27,20,47
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,27,14,27,14,41
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,6,4,6,4,10
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,8,13,8,13,21
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,17,15,17,15,32
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,2,16,2,16,18
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,86,38,86,38,124
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,12,67,12,67,79
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,18,75,18,75,93
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,39,1,39,1,40
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,108,279,108,279,387
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,52,23,52,23,75
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,23,16,23,16,39
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,13,0,13,0,13
CHACARILLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,3,1,3,1,4
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-08-01,42,5,42,5,47
