,group,variable,month,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,15,17,15,17,32
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,1,12,1,13
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,21,17,21,17,38
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,0,2,0,2
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,25,5,25,30
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,0,6,0,6
COMBAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,15,0,15,15
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,14,52,14,52,66
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,3,6,3,9
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,23,122,23,122,145
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,11,20,11,20,31
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,10,0,10,0,10
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,1,1,1,2
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,15,38,15,38,53
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,132,198,132,198,330
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,42,13,42,13,55
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,0,1,0,1
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,3,6,3,9
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,12,5,12,17
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,5,2,5,7
CURVA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,0,1,0,1
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,7,2,7,9
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1636,955,1636,955,2591
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,5,0,5,5
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,10,10,10,10,20
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,9,6,9,6,15
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,143,157,143,157,300
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,12,6,12,18
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,9,67,9,67,76
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,48,20,48,20,68
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,76,7,76,83
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,0,4,0,4
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,23,0,23,23
EXALTACION,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,9,0,9,9
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,20,0,20,0,20
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,11,5,11,16
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,36,29,36,29,65
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,3,0,3,3
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,20,9,20,9,29
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,125,3,125,128
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,100,67,100,67,167
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,32,0,32,32
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,8,13,8,13,21
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,4,3,4,7
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,2,4,2,6
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,35,22,35,22,57
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,0,2,0,2
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,42,5,42,47
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,0,3,0,3
HUMANATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,2,3,2,5
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,1,5,1,6
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,6,5,6,11
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,9,10,9,10,19
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,10,0,10,10
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,128,2,128,130
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,49,1,49,50
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,14,40,14,40,54
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,14,3,14,3,17
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,40,509,40,509,549
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,112,309,112,309,421
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1063,878,1063,878,1941
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,11,20,11,20,31
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,5,12,5,17
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,5,1,5,6
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,106,116,106,116,222
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,10,3,10,13
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,30,5,30,35
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,16,2,16,18
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,6,2,6,8
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,9,6,9,6,15
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,0,2,0,2
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,20,0,20,20
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,36,5,36,5,41
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,10,21,10,21,31
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,40,46,40,46,86
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,79,15,79,15,94
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,9,18,9,18,27
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,1,6,1,7
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,20,1,20,21
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,19,10,19,10,29
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,158,276,158,276,434
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,8,16,8,16,24
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,20,0,20,0,20
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,9,2,9,11
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,13,41,13,41,54
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,10,4,10,14
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,11,3,11,14
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,553,197,553,197,750
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,30,50,30,50,80
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,9,5,9,14
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,26,34,26,34,60
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,23,2,23,2,25
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,31,100,31,100,131
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,3,1,3,4
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,8,12,8,20
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,21,4,21,25
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,4,2,4,6
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,35,7,35,7,42
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,1,7,1,8
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,27,4,27,31
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,50,6,50,56
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,24,5,24,29
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,33,4,33,37
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,1,7,1,8
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,8,4,8,4,12
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,64,105,64,105,169
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,53,7,53,60
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,16,48,16,48,64
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,3,7,3,10
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,338,30,338,30,368
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,7,7,7,14
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,14,12,14,26
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,5,2,5,7
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,2,3,2,5
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,18,13,18,13,31
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,11,3,11,14
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,0,12,0,12
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,0,12,0,12
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,28,0,28,0,28
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,121,95,121,95,216
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,26,18,26,18,44
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,61,318,61,318,379
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,106,817,106,817,923
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,0,3,0,3
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,0,6,0,6
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,20,55,20,55,75
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,23,10,23,10,33
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,135,246,135,246,381
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,3,4,3,7
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,13,10,13,10,23
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,0,4,0,4
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,166,791,166,791,957
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,17,5,17,22
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,10,48,10,48,58
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,11,7,11,7,18
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,3,1,3,4
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,29,24,29,24,53
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,0,6,0,6
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,8,3,8,3,11
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,21,1,21,1,22
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,77,4,77,4,81
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,10,7,10,7,17
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,31,35,31,35,66
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,19,22,19,22,41
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,125,64,125,64,189
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,3,1,3,4
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,14,6,14,6,20
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,51,0,51,0,51
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,30,0,30,30
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,50,160,50,160,210
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,30,5,30,35
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,32,70,32,70,102
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,22,26,22,26,48
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,23,80,23,80,103
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,16,129,16,129,145
SAN PABLO DE LIPEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,2,2,2,4
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,15,3,15,18
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,21,65,21,65,86
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,6,2,6,8
SAN PEDRO DE QUEMES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,8,4,8,12
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,1,1,1,2
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,1,0,1,1
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,4,6,4,10
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,11,0,11,0,11
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,13,48,13,48,61
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2766,1984,2766,1984,4750
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,4,4,4,8
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,28,14,28,14,42
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,1,90,1,90,91
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,0,12,0,12
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,51,4,51,55
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,4,2,4,6
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,0,5,0,5
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,1,3,1,4
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,118,7,118,125
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,11,35,11,35,46
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,17,50,17,50,67
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,30,17,30,17,47
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,38,209,38,209,247
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,1,2,1,3
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,17,3,17,20
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,14,50,14,50,64
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,274,1011,274,1011,1285
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,2,3,2,3,5
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,72,0,72,72
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,10,3,10,3,13
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,6,4,6,10
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,29,20,29,20,49
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,217,52,217,52,269
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,4,5,4,9
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,6,17,6,17,23
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,415,343,415,343,758
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,82,4,82,86
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,9,20,9,20,29
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,37,22,37,22,59
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,12,9,12,9,21
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,17,31,17,31,48
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,96,125,96,125,221
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,30,17,30,17,47
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,4,29,4,29,33
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,18,3,18,21
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,3,6,3,6,9
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,58,7,58,65
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,5,41,5,41,46
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,7,24,7,24,31
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,23,20,23,20,43
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,3,0,3,3
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-07-01,241,50,241,50,291
