,group,variable,month,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO DE QUEMES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,10,0,10,10
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,9,4,9,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,364,117,364,117,481
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,6,2,6,2,8
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,1,1,1,2
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,1,3,1,4
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,8,6,8,6,14
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,3,2,3,5
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,4,3,4,3,7
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,2,0,2,2
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,40,116,40,116,156
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,5,2,5,7
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,1,2,1,3
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,61,42,61,42,103
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,5,3,5,8
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,2,0,2,0,2
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,5,0,5,5
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,5,0,5,5
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,20,1,20,1,21
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,8,16,8,16,24
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,11,2,11,2,13
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,13,2,13,2,15
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,13,13,13,13,26
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,3,0,3,3
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,9,49,9,49,58
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,0,3,0,3
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,1,1,1,2
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,8,43,8,43,51
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,5,0,5,0,5
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,13,2,13,2,15
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,43,1,43,1,44
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,1,0,1,0,1
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,3,5,3,5,8
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,6,1,6,1,7
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-07-01,0,3,0,3,3
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,7,2,7,9
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,7,8,7,8,15
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,2,4,2,6
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,7,1,7,1,8
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,6,0,6,6
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,0,2,0,2
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,8,1,8,9
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,1,4,1,5
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,12,0,12,0,12
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,10,0,10,10
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,10,2,10,12
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,1,1,1,2
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,1,1,1,2
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,1,4,1,5
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,1,1,1,2
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,7,1,7,8
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,35,3,35,38
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,3,1,3,4
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,2,1,2,3
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,0,4,0,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,6,4,6,4,10
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,36,4,36,40
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,10,0,10,10
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,30,147,30,147,177
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,0,2,0,2
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,5,6,5,6,11
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,6,7,6,7,13
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,7,1,7,1,8
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,3,0,3,3
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,112,119,112,119,231
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,22,23,22,23,45
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,9,11,9,11,20
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,5,9,5,9,14
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,6,3,6,3,9
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,1,4,1,5
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,19,1,19,20
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,6,1,6,7
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,3,0,3,3
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,116,45,116,45,161
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,46,3,46,49
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,7,1,7,8
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,3,0,3,3
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,282,560,282,560,842
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,7,0,7,7
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,19,40,19,40,59
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,13,3,13,16
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,14,0,14,0,14
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,1,4,1,5
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,153,2,153,155
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,15,1,15,16
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,3,0,3,3
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,7,28,7,28,35
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,34,0,34,34
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,3,3,3,6
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,6,3,6,9
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,4,0,4,4
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,1,1,1,2
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,12,2,12,14
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,4,1,4,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,5,0,5,5
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,21,0,21,0,21
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,11,0,11,11
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,3,4,3,7
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,19,9,19,9,28
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,201,44,201,44,245
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,1,1,1,2
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,55,1,55,56
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,6,0,6,6
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,4,0,4,4
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,5,0,5,0,5
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,12,7,12,7,19
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,5,2,5,7
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,3,1,3,4
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,62,0,62,62
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,5,22,5,22,27
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,34,13,34,13,47
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,6,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,2,2,2,4
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,25,4,25,29
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,7,0,7,7
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,56,27,56,27,83
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,22,1,22,23
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,4,2,4,6
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,5,4,5,9
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,5,0,5,5
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,24,1,24,25
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,5,2,5,7
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,2,1,2,3
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,9,0,9,0,9
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,28,2,28,2,30
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,8,10,8,10,18
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,2,0,2,2
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,12,4,12,16
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,6,0,6,0,6
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,21,12,21,12,33
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,12,2,12,2,14
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,16,43,16,43,59
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,6,8,6,8,14
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,5,0,5,0,5
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,28,19,28,19,47
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,7,0,7,0,7
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,1,0,1,1
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,2,4,2,6
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,1,4,1,5
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,6,0,6,6
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,2,1,2,3
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,9,4,9,4,13
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,13,0,13,13
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,10,39,10,39,49
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,23,2,23,25
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,61,1,61,1,62
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,6,0,6,6
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,158,2,158,160
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,12,1,12,13
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,10,3,10,13
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,0,4,0,4
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,19,15,19,15,34
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,10,3,10,3,13
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,3,2,3,2,5
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,2,2,2,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,5,2,5,7
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,0,12,0,12,12
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,4,2,4,2,6
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,2,0,2,0,2
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-08-01,1,0,1,0,1
