,group,variable,month,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,2,3,2,5
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,10,5,10,15
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,80,2,80,82
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,2,4,2,6
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,1,3,1,4
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,2,3,2,5
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,2,0,2,2
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,5,2,5,7
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,2,0,2,2
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,13,14,13,14,27
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,7,33,7,33,40
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,7,5,7,12
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,0,3,0,3
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,45,44,45,44,89
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,10,5,10,15
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,3,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,2,0,2,2
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,5,4,5,9
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,1,4,1,5
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,12,33,12,33,45
CHUA COCANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,6,67,6,67,73
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,3,0,3,3
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,9,29,9,29,38
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,31,6,31,6,37
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,6,0,6,6
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,313,410,313,410,723
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,3,0,3,3
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,25,34,25,34,59
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,9,2,9,2,11
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,20,3,20,3,23
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,1,3,1,4
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,6,5,6,5,11
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,11,12,11,12,23
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,0,5,0,5
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,33,5,33,38
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,92,0,92,92
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,6,9,6,9,15
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,7,4,7,11
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,156,166,156,166,322
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,7,42,7,42,49
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,0,4,0,4
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,15,7,15,7,22
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,11,0,11,11
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,657,1298,657,1298,1955
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,10,5,10,15
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,67,33,67,33,100
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,1,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,15,4,15,19
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,23,66,23,66,89
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,12,1,12,13
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,13,2,13,2,15
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,4,2,4,6
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,4,3,4,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,8,34,8,34,42
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,16,48,16,48,64
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,10,0,10,10
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,39,5,39,44
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,11,30,11,30,41
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,7,0,7,7
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,4,0,4,4
HUMANATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,15,0,15,15
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,38,4,38,42
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,11,2,11,13
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,2,1,2,3
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,18,22,18,22,40
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,47,283,47,283,330
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,506,39,506,39,545
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,31,4,31,35
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,3,1,3,4
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,7,60,7,60,67
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,7,0,7,7
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,20,1,20,21
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,2,1,2,3
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,24,3,24,27
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,8,2,8,2,10
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,6,0,6,0,6
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,0,4,0,4
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,25,1,25,1,26
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,17,2,17,19
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,4,2,4,6
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,10,79,10,79,89
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,15,13,15,13,28
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,46,50,46,50,96
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,5,5,5,10
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,3,1,3,4
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,3,1,3,4
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,10,9,10,9,19
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,7,2,7,9
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,149,37,149,37,186
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,1,4,1,5
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,11,99,11,99,110
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,4,1,4,5
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,12,3,12,3,15
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,0,5,0,5
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,1,1,1,2
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,11,1,11,12
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,6,5,6,11
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,104,4,104,108
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,6,18,6,18,24
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,2,0,2,2
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,6,19,6,19,25
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,12,1,12,1,13
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,6,0,6,6
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,19,0,19,0,19
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,81,14,81,14,95
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,10,45,10,45,55
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,8,2,8,10
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,0,5,0,5
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,4,2,4,6
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,2,1,2,3
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,0,3,0,3
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,8,1,8,1,9
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,26,154,26,154,180
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,7,12,7,12,19
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,15,6,15,6,21
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,33,129,33,129,162
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,9,2,9,11
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,3,0,3,3
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,14,18,14,18,32
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,0,5,0,5
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,5,5,5,10
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,55,83,55,83,138
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,2,2,2,4
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,9,4,9,13
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,2,5,2,7
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,1,2,1,3
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,8,19,8,19,27
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,6,0,6,6
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,8,0,8,0,8
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,0,5,0,5
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,31,51,31,51,82
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,12,1,12,13
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,28,7,28,7,35
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,9,14,9,14,23
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,60,2,60,2,62
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,7,0,7,7
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,0,5,0,5
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,17,552,17,552,569
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,60,2,60,62
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,13,77,13,77,90
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,10,17,10,17,27
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,42,20,42,20,62
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,23,7,23,7,30
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,25,0,25,0,25
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,14,4,14,18
SAN PEDRO DE QUEMES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,1,4,1,5
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,5,0,5,5
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,25,0,25,25
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,2,2,2,4
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,0,4,0,4
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1171,939,1171,939,2110
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,12,10,12,10,22
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,2,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,2,3,2,5
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,10,59,10,59,69
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,30,2,30,32
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,19,18,19,18,37
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,0,3,0,3
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,2,1,2,3
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,15,11,15,11,26
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,203,575,203,575,778
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,1,2,1,3
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,8,0,8,8
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,4,4,4,8
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,7,0,7,7
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,10,15,10,15,25
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,2,1,2,3
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,0,3,0,3
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,10,4,10,14
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,115,268,115,268,383
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,12,1,12,13
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,5,3,5,3,8
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,0,2,0,2
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,5,3,5,8
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,10,35,10,35,45
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,6,4,6,10
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,2,7,2,7,9
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,87,1,87,88
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,1,0,1,0,1
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,4,3,4,3,7
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,0,5,0,5,5
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-08-01,12,22,12,22,34
