,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,7,3,4,8,11,19
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,14,14,0,1,14,15,29
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,5,1,1,4,6,10
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,1,1,0,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,132,132,53,36,185,168,353
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,2,0,3,1,5,6
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,1,1,0,3,1,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,20,20,5,1,25,21,46
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,2,0,0,3,2,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,7,4,2,8,9,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,2,6,4,10,6,16
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,3,3,6,4,9,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,15,15,1,0,16,15,31
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,8,10,0,1,8,11,19
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,12,7,8,5,20,12,32
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,43,33,9,8,52,41,93
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,8,4,12,6,20,10,30
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,14,11,3,2,17,13,30
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,3,0,0,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,53,64,43,58,96,122,218
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,9,7,1,0,10,7,17
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,8,3,0,2,8,5,13
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,1,3,6,6,7,13
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,11,6,0,0,11,6,17
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,64,55,2,1,66,56,122
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,14,8,1,1,15,9,24
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,10,11,7,5,17,16,33
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,0,3,3,5,3,8
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,65,71,25,18,90,89,179
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,3,0,0,3,3,6
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,5,5,5,7,10,17
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,4,2,2,7,6,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,2,0,6,3,8,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,9,7,0,0,9,7,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,1,3,5,5,6,11
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,9,12,0,0,9,12,21
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,1,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,2,0,0,2,2,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,3,7,3,11,6,17
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,6,4,4,4,10,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,18,33,6,12,24,45,69
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,6,1,4,2,10,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,15,26,1,1,16,27,43
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,11,20,2,3,13,23,36
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,33,51,7,5,40,56,96
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,15,10,1,4,16,14,30
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,7,14,20,18,27,32,59
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,6,10,1,2,7,12,19
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,31,38,1,6,32,44,76
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,2,9,10,10,12,22
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,13,11,6,2,19,13,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,8,13,6,4,14,17,31
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,12,9,1,0,13,9,22
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,7,0,3,5,10,15
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,10,2,1,0,11,2,13
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,13,8,7,8,20,16,36
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,2,1,1,6,3,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,1,0,0,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,0,2,0,2,0,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,3,2,3,5,6,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,9,13,0,1,9,14,23
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,13,11,0,1,13,12,25
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,844,846,22,24,866,870,1736
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,6,6,5,2,11,8,19
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,13,7,2,2,15,9,24
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,1,0,1,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,2,0,1,0,3,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,2,1,0,4,2,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,4,0,0,5,4,9
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,4,2,2,4,6,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,2,0,0,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,3,2,5,4,8,12
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,5,0,0,5,5,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,4,0,0,4,4,8
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,6,1,1,5,7,12
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,0,1,2,3,2,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,29,42,10,5,39,47,86
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,1,2,1,5,2,7
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,1,1,0,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,15,4,3,5,18,9,27
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,244,232,15,22,259,254,513
TACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,0,0,2,0,2,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,3,1,0,3,3,6
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,6,4,3,7,9,16
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,8,1,0,4,8,5,13
TAHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,0,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,9,8,6,10,15,25
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,8,3,3,8,11,11,22
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,1,0,0,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,6,7,3,2,9,9,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,105,107,21,27,126,134,260
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,4,3,0,6,4,10
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,6,6,4,2,10,8,18
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,4,0,0,5,4,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,7,10,9,13,16,29
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,10,4,4,3,14,7,21
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,40,30,16,19,56,49,105
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,8,5,9,5,17,10,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,0,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,5,1,2,4,7,11
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,1,5,4,8,5,13
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,4,2,2,5,6,11
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,7,6,3,10,10,20
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,3,1,1,3,4,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,6,2,3,4,9,6,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,9,11,6,3,15,14,29
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,2,1,2,1,4,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,94,76,1,4,95,80,175
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,23,17,9,5,32,22,54
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,0,0,0,2,0,2
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,4,0,1,5,5,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,7,12,3,6,10,18,28
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,8,0,0,3,8,11
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,5,9,0,0,5,9,14
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,9,8,0,1,9,9,18
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,1,5,4,9,5,14
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,12,14,0,0,12,14,26
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,33,29,7,2,40,31,71
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,0,1,4,4,4,5,9
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,9,2,3,3,12,5,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,35,33,9,9,44,42,86
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,7,8,1,2,8,10,18
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,4,3,1,0,5,3,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,48,48,6,7,54,55,109
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,6,0,1,3,7,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,26,34,2,3,28,37,65
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,40,24,29,35,69,59,128
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,6,2,0,3,6,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,2,0,0,1,2,3
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,87,96,3,7,90,103,193
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,0,0,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,56,83,11,16,67,99,166
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,4,1,1,3,5,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,0,1,0,4,0,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,7,21,21,18,28,39,67
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,10,1,2,3,12,15
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,2,0,4,4,6,4,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,1,4,4,4,5,8,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-08-01,3,0,3,4,6,4,10
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,3,0,0,0,3,0,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,10,11,4,1,14,12,26
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,16,10,1,0,17,10,27
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,8,7,8,4,16,11,27
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,0,2,0,2,0,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,2,2,0,3,2,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,8,12,1,0,9,12,21
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,2,2,1,9,3,12
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,1,0,0,0,1,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,2,0,1,1,3,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,0,2,6,2,6,8
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,4,11,2,5,6,16,22
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,2,0,2,1,4,1,5
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,5,3,1,1,6,4,10
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,4,7,4,5,8,12,20
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,3,5,2,3,5,8,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,15,14,1,0,16,14,30
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,2,6,3,7,5,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,4,0,0,0,4,4
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,5,3,1,1,6,4,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,3,0,0,7,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,6,4,3,11,9,20
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,4,3,7,2,11,5,16
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,4,6,0,0,4,6,10
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,6,2,1,9,7,16
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,1,1,0,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,1,1,1,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,28,19,1,1,29,20,49
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,12,9,5,16,17,33
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,0,3,3,4,3,7
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,1,1,1,2,2,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,4,5,1,0,5,5,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,9,8,3,1,12,9,21
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,10,9,10,9,20,18,38
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,3,6,0,0,3,6,9
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,10,3,3,2,13,5,18
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,3,4,2,0,5,4,9
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,2,1,0,0,2,1,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,3,7,1,0,4,7,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,11,5,1,1,12,6,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,2,3,1,0,3,3,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,24,26,2,0,26,26,52
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,15,0,3,7,18,25
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,3,5,1,7,4,12,16
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,1,8,4,8,5,13
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,33,29,5,2,38,31,69
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,13,21,3,3,16,24,40
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,4,0,1,0,5,0,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,7,0,0,1,7,8
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,2,1,0,0,2,1,3
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,1,1,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,12,14,2,4,14,18,32
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,6,1,0,0,6,1,7
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,5,11,3,18,8,26
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,7,5,4,1,11,6,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,19,14,3,5,22,19,41
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,1,0,0,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,2,4,0,0,2,4,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,8,1,0,0,8,1,9
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,2,4,1,1,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2018-09-01,1,2,4,2,5,4,9
