municipality,group,variable,month,9.25 Nro de Terceras visitas Familiares,TOTAL
YUNCHARA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,26,26
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-09-01,47,47
ACACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,55,55
ACHACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,33,33
AIQUILE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,24,24
ALALAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,17,17
ALCALA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,7,7
ANDAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,29,29
ANZALDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,57,57
ARAMPAMPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,35,35
ARBIETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,369,369
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,11,11
ATOCHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,230,230
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,38,38
AZURDUY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,112,112
BAURES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,31,31
BETANZOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,14,14
BOLPEBRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,5,5
BUENA VISTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,10,10
CABEZAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,5,5
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,99,99
CAMARGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,14,14
CAMIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,37,37
CAPINOTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,76,76
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,67,67
CARACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,90,90
CARANGAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,15,15
CARIPUYO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,48,48
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,7,7
CHALLAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,149,149
CHARAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,10,10
CHIMORE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,25,25
CHUMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,55,55
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,42,42
CKOCHAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,32,32
CLIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,72,72
COBIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,21,21
COCAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,69,69
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,15,15
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,102,102
COLOMI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,11,11
COLQUECHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,9,9
COLQUENCHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,33,33
COMARAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,8,8
COMBAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,14,14
CONCEPCION,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,19,19
CORO CORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,5,5
COROICO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,11,11
COTAGAITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,128,128
COTOCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,18,18
CULPINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,21,21
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,72,72
EL ALTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,476,476
EL CHORO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,12,12
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,32,32
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,129,129
EL TORNO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,2,2
EL VILLAR,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,20,20
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,56,56
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,9,9
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,84,84
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,23,23
GIA-TIM,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,3,3
GUANAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,99,99
HUACARETA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,36,36
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,51,51
HUARINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,42,42
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,5,5
HUMANATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,5,5
ICLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,82,82
INCAHUASI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,207,207
INQUISIVI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,14,14
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,11,11
LA ASUNTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,2,2
LLALLAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,70,70
LLICA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,91,91
LORETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,49,49
MACHARETI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,49,49
MAGDALENA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,40,40
MAIRANA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,37,37
MIZQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,14,14
MOCOMOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,45,45
MOJINETE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,6,6
MOJOCOYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,37,37
MONTEAGUDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,134,134
MONTERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,5,5
OCURI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,27,27
OKINAWA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,15,15
ORURO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,13,13
PADCAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,110,110
PADILLA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,30,30
PAILON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,13,13
PALCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,11,11
PASORAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,39,39
PAZÑA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,15,15
POCOATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,156,156
POCONA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,62,62
POJO (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,20,20
PORCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,36,36
POROMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,205,205
POTOSI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,523,523
PUCARANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,9,9
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,8,8
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,126,126
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,63,63
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,8,8
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,25,25
PUNA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,28,28
PUNATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,128,128
QUILLACOLLO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,1,1
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-10-01,15,15
