municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en la comunidad,TOTAL
VILA VILA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,3,3
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,19,19
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,18,18
VILLAZON,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,10,10
YACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,15,15
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,13,13
YANACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,14,14
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,6,6
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-08-01,9,9
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,16,16
AIQUILE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,7,7
ALALAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,12,12
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,6,6
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,5,5
BELLA FLOR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,27,27
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
BOLPEBRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,8,8
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,15,15
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,168,168
CARANGAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,24,24
CARIPUYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
CHARAÑA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
CHIMORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,8,8
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,12,12
CLIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
COLLANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,3,3
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,24,24
COLQUIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
COMANCHE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
CORIPATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,7,7
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,9,9
COTOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,13,13
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,31,31
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,8,8
EL VILLAR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
HUACARAJE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,5,5
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,6,6
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,4,4
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2024-09-01,1,1
