municipality,group,variable,month,N°de beneficiarios(as) con promoción en Salud Oral,TOTAL
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,605,605
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,20,20
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,47,47
SAN JULIAN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,21,21
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,42,42
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,5,5
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,177,177
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,34,34
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,8,8
SAN PEDRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,13,13
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,65,65
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,57,57
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,28,28
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,2538,2538
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,133,133
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,35,35
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,43,43
SHINAOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,90,90
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,24,24
SORACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,71,71
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,70,70
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,1700,1700
TACACOMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,8,8
TACOPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,46,46
TAHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,246,246
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,71,71
TARACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,26,26
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,855,855
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,96,96
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,41,41
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,15,15
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,15,15
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,20,20
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,8,8
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,265,265
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,11,11
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,17,17
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,120,120
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,17,17
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,21,21
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,2,2
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,48,48
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,8,8
VILLA MONTES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,80,80
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,77,77
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,7,7
VILLAZON,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,103,103
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,38,38
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,95,95
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,15,15
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,75,75
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,96,96
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,33,33
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-07-01,31,31
ACACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,78,78
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,90,90
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,58,58
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,18,18
ANCORAIMES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,39,39
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,166,166
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,28,28
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,7,7
ARQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,17,17
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,236,236
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,41,41
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,94,94
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,22,22
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,88,88
AZURDUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,43,43
BAURES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,20,20
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,14,14
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,129,129
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,188,188
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,9,9
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,14,14
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,15,15
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,159,159
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,65,65
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,38,38
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,44,44
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,87,87
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,42,42
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,165,165
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,94,94
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,264,264
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,193,193
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,233,233
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,54,54
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,87,87
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,120,120
CHIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,2,2
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,63,63
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,171,171
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,82,82
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,22,22
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,61,61
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,542,542
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,127,127
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,669,669
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,554,554
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,109,109
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,149,149
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-08-01,146,146
