municipality,group,variable,month,N°de beneficiarios(as) con educación en Salud Oral,TOTAL
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,52,52
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,86,86
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,101,101
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,14,14
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,45,45
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,33,33
CHACARILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,66,66
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,382,382
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,392,392
CHARAÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,44,44
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,70,70
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,30,30
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,44,44
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,205,205
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,337,337
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,211,211
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,804,804
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,205,205
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,82,82
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,165,165
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,95,95
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,38,38
COMANCHE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,40,40
COPACABANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,12,12
CORO CORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,110,110
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,76,76
COTAGAITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,35,35
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,2,2
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,93,93
CUEVO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,5,5
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,10,10
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,105,105
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,1652,1652
EL CHORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,54,54
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,245,245
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,406,406
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,274,274
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,104,104
ESCARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,24,24
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,190,190
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,10,10
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,60,60
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,39,39
GIA-TIM,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,96,96
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,44,44
GUANAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,33,33
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,36,36
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,535,535
GUTIERREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,15,15
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,51,51
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,22,22
HUACHACALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,85,85
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,41,41
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,69,69
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,107,107
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,14,14
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,421,421
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,195,195
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,353,353
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,15,15
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,39,39
LA GUARDIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,543,543
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,2856,2856
LA RIVERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,4,4
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,138,138
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,118,118
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,96,96
LICOMA PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,17,17
LLICA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,112,112
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,23,23
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,73,73
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,208,208
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,25,25
MAIRANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,37,37
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,68,68
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,53,53
MIZQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,70,70
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,80,80
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,252,252
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,1896,1896
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,185,185
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,44,44
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,60,60
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,945,945
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,197,197
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,135,135
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,147,147
PAZÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,5,5
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,386,386
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,11,11
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,283,283
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,149,149
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,49,49
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,266,266
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,953,953
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,453,453
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,40,40
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,40,40
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,201,201
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,702,702
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,228,228
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,283,283
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-09-01,57,57
