municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,240,240
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,35,35
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,227,227
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,36,36
EUCALIPTUS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,14,14
EUREKA (SANTOS MERCADO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,22,22
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,6,6
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,35,35
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,34,34
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,36,36
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,45,45
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,532,532
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,71,71
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,35,35
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,76,76
HUAYLLAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,37,37
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,12,12
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,109,109
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,211,211
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,70,70
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,8,8
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,142,142
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,151,151
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,31,31
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3132,3132
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,103,103
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,35,35
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,192,192
LLICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,52,52
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,12,12
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,234,234
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,14,14
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,149,149
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,144,144
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,39,39
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,98,98
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,70,70
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,21,21
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,166,166
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,7,7
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,8,8
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,126,126
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,414,414
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,11,11
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,13,13
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,30,30
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,25,25
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,11,11
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,13,13
PAZÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,45,45
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,31,31
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,66,66
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,124,124
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,35,35
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,26,26
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,246,246
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,65,65
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,20,20
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,72,72
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,23,23
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,24,24
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,18,18
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,33,33
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,465,465
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,12,12
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,27,27
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,287,287
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,78,78
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,31,31
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,77,77
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,88,88
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,30,30
SABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,328,328
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,15,15
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,24,24
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,21,21
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,178,178
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,434,434
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,9,9
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,14,14
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,56,56
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,124,124
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,64,64
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,62,62
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,18,18
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,541,541
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,58,58
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,192,192
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
SAN PABLO DE LIPEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,7,7
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,13,13
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,11,11
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,17,17
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,91,91
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,42,42
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2876,2876
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,222,222
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,19,19
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,3,3
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
SANTUARIO DE QUILLACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,10,10
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,64,64
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,29,29
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,18,18
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,137,137
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,440,440
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,21,21
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,131,131
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,22,22
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,117,117
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,320,320
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,11,11
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,671,671
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,48,48
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,28,28
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,247,247
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,32,32
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,28,28
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,107,107
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,5,5
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,81,81
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,64,64
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,10,10
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,16,16
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,82,82
TRIGAL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1157,1157
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,113,113
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,6,6
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,8,8
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,6,6
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,30,30
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,28,28
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,12,12
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,251,251
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,15,15
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,85,85
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,26,26
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,131,131
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,117,117
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,776,776
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,44,44
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,16,16
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,67,67
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,2,2
WALDO BALLIVIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,193,193
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,1,1
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,201,201
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,4,4
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,17,17
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-08-01,37,37
