,group,variable,month,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
LLALLAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,1,0,0,2,1,3
LORETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,2,10,1,11,3,14
MAGDALENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
MAIRANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,8,5,8,6,14
MECAPACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,4,0,0,0,4,4
MOCOMOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,7,0,2,0,9,9
MOJINETE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,4,7,4,10,14
MONTEAGUDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,10,5,12,9,22,14,36
MONTERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,13,0,4,1,17,18
MOROCHATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,3,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,3,0,0,1,3,4
OKINAWA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,5,1,0,1,5,6
OMEREQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,8,0,8,8
ORURO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,11,50,2,15,13,65,78
PADCAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
PADILLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,3,0,0,1,3,1,4
PAILON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,3,2,37,145,40,147,187
PALOS BLANCOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,1,0,4,4
PAMPA GRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,9,13,17,17,26,30,56
PASORAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
PELECHUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,6,9,6,9,15
POCONA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,3,1,11,11,14,12,26
POJO (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,7,0,8,0,8
POROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
PORONGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,15,33,22,35,37,72
PORTACHUELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,4,45,0,3,4,48,52
PRESTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
PUCARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,6,0,6,6
PUERTO PEREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,3,0,4,4
PUERTO RICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,1,1,2,1,3
PUERTO SUAREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,1,4,2,5,7
PUERTO VILLARROEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,25,5,14,5,39,44
PUNA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,7,0,2,0,9,9
QUILLACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,2,0,2,2,4,6
QUIME,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
QUIRUSILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,6,0,6,6
REYES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,2,0,3,3
RIBERALTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,1,1,2,1,3
ROBORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,7,1,1,1,8,9
RURRENABAQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
SABAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,2,1,3,4
SACABA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,5,11,3,10,8,21,29
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,4,0,0,0,4,4
SAMAIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
SAN ANDRES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,12,0,14,14
SAN BENITO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,0,4,17,5,17,22
SAN BORJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,20,1,18,2,38,40
SAN CARLOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,4,5,15,28,19,33,52
SAN IGNACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,4,8,2,30,6,38,44
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,6,27,14,20,20,47,67
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,11,4,21,40,32,44,76
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,10,14,7,16,17,30,47
SAN LORENZO(PND),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,2,8,2,8,10
SAN LORENZO(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
SAN LUCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,5,9,11,9,16,25
SAN MATIAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,4,4,0,0,4,4,8
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,11,1,0,3,11,14
SAN PEDRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,6,0,0,0,6,6
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,3,0,5,5
SAN RAMON BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,2,0,4,4
SAN RAMON SCZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,6,0,0,0,6,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,212,544,626,720,838,1264,2102
SANTA ROSA DEL SARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,7,0,3,0,10,10
SANTIVAÑES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,0,1,0,1
SIPE SIPE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,5,4,11,5,16,21
SOPACHUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,3,1,3,4
SORACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,0,0,0,2,0,2
SORATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,7,0,1,1,8,9
SUCRE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,10,49,114,219,124,268,392
TACOPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,5,2,0,0,5,2,7
TAHUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,5,0,0,0,5,0,5
TAPACARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,1,2,1,4,5
TARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,3,0,4,4
TARATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,1,36,56,38,57,95
TARIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,14,41,11,12,25,53,78
TARVITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,20,11,20,11,31
TIAWANACU,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,1,0,4,4
TINGUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,8,0,8,8
TIQUIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,2,314,290,314,292,606
TIRAQUE (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,19,16,19,17,36
TOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,1,3,1,4,5
TOLEDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,0,1,0,1
TOMINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
TORO TORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
TOTORA(CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,13,0,3,0,16,16
TRINIDAD,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,8,27,3,32,11,59,70
TUPIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,5,3,12,3,17,20
UNCIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,4,6,4,6,10
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,22,0,23,23
VACAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,1,1,1,2,3
VALLEGRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,11,2,4,3,15,18
VIACHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,9,0,1,0,10,10
VILLA CHARCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,6,0,12,2,18,20
VILLA MONTES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,19,4,6,1,25,5,30
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,3,0,3,3
VILLA SERRANO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,2,12,86,43,88,55,143
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,3,1,4,3,7,4,11
VILLAZON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,6,1,2,1,8,9
VINTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,1,0,1,1,2
VITICHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,44,62,44,63,107
WARNES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,50,62,42,51,92,113,205
YACUIBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,17,7,1,1,18,8,26
YAMPARAEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,1,2,0,0,1,2,3
YANACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,1,1,3,1,4,5
YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,5,10,25,37,30,47,77
YOTALA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,5,6,4,2,9,8,17
YUNCHARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
ACACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,0,1,0,3,3
ACHACACHI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,7,0,1,0,8,8
ACHOCALLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,3,0,1,0,4,4
AIQUILE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,5,0,2,0,7,7
ALTO BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,1,0,1,2,3
ANCORAIMES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,0,0,0,2,2
ANTEQUERA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,0,2,1,3,1,4
APOLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,0,0,0,2,2
ARAMPAMPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,3,0,4,4
ARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,3,1,0,3,3,6
ARBIETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,10,0,11,11
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,21,0,1,0,22,22
AYATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,23,37,23,37,60
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,10,9,10,11,21
AZURDUY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,42,46,13,19,55,65,120
BAURES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,0,0,2,1,2,3
BERMEJO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,3,0,4,0,7,7
BETANZOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
BOLIVAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,2,0,2,2
BOLPEBRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,0,2,2,3,2,5
BOYUIBE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,6,0,6,1,7
BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,3,0,3,3
CABEZAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,4,10,35,30,39,40,79
CAJUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,1,0,2,2
CAMARGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,2,0,2,1,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,1,1,1,2,3
CAMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,30,21,17,6,47,27,74
CAPINOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,4,0,8,2,12,14
CARACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,1,7,1,7,8
CARANAVI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,6,29,27,29,33,62
CARAPARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,6,0,0,0,6,0,6
CARIPUYO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,0,0,1,1,1,2
CATACORA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,6,3,6,5,11
CHARAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,20,13,20,15,35
CHAYANTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,0,1,0,3,3
CHIMORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,3,11,0,2,3,13,16
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,3,0,0,0,3,3
CKOCHAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,2,0,2,2
CLIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,2,1,2,1,3
COBIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,11,2,7,2,18,20
COCAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,2,0,2,0,2
COCHABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,30,135,56,92,86,227,313
COLCAPIRHUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,6,27,8,20,14,47,61
"COLCHA ""K""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,3,8,0,10,3,13
COLLANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,1,0,1,1
COLOMI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,7,11,3,11,10,21
COLPA BELGICA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,3,7,9,8,12,20
CONCEPCION,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,5,252,186,253,191,444
COPACABANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,5,0,1,0,6,6
CORIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,5,0,0,0,5,5
COROICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,1,0,0,2,1,3
COTAGAITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,1,0,2,2
COTOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,48,25,40,26,88,114
CUATRO CAÑADAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,5,9,15,9,20,29
CUEVO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,4,0,4,4
CULPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,25,4,25,6,50,56
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,2,0,3,3
EL ALTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,118,487,243,475,361,962,1323
EL PUENTE(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,4,0,0,0,4,4
EL TORNO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,72,87,168,92,240,179,419
EL VILLAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,2,2,2,3,5
ENTRE RIOS TRJ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,6,2,3,4,9,13
ENTRE RIOS CBBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,3,20,0,0,3,20,23
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,2,0,2,2
FILADELFIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,3,0,3,2,5
GENERAL SAAVEDRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,3,0,0,1,3,4
GUANAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,2,0,0,0,2,2
GUAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,6,0,6,2,12,14
GUTIERREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,5,1,1,1,6,7
HUACARETA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,7,0,2,1,9,10
HUANUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,3,5,55,7,58,65
HUAYLLAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,4,3,0,0,4,3,7
ICLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,35,25,35,26,61
INCAHUASI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,7,30,59,30,66,96
INGAVI (HUMAITA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,1,17,1,17,18
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,0,1,0,1,1
LA ASUNTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,2,2,3,11,5,13,18
LA GUARDIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,14,45,1,5,15,50,65
LA PAZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,20,189,37,47,57,236,293
LAGUNILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,0,1,0,1,0,1
LLALLAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,2,0,10,1,12,13
MACHARETI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,7,4,22,34,29,38,67
MAIRANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,5,0,1,1,6,7
MECAPACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,3,0,0,0,3,3
MINEROS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,3,8,12,9,15,24
MIZQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,23,17,23,18,41
MOCOMOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,4,0,1,0,5,5
MOJOCOYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,3,2,3,6,6,8,14
MONTEAGUDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,8,6,7,6,15,12,27
MONTERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,1,15,2,8,3,23,26
MORO MORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-09-01,0,1,0,1,0,2,2
