,group,variable,month,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
LA PAZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,634.0,0.0,80.0,0.0,714.0,714.0
LAGUNILLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
LAJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
LAS CARRERAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
MACHACAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MAGDALENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
MAIRANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MINEROS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MIZQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
MONTEAGUDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MONTERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,16.0,0.0,2.0,0.0,18.0,18.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
OCURI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
OKINAWA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,155.0,0.0,68.0,0.0,223.0,223.0
PAILON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,6.0,0.0,6.0,0.0,12.0,12.0
PALCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PATACAMAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PAZÑA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PELECHUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
POJO (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
PORONGO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PORVENIR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,19.0,0.0,4.0,0.0,23.0,23.0
POSTRER VALLE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
POTOSI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,133.0,0.0,24.0,0.0,157.0,157.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO RICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
PUNA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
QUILLACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,9.0,0.0,10.0,0.0,19.0,19.0
REYES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
RIBERALTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
ROBORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
RURRENABAQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,25.0,0.0,0.0,0.0,25.0,25.0
SACABA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,69.0,0.0,13.0,0.0,82.0,82.0
SACACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,7.0,0.0,7.0,7.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SAN BORJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,94.0,0.0,1.0,0.0,95.0,95.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,13.0,0.0,8.0,0.0,21.0,21.0
SAN CARLOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,17.0,0.0,0.0,0.0,17.0,17.0
SAN IGNACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,39.0,0.0,0.0,0.0,39.0,39.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,88.0,0.0,0.0,0.0,88.0,88.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,10.0,0.0,1.0,0.0,11.0,11.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SAN JULIAN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,16.0,0.0,0.0,0.0,16.0,16.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,12.0,0.0,2.0,0.0,14.0,14.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
SAN PEDRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,5.0,0.0,3.0,0.0,8.0,8.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,14.0,0.0,13.0,0.0,27.0,27.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,630.0,0.0,8.0,0.0,638.0,638.0
SANTA ROSA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
SAPAHAQUI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
SIPE SIPE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,12.0,0.0,22.0,0.0,34.0,34.0
SUCRE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TAPACARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TARACO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TARIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,14.0,0.0,2.0,0.0,16.0,16.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,7.0,0.0,10.0,10.0
TOLATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,16.0,0.0,4.0,0.0,20.0,20.0
TRIGAL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TRINIDAD,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,117.0,0.0,0.0,0.0,117.0,117.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
URUBICHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
UYUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,10.0,0.0,11.0,11.0
VACAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
VALLEGRANDE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
VIACHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,114.0,0.0,30.0,0.0,144.0,144.0
VILA VILA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VILLA MONTES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,59.0,0.0,2.0,0.0,61.0,61.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
VILLA RIVERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,16.0,0.0,2.0,0.0,18.0,18.0
VILLA TUNARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,22.0,0.0,0.0,0.0,22.0,22.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLAZON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,17.0,0.0,0.0,0.0,17.0,17.0
WARNES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,74.0,0.0,1.0,0.0,75.0,75.0
YACUIBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,7.0,0.0,8.0,8.0
YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,175.0,0.0,5.0,0.0,180.0,180.0
AIQUILE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ANDAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ARBIETO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,9.0,0.0,4.0,0.0,13.0,13.0
ATOCHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
BATALLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
BELLA FLOR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
BOYUIBE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
CAMIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,10.0,0.0,1.0,0.0,11.0,11.0
CARANAVI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
CHALLAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,33.0,0.0,0.0,0.0,33.0,33.0
CHARAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,22.0,0.0,0.0,0.0,22.0,22.0
COBIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,97.0,0.0,10.0,0.0,107.0,107.0
COCAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,4.0,0.0,46.0,0.0,50.0,50.0
COCHABAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,26.0,0.0,0.0,0.0,26.0,26.0
COLOMI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
COLQUECHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CONCEPCION,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
COPACABANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CORQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
COTOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,18.0,0.0,0.0,0.0,18.0,18.0
CUEVO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
EL ALTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,354.0,0.0,58.0,0.0,412.0,412.0
EL TORNO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
EUREKA (SANTOS MERCADO),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FERNANDEZ ALONSO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
FILADELFIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
GENERAL SAAVEDRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
GUANAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
GUTIERREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
HUANUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
HUARACAJE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
HUAYLLAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
LA ASUNTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,11.0,0.0,16.0,0.0,27.0,27.0
LA GUARDIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,62.0,0.0,5.0,0.0,67.0,67.0
LA PAZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,510.0,0.0,49.0,0.0,559.0,559.0
LAGUNILLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
LLALLAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
MAGDALENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
MIZQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
MONTERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,68.0,0.0,1.0,0.0,69.0,69.0
MORO MORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,201.0,0.0,41.0,0.0,242.0,242.0
PALCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PAZÑA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
POCONA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
POJO (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PORTACHUELO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PORVENIR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
POSTRER VALLE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
POTOSI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,17.0,0.0,0.0,0.0,17.0,17.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
PUERTO RICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
QUILLACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ROBORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SACABA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,97.0,0.0,7.0,0.0,104.0,104.0
SAN ANDRES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SAN BORJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,36.0,0.0,4.0,0.0,40.0,40.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
SAN CARLOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SAN IGNACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,25.0,0.0,2.0,0.0,27.0,27.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,9.0,0.0,2.0,0.0,11.0,11.0
SAN PEDRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
SAN RAFAEL,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SANTA ANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,623.0,0.0,64.0,0.0,687.0,687.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
SAPAHAQUI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
SENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
SORACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,7.0,0.0,7.0,7.0
SORATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
TARIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,6.0,0.0,6.0,6.0
TIQUIPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
TRINIDAD,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,208.0,0.0,2.0,0.0,210.0,210.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
URUBICHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,25.0,0.0,7.0,0.0,32.0,32.0
UYUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
VALLEGRANDE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VIACHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,14.0,0.0,7.0,0.0,21.0,21.0
VILLA MONTES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,30.0,0.0,0.0,0.0,30.0,30.0
VILLA TUNARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
VILLAZON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,15.0,0.0,0.0,0.0,15.0,15.0
WARNES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,140.0,0.0,10.0,0.0,150.0,150.0
YACUIBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-10-01,0.0,14.0,0.0,2.0,0.0,16.0,16.0
AIQUILE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
ARBIETO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
BATALLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BELLA FLOR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,1.0,0.0,9.0,0.0,10.0,10.0
BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
"CAIZA ""D""",otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
CAMIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-11-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
