,group,variable,month,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
PALCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,13,9,14,12,27,39
PALOS BLANCOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,16,16,29,13,45,29,74
PAMPA AULLAGAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,1,2,2,4,3,7
PAMPA GRANDE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,1,4,6,5,7,12
PAPEL PAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,6,4,5,6,11,17
PASORAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,0,0,2,2,2,4
PATACAMAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,6,59,0,0,6,59,65
PAZÑA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,0,3,1,4,1,5
PELECHUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,6,2,1,7,7,14
POCOATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,9,2,15,2,24,26
POCONA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,10,10,5,13,15,28
POJO (CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,0,5,8,7,8,15
POOPO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,0,6,10,8,10,18
PORCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,4,1,3,3,7,10
POROMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,12,7,19,9,31,40
PORTACHUELO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,18,1,2,6,20,26
PORVENIR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,7,11,19,16,26,42
POSTRER VALLE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,0,1,0,2,0,2
POTOSI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,68,111,206,14,274,125,399
PRESTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,5,0,6,1,11,12
PUCARANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,16,5,8,9,24,33
PUERTO ACOSTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,1,0,4,4
PUERTO CARABUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,1,1,1,2,3
PUERTO GONZALO MORENO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,3,6,9,10,12,22
PUERTO PEREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,6,5,6,14,12,19,31
PUERTO QUIJARRO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,34,0,0,1,34,35
PUERTO RICO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,18,50,11,52,29,81
PUERTO SILES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
PUERTO SUAREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,64,13,46,10,110,23,133
PUERTO VILLARROEL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,23,43,19,8,42,51,93
PUNA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,7,32,1,2,8,34,42
PUNATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,16,33,13,14,29,47,76
QUIABAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,2,0,0,2,2,4
QUILLACOLLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,15,18,342,45,357,63,420
QUIME,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,12,3,6,7,18,25
RAVELO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,6,15,17,27,23,42,65
REYES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,16,4,0,17,16,21,37
RIBERALTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,28,252,0,1,28,253,281
ROBORE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,2,4,0,4,2,6
RURRENABAQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,7,3,6,7,13,20
SABAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,4,1,5,3,9,12
SACABA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,69,172,118,138,187,310,497
SACABAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,1,1,0,2,1,3
SACACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,13,2,8,2,21,23
SAIPINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,6,0,3,1,9,10
SAMAIPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,1,0,1,1,2
SAN AGUSTIN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,9,13,16,18,25,43
SAN ANDRES DE MACHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,4,19,8,21,12,33
SAN BENITO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,6,8,6,11,12,23
SAN BORJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,9,75,112,140,121,215,336
SAN BUENA VENTURA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,8,3,2,2,10,5,15
SAN CARLOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,6,19,25,24,31,43,74
SAN IGNACIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,28,32,0,1,28,33,61
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,18,26,7,8,25,34,59
SAN JAVIER(BNI),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,0,2,2,2,2,4
SAN JAVIER(STC),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,2,0,0,5,2,7
SAN JOAQUIN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,6,0,0,0,6,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,1,33,25,34,26,60
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,5,4,4,9,9,18
SAN JULIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,9,33,53,55,62,88,150
SAN LORENZO(PND),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,9,13,31,16,40,56
SAN LORENZO(TJA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,22,52,6,15,28,67,95
SAN LUCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,6,10,6,11,12,23
SAN MATIAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,7,0,24,2,31,33
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,13,0,0,4,13,17
SAN PABLO DE LIPEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,3,1,2,6,5,11
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,22,0,11,2,33,35
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,14,16,13,16,27,43
SAN PEDRO DE QUEMES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,3,0,0,1,3,4
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,6,13,10,13,16,29
SAN PEDRO(PND),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
SAN RAFAEL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,0,2,0,5,0,5
SAN RAMON BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,6,1,0,1,6,7
SAN RAMON SCZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
SANTA ANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,7,26,6,18,13,44,57
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1905,2923,561,563,2466,3486,5952
SANTA ROSA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,10,52,73,54,83,137
SANTA ROSA DEL SARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,9,14,2,0,11,14,25
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,5,11,5,12,17
SANTIAGO DE HUARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,2,8,13,12,15,27
SANTIAGO DE HUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,10,1,1,3,11,14
SANTIAGO DE MACHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,11,4,0,0,11,4,15
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,8,0,0,4,8,12
SAPAHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,1,3,1,4,5
SENA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,104,24,24,26,128,50,178
SHINAOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,4,3,3,6,7,13
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,40,42,29,44,69,113
SICAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,2,6,4,7,6,13
SIPE SIPE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,17,34,46,81,63,115,178
SOPACHUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,4,1,4,6,8,14
SORACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,4,2,6,7,10,17
SORATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,25,24,41,28,66,94
SUCRE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,131,331,178,197,309,528,837
TACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,0,1,0,3,0,3
TACACOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,4,0,0,2,4,6
TACOBAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,34,1,5,1,39,40
TACOPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,9,7,7,10,16,26
TAPACARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,8,12,7,11,15,23,38
TARABUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,8,16,0,5,8,21,29
TARACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,4,1,0,2,4,6
TARATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,2,13,3,15,5,20
TARIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,164,472,186,178,350,650,1000
TARVITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,7,4,2,3,9,7,16
TEOPONTE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,6,12,5,0,11,12,23
TIAWANACU,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,18,12,16,13,34,47
TINGUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,20,1,12,2,32,34
TIPUANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,4,3,0,8,4,11,15
TIQUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,18,39,17,19,35,58,93
TIRAQUE (CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,6,14,22,20,28,34,62
TOCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,1,6,3,8,4,12
TOLATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,4,6,4,11,8,19
TOLEDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,0,1,4,2,4,6
TOMAVE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,6,0,3,0,9,9
TOMINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
TORO TORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,27,0,3,0,30,30
TOTORA(CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,10,11,42,33,52,44,96
TOTORA(ORR),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,1,2,6,5,7,12
TRIGAL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,52,243,30,20,82,263,345
TUPIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,16,82,24,29,40,111,151
TURCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
UMALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,10,1,6,6,16,22
UNCIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,7,8,11,10,18,28
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,8,14,0,0,8,14,22
URUBICHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,7,10,6,12,13,25
UYUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,16,32,64,64,80,96,176
VACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,23,5,0,0,23,5,28
VALLEGRANDE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,21,3,0,6,21,27
VIACHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,14,80,9,21,23,101,124
VILA VILA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
VILLA CHARCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,13,10,7,13,20,33
VILLA MONTES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,54,57,17,12,71,69,140
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,9,18,55,49,64,67,131
VILLA RIVERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,13,4,8,9,21,30
VILLA SERRANO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,12,4,24,4,36,8,44
VILLA TUNARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,62,95,90,74,152,169,321
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,5,2,6,6,11,8,19
VILLAZON,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,24,65,12,8,36,73,109
VINTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,27,76,1,5,28,81,109
VITICHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,16,27,28,28,44,72
WALDO BALLIVIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,5,0,0,0,5,5
WARNES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,42,64,206,267,248,331,579
YACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
YACUIBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,74,183,88,114,162,297,459
YAMPARAEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,2,0,0,3,2,5
YANACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,3,0,0,1,3,4
YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,21,80,139,163,160,243,403
YOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
YOTALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,2,4,12,9,14,13,27
YUNCHARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,3,2,17,11,20,13,33
ZUDAÑEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-07-01,1,2,2,2,3,4,7
ACACIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,1,13,1,7,2,20,22
ACHACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,8,74,0,4,8,78,86
ACHOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,3,16,53,44,56,60,116
AIQUILE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,15,42,11,20,26,62,88
ALCALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
ALTO BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,10,14,1,7,11,21,32
ANCORAIMES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,3,21,0,0,3,21,24
ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,2,0,4,4
ANTEQUERA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,3,6,22,6,25,31
APOLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,15,9,35,9,50,59
ARAMPAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,3,0,11,2,14,16
ARANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,3,4,1,0,4,4,8
ARBIETO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
ARQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,0,1,4,1,4,5
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,6,25,8,6,14,31,45
ATOCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,14,5,6,7,20,27
AUCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,4,0,3,0,7,7
AYO AYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,9,8,13,6,22,14,36
AZURDUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,9,16,3,2,12,18,30
BATALLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,6,16,13,27,19,43,62
BAURES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,5,0,0,0,5,5
BELEN DE URMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,2,0,4,4
BELLA FLOR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,1,5,3,7,4,11
BERMEJO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,19,80,3,9,22,89,111
BETANZOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,4,16,4,44,8,60,68
BOLIVAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,0,4,1,6,1,7
BOLPEBRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,1,0,3,3
BOYUIBE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,8,4,0,0,8,4,12
BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,4,15,17,6,21,21,42
CABEZAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,19,17,61,64,80,81,161
CAIROMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
"CAIZA ""D""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,19,2,1,4,20,24
CAJUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,12,0,1,2,13,15
CALACOTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,1,4,4,4,5,9
CALAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,4,4,3,4,7,11
CAMARGO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,10,11,20,22,30,33,63
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,1,0,0,2,1,3
CAMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,78,32,23,17,101,49,150
CAPINOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,5,6,12,17,17,23,40
CAQUIAVIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,3,10,5,10,8,18
CARACOLLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,3,17,3,11,6,28,34
CARANAVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,21,89,119,142,140,231,371
CARAPARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,20,17,1,0,21,17,38
CARIPUYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,4,0,0,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,4,4,0,0,4,4,8
CATACORA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,8,0,0,0,8,8
CHACARILLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,87,12,10,14,97,111
CHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,1,14,0,2,1,16,17
CHARAGUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,20,20,57,91,77,111,188
CHARAÑA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,1,1,0,1,1,2
CHAYANTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,10,14,12,14,22,36
CHIMORE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,4,19,27,49,31,68,99
CHIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,0,0,0,2,0,2
CHOQUE COTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,10,1,2,1,12,13
CHUMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,7,0,8,8
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,21,0,23,23
CKOCHAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,2,10,7,10,9,20,29
CLIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,0,0,2,6,2,6,8
COBIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,43,107,84,71,127,178,305
COCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,20,31,48,27,68,58,126
COCHABAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,187,682,411,401,598,1083,1681
COLCAPIRHUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-08-01,85,48,30,65,115,113,228
