,group,variable,month,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TACOBAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,0,5,0,9,9
TACOPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,2,2,9,4,11,15
TAPACARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,13,14,18,15,31,46
TARABUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,2,1,2,4,4,8
TARACO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,0,1,0,4,4
TARATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,5,10,16,35,21,45,66
TARIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,95,444,316,401,411,845,1256
TARVITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,4,4,36,7,40,47
TEOPONTE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,12,60,51,13,63,73,136
TIAWANACU,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,12,42,17,42,29,71
TINGUIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,12,0,13,0,25,25
TIPUANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,2,0,3,1,5,6
TIQUIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,9,18,121,208,130,226,356
TIRAQUE (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,28,17,50,21,78,99
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,3,2,6,4,9,13
TOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,5,3,9,7,14,21
TOLATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,5,8,5,9,14
TOLEDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,3,4,3,6,9
TOMAVE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,10,0,8,2,18,20
TOMINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,3,3,3,4,7
TORO TORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,18,0,10,0,28,28
TOTORA(CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,8,17,37,40,45,57,102
TOTORA(ORR),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,8,6,1,8,9,17
TRIGAL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,1,5,0,7,1,8
TRINIDAD,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,34,211,288,330,322,541,863
TUPIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,24,80,109,59,133,139,272
TURCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
UMALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,11,21,6,15,17,36,53
UNCIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,21,8,23,10,44,54
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,9,16,18,20,27,47
URUBICHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,40,15,71,13,111,28,139
UYUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,36,33,42,35,78,68,146
VACAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,3,5,3,2,6,7,13
VALLEGRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,17,3,1,7,18,25
VIACHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,5,64,1,1,6,65,71
VILA VILA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,0,0,3,1,3,4
VILLA CHARCAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,11,5,14,7,25,32
VILLA MONTES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,51,37,129,146,180,183,363
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,6,15,34,16,40,31,71
VILLA RIVERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,8,0,0,1,8,9
VILLA SERRANO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,2,2,1,2,3,4,7
VILLA TUNARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,43,71,121,102,164,173,337
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,2,18,22,18,24,42
VILLAZON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,18,69,54,38,72,107,179
VINTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,9,83,2,6,11,89,100
VITICHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,7,12,14,13,21,34
WALDO BALLIVIAN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
WARNES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,21,72,189,207,210,279,489
YACO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,66,148,159,265,225,413,638
YAMPARAEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
YANACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,0,0,0,4,4
YAPACANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,27,45,290,272,317,317,634
YOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,0,4,2,5,2,9,11
YOTALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,4,6,13,5,17,11,28
YUNCHARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,10,9,15,23,25,32,57
ZUDAÑEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
ACACIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,5,3,2,3,7,10
ACHACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,4,58,44,43,48,101,149
ACHOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,14,170,161,170,175,345
AIQUILE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,8,21,4,6,12,27,39
ALCALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
ALTO BENI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,4,13,10,5,14,18,32
ANCORAIMES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,6,17,1,6,7,23,30
ANDAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,1,10,14,12,15,27
ANTEQUERA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,1,11,0,12,1,13
ANZALDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,3,13,22,15,25,40
APOLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,11,20,32,21,43,64
ARAMPAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,9,8,0,1,9,9,18
ARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,6,8,1,3,7,11,18
ARBIETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,4,0,3,1,7,8
ARQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,20,14,7,8,27,22,49
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,15,2,4,3,19,22
ATOCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,6,18,3,19,9,28
AYATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,5,0,1,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,14,17,7,14,21,31,52
AZURDUY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,11,10,0,3,11,13,24
BATALLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,5,3,22,6,27,33
BAURES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
BELEN DE ANDAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,1,2,1,2,3
BELLA FLOR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,2,5,13,7,15,22
BERMEJO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,9,52,10,8,19,60,79
BETANZOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,15,5,13,5,28,33
BOLIVAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
BOLPEBRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,1,0,1,1,2,3
BOYUIBE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,12,2,0,0,12,2,14
BUENA VISTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,15,5,3,5,18,23
CABEZAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,8,23,11,34,19,57,76
CAIROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
"CAIZA ""D""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,7,2,0,2,7,9
CAJUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,9,0,3,0,12,12
CALACOTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,0,4,0,5,5
CALAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,3,0,4,1,7,8
CAMARGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,6,27,19,30,25,57,82
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,4,1,1,1,5,6
CAMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,66,26,109,130,175,156,331
CAPINOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,20,83,79,86,99,185
CAQUIAVIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,3,11,7,11,10,21
CARACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,18,5,10,7,28,35
CARANAVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,7,42,63,130,70,172,242
CARAPARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,4,14,11,6,15,20,35
CARIPUYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,3,0,0,1,3,4
CHALLAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,44,6,3,8,47,55
CHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,7,0,0,0,7,7
CHARAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,9,19,38,60,47,79,126
CHARAÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,2,2,2,3,5
CHAYANTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,16,1,5,2,21,23
CHIMORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,11,18,17,18,28,46
CHIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,2,0,0,2,2,4
CHOQUE COTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,1,1,4,2,5,7
CHUA COCANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,3,11,13,11,16,27
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,7,20,8,20,15,35
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,14,70,14,72,86
CKOCHAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,6,44,39,47,45,92
CLIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,1,4,1,4,5
COBIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,14,71,137,146,151,217,368
COCAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,32,36,95,116,127,152,279
COCHABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,108,492,361,261,469,753,1222
COLCAPIRHUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,18,51,39,59,57,110,167
"COLCHA ""K""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,21,41,32,44,53,97
COLLANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,16,47,83,50,99,149
COLPA BELGICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,6,6,0,0,6,6,12
COLQUECHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,15,16,36,17,51,68
COLQUENCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,4,0,0,0,4,4
COLQUIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,10,1,8,2,18,20
COMARAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,9,6,5,8,14,22
COMBAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
CONCEPCION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,6,0,0,2,6,8
COPACABANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,3,0,4,0,7,7
CORIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,6,23,141,140,147,163,310
CORO CORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
COROICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,2,0,2,1,4,5
CORQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,4,0,0,2,4,6
COTAGAITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,14,6,1,8,15,23
COTOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,15,48,70,111,85,159,244
CUATRO CAÑADAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,15,30,98,191,113,221,334
CUEVO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,8,9,8,9,17
CULPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,21,23,48,28,69,97
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,6,0,1,1,7,8
CURVA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,2,0,2,3,4,7
DESAGUADERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,114,1116,1406,1624,1520,2740,4260
EL CHORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
EL PUENTE(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,7,3,32,5,39,44
EL PUENTE(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,3,35,77,35,80,115
EL TORNO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,4,5,4,6,10
EL VILLAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,6,5,1,5,7,10,17
ENTRE RIOS TRJ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,3,1,7,3,10,13
ENTRE RIOS CBBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,18,33,5,0,23,33,56
ESCARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
ESCOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,5,8,13,8,18,26
EUCALIPTUS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,2,1,0,2,2,4
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,14,6,14,6,20
FERNANDEZ ALONSO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,15,3,15,3,18
FILADELFIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,1,3,1,5,6
GENERAL SAAVEDRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,9,9,10,10,19,29
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,3,0,7,0,10,10
GUANAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,8,12,8,9,16,21,37
GUAYARAMERIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,16,70,32,103,48,173,221
GUTIERREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,7,19,4,2,11,21,32
HUACARETA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,3,2,15,3,18,21
HUANUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,20,53,60,56,80,136
HUARACAJE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,5,12,4,12,9,21
HUARINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,1,5,1,6,7
HUATAJATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,5,3,2,4,7,11
HUMANATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,1,9,1,10,11
ICLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,2,1,2,3,5
INCAHUASI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,14,20,16,31,30,51,81
INQUISIVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,4,2,4,7,8,15
JESUS DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,24,104,74,109,98,207
LA GUARDIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,10,19,3,3,13,22,35
LA PAZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,420,832,192,947,612,1779,2391
LAGUNILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,12,18,15,20,27,38,65
LAJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,10,13,21,13,31,44
LAS CARRERAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,54,153,26,20,80,173,253
LORETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,1,2,1,2,3
MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,4,0,0,0,4,4
MACHARETI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,8,6,1,11,9,20
MAGDALENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,6,0,7,1,13,14
MAIRANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,1,2,2,4,3,7
MALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,2,4,2,4,6
MAPIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,23,3,7,3,30,33
MECAPACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,17,16,17,17,34
MIZQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,18,13,10,18,28,46
MOCOMOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,5,0,4,0,9,9
MOJINETE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,2,1,2,1,3
MOJOCOYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,9,6,4,9,13,22
MONTEAGUDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,9,12,21,24,30,36,66
MONTERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,8,135,13,10,21,145,166
MORO MORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,2,1,0,2,2,4
MOROCHATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,7,13,74,88,81,101,182
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,7,13,30,34,37,47,84
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,4,3,6,8,10,18
OCURI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,2,0,0,2,2,4
OKINAWA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,12,10,4,10,16,26
OMEREQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,5,4,5,9,10,19
ORURO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,71,274,911,949,982,1223,2205
PADCAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,15,2,0,5,15,20
PADILLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,13,9,8,4,21,13,34
PAILON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,8,43,50,41,58,84,142
PALCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,6,12,15,13,21,34
PALOS BLANCOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,12,27,3,3,15,30,45
PAMPA AULLAGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,2,1,0,3,2,5
PAMPA GRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,6,9,5,1,11,10,21
PAPEL PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,8,0,0,0,8,8
PASORAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,5,3,5,3,8
PATACAMAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,27,13,0,13,27,40
PAZÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,3,1,0,2,3,5
PELECHUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,4,22,34,23,38,61
POCOATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,2,15,2,17,19
POCONA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,2,3,7,4,9,7,16
POJO (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,3,7,4,7,7,14
POOPO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
PORCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,27,0,0,0,27,27
POROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,4,1,3,2,7,9
PORONGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,5,18,4,3,9,21,30
PORVENIR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,3,3,4,4,7,7,14
POSTRER VALLE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,3,2,4,3,7,10
POTOSI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,31,243,187,295,218,538,756
PRESTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,1,2,7,2,8,10
PUCARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,0,0,7,3,7,3,10
PUCARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-08-01,1,10,7,9,8,19,27
