,group,variable,month,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SAMAIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,6,4,3,6,9,15
SAN ANDRES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,5,17,5,18,23
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,3,6,3,8,11
SAN BENITO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,20,2,4,4,24,28
SAN BORJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,20,11,77,13,97,110
SAN BUENA VENTURA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SAN CARLOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,20,1,4,3,24,27
SAN IGNACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,7,25,0,0,7,25,32
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,11,33,1,4,12,37,49
SAN JAVIER(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
SAN JOAQUIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,16,45,53,50,69,119
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SAN JULIAN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,15,19,33,22,48,70
SAN LORENZO(PND),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,5,12,5,14,19
SAN LORENZO(TJA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,13,0,0,2,13,15
SAN LUCAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,4,3,4,7,11
SAN MATIAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,11,8,1,6,12,14,26
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,6,0,0,1,6,7
SAN PABLO DE LIPEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SAN PEDRO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
SAN PEDRO DE QUEMES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,2,0,5,5
SAN RAFAEL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,0,0,0,2,0,2
SAN RAMON BENI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,5,0,0,0,5,5
SANTA ANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,449,1157,249,559,698,1716,2414
SANTA ROSA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,10,29,72,34,82,116
SANTA ROSA DEL SARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,12,0,2,3,14,17
SANTIAGO DE HUARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,3,4,3,4,7
SANTIAGO DE HUATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,1,0,4,4
SANTIVAÑES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,5,0,0,2,5,7
SAPAHAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,0,3,1,4,1,5
SHINAOTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,2,2,1,4,3,7
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,5,1,4,2,9,11
SICAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,3,0,2,1,5,6
SIPE SIPE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,4,25,10,20,14,45,59
SOPACHUY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,0,8,7,9,7,16
SORACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SORATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,2,9,2,13,15
SUCRE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,22,108,136,199,158,307,465
TACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
TACACOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
TACOPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,4,4,4,6,10
TAPACARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,4,4,11,5,15,20
TARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,3,0,4,2,6
TARACO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,4,0,0,1,4,5
TARATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,1,12,2,13,15
TARIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,24,151,77,117,101,268,369
TARVITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,5,0,4,0,9,9
TEOPONTE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
TIAWANACU,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,7,0,0,0,7,7
TINGUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,8,0,9,9
TIPUANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,1,0,1,3,4
TIQUIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,12,1,3,3,15,18
TIRAQUE (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,11,14,34,14,45,59
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,1,1,1,3,4
TOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,7,5,3,5,10,15
TOLATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,1,5,2,7,9
TOLEDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,2,0,3,3
TOMAVE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
TOMINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,6,0,0,7,6,7,13
TOTORA(CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,18,13,33,15,51,66
TOTORA(ORR),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,1,3,1,3,4
TRINIDAD,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,19,86,10,13,29,99,128
TUPIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,15,4,20,6,35,41
TURCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,1,0,3,3
URUBICHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,1,0,60,3,61,64
UYUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,10,23,5,24,15,39
VACAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,3,0,2,0,5,5
VALLEGRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,2,10,1,0,3,10,13
VIACHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,3,26,1,0,4,26,30
VILLA CHARCAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,9,1,5,2,14,16
VILLA MONTES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,25,3,11,9,36,12,48
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,4,0,2,0,6,6
VILLA RIVERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
VILLA SERRANO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
VILLA TUNARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,22,39,34,25,56,64,120
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,4,4,8,25,12,29,41
VILLAZON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,7,23,1,4,8,27,35
VINTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,44,0,6,1,50,51
VITICHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,27,75,11,39,38,114,152
YACO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
YACUIBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,33,17,10,36,43,53,96
YANACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,7,0,0,0,7,7
YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,13,19,80,95,93,114,207
YOTALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,5,2,9,13,14,15,29
YUNCHARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,0,4,0,4,4
ZUDAÑEZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-07-01,0,0,2,1,2,1,3
ACACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,10,0,8,0,18,18
ACHOCALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,5,17,27,17,32,49
AIQUILE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,9,4,4,6,13,19
ALCALA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,2,2,2,4,4,8
ANCORAIMES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,6,1,4,1,10,11
ANDAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,1,2,1,4,5
ANTEQUERA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,3,0,0,1,3,4
ANZALDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,2,4,2,5,7
APOLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,0,4,0,12,12
ARAMPAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,5,8,5,9,14
ARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,0,0,0,8,8
ARBIETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
ARQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,1,1,0,3,1,4
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,18,1,1,1,19,20
ATOCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,1,0,1,1,2,3
AYATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,1,0,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,6,2,8,3,14,17
AZURDUY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,73,45,20,30,93,75,168
BATALLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,2,11,2,13,15
BAURES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,1,5,1,5,6
BELLA FLOR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,1,0,3,1,4,5
BERMEJO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,3,20,3,0,6,20,26
BETANZOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,1,1,6,2,7,9
BOLIVAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
BOLPEBRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,1,0,1,0,1
BOYUIBE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,7,1,0,0,7,1,8
BUENA VISTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,1,7,1,9,10
CABEZAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,8,8,3,50,11,58,69
"CAIZA ""D""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,3,0,3,0,3
CAJUATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,1,0,3,3
CALACOTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
CALAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,2,1,2,2,4,6
CAMARGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,5,27,5,19,10,46,56
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,1,3,1,3,4
CAMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,33,10,14,6,47,16,63
CAPINOTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,3,9,5,22,8,31,39
CAQUIAVIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,5,0,6,6
CARACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,1,20,22,21,23,44
CARANAVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,3,27,60,107,63,134,197
CARAPARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,6,1,0,0,6,1,7
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,6,2,0,0,6,2,8
CHALLAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,6,4,2,6,8,14
CHAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,5,6,0,5,5,11,16
CHIMORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,5,0,3,0,8,8
CHIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
CHUA COCANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,3,3,3,3,6
CHUMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
CKOCHAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,2,0,6,1,8,9
CLIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,1,0,1,0,1
COBIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,3,21,14,41,17,62,79
COCAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,6,0,7,7
COCHABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,57,225,100,140,157,365,522
COLCAPIRHUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,7,26,8,16,15,42,57
"COLCHA ""K""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,7,12,6,4,13,16,29
COLOMI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,0,6,0,14,14
COLPA BELGICA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,3,0,0,1,3,4
COLQUECHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,2,0,2,1,4,5
COLQUENCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
COLQUIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,6,0,7,7
COMARAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,1,8,1,16,17
CONCEPCION,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,7,10,0,0,7,10,17
COPACABANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,4,4,4,5,9
CORIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,3,61,49,62,52,114
CORO CORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,7,0,8,8
COROICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,6,2,2,4,8,12
COTAGAITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,1,7,10,8,11,19
COTOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,15,51,341,239,356,290,646
CRUZ DE MACHACAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,16,11,2,12,18,30
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
CUEVO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
CULPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,6,25,4,22,10,47,57
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
CURVA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,49,625,300,486,349,1111,1460
EL CHORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,0,1,0,2,0,2
EL TORNO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,12,9,17,15,29,24,53
ENTRE RIOS TRJ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,5,0,0,2,5,7
ENTRE RIOS CBBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,5,16,0,2,5,18,23
ESCOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,3,0,3,2,5
FERNANDEZ ALONSO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,1,7,1,8,9
GENERAL SAAVEDRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,1,4,1,6,7
GUANAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,4,0,1,1,5,6
GUAYARAMERIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,6,23,21,23,27,46,73
GUTIERREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,13,6,13,14,27
HUACARETA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,3,2,3,2,6,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,2,0,2,1,3
HUACHACALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
HUANUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,18,2,2,3,20,23
HUAYLLAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,4,0,1,2,5,7
INCAHUASI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,6,4,10,4,16,20
INQUISIVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,3,2,3,4,7
LA ASUNTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,12,1,4,3,16,19
LA GUARDIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,23,35,6,13,29,48,77
LA PAZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,47,391,24,36,71,427,498
LAGUNILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,3,1,0,7,3,8,11
LAJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,0,0,0,8,8
LLALLAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,6,7,2,8,8,16
LORETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,5,4,2,16,7,20,27
MACHARETI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,5,8,4,10,9,19
MAGDALENA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,4,0,2,0,6,6
MAIRANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,3,3,0,0,3,3,6
MALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,1,3,1,3,4
MAPIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,0,2,0,10,10
MECAPACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,4,0,0,0,4,4
MIZQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,5,0,1,1,6,7
MOCOMOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,2,0,5,0,7,7
MOJINETE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,5,4,6,4,11,15
MONTEAGUDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,8,7,12,7,20,14,34
MONTERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,48,3,9,4,57,61
MOROCHATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,5,0,5,1,10,11
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,0,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,3,4,2,2,5,6,11
OKINAWA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,8,3,0,3,8,11
OMEREQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,2,7,6,10,8,17,25
ORURO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,27,104,5,37,32,141,173
PADILLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,5,3,3,3,8,11
PAILON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,1,26,57,75,58,101,159
PALCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-08-01,0,5,0,1,0,6,6
