,group,variable,month,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CKOCHAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,28.0,45.0,81.0,88.0,109.0,133.0,242.0
CLIZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,7.0,11.0,8.0,11.0,19.0
COBIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,8.0,1.0,26.0,17.0,34.0,18.0,52.0
COCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,4.0,9.0,24.0,10.0,28.0,38.0
COCHABAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,719.0,713.0,220.0,312.0,939.0,1025.0,1964.0
COIPASA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
COLCAPIRHUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,165.0,107.0,245.0,200.0,410.0,307.0,717.0
"COLCHA ""K""",otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,12.0,25.0,34.0,34.0,46.0,59.0,105.0
COLLANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
COLOMI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,33.0,24.0,2.0,1.0,35.0,25.0,60.0
COLPA BELGICA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,2.0,2.0,2.0,2.0,4.0
COLQUECHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,10.0,16.0,52.0,56.0,62.0,72.0,134.0
COLQUENCHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,28.0,27.0,17.0,20.0,45.0,47.0,92.0
COLQUIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,3.0,5.0,4.0,5.0,9.0
COMANCHE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,10.0,8.0,10.0,8.0,18.0
COMARAPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,10.0,10.0,11.0,13.0,24.0
CONCEPCION,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,10.0,4.0,22.0,29.0,32.0,33.0,65.0
COPACABANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,1.0,34.0,37.0,35.0,38.0,73.0
CORIPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,51.0,44.0,73.0,60.0,124.0,104.0,228.0
CORO CORO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,14.0,5.0,69.0,45.0,83.0,50.0,133.0
COROICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,10.0,150.0,84.0,163.0,94.0,257.0
CORQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,20.0,72.0,67.0,85.0,87.0,172.0
COTAGAITA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,1.0,19.0,30.0,20.0,31.0,51.0
COTOCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,9.0,14.0,0.0,0.0,9.0,14.0,23.0
CUATRO CAÑADAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,10.0,2.0,3.0,6.0,13.0,8.0,21.0
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,11.0,7.0,11.0,7.0,18.0
CUEVO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
CURAHUARA DE CARANGAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,4.0,9.0,12.0,13.0,16.0,29.0
CURVA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,1.0,7.0,14.0,8.0,15.0,23.0
DESAGUADERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,12.0,12.0,12.0,12.0,24.0
EL ALTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,757.0,958.0,292.0,353.0,1049.0,1311.0,2360.0
EL CHORO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,4.0,35.0,35.0,40.0,39.0,79.0
EL PUENTE(STC),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,15.0,16.0,10.0,4.0,25.0,20.0,45.0
EL PUENTE(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,2.0,17.0,12.0,17.0,14.0,31.0
EL TORNO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,12.0,11.0,11.0,6.0,23.0,17.0,40.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,5.0,3.0,5.0,8.0,10.0,18.0
ENTRE RIOS CBBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
ESCARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,7.0,9.0,7.0,9.0,16.0
EUCALIPTUS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,4.0,71.0,65.0,75.0,69.0,144.0
FILADELFIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,7.0,8.0,7.0,8.0,15.0
GENERAL SAAVEDRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,1.0,7.0,5.0,8.0,6.0,14.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,0.0,1.0,6.0,3.0,6.0,9.0
GUANAY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,14.0,10.0,60.0,45.0,74.0,55.0,129.0
GUAYARAMERIN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,5.0,30.0,24.0,34.0,29.0,63.0
GUTIERREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,12.0,11.0,12.0,12.0,24.0
HUACARETA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,6.0,21.0,15.0,31.0,21.0,52.0,73.0
HUACHACALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
HUANUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,28.0,23.0,20.0,34.0,48.0,57.0,105.0
HUATAJATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,5.0,11.0,5.0,11.0,16.0
HUAYLLAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,3.0,11.0,11.0,14.0,14.0,28.0
HUMANATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,2.0,13.0,4.0,13.0,6.0,19.0
ICHOCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,2.0,16.0,12.0,17.0,14.0,31.0
INQUISIVI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,16.0,24.0,40.0,36.0,56.0,60.0,116.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,5.0,52.0,43.0,56.0,48.0,104.0
IXIAMAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,70.0,53.0,70.0,53.0,123.0
JESUS DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,6.0,3.0,0.0,4.0,6.0,7.0,13.0
LA ASUNTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,15.0,14.0,9.0,2.0,24.0,16.0,40.0
LA GUARDIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,201.0,312.0,70.0,80.0,271.0,392.0,663.0
LA PAZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,891.0,976.0,287.0,254.0,1178.0,1230.0,2408.0
LAGUNILLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
LAJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
LLALLAGUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,10.0,10.0,10.0,10.0,20.0
LORETO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,5.0,45.0,5.0,45.0,50.0
MAGDALENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,7.0,8.0,0.0,0.0,7.0,8.0,15.0
MAIRANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,9.0,15.0,12.0,14.0,21.0,29.0,50.0
MALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,7.0,5.0,7.0,5.0,12.0
MAPIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,20.0,21.0,14.0,10.0,34.0,31.0,65.0
MECAPACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,2.0,0.0,2.0,0.0,2.0
MINEROS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,8.0,3.0,7.0,9.0,15.0,12.0,27.0
MIZQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,1.0,14.0,18.0,16.0,19.0,35.0
MOCOMOCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,5.0,5.0,5.0,5.0,10.0
MONTEAGUDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,16.0,7.0,20.0,8.0,36.0,15.0,51.0
MONTERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,19.0,23.0,30.0,40.0,49.0,63.0,112.0
MORO MORO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,4.0,7.0,5.0,10.0,15.0
MOROCHATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,6.0,32.0,34.0,35.0,40.0,75.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,3.0,1.0,4.0,1.0,5.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,11.0,0.0,0.0,0.0,11.0,0.0,11.0
OCURI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,5.0,104.0,113.0,107.0,118.0,225.0
OKINAWA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ORURO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,81.0,86.0,161.0,44.0,242.0,130.0,372.0
PADCAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,21.0,17.0,18.0,30.0,39.0,69.0
PADILLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,6.0,8.0,0.0,0.0,6.0,8.0,14.0
PAILON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,3.0,24.0,31.0,24.0,34.0,58.0
PALCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,10.0,8.0,3.0,12.0,13.0,25.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,23.0,13.0,21.0,17.0,44.0,30.0,74.0
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,6.0,2.0,0.0,0.0,6.0,2.0,8.0
PATACAMAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
PAZÑA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,8.0,1.0,8.0,1.0,9.0
PELECHUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,2.0,5.0,3.0,5.0,8.0
POCOATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,7.0,6.0,110.0,139.0,117.0,145.0,262.0
POCONA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,18.0,16.0,18.0,16.0,34.0
POJO (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,1.0,23.0,18.0,25.0,19.0,44.0
POOPO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,4.0,2.0,4.0,2.0,6.0
PORCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,8.0,12.0,11.0,40.0,19.0,52.0,71.0
POROMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,12.0,23.0,4.0,5.0,16.0,28.0,44.0
PORONGO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PORVENIR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,4.0,2.0,4.0,2.0,6.0
POSTRER VALLE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,2.0,1.0,3.0,1.0,4.0
POTOSI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,157.0,278.0,99.0,199.0,256.0,477.0,733.0
PUCARANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,6.0,5.0,0.0,6.0,6.0,12.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,3.0,51.0,70.0,55.0,73.0,128.0
PUERTO GONZALO MORENO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,1.0,1.0,1.0,3.0,2.0,5.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,2.0,21.0,26.0,21.0,28.0,49.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,20.0,16.0,9.0,20.0,29.0,36.0,65.0
PUERTO RICO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,1.0,11.0,7.0,13.0,8.0,21.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,23.0,1.0,2.0,14.0,25.0,39.0
PUNA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,28.0,8.0,130.0,120.0,158.0,128.0,286.0
PUNATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,14.0,1.0,2.0,6.0,16.0,22.0
QUILLACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,59.0,52.0,133.0,128.0,192.0,180.0,372.0
QUIME,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
QUIRUSILLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,1.0,0.0,2.0,3.0,5.0
RAVELO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,35.0,35.0,35.0,36.0,71.0
REYES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,12.0,0.0,0.0,4.0,12.0,16.0
RIBERALTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,6.0,9.0,1.0,4.0,7.0,13.0,20.0
ROBORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,7.0,10.0,7.0,11.0,18.0
RURRENABAQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,0.0,1.0,1.0,4.0,5.0
SABAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,15.0,19.0,10.0,9.0,25.0,28.0,53.0
SACABA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,76.0,88.0,376.0,133.0,452.0,221.0,673.0
SACACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,8.0,25.0,50.0,29.0,58.0,87.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,2.0,3.0,4.0,5.0,6.0,11.0
SAMAIPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,9.0,12.0,15.0,16.0,24.0,28.0,52.0
SAN AGUSTIN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,6.0,0.0,0.0,4.0,6.0,10.0
SAN ANDRES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
SAN ANDRES DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,50.0,43.0,31.0,37.0,81.0,80.0,161.0
SAN BENITO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,2.0,12.0,13.0,13.0,15.0,28.0
SAN BORJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,7.0,6.0,30.0,32.0,37.0,38.0,75.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,7.0,5.0,19.0,24.0,26.0,29.0,55.0
SAN CARLOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,10.0,8.0,3.0,5.0,13.0,13.0,26.0
SAN IGNACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,10.0,10.0,34.0,30.0,44.0,40.0,84.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,80.0,84.0,11.0,19.0,91.0,103.0,194.0
SAN JAVIER(STC),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,17.0,35.0,17.0,35.0,52.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,11.0,44.0,49.0,48.0,60.0,108.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,2.0,1.0,2.0,1.0,3.0
SAN JULIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,11.0,13.0,73.0,92.0,84.0,105.0,189.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,17.0,0.0,15.0,8.0,32.0,8.0,40.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,13.0,27.0,53.0,40.0,66.0,106.0
SAN MATIAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,45.0,46.0,9.0,9.0,54.0,55.0,109.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN PABLO DE LIPEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,2.0,21.0,25.0,25.0,27.0,52.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,2.0,2.0,5.0,2.0,7.0,9.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,25.0,19.0,25.0,35.0,50.0,54.0,104.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,3.0,6.0,3.0,6.0,9.0
SAN PEDRO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,2.0,0.0,2.0,0.0,2.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,8.0,10.0,9.0,10.0,19.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,720.0,1025.0,151.0,154.0,871.0,1179.0,2050.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,15.0,24.0,20.0,28.0,35.0,52.0,87.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,17.0,11.0,17.0,11.0,34.0,22.0,56.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,19.0,17.0,19.0,18.0,37.0
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,1.0,13.0,14.0,13.0,15.0,28.0
SANTUARIO DE QUILLACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,0.0,1.0,1.0,4.0,5.0
SAPAHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,10.0,10.0,35.0,44.0,45.0,54.0,99.0
SENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,3.0,0.0,1.0,3.0,4.0,3.0,7.0
SHINAOTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,8.0,7.0,8.0,7.0,15.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,2.0,16.0,10.0,17.0,12.0,29.0
SORACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,7.0,28.0,37.0,33.0,44.0,77.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,15.0,2.0,9.0,25.0,24.0,27.0,51.0
SUCRE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,145.0,146.0,232.0,338.0,377.0,484.0,861.0
TACACOMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,15.0,10.0,15.0,6.0,30.0,16.0,46.0
TACOBAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,0.0,0.0,8.0,14.0,8.0,14.0,22.0
TACOPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,23.0,5.0,25.0,33.0,48.0,38.0,86.0
TAPACARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,11.0,16.0,37.0,43.0,48.0,59.0,107.0
TARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,51.0,71.0,39.0,32.0,90.0,103.0,193.0
TARACO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,4.0,2.0,4.0,0.0,8.0,2.0,10.0
TARATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,0.0,0.0,1.0,1.0,1.0,2.0
TARIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,53.0,57.0,116.0,203.0,169.0,260.0,429.0
TEOPONTE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,5.0,43.0,25.0,48.0,30.0,78.0
TIAWANACU,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,3.0,13.0,14.0,14.0,17.0,31.0
TIPUANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,5.0,2.0,22.0,11.0,27.0,13.0,40.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,13.0,26.0,129.0,128.0,142.0,154.0,296.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,1.0,2.0,3.0,7.0,4.0,9.0,13.0
TOCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-08-01,2.0,1.0,38.0,37.0,40.0,38.0,78.0
