,group,variable,month,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
PADILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,3,0,0,6,3,6,9
PAILON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,6,16,8,17,14,31
PALCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
PAMPA GRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,8,4,14,4,22,26
PATACAMAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
POCOATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
POCONA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,4,23,4,26,30
POOPO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,4,0,7,7
PORONGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,3,1,9,17,12,18,30
PORTACHUELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
POTOSI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,7,0,7,7
PUERTO ACOSTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
PUERTO RICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,1,1,1,2,3
PUERTO SUAREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
PUERTO VILLARROEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,9,0,2,1,11,12
PUNATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,6,0,3,1,9,10
QUILLACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,6,9,2,2,8,11,19
QUIME,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,7,0,0,0,7,7
RAVELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
ROBORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,3,13,4,12,7,25,32
SACABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,1,1,1,2
SAIPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,4,0,1,0,5,5
SAN ANDRES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
SAN BENITO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,1,2,0,3,1,4
SAN BORJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,7,11,7,13,20
SAN BUENA VENTURA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
SAN CARLOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,10,6,10,8,20,28
SAN IGNACIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,1,0,0,2,1,3
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,16,1,2,3,18,21
SAN JAVIER(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,0,1,1,2
SAN JOAQUIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,1,9,16,10,17,27
SAN JULIAN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,2,8,8,9,10,19
SAN LORENZO(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,2,0,2,1,3
SAN MATIAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,2,0,1,2,3,5
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,6,0,0,0,6,6
SAN PABLO DE LIPEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
SAN RAFAEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SAN RAMON BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,2,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,192,223,49,92,241,315,556
SANTA ROSA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,2,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,8,0,0,1,8,9
SANTIAGO DE HUARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
SANTIVAÑES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,0,1,1,1,2
SHINAOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
SICA SICA (VILLA AROMA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,1,1,1,2
SICAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,3,0,5,5
SOPACHUY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
SUCRE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,9,27,30,75,39,102,141
TACACOMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,2,0,2,2,4
TARABUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,2,5,2,5,7
TARATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,5,0,2,1,7,8
TARIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,37,20,42,22,79,101
TARVITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,2,0,2,0,4,4
TEOPONTE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,3,0,3,3
TIAWANACU,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,4,0,4,4
TIQUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,3,0,6,6
TOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,1,3,1,4,5
TOLEDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,2,0,10,2,12,14
TRIGAL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,20,0,1,0,21,21
TUPIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,1,0,11,1,12,13
URUBICHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,1,0,10,2,11,13
UYUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,3,0,0,0,3,3
VACAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,8,0,0,0,8,8
VIACHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,4,0,1,0,5,5
VILA VILA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,4,0,5,0,5
VILLA CHARCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,4,0,5,5
VILLA MONTES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,16,3,3,2,19,5,24
VILLA SERRANO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,1,0,2,2
VILLA TUNARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,3,6,12,14,15,20,35
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,0,3,1,4,1,5
VILLAZON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,1,2,0,0,1,2,3
VINTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,2,9,2,0,4,9,13
WARNES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,7,13,2,17,9,30,39
YACO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,9,0,0,1,9,1,10
YAMPARAEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,0,0,0,1,0,1,1
YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,8,7,21,29,29,36,65
YOTALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-07-01,3,2,1,2,4,4,8
ACHOCALLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,2,0,0,1,2,3
AIQUILE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,4,0,1,1,5,6
ALALAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
ALCALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,2,1,3,4
ANCORAIMES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,4,0,4,4
ANZALDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
ARAMPAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,4,0,3,0,7,7
ARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,1,0,4,4
AYATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
BATALLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,3,0,3,3
BERMEJO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,4,1,1,2,5,7
BOLIVAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,5,4,5,6,11
CABEZAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,5,5,1,6,6,11,17
CALACOTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,3,7,5,11,8,18,26
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,2,1,2,3
CAMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,7,6,5,15,12,21,33
CAPINOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,1,1,1,2
CARACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,3,0,0,1,3,4
CARANAVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,11,2,2,2,13,15
CARIPUYO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
CHARAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,5,0,4,0,9,9
CHAYANTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,13,0,1,0,14,14
CHIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
CHOQUE COTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,2,1,2,1,3
COBIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,3,4,1,6,4,10,14
COCHABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,12,71,25,14,37,85,122
COLCAPIRHUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,2,7,3,6,5,13,18
"COLCHA ""K""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,2,1,1,4,3,5,8
COLLANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,3,0,5,5
COLPA BELGICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,5,0,2,1,7,8
CONCEPCION,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,12,7,12,7,19
CORO CORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,5,1,5,2,7
COROICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
COTOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,12,36,3,32,15,68,83
CUATRO CAÑADAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,18,12,18,14,32
CUEVO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,2,0,3,3
CULPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,3,1,8,2,11,13
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,16,187,109,156,125,343,468
EL PUENTE(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,11,21,20,29,31,50,81
EL VILLAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,10,1,11,12
ENTRE RIOS CBBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,3,1,0,0,3,1,4
GENERAL SAAVEDRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
GUANAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,8,0,1,0,9,9
GUAYARAMERIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,14,21,14,23,37
GUTIERREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
HUACARETA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,2,2,3,3,5,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,1,3,1,3,4
HUANUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,6,0,2,0,8,8
INCAHUASI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,3,6,1,5,4,11,15
INQUISIVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
LA GUARDIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,7,41,316,360,323,401,724
LA PAZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,10,108,4,4,14,112,126
LAGUNILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,1,0,0,1,1,2
LLALLAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,1,0,3,3
MACHACAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,8,2,8,2,10
MAIRANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
MAPIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,2,0,4,4
MOCOMOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,3,3,3,3,6
MONTEAGUDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,3,5,3,12,6,17,23
MONTERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,8,0,3,0,11,11
MOROCHATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,2,3,0,0,2,3,5
OMEREQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,8,17,0,7,8,24,32
PADCAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
PADILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,1,1,11,2,12,14
PAILON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,4,20,27,21,31,52
PALOS BLANCOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,2,0,4,4
PAMPA GRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,5,6,0,5,5,11,16
PASORAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,5,0,5,5
POCONA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,4,11,4,13,17
PORONGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,8,10,13,10,21,31
PORTACHUELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,6,0,0,0,6,6
PORVENIR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,16,0,1,1,17,18
PRESTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,5,0,5,5
PUERTO QUIJARRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
PUERTO RICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,2,0,4,4
PUERTO SUAREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,7,0,8,1,15,16
PUNA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,3,7,0,1,3,8,11
QUILLACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,3,0,2,1,5,6
QUIME,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,6,0,0,0,6,6
QUIRUSILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,2,0,2,2
REYES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
RIBERALTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,4,0,3,0,7,7
ROBORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,3,0,0,1,3,4
SACABA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,1,5,7,6,8,11,19
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,3,0,0,0,3,3
SAMAIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,1,0,2,2
SAN ANDRES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,0,0,3,0,3,3
SAN BENITO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,2,0,1,0,3,3
SAN BORJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,8,0,9,9
SAN CARLOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,5,10,4,10,9,19
SAN IGNACIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,2,6,4,4,6,10,16
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,5,21,17,50,22,71,93
SAN JAVIER(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,2,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,3,3,13,32,16,35,51
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-08-01,0,1,0,0,0,1,1
