,group,variable,month,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
SAN RAMON BENI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,1,3
SAN RAMON SCZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,9,11
SANTA ANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,8,14,22
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,774,745,1519
SANTA ROSA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,1,2
SANTA ROSA DEL SARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,6,4,10
SANTIAGO DE HUARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,1,2
SANTIAGO DE HUATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,3,4
SANTIAGO DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,1,2
SANTIVAÑES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,1,3
SANTUARIO DE QUILLACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,0,3,3
SAPAHAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,3,2,5
SENA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,5,1,6
SHINAOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,22,10,32
SICA SICA (VILLA AROMA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,0,2
SICAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,0,1,1
SIPE SIPE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,11,7,18
SOPACHUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,4,4,8
SORACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,7,5,12
SORATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,10,12,22
SUCRE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,160,206,366
TACACOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,5,7,12
TACOBAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,3,4,7
TACOPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,5,5,10
TAHUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,0,2,2
TAPACARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,5,7,12
TARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,11,11,22
TARACO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,1,3
TARATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,2,4
TARIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,80,66,146
TARVITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,16,18,34
TEOPONTE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,12,16,28
TIAWANACU,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,0,1
TINGUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,10,4,14
TIPUANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,21,11,32
TIQUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,14,14,28
TIRAQUE (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,5,5,10
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,0,1,1
TOCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,2,3
TODOS SANTOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,0,1
TOLATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,3,5
TOLEDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,3,4
TOMAVE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,6,3,9
TOMINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,7,4,11
TORO TORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,3,1,4
TOTORA(CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,7,6,13
TOTORA(ORR),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,3,2,5
TRIGAL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,58,11,69
TUPIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,15,18,33
TURCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,1,2
UNCIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,10,5,15
URIONDO (A. CONCEPCION),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,4,11,15
URUBICHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,3,4,7
UYUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,6,5,11
VACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,3,5,8
VALLEGRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,1,2
VIACHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,18,23,41
VILA VILA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,7,13,20
VILLA MONTES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,31,28,59
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,1,2
VILLA RIVERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,3,5,8
VILLA SERRANO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,10,6,16
VILLA TUNARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,31,25,56
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,7,10,17
VILLAZON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,9,8,17
VINTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,17,13,30
VITICHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,7,1,8
WALDO BALLIVIAN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,0,1
WARNES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,35,47,82
YACO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,0,2
YACUIBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,96,119,215
YAMPARAEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,4,12,16
YANACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,0,1
YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,81,83,164
YOCALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,1,3
YOTALA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,2,1,3
YUNCHARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,1,4,5
ZUDAÑEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-08-01,8,10,18
ACACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
ACHACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,19,18,37
ACHOCALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,7,9
AIQUILE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,9,10,19
ALCALA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,6,5,11
ALTO BENI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,8,7,15
ANCORAIMES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,0,3
ANDAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
ANTEQUERA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,2,4
ANZALDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,9,16
APOLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,6,13
ARAMPAMPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,2,3
ARANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,3,6
ARBIETO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,3,6
ARQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,5,8
ASCENCION DE GUARAYOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,10,9,19
ATOCHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
AUCAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,20,20
AYATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,11,18
AZURDUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,10,13
BATALLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,8,3,11
BELEN DE ANDAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,2,2
BELEN DE URMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,1,1
BELLA FLOR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,1,1
BERMEJO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,23,28,51
BETANZOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,0,2
BOLIVAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
BOYUIBE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,2,3
BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,6,4,10
CABEZAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,11,9,20
"CAIZA ""D""",tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,10,14
CAJUATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,2,5
CALACOTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,3,7
CALAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
CAMARGO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,14,14,28
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,3,3
CAMIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,12,9,21
CAPINOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,5,12,17
CAQUIAVIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,1,4
CARACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,7,14
CARANAVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,62,42,104
CARAPARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,9,8,17
CARIPUYO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,6,4,10
CARMEN RIVERO TORREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,2,9
CATACORA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
CHACARILLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,2,2
CHALLAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,9,10,19
CHAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,6,13
CHARAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,11,4,15
CHAYANTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,5,5,10
CHIMORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,6,3,9
CHOQUE COTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,1,1
CHUA COCANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,18,15,33
CHUMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,3,6
CKOCHAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,6,4,10
CLIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,9,16
COBIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,60,25,85
COCAPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,9,7,16
COCHABAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,103,92,195
COIPASA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,1,1
COLCAPIRHUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,16,10,26
"COLCHA ""K""",tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,2,6
COLOMI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,5,8,13
COLPA BELGICA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,6,9
COLQUECHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,13,9,22
COLQUENCHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
COLQUIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,9,2,11
COMARAPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,4,8
COMBAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
CONCEPCION,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,12,19
COPACABANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
CORIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,19,17,36
CORO CORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
COROICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,13,13,26
CORQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,7,8,15
COTAGAITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,16,17,33
COTOCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,27,41,68
CRUZ DE MACHACAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,3,3
CUATRO CAÑADAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,14,8,22
CUCHUMUELA (V. G. VILLARROEL),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
CUEVO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,2,3
CULPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,11,15
CURAHUARA DE CARANGAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,1,1
CURVA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,1,4
DESAGUADERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,0,2
EL ALTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,295,217,512
EL CHORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,2,4
EL PUENTE(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,4,8
EL PUENTE(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,4,6
EL TORNO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,27,33,60
EL VILLAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,19,15,34
ESCOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,0,2
EUCALIPTUS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
FERNANDEZ ALONSO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,4,7
FILADELFIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,5,1,6
GENERAL SAAVEDRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,3,4
GUANAY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,10,4,14
GUAYARAMERIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,19,12,31
GUTIERREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,5,5,10
HUACARETA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,6,8
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
HUACHACALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
HUANUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,24,13,37
HUARACAJE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
HUARINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,2,6
HUATAJATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,0,3
HUAYLLAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,2,4
ICLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,4,6
INCAHUASI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,11,9,20
INGAVI (HUMAITA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,1,5
INQUISIVI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,15,10,25
JESUS DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,3,6
LA ASUNTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,30,19,49
LA GUARDIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,22,36,58
LA PAZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,321,306,627
LAGUNILLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,4,0,4
LAJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,3,2,5
LAS CARRERAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,1,3
LICOMA PAMPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
LLALLAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,40,17,57
LORETO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,1,2
MACHARETI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,5,5,10
MAGDALENA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,2,2,4
MAIRANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
MAPIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,16,4,20
MECAPACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,5,5
MINEROS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,14,16,30
MIZQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,8,9,17
MOCOMOCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,0,1,1
MOJINETE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
MOJOCOYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,13,9,22
MONTEAGUDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,21,29,50
MONTERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,104,95,199
MOROCHATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,8,6,14
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-09-01,1,0,1
