,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
SABAYA,atencion odontologica,consulta repetida,2015-08-01,0,21,0,1,0,1,9,3,7,2,0,0,0,5,16,33,49
SACABA,atencion odontologica,consulta repetida,2015-08-01,68,46,155,145,76,73,39,44,12,9,0,19,0,1,350,337,687
SACABAMBA,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,3
SACACA,atencion odontologica,consulta repetida,2015-08-01,5,3,2,1,2,4,30,30,3,10,0,0,0,2,42,50,92
SAIPINA,atencion odontologica,consulta repetida,2015-08-01,1,0,0,1,1,0,8,6,4,3,0,4,0,5,14,19,33
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2015-08-01,5,0,0,2,0,2,0,4,4,0,0,0,0,0,9,8,17
SAMAIPATA,atencion odontologica,consulta repetida,2015-08-01,4,4,3,1,4,0,6,6,2,1,0,5,0,0,19,17,36
SAN ANDRES,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,0,7,14,1,3,0,0,0,3,9,20,29
SAN BENITO,atencion odontologica,consulta repetida,2015-08-01,3,1,0,0,0,5,0,23,0,5,0,10,0,35,3,79,82
SAN BORJA,atencion odontologica,consulta repetida,2015-08-01,7,1,2,6,7,4,21,26,8,0,0,0,0,1,45,38,83
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,1,1,2,3,3,0,0,0,0,0,0,4,6,10
SAN CARLOS,atencion odontologica,consulta repetida,2015-08-01,0,0,4,2,1,5,2,7,0,0,0,0,0,2,7,16,23
SAN IGNACIO,atencion odontologica,consulta repetida,2015-08-01,9,2,14,16,10,18,7,35,2,2,0,2,0,3,42,78,120
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2015-08-01,10,16,6,8,4,16,26,53,5,5,0,0,0,17,51,115,166
SAN JAVIER(BNI),atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
SAN JAVIER(STC),atencion odontologica,consulta repetida,2015-08-01,3,12,0,2,1,3,1,15,0,7,0,0,0,5,5,44,49
SAN JOAQUIN,atencion odontologica,consulta repetida,2015-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2015-08-01,2,2,2,7,4,5,13,17,3,3,0,1,0,2,24,37,61
SAN JUAN DE YAPACANI,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,3
SAN JULIAN,atencion odontologica,consulta repetida,2015-08-01,2,0,0,0,0,0,0,1,1,1,0,0,0,2,3,4,7
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2015-08-01,12,1,2,22,14,16,18,91,3,5,0,2,0,3,49,140,189
SAN LUCAS,atencion odontologica,consulta repetida,2015-08-01,1,3,2,3,1,17,14,39,2,0,0,7,0,3,20,72,92
SAN MATIAS,atencion odontologica,consulta repetida,2015-08-01,3,13,3,1,1,6,4,20,5,1,0,3,0,4,16,48,64
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,3,8,16,0,0,0,2,0,0,9,21,30
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,4,5
SAN PEDRO,atencion odontologica,consulta repetida,2015-08-01,0,0,1,1,0,4,0,8,0,0,0,0,0,0,1,13,14
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2015-08-01,0,2,0,0,0,9,0,22,3,1,0,0,0,2,3,36,39
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2015-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2015-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,consulta repetida,2015-08-01,2,0,0,1,0,0,0,7,0,0,0,1,0,8,2,17,19
SAN RAMON BENI,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,2,5,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2015-08-01,632,445,182,320,278,359,877,1578,960,493,0,110,0,53,2929,3358,6287
SANTA ROSA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,1,4,1,7,3,0,0,3,0,9,6,23,29
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2015-08-01,25,5,46,12,2,11,32,60,19,13,0,22,0,2,124,125,249
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2015-08-01,0,3,8,0,1,6,6,7,0,5,0,0,0,0,15,21,36
SANTIVAÑES,atencion odontologica,consulta repetida,2015-08-01,2,1,1,4,1,3,1,3,0,2,0,1,0,0,5,14,19
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2015-08-01,0,8,2,2,0,1,0,13,9,9,0,0,0,0,11,33,44
SAPAHAQUI,atencion odontologica,consulta repetida,2015-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SENA,atencion odontologica,consulta repetida,2015-08-01,0,2,1,0,0,0,1,1,0,0,0,0,0,1,2,4,6
SHINAOTA,atencion odontologica,consulta repetida,2015-08-01,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2015-08-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
SICAYA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SIPE SIPE,atencion odontologica,consulta repetida,2015-08-01,18,9,1,6,0,11,8,12,0,4,0,7,0,6,27,55,82
SOPACHUY,atencion odontologica,consulta repetida,2015-08-01,5,5,5,13,2,18,10,22,0,0,0,3,0,12,22,73,95
SORACACHI,atencion odontologica,consulta repetida,2015-08-01,9,0,5,1,1,7,6,11,0,0,0,1,0,7,21,27,48
SORATA,atencion odontologica,consulta repetida,2015-08-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
SUCRE,atencion odontologica,consulta repetida,2015-08-01,347,271,392,412,213,377,689,1067,103,65,0,89,0,66,1744,2347,4091
TACACHI,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
TACOBAMBA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,3
TACOPAYA,atencion odontologica,consulta repetida,2015-08-01,5,3,2,6,0,3,0,8,7,7,0,2,0,4,14,33,47
TAHUA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,3
TAPACARI,atencion odontologica,consulta repetida,2015-08-01,1,4,2,0,0,2,0,4,8,4,0,1,0,3,11,18,29
TARABUCO,atencion odontologica,consulta repetida,2015-08-01,0,1,0,0,3,3,1,10,0,0,0,4,0,0,4,18,22
TARATA,atencion odontologica,consulta repetida,2015-08-01,1,0,1,1,1,1,4,0,0,2,0,0,0,2,7,6,13
TARIJA,atencion odontologica,consulta repetida,2015-08-01,70,59,286,263,189,259,577,1001,133,66,0,4,0,1,1255,1653,2908
TARVITA,atencion odontologica,consulta repetida,2015-08-01,0,8,4,1,4,8,3,15,0,0,0,1,0,0,11,33,44
TEOPONTE,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TIAWANACU,atencion odontologica,consulta repetida,2015-08-01,2,2,0,2,1,22,27,49,12,1,0,1,0,5,42,82,124
TINGUIPAYA,atencion odontologica,consulta repetida,2015-08-01,1,2,0,0,0,1,9,2,0,2,0,2,0,2,10,11,21
TIPUANI,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,3,0,5,0,0,0,3,0,12,12
TIQUIPAYA,atencion odontologica,consulta repetida,2015-08-01,59,20,8,5,0,11,0,28,0,2,0,14,0,14,67,94,161
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2015-08-01,11,10,0,4,2,12,1,9,0,2,0,1,0,8,14,46,60
TOCO,atencion odontologica,consulta repetida,2015-08-01,1,11,0,1,0,0,0,14,0,0,0,1,0,0,1,27,28
TODOS SANTOS,atencion odontologica,consulta repetida,2015-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOLATA,atencion odontologica,consulta repetida,2015-08-01,3,8,24,38,0,0,0,5,6,0,0,0,0,0,33,51,84
TOLEDO,atencion odontologica,consulta repetida,2015-08-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
TOMAVE,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,1,3,4,4,0,0,0,1,0,0,5,8,13
TOMINA,atencion odontologica,consulta repetida,2015-08-01,2,2,3,28,16,28,8,23,2,0,0,0,0,7,31,88,119
TORO TORO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,7,7,0,0,0,1,0,3,7,12,19
TOTORA(CBBA),atencion odontologica,consulta repetida,2015-08-01,4,1,2,1,1,3,5,5,1,0,0,0,0,2,13,12,25
TRIGAL,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,6,2,1,2,0,0,0,2,0,0,7,6,13
TRINIDAD,atencion odontologica,consulta repetida,2015-08-01,33,29,35,48,158,63,126,176,19,9,0,13,0,5,371,343,714
TUPIZA,atencion odontologica,consulta repetida,2015-08-01,21,19,26,26,15,20,23,66,8,13,0,10,0,14,93,168,261
TURCO,atencion odontologica,consulta repetida,2015-08-01,0,2,3,2,0,0,4,2,0,0,0,0,0,1,7,7,14
UMALA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,2,1,0,1,0,0,0,0,4,2,6,8
UNCIA,atencion odontologica,consulta repetida,2015-08-01,27,11,13,15,11,19,38,46,8,8,0,8,0,10,97,117,214
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2015-08-01,3,0,4,8,13,34,28,75,1,2,0,1,0,1,49,121,170
URUBICHA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,4
UYUNI,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
VACAS,atencion odontologica,consulta repetida,2015-08-01,6,0,0,1,0,3,0,5,0,1,0,2,0,1,6,13,19
VALLEGRANDE,atencion odontologica,consulta repetida,2015-08-01,4,2,0,0,23,16,10,22,0,0,0,0,0,0,37,40,77
VIACHA,atencion odontologica,consulta repetida,2015-08-01,93,55,19,17,2,21,11,27,0,0,0,9,0,39,125,168,293
VILA VILA,atencion odontologica,consulta repetida,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
VILLA CHARCAS,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,3,1,0,3,0,0,0,0,0,0,4,4,8
VILLA MONTES,atencion odontologica,consulta repetida,2015-08-01,1,6,16,14,11,21,28,47,4,1,0,0,0,0,60,89,149
VILLA RIVERO,atencion odontologica,consulta repetida,2015-08-01,0,2,0,2,1,0,2,12,1,0,0,1,0,3,4,20,24
VILLA SERRANO,atencion odontologica,consulta repetida,2015-08-01,18,12,0,3,0,0,0,1,0,0,0,1,0,1,18,18,36
VILLA TUNARI,atencion odontologica,consulta repetida,2015-08-01,3,1,0,2,1,6,4,11,0,0,0,0,0,1,8,21,29
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2015-08-01,0,0,2,8,9,11,1,14,1,0,0,1,0,0,13,34,47
VILLAZON,atencion odontologica,consulta repetida,2015-08-01,23,30,29,26,16,38,50,111,28,11,0,23,0,25,146,264,410
VINTO,atencion odontologica,consulta repetida,2015-08-01,5,3,1,0,1,3,1,5,0,0,0,3,0,3,8,17,25
VITICHI,atencion odontologica,consulta repetida,2015-08-01,9,0,3,6,4,7,5,29,2,6,0,4,0,1,23,53,76
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2015-08-01,0,0,1,0,0,1,0,2,0,0,0,2,0,0,1,5,6
WARNES,atencion odontologica,consulta repetida,2015-08-01,36,27,1,2,5,2,1,19,2,5,0,25,0,19,45,99,144
YACO,atencion odontologica,consulta repetida,2015-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,atencion odontologica,consulta repetida,2015-08-01,18,11,61,34,28,76,87,200,18,5,0,1,0,0,212,327,539
YAMPARAEZ,atencion odontologica,consulta repetida,2015-08-01,65,56,1,4,5,7,5,15,0,0,0,4,0,3,76,89,165
YANACACHI,atencion odontologica,consulta repetida,2015-08-01,1,4,1,3,1,5,12,11,0,0,0,0,0,9,15,32,47
YAPACANI,atencion odontologica,consulta repetida,2015-08-01,21,31,8,4,3,24,14,48,5,3,0,3,0,32,51,145,196
YOCALLA,atencion odontologica,consulta repetida,2015-08-01,1,1,2,0,3,0,7,0,0,0,0,0,0,1,13,2,15
YOTALA,atencion odontologica,consulta repetida,2015-08-01,0,0,4,2,1,6,1,18,1,0,0,8,0,0,7,34,41
YUNCHARA,atencion odontologica,consulta repetida,2015-08-01,0,0,2,0,0,1,0,11,0,0,0,0,0,0,2,12,14
ZUDAÑEZ,atencion odontologica,consulta repetida,2015-08-01,0,0,1,5,0,0,3,2,0,0,0,0,0,0,4,7,11
ACACIO,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ACHACACHI,atencion odontologica,consulta repetida,2015-09-01,28,19,2,4,9,3,22,40,12,12,0,4,0,6,73,88,161
ACHOCALLA,atencion odontologica,consulta repetida,2015-09-01,5,4,0,0,1,2,1,9,4,0,0,0,0,7,11,22,33
AIQUILE,atencion odontologica,consulta repetida,2015-09-01,35,27,21,81,9,30,16,50,24,8,0,7,0,1,105,204,309
ALALAY,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ALCALA,atencion odontologica,consulta repetida,2015-09-01,0,0,1,6,2,6,3,24,9,2,0,1,0,1,15,40,55
ALTO BENI,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,3,2,0,0,0,0,1,2,4,6
ANCORAIMES,atencion odontologica,consulta repetida,2015-09-01,1,2,0,0,1,0,0,0,1,0,0,0,0,0,3,2,5
ANDAMARCA,atencion odontologica,consulta repetida,2015-09-01,2,4,2,1,4,2,3,3,1,0,0,0,0,0,12,10,22
ANTEQUERA,atencion odontologica,consulta repetida,2015-09-01,0,1,2,2,0,0,6,12,1,1,0,2,0,0,9,18,27
ANZALDO,atencion odontologica,consulta repetida,2015-09-01,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
APOLO,atencion odontologica,consulta repetida,2015-09-01,0,1,1,1,0,3,0,5,0,1,0,0,0,4,1,15,16
ARAMPAMPA,atencion odontologica,consulta repetida,2015-09-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ARANI,atencion odontologica,consulta repetida,2015-09-01,6,9,3,2,0,0,1,4,2,2,0,1,0,1,12,19,31
ARBIETO,atencion odontologica,consulta repetida,2015-09-01,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,4
ARQUE,atencion odontologica,consulta repetida,2015-09-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2015-09-01,11,2,1,4,0,9,1,12,5,0,0,18,0,7,18,52,70
ATOCHA,atencion odontologica,consulta repetida,2015-09-01,16,26,48,66,32,83,109,115,15,16,0,0,0,0,220,306,526
AYATA,atencion odontologica,consulta repetida,2015-09-01,0,1,0,0,0,0,3,1,0,0,0,0,0,0,3,2,5
AYO AYO,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2015-09-01,3,1,17,5,7,12,29,32,0,8,0,2,0,6,56,66,122
AZURDUY,atencion odontologica,consulta repetida,2015-09-01,14,15,0,0,1,4,0,9,0,4,0,3,0,7,15,42,57
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
BERMEJO,atencion odontologica,consulta repetida,2015-09-01,11,11,62,48,67,66,128,248,14,41,0,30,0,30,282,474,756
BETANZOS,atencion odontologica,consulta repetida,2015-09-01,4,2,6,10,4,7,20,33,0,1,0,2,0,1,34,56,90
BOLIVAR,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,2,4
BOYUIBE,atencion odontologica,consulta repetida,2015-09-01,1,0,1,0,3,2,1,11,0,4,0,0,0,0,6,17,23
BUENA VISTA,atencion odontologica,consulta repetida,2015-09-01,5,2,3,3,4,9,4,9,1,0,0,2,0,20,17,45,62
CABEZAS,atencion odontologica,consulta repetida,2015-09-01,6,9,0,5,4,3,7,18,3,3,0,1,0,5,20,44,64
CAIROMA,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,4,0,15,0,4,0,0,0,0,0,23,0,23
"CAIZA ""D""",atencion odontologica,consulta repetida,2015-09-01,1,1,11,5,7,10,8,24,0,1,0,7,0,5,27,53,80
CAJUATA,atencion odontologica,consulta repetida,2015-09-01,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,6,6
CALAMARCA,atencion odontologica,consulta repetida,2015-09-01,5,0,2,3,4,6,3,23,0,1,0,2,0,4,14,39,53
CAMARGO,atencion odontologica,consulta repetida,2015-09-01,16,6,1,0,0,3,10,26,3,3,0,7,0,19,30,64,94
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2015-09-01,3,4,1,0,1,2,8,14,0,4,0,6,0,0,13,30,43
CAMIRI,atencion odontologica,consulta repetida,2015-09-01,27,7,6,21,12,47,56,73,2,0,0,8,0,19,103,175,278
CAPINOTA,atencion odontologica,consulta repetida,2015-09-01,1,7,5,1,2,3,9,10,3,6,0,1,0,7,20,35,55
CAQUIAVIRI,atencion odontologica,consulta repetida,2015-09-01,0,0,1,0,0,1,1,7,0,0,0,0,0,4,2,12,14
CARACOLLO,atencion odontologica,consulta repetida,2015-09-01,17,19,10,24,1,8,4,32,18,3,0,1,0,1,50,88,138
CARANAVI,atencion odontologica,consulta repetida,2015-09-01,21,32,15,12,12,19,10,41,10,4,0,4,0,37,68,149,217
CARAPARI,atencion odontologica,consulta repetida,2015-09-01,0,0,6,9,11,7,11,10,3,0,0,0,0,0,31,26,57
CHALLAPATA,atencion odontologica,consulta repetida,2015-09-01,35,18,16,29,13,15,34,41,13,18,0,2,0,20,111,143,254
CHAQUI,atencion odontologica,consulta repetida,2015-09-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
CHARAGUA,atencion odontologica,consulta repetida,2015-09-01,0,3,3,4,0,4,6,8,0,1,0,0,0,0,9,20,29
CHAYANTA,atencion odontologica,consulta repetida,2015-09-01,53,2,5,9,0,3,4,25,1,2,0,0,0,3,63,44,107
CHIMORE,atencion odontologica,consulta repetida,2015-09-01,13,7,1,0,4,6,1,15,6,3,0,4,0,10,25,45,70
CHOQUE COTA,atencion odontologica,consulta repetida,2015-09-01,1,0,1,2,0,9,3,8,2,3,0,0,0,0,7,22,29
CHUA COCANI,atencion odontologica,consulta repetida,2015-09-01,1,0,0,0,1,1,0,2,1,1,0,0,0,0,3,4,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2015-09-01,5,2,1,1,0,1,5,5,0,0,0,0,0,3,11,12,23
CHUMA,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2015-09-01,27,24,2,6,0,0,2,6,1,0,0,5,0,3,32,44,76
CLIZA,atencion odontologica,consulta repetida,2015-09-01,18,24,12,5,2,3,11,29,14,19,0,1,0,6,57,87,144
COBIJA,atencion odontologica,consulta repetida,2015-09-01,17,17,15,31,31,31,42,78,23,7,0,2,0,2,128,168,296
COCAPATA,atencion odontologica,consulta repetida,2015-09-01,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,9,9
COCHABAMBA,atencion odontologica,consulta repetida,2015-09-01,529,565,524,486,227,315,1012,1752,296,216,0,52,0,102,2588,3488,6076
COLCAPIRHUA,atencion odontologica,consulta repetida,2015-09-01,6,5,0,0,0,0,0,11,5,7,0,10,0,1,11,34,45
"COLCHA ""K""",atencion odontologica,consulta repetida,2015-09-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
COLLANA,atencion odontologica,consulta repetida,2015-09-01,0,1,2,2,0,2,10,3,1,1,0,0,0,2,13,11,24
COLOMI,atencion odontologica,consulta repetida,2015-09-01,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
COLQUECHACA,atencion odontologica,consulta repetida,2015-09-01,7,7,15,37,15,20,25,61,16,6,0,1,0,3,78,135,213
COLQUENCHA,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
COLQUIRI,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,2,19,1,2,0,0,0,0,3,21,24
COMARAPA,atencion odontologica,consulta repetida,2015-09-01,3,3,2,2,3,12,5,17,5,0,0,0,0,1,18,35,53
CONCEPCION,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
CORO CORO,atencion odontologica,consulta repetida,2015-09-01,0,0,2,0,2,2,0,1,0,0,0,0,0,0,4,3,7
COROICO,atencion odontologica,consulta repetida,2015-09-01,7,0,6,2,5,5,20,22,1,0,0,0,0,0,39,29,68
CORQUE,atencion odontologica,consulta repetida,2015-09-01,1,0,0,3,0,1,8,9,0,2,0,0,0,3,9,18,27
COTAGAITA,atencion odontologica,consulta repetida,2015-09-01,4,0,0,5,7,2,14,38,1,2,0,3,0,4,26,54,80
COTOCA,atencion odontologica,consulta repetida,2015-09-01,246,249,0,2,0,4,2,235,61,51,0,112,0,96,309,749,1058
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2015-09-01,1,2,0,5,1,7,1,11,0,0,0,7,0,0,3,32,35
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
CUEVO,atencion odontologica,consulta repetida,2015-09-01,0,0,0,1,1,6,6,10,2,1,0,1,0,1,9,20,29
CULPINA,atencion odontologica,consulta repetida,2015-09-01,8,11,4,6,5,9,7,24,6,14,0,2,0,6,30,72,102
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2015-09-01,0,0,1,4,1,4,2,24,0,0,0,0,0,0,4,32,36
CURVA,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
EL ALTO,atencion odontologica,consulta repetida,2015-09-01,179,167,207,291,129,180,224,446,48,27,0,28,0,41,787,1180,1967
EL PUENTE(STC),atencion odontologica,consulta repetida,2015-09-01,0,8,0,2,0,4,0,4,2,1,0,1,0,0,2,20,22
EL PUENTE(TJA),atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
EL TORNO,atencion odontologica,consulta repetida,2015-09-01,10,15,9,12,7,15,11,28,12,14,0,11,0,6,49,101,150
EL VILLAR,atencion odontologica,consulta repetida,2015-09-01,1,2,2,5,3,3,8,9,0,0,0,0,0,1,14,20,34
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2015-09-01,20,7,5,4,1,22,4,36,2,0,0,0,0,0,32,69,101
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2015-09-01,14,15,2,3,0,1,4,12,0,2,0,0,0,14,20,47,67
EUCALIPTUS,atencion odontologica,consulta repetida,2015-09-01,2,4,2,10,2,7,10,14,4,0,0,0,0,8,20,43,63
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2015-09-01,0,0,8,4,6,1,7,1,1,1,0,1,0,0,22,8,30
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2015-09-01,0,4,1,1,0,0,0,0,0,6,0,0,0,0,1,11,12
GUANAY,atencion odontologica,consulta repetida,2015-09-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3
GUAYARAMERIN,atencion odontologica,consulta repetida,2015-09-01,0,9,4,2,9,5,2,3,3,0,0,0,0,0,18,19,37
GUTIERREZ,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,4,4,1,0,0,0,0,0,5,4,9
HUACARETA,atencion odontologica,consulta repetida,2015-09-01,0,0,1,0,0,9,4,2,0,0,0,0,0,10,5,21,26
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2015-09-01,1,5,0,3,1,2,7,10,0,0,0,0,0,2,9,22,31
HUACHACALLA,atencion odontologica,consulta repetida,2015-09-01,0,0,3,1,1,0,10,8,14,0,0,0,0,0,28,9,37
HUANUNI,atencion odontologica,consulta repetida,2015-09-01,43,33,42,36,16,41,75,98,16,11,0,2,0,4,192,225,417
HUARINA,atencion odontologica,consulta repetida,2015-09-01,0,0,2,0,0,1,0,1,3,0,0,0,0,0,5,2,7
HUATAJATA,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUAYLLAMARCA,atencion odontologica,consulta repetida,2015-09-01,1,3,2,2,2,3,24,35,1,4,0,0,0,1,30,48,78
HUMANATA,atencion odontologica,consulta repetida,2015-09-01,3,5,0,0,0,2,0,3,9,6,0,0,0,0,12,16,28
ICHOCA,atencion odontologica,consulta repetida,2015-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ICLA,atencion odontologica,consulta repetida,2015-09-01,0,3,1,0,0,2,3,4,0,2,0,1,0,0,4,12,16
INCAHUASI,atencion odontologica,consulta repetida,2015-09-01,1,3,2,2,16,2,3,12,3,0,0,0,0,4,25,23,48
INQUISIVI,atencion odontologica,consulta repetida,2015-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2015-09-01,4,3,1,1,0,1,1,11,0,1,0,1,0,3,6,21,27
