,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
COMBAYA,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
CONCEPCION,atencion odontologica,aplicacion de fluor,2015-07-01,13,14,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
CORIPATA,atencion odontologica,aplicacion de fluor,2015-07-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CORQUE,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,1,5
COTAGAITA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,3,3,0,1,1,0,0,0,0,0,0,0,4,4,8
COTOCA,atencion odontologica,aplicacion de fluor,2015-07-01,24,27,22,12,8,2,16,100,0,0,0,0,0,0,70,141,211
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2015-07-01,49,46,0,2,0,0,1,1,1,0,0,0,0,0,51,49,100
CUEVO,atencion odontologica,aplicacion de fluor,2015-07-01,9,5,0,1,0,0,0,9,0,0,0,0,0,0,9,15,24
CULPINA,atencion odontologica,aplicacion de fluor,2015-07-01,7,2,2,1,0,0,0,0,0,0,0,0,0,0,9,3,12
CURVA,atencion odontologica,aplicacion de fluor,2015-07-01,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
DESAGUADERO,atencion odontologica,aplicacion de fluor,2015-07-01,2,3,1,3,0,0,0,0,0,0,0,0,0,0,3,6,9
EL ALTO,atencion odontologica,aplicacion de fluor,2015-07-01,332,364,191,245,65,70,31,57,4,4,0,0,0,0,623,740,1363
EL CHORO,atencion odontologica,aplicacion de fluor,2015-07-01,6,15,0,0,0,2,0,5,0,0,0,0,0,0,6,22,28
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2015-07-01,2,3,0,0,0,0,0,3,0,0,0,0,0,0,2,6,8
EL TORNO,atencion odontologica,aplicacion de fluor,2015-07-01,47,47,20,19,61,63,9,16,2,3,0,0,0,0,139,148,287
EL VILLAR,atencion odontologica,aplicacion de fluor,2015-07-01,5,7,0,1,0,0,0,0,0,0,0,0,0,0,5,8,13
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,1,2,0,0,0,2,0,0,0,0,0,0,1,6,7
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2015-07-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ESCOMA,atencion odontologica,aplicacion de fluor,2015-07-01,21,18,2,1,0,0,0,0,0,0,0,0,0,0,23,19,42
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
FILADELFIA,atencion odontologica,aplicacion de fluor,2015-07-01,12,5,2,1,1,1,2,6,2,0,0,0,0,0,19,13,32
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2015-07-01,12,4,12,1,0,0,0,1,0,0,0,0,0,0,24,6,30
GUANAY,atencion odontologica,aplicacion de fluor,2015-07-01,19,32,1,2,0,0,0,0,0,0,0,0,0,0,20,34,54
GUAQUI,atencion odontologica,aplicacion de fluor,2015-07-01,5,3,0,1,0,0,0,0,0,0,0,0,0,0,5,4,9
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2015-07-01,14,12,26,31,19,28,5,18,0,0,0,0,0,0,64,89,153
GUTIERREZ,atencion odontologica,aplicacion de fluor,2015-07-01,45,47,0,0,0,0,0,0,0,0,0,0,0,0,45,47,92
HUACARETA,atencion odontologica,aplicacion de fluor,2015-07-01,3,1,0,0,0,0,0,11,0,0,0,0,0,0,3,12,15
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2015-07-01,6,10,1,1,0,0,0,2,0,0,0,0,0,0,7,13,20
HUANUNI,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,2,5,2,2,4,3,0,0,0,0,0,0,8,12,20
HUARACAJE,atencion odontologica,aplicacion de fluor,2015-07-01,1,2,62,58,1,2,0,0,0,0,0,0,0,0,64,62,126
HUATAJATA,atencion odontologica,aplicacion de fluor,2015-07-01,13,8,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
HUMANATA,atencion odontologica,aplicacion de fluor,2015-07-01,12,19,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31
ICHOCA,atencion odontologica,aplicacion de fluor,2015-07-01,3,2,0,0,0,1,0,1,0,0,0,0,0,0,3,4,7
ICLA,atencion odontologica,aplicacion de fluor,2015-07-01,49,44,3,8,0,1,0,5,0,0,0,0,0,0,52,58,110
INCAHUASI,atencion odontologica,aplicacion de fluor,2015-07-01,7,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
INQUISIVI,atencion odontologica,aplicacion de fluor,2015-07-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2015-07-01,19,32,1,9,0,0,0,0,0,0,0,0,0,0,20,41,61
IXIAMAS,atencion odontologica,aplicacion de fluor,2015-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA ASUNTA,atencion odontologica,aplicacion de fluor,2015-07-01,14,8,1,0,0,0,0,1,0,0,0,0,0,0,15,9,24
LA GUARDIA,atencion odontologica,aplicacion de fluor,2015-07-01,106,122,0,2,0,3,1,4,0,0,0,0,0,0,107,131,238
LA PAZ,atencion odontologica,aplicacion de fluor,2015-07-01,576,531,769,640,133,124,92,118,27,36,0,0,0,0,1597,1449,3046
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LAJA,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,atencion odontologica,aplicacion de fluor,2015-07-01,6,8,26,22,2,4,0,0,0,0,0,0,0,0,34,34,68
LLICA,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LURIBAY,atencion odontologica,aplicacion de fluor,2015-07-01,9,4,0,3,0,0,0,0,0,0,0,0,0,0,9,7,16
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,54,3,0,1,0,0,0,0,0,0,0,0,55,5,60
MACHARETI,atencion odontologica,aplicacion de fluor,2015-07-01,7,7,0,0,0,1,0,3,0,0,0,0,0,0,7,11,18
MAGDALENA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MAIRANA,atencion odontologica,aplicacion de fluor,2015-07-01,7,5,1,2,1,1,0,1,0,0,0,0,0,0,9,9,18
MAPIRI,atencion odontologica,aplicacion de fluor,2015-07-01,11,10,0,4,1,0,3,8,0,0,0,0,0,0,15,22,37
MECAPACA,atencion odontologica,aplicacion de fluor,2015-07-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,6
MIZQUE,atencion odontologica,aplicacion de fluor,2015-07-01,12,11,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
MOCOMOCO,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOJOCOYA,atencion odontologica,aplicacion de fluor,2015-07-01,3,6,5,0,0,2,0,1,0,0,0,0,0,0,8,9,17
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2015-07-01,4,6,9,4,0,1,1,7,0,0,0,0,0,0,14,18,32
MONTERO,atencion odontologica,aplicacion de fluor,2015-07-01,68,67,58,60,9,8,13,37,2,5,0,0,0,0,150,177,327
MORO MORO,atencion odontologica,aplicacion de fluor,2015-07-01,13,7,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20
MOROCHATA,atencion odontologica,aplicacion de fluor,2015-07-01,11,5,0,0,0,1,0,0,0,0,0,0,0,0,11,6,17
OCURI,atencion odontologica,aplicacion de fluor,2015-07-01,4,6,2,0,0,0,0,5,0,0,0,0,0,0,6,11,17
ORURO,atencion odontologica,aplicacion de fluor,2015-07-01,40,63,90,81,34,60,45,96,6,7,0,0,0,0,215,307,522
PADCAYA,atencion odontologica,aplicacion de fluor,2015-07-01,3,10,6,2,0,0,0,0,0,0,0,0,0,0,9,12,21
PADILLA,atencion odontologica,aplicacion de fluor,2015-07-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
PAILON,atencion odontologica,aplicacion de fluor,2015-07-01,22,24,126,104,2,2,0,1,0,0,0,0,0,0,150,131,281
PALCA,atencion odontologica,aplicacion de fluor,2015-07-01,2,4,1,1,0,0,0,0,0,0,0,0,0,0,3,5,8
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2015-07-01,10,13,11,12,4,6,3,2,0,1,0,0,0,0,28,34,62
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2015-07-01,29,27,0,2,0,0,0,4,0,0,0,0,0,0,29,33,62
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2015-07-01,10,11,0,0,0,1,0,4,0,0,0,0,0,0,10,16,26
PASORAPA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,atencion odontologica,aplicacion de fluor,2015-07-01,8,8,3,0,0,3,0,1,0,0,0,0,0,0,11,12,23
PAZÑA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PELECHUCO,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POCOATA,atencion odontologica,aplicacion de fluor,2015-07-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
POCONA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,2,4,0,1,0,1,0,0,0,0,0,0,2,6,8
POJO (CBBA),atencion odontologica,aplicacion de fluor,2015-07-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POOPO,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,1,0,1,0,1,0,0,3,0,0,0,0,4,4,8
PORCO,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
POROMA,atencion odontologica,aplicacion de fluor,2015-07-01,16,9,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25
PORONGO,atencion odontologica,aplicacion de fluor,2015-07-01,11,12,17,21,13,8,2,0,0,0,0,0,0,0,43,41,84
PORTACHUELO,atencion odontologica,aplicacion de fluor,2015-07-01,1,2,2,3,0,0,0,0,0,0,0,0,0,0,3,5,8
PORVENIR,atencion odontologica,aplicacion de fluor,2015-07-01,16,14,0,1,0,1,0,1,0,0,0,0,0,0,16,17,33
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POTOSI,atencion odontologica,aplicacion de fluor,2015-07-01,7,9,0,0,1,0,6,12,0,0,0,0,0,0,14,21,35
PRESTO,atencion odontologica,aplicacion de fluor,2015-07-01,24,24,0,0,0,3,0,2,0,0,0,0,0,0,24,29,53
PUCARA,atencion odontologica,aplicacion de fluor,2015-07-01,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
PUCARANI,atencion odontologica,aplicacion de fluor,2015-07-01,9,14,3,3,0,0,0,0,0,0,0,0,0,0,12,17,29
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2015-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2015-07-01,27,20,44,28,7,14,1,18,0,2,0,0,0,0,79,82,161
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2015-07-01,16,19,0,0,0,0,0,0,0,0,0,0,0,0,16,19,35
PUERTO RICO,atencion odontologica,aplicacion de fluor,2015-07-01,8,6,13,15,0,0,0,1,0,0,0,0,0,0,21,22,43
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2015-07-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2015-07-01,8,10,0,0,0,4,0,12,2,0,0,0,0,0,10,26,36
PUNA,atencion odontologica,aplicacion de fluor,2015-07-01,3,5,0,0,0,0,0,4,0,0,0,0,0,0,3,9,12
PUNATA,atencion odontologica,aplicacion de fluor,2015-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
QUIABAYA,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2015-07-01,70,82,40,30,37,30,21,69,17,24,0,0,0,0,185,235,420
QUIME,atencion odontologica,aplicacion de fluor,2015-07-01,12,17,0,0,0,0,8,6,0,0,0,0,0,0,20,23,43
RAVELO,atencion odontologica,aplicacion de fluor,2015-07-01,18,24,0,2,0,0,0,0,0,0,0,0,0,0,18,26,44
REYES,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,4,9
RIBERALTA,atencion odontologica,aplicacion de fluor,2015-07-01,49,79,5,9,5,24,7,19,0,0,0,0,0,0,66,131,197
ROBORE,atencion odontologica,aplicacion de fluor,2015-07-01,21,38,4,12,4,10,16,15,0,1,0,0,0,0,45,76,121
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2015-07-01,18,21,56,53,11,10,10,14,1,1,0,0,0,0,96,99,195
SABAYA,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,17,12,0,0,0,0,0,0,0,0,0,0,17,12,29
SACABA,atencion odontologica,aplicacion de fluor,2015-07-01,40,28,81,126,15,24,7,36,16,9,0,0,0,0,159,223,382
SACACA,atencion odontologica,aplicacion de fluor,2015-07-01,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2015-07-01,15,17,5,8,0,1,0,0,0,0,0,0,0,0,20,26,46
SAMAIPATA,atencion odontologica,aplicacion de fluor,2015-07-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN ANDRES,atencion odontologica,aplicacion de fluor,2015-07-01,0,3,2,2,0,2,0,0,0,0,0,0,0,0,2,7,9
SAN BENITO,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,3,4
SAN BORJA,atencion odontologica,aplicacion de fluor,2015-07-01,6,2,6,7,0,1,0,0,0,0,0,0,0,0,12,10,22
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
SAN CARLOS,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2015-07-01,15,9,24,27,25,24,7,10,0,0,0,0,0,0,71,70,141
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,50,45,0,0,0,0,0,0,0,0,0,0,51,45,96
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2015-07-01,85,97,280,259,0,0,0,0,0,0,0,0,0,0,365,356,721
SAN JOSE DE CHIQUITOS,atencion odontologica,aplicacion de fluor,2015-07-01,11,15,49,47,0,1,0,0,0,0,0,0,0,0,60,63,123
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2015-07-01,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6
SAN JULIAN,atencion odontologica,aplicacion de fluor,2015-07-01,75,66,66,98,7,15,0,2,0,0,0,0,0,0,148,181,329
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2015-07-01,2,1,1,3,1,0,0,2,0,0,0,0,0,0,4,6,10
SAN LUCAS,atencion odontologica,aplicacion de fluor,2015-07-01,43,27,0,0,1,0,0,0,0,0,0,0,0,0,44,27,71
SAN MATIAS,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-07-01,12,4,6,10,0,0,0,1,0,0,0,0,0,0,18,15,33
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2015-07-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2015-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2015-07-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2015-07-01,23,29,0,0,0,0,0,0,0,0,0,0,0,0,23,29,52
SANTA ANA,atencion odontologica,aplicacion de fluor,2015-07-01,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2015-07-01,1104,1094,321,320,216,275,205,458,102,74,0,0,0,0,1948,2221,4169
SANTA ROSA,atencion odontologica,aplicacion de fluor,2015-07-01,2,4,0,0,39,32,5,1,0,0,0,0,0,0,46,37,83
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2015-07-01,14,16,28,22,0,2,0,0,0,0,0,0,0,0,42,40,82
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2015-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,8,4,2,2,1,2,1,1,0,0,0,0,14,11,25
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2015-07-01,14,10,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2015-07-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SENA,atencion odontologica,aplicacion de fluor,2015-07-01,4,5,1,2,2,4,1,10,0,0,0,0,0,0,8,21,29
SHINAOTA,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2015-07-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SIPE SIPE,atencion odontologica,aplicacion de fluor,2015-07-01,3,3,0,0,0,1,0,1,0,0,0,0,0,0,3,5,8
SOPACHUY,atencion odontologica,aplicacion de fluor,2015-07-01,4,6,1,0,0,0,0,0,0,0,0,0,0,0,5,6,11
SORACACHI,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SORATA,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,atencion odontologica,aplicacion de fluor,2015-07-01,95,108,88,82,43,76,65,124,9,9,0,0,0,0,300,399,699
TACACHI,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TAHUA,atencion odontologica,aplicacion de fluor,2015-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TAPACARI,atencion odontologica,aplicacion de fluor,2015-07-01,7,8,0,1,0,1,0,1,0,0,0,0,0,0,7,11,18
TARABUCO,atencion odontologica,aplicacion de fluor,2015-07-01,34,49,3,3,0,4,1,7,0,0,0,0,0,0,38,63,101
TARACO,atencion odontologica,aplicacion de fluor,2015-07-01,14,4,2,0,0,0,0,1,0,0,0,0,0,0,16,5,21
TARATA,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARIJA,atencion odontologica,aplicacion de fluor,2015-07-01,22,26,55,91,50,34,21,49,7,6,0,0,0,0,155,206,361
TARVITA,atencion odontologica,aplicacion de fluor,2015-07-01,13,10,1,0,0,0,0,0,0,0,0,0,0,0,14,10,24
TEOPONTE,atencion odontologica,aplicacion de fluor,2015-07-01,21,14,5,16,0,0,0,3,0,0,0,0,0,0,26,33,59
TIAWANACU,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2015-07-01,2,0,0,1,0,0,0,3,0,0,0,0,0,0,2,4,6
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2015-07-01,44,60,20,17,1,4,1,6,0,1,0,0,0,0,66,88,154
TODOS SANTOS,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,3
TOLATA,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,2,3,0,0,0,9,1,0,0,0,0,0,3,14,17
TOMAVE,atencion odontologica,aplicacion de fluor,2015-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TOMINA,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,5,7,0,0,0,0,0,0,0,0,0,0,7,9,16
TORO TORO,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2015-07-01,2,3,1,4,0,0,0,0,0,0,0,0,0,0,3,7,10
TRINIDAD,atencion odontologica,aplicacion de fluor,2015-07-01,12,22,57,61,7,14,17,31,1,0,0,0,0,0,94,128,222
TUPIZA,atencion odontologica,aplicacion de fluor,2015-07-01,34,29,8,22,7,7,4,5,0,0,0,0,0,0,53,63,116
TURCO,atencion odontologica,aplicacion de fluor,2015-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
UNCIA,atencion odontologica,aplicacion de fluor,2015-07-01,2,2,0,0,0,0,3,4,0,0,0,0,0,0,5,6,11
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2015-07-01,1,0,2,1,0,3,0,1,0,0,0,0,0,0,3,5,8
URUBICHA,atencion odontologica,aplicacion de fluor,2015-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UYUNI,atencion odontologica,aplicacion de fluor,2015-07-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4
VACAS,atencion odontologica,aplicacion de fluor,2015-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2015-07-01,70,54,8,3,0,1,0,5,0,1,0,0,0,0,78,64,142
VIACHA,atencion odontologica,aplicacion de fluor,2015-07-01,33,28,8,10,1,0,0,1,0,0,0,0,0,0,42,39,81
VILA VILA,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
VILLA MONTES,atencion odontologica,aplicacion de fluor,2015-07-01,0,1,3,3,0,2,6,1,0,0,0,0,0,0,9,7,16
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2015-07-01,9,5,4,19,0,0,0,0,0,0,0,0,0,0,13,24,37
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2015-07-01,0,3,1,2,0,0,0,1,0,1,0,0,0,0,1,7,8
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2015-07-01,0,5,0,0,0,0,0,4,1,0,0,0,0,0,1,9,10
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2015-07-01,20,10,10,10,1,4,17,44,0,0,0,0,0,0,48,68,116
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2015-07-01,8,9,1,0,0,2,0,1,0,0,0,0,0,0,9,12,21
VILLAZON,atencion odontologica,aplicacion de fluor,2015-07-01,15,14,11,24,3,7,5,15,0,1,0,0,0,0,34,61,95
VINTO,atencion odontologica,aplicacion de fluor,2015-07-01,7,10,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
VITICHI,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,atencion odontologica,aplicacion de fluor,2015-07-01,27,16,3,5,2,5,2,12,0,4,0,0,0,0,34,42,76
YACUIBA,atencion odontologica,aplicacion de fluor,2015-07-01,1,5,13,6,2,5,3,7,0,0,0,0,0,0,19,23,42
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2015-07-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
YANACACHI,atencion odontologica,aplicacion de fluor,2015-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
YAPACANI,atencion odontologica,aplicacion de fluor,2015-07-01,34,29,4,2,0,7,0,13,3,1,0,0,0,0,41,52,93
YOCALLA,atencion odontologica,aplicacion de fluor,2015-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
YOTALA,atencion odontologica,aplicacion de fluor,2015-07-01,8,10,16,4,3,0,0,1,0,0,0,0,0,0,27,15,42
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2015-07-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
ACACIO,atencion odontologica,aplicacion de fluor,2015-08-01,20,16,0,0,0,1,0,3,0,0,0,0,0,0,20,20,40
ACHACACHI,atencion odontologica,aplicacion de fluor,2015-08-01,12,17,1,1,0,0,0,0,0,0,0,0,0,0,13,18,31
ACHOCALLA,atencion odontologica,aplicacion de fluor,2015-08-01,8,5,0,0,0,0,0,0,1,0,0,0,0,0,9,5,14
AIQUILE,atencion odontologica,aplicacion de fluor,2015-08-01,1,1,29,23,0,0,0,0,0,0,0,0,0,0,30,24,54
ALCALA,atencion odontologica,aplicacion de fluor,2015-08-01,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,3,4
ALTO BENI,atencion odontologica,aplicacion de fluor,2015-08-01,6,16,1,2,0,0,0,2,0,0,0,0,0,0,7,20,27
