,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
VILLA MONTES,atencion odontologica,restauraciones,2015-07-01,17,20,97,80,73,111,108,206,8,2,0,0,0,0,303,419,722
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2015-07-01,0,2,0,0,1,4,1,2,0,0,0,0,0,0,2,8,10
VILLA RIVERO,atencion odontologica,restauraciones,2015-07-01,15,30,0,2,1,18,11,55,0,2,0,0,0,0,27,107,134
VILLA SERRANO,atencion odontologica,restauraciones,2015-07-01,42,51,1,10,3,2,1,30,1,0,0,0,0,0,48,93,141
VILLA TUNARI,atencion odontologica,restauraciones,2015-07-01,184,144,28,30,25,109,56,315,10,10,0,0,0,0,303,608,911
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2015-07-01,38,14,25,58,12,54,54,112,5,1,0,0,0,0,134,239,373
VILLAZON,atencion odontologica,restauraciones,2015-07-01,19,46,34,29,6,24,18,65,4,4,0,0,0,0,81,168,249
VINTO,atencion odontologica,restauraciones,2015-07-01,172,160,12,11,6,12,3,171,4,6,0,0,0,0,197,360,557
VITICHI,atencion odontologica,restauraciones,2015-07-01,6,14,6,9,2,15,4,38,5,9,0,0,0,0,23,85,108
WALDO BALLIVIAN,atencion odontologica,restauraciones,2015-07-01,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,5,7
WARNES,atencion odontologica,restauraciones,2015-07-01,86,58,3,1,5,35,4,51,5,8,0,0,0,0,103,153,256
YACO,atencion odontologica,restauraciones,2015-07-01,0,4,0,0,0,1,2,2,0,3,0,0,0,0,2,10,12
YACUIBA,atencion odontologica,restauraciones,2015-07-01,21,44,142,158,95,213,232,550,19,17,0,0,0,0,509,982,1491
YAMPARAEZ,atencion odontologica,restauraciones,2015-07-01,10,0,1,1,0,5,2,6,0,0,0,0,0,0,13,12,25
YANACACHI,atencion odontologica,restauraciones,2015-07-01,13,20,6,9,4,8,12,17,0,1,0,0,0,0,35,55,90
YAPACANI,atencion odontologica,restauraciones,2015-07-01,70,108,7,12,12,122,8,135,5,9,0,0,0,0,102,386,488
YOCALLA,atencion odontologica,restauraciones,2015-07-01,9,8,4,7,0,4,15,14,0,0,0,0,0,0,28,33,61
YOTALA,atencion odontologica,restauraciones,2015-07-01,9,21,3,10,7,16,7,26,0,0,0,0,0,0,26,73,99
YUNCHARA,atencion odontologica,restauraciones,2015-07-01,8,18,13,20,6,32,21,44,0,0,0,0,0,0,48,114,162
ZUDAÑEZ,atencion odontologica,restauraciones,2015-07-01,1,0,1,9,11,2,9,15,1,5,0,0,0,0,23,31,54
ACACIO,atencion odontologica,restauraciones,2015-08-01,3,4,0,0,0,3,0,6,0,0,0,0,0,0,3,13,16
ACHACACHI,atencion odontologica,restauraciones,2015-08-01,80,87,11,14,15,18,7,139,48,36,0,0,0,0,161,294,455
ACHOCALLA,atencion odontologica,restauraciones,2015-08-01,22,23,2,2,0,1,0,10,3,1,0,0,0,0,27,37,64
AIQUILE,atencion odontologica,restauraciones,2015-08-01,36,39,12,15,3,14,2,46,31,10,0,0,0,0,84,124,208
ALCALA,atencion odontologica,restauraciones,2015-08-01,7,7,5,3,4,11,5,12,1,0,0,0,0,0,22,33,55
ALTO BENI,atencion odontologica,restauraciones,2015-08-01,5,10,0,3,0,1,0,8,3,0,0,0,0,0,8,22,30
ANCORAIMES,atencion odontologica,restauraciones,2015-08-01,5,2,0,0,0,1,0,5,2,0,0,0,0,0,7,8,15
ANDAMARCA,atencion odontologica,restauraciones,2015-08-01,12,3,10,15,3,7,4,12,2,12,0,0,0,0,31,49,80
ANTEQUERA,atencion odontologica,restauraciones,2015-08-01,4,2,0,0,1,0,5,13,2,0,0,0,0,0,12,15,27
ANZALDO,atencion odontologica,restauraciones,2015-08-01,1,8,6,12,6,14,1,5,0,10,0,0,0,0,14,49,63
APOLO,atencion odontologica,restauraciones,2015-08-01,13,19,3,9,0,9,4,31,1,0,0,0,0,0,21,68,89
ARAMPAMPA,atencion odontologica,restauraciones,2015-08-01,13,19,0,0,0,9,7,1,4,0,0,0,0,0,24,29,53
ARANI,atencion odontologica,restauraciones,2015-08-01,12,7,2,3,2,11,0,23,0,2,0,0,0,0,16,46,62
ARBIETO,atencion odontologica,restauraciones,2015-08-01,5,10,0,3,0,3,0,18,8,3,0,0,0,0,13,37,50
ARQUE,atencion odontologica,restauraciones,2015-08-01,9,9,1,2,2,6,13,23,0,4,0,0,0,0,25,44,69
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2015-08-01,10,9,0,5,1,28,1,72,9,8,0,0,0,0,21,122,143
ATOCHA,atencion odontologica,restauraciones,2015-08-01,7,15,35,26,38,44,93,29,3,3,0,0,0,0,176,117,293
AUCAPATA,atencion odontologica,restauraciones,2015-08-01,1,2,11,10,2,5,1,5,0,0,0,0,0,0,15,22,37
AYATA,atencion odontologica,restauraciones,2015-08-01,10,1,0,0,1,0,4,6,2,0,0,0,0,0,17,7,24
AYO AYO,atencion odontologica,restauraciones,2015-08-01,1,4,1,2,0,0,0,8,0,0,0,0,0,0,2,14,16
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2015-08-01,19,17,15,22,8,28,38,94,4,6,0,0,0,0,84,167,251
AZURDUY,atencion odontologica,restauraciones,2015-08-01,0,3,0,4,0,35,6,27,0,0,0,0,0,0,6,69,75
BATALLAS,atencion odontologica,restauraciones,2015-08-01,17,11,0,0,24,6,0,41,1,4,0,0,0,0,42,62,104
BAURES,atencion odontologica,restauraciones,2015-08-01,0,1,3,0,5,0,9,7,0,2,0,0,0,0,17,10,27
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2015-08-01,1,3,0,1,0,0,0,1,4,0,0,0,0,0,5,5,10
BELEN DE URMIRI,atencion odontologica,restauraciones,2015-08-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4
BERMEJO,atencion odontologica,restauraciones,2015-08-01,19,14,65,89,89,143,216,306,31,32,0,0,0,0,420,584,1004
BETANZOS,atencion odontologica,restauraciones,2015-08-01,19,16,5,5,6,26,16,45,16,3,0,0,0,0,62,95,157
BOLIVAR,atencion odontologica,restauraciones,2015-08-01,0,2,0,1,0,4,8,10,0,1,0,0,0,0,8,18,26
BOYUIBE,atencion odontologica,restauraciones,2015-08-01,1,3,1,1,1,6,9,8,2,0,0,0,0,0,14,18,32
BUENA VISTA,atencion odontologica,restauraciones,2015-08-01,29,33,7,8,8,20,4,53,4,3,0,0,0,0,52,117,169
CABEZAS,atencion odontologica,restauraciones,2015-08-01,15,12,2,4,8,2,10,24,2,2,0,0,0,0,37,44,81
CAIROMA,atencion odontologica,restauraciones,2015-08-01,37,9,11,25,13,14,15,43,0,0,0,0,0,0,76,91,167
"CAIZA ""D""",atencion odontologica,restauraciones,2015-08-01,10,6,6,3,6,6,2,30,1,2,0,0,0,0,25,47,72
CAJUATA,atencion odontologica,restauraciones,2015-08-01,6,16,3,8,1,14,6,18,0,0,0,0,0,0,16,56,72
CALACOTO,atencion odontologica,restauraciones,2015-08-01,4,2,0,0,0,0,0,7,0,0,0,0,0,0,4,9,13
CALAMARCA,atencion odontologica,restauraciones,2015-08-01,32,17,1,8,4,15,12,20,2,1,0,0,0,0,51,61,112
CAMARGO,atencion odontologica,restauraciones,2015-08-01,22,23,0,2,0,0,2,35,1,2,0,0,0,0,25,62,87
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2015-08-01,2,4,0,0,0,0,2,16,2,1,0,0,0,0,6,21,27
CAMIRI,atencion odontologica,restauraciones,2015-08-01,19,44,9,13,18,64,46,136,15,4,0,0,0,0,107,261,368
CAPINOTA,atencion odontologica,restauraciones,2015-08-01,23,28,40,46,8,38,56,102,12,3,0,0,0,0,139,217,356
CAQUIAVIRI,atencion odontologica,restauraciones,2015-08-01,2,8,1,0,0,5,0,12,0,0,0,0,0,0,3,25,28
CARACOLLO,atencion odontologica,restauraciones,2015-08-01,17,19,21,16,5,30,35,87,13,3,0,0,0,0,91,155,246
CARANAVI,atencion odontologica,restauraciones,2015-08-01,65,45,25,10,18,35,21,63,16,3,0,0,0,0,145,156,301
CARAPARI,atencion odontologica,restauraciones,2015-08-01,1,9,15,26,48,59,30,82,0,0,0,0,0,0,94,176,270
CARIPUYO,atencion odontologica,restauraciones,2015-08-01,2,2,0,2,8,3,2,12,4,1,0,0,0,0,16,20,36
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2015-08-01,4,4,0,0,0,0,1,4,1,1,0,0,0,0,6,9,15
CATACORA,atencion odontologica,restauraciones,2015-08-01,4,0,2,0,3,1,0,12,0,0,0,0,0,0,9,13,22
CHALLAPATA,atencion odontologica,restauraciones,2015-08-01,138,108,176,144,3,14,14,116,13,17,0,0,0,0,344,399,743
CHAQUI,atencion odontologica,restauraciones,2015-08-01,5,3,0,2,0,2,0,5,0,0,0,0,0,0,5,12,17
CHARAGUA,atencion odontologica,restauraciones,2015-08-01,9,7,2,3,10,4,14,7,2,0,0,0,0,0,37,21,58
CHARAÑA,atencion odontologica,restauraciones,2015-08-01,3,1,0,0,0,2,1,1,0,0,0,0,0,0,4,4,8
CHAYANTA,atencion odontologica,restauraciones,2015-08-01,12,3,2,9,1,6,4,54,5,3,0,0,0,0,24,75,99
CHIMORE,atencion odontologica,restauraciones,2015-08-01,30,40,1,2,9,36,7,87,7,7,0,0,0,0,54,172,226
CHIPAYA,atencion odontologica,restauraciones,2015-08-01,4,1,0,4,0,0,0,13,0,1,0,0,0,0,4,19,23
CHOQUE COTA,atencion odontologica,restauraciones,2015-08-01,4,1,1,0,1,4,5,3,0,3,0,0,0,0,11,11,22
CHUA COCANI,atencion odontologica,restauraciones,2015-08-01,2,5,2,1,0,0,0,1,0,0,0,0,0,0,4,7,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2015-08-01,21,11,3,7,1,1,6,25,0,0,0,0,0,0,31,44,75
CHUMA,atencion odontologica,restauraciones,2015-08-01,13,13,4,10,6,32,33,24,2,9,0,0,0,0,58,88,146
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2015-08-01,3,10,0,0,0,0,0,2,2,0,0,0,0,0,5,12,17
CKOCHAS,atencion odontologica,restauraciones,2015-08-01,11,6,0,0,0,2,5,12,0,0,0,0,0,0,16,20,36
CLIZA,atencion odontologica,restauraciones,2015-08-01,30,45,8,8,2,29,5,51,16,21,0,0,0,0,61,154,215
COBIJA,atencion odontologica,restauraciones,2015-08-01,62,55,11,43,10,55,76,161,58,4,0,0,0,0,217,318,535
COCAPATA,atencion odontologica,restauraciones,2015-08-01,46,45,1,0,3,11,6,30,3,1,0,0,0,0,59,87,146
COCHABAMBA,atencion odontologica,restauraciones,2015-08-01,1054,1069,706,809,478,709,1155,3120,354,316,0,0,0,0,3747,6023,9770
COIPASA,atencion odontologica,restauraciones,2015-08-01,0,2,2,6,0,1,5,5,6,0,0,0,0,0,13,14,27
COLCAPIRHUA,atencion odontologica,restauraciones,2015-08-01,131,109,10,7,0,4,1,98,28,22,0,0,0,0,170,240,410
"COLCHA ""K""",atencion odontologica,restauraciones,2015-08-01,10,16,0,5,1,10,1,26,10,3,0,0,0,0,22,60,82
COLLANA,atencion odontologica,restauraciones,2015-08-01,11,2,3,1,0,4,4,9,2,0,0,0,0,0,20,16,36
COLOMI,atencion odontologica,restauraciones,2015-08-01,29,25,0,0,1,11,1,9,0,2,0,0,0,0,31,47,78
COLPA BELGICA,atencion odontologica,restauraciones,2015-08-01,18,9,0,0,0,0,0,1,0,0,0,0,0,0,18,10,28
COLQUECHACA,atencion odontologica,restauraciones,2015-08-01,21,20,8,19,12,15,30,51,4,15,0,0,0,0,75,120,195
COLQUENCHA,atencion odontologica,restauraciones,2015-08-01,13,0,31,34,13,53,6,12,0,0,0,0,0,0,63,99,162
COLQUIRI,atencion odontologica,restauraciones,2015-08-01,6,9,4,3,5,9,3,16,1,2,0,0,0,0,19,39,58
COMANCHE,atencion odontologica,restauraciones,2015-08-01,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,4
COMARAPA,atencion odontologica,restauraciones,2015-08-01,16,24,4,3,11,34,11,27,3,0,0,0,0,0,45,88,133
COMBAYA,atencion odontologica,restauraciones,2015-08-01,3,4,0,2,0,2,0,3,4,12,0,0,0,0,7,23,30
CONCEPCION,atencion odontologica,restauraciones,2015-08-01,4,9,0,6,2,21,6,13,0,2,0,0,0,0,12,51,63
COPACABANA,atencion odontologica,restauraciones,2015-08-01,3,23,1,4,1,1,3,6,0,0,0,0,0,0,8,34,42
CORIPATA,atencion odontologica,restauraciones,2015-08-01,12,9,4,2,2,12,1,9,0,0,0,0,0,0,19,32,51
CORO CORO,atencion odontologica,restauraciones,2015-08-01,0,0,2,0,0,2,0,3,1,0,0,0,0,0,3,5,8
COROICO,atencion odontologica,restauraciones,2015-08-01,29,9,5,10,8,10,10,66,4,8,0,0,0,0,56,103,159
CORQUE,atencion odontologica,restauraciones,2015-08-01,15,12,1,2,0,5,6,11,6,1,0,0,0,0,28,31,59
COTAGAITA,atencion odontologica,restauraciones,2015-08-01,1,7,15,22,9,24,20,46,15,12,0,0,0,0,60,111,171
COTOCA,atencion odontologica,restauraciones,2015-08-01,19,17,0,0,0,2,2,103,4,3,0,0,0,0,25,125,150
CUATRO CAÑADAS,atencion odontologica,restauraciones,2015-08-01,16,29,3,5,0,9,4,33,3,0,0,0,0,0,26,76,102
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2015-08-01,1,0,0,2,2,0,0,3,0,0,0,0,0,0,3,5,8
CUEVO,atencion odontologica,restauraciones,2015-08-01,0,0,1,0,1,8,2,10,1,1,0,0,0,0,5,19,24
CULPINA,atencion odontologica,restauraciones,2015-08-01,11,25,4,7,1,8,9,53,2,16,0,0,0,0,27,109,136
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2015-08-01,3,9,0,0,0,2,3,17,1,4,0,0,0,0,7,32,39
CURVA,atencion odontologica,restauraciones,2015-08-01,2,5,0,0,2,0,2,3,2,0,0,0,0,0,8,8,16
DESAGUADERO,atencion odontologica,restauraciones,2015-08-01,10,15,26,29,7,14,10,18,10,14,0,0,0,0,63,90,153
EL ALTO,atencion odontologica,restauraciones,2015-08-01,1122,1198,1586,1878,650,756,391,1310,119,80,0,0,0,0,3868,5222,9090
EL CHORO,atencion odontologica,restauraciones,2015-08-01,3,12,0,1,1,0,2,6,0,0,0,0,0,0,6,19,25
EL PUENTE(STC),atencion odontologica,restauraciones,2015-08-01,3,2,3,8,1,11,3,15,1,4,0,0,0,0,11,40,51
EL PUENTE(TJA),atencion odontologica,restauraciones,2015-08-01,4,7,6,6,13,19,18,63,4,2,0,0,0,0,45,97,142
EL TORNO,atencion odontologica,restauraciones,2015-08-01,75,62,22,25,16,108,31,182,25,20,0,0,0,0,169,397,566
EL VILLAR,atencion odontologica,restauraciones,2015-08-01,19,6,9,19,6,9,4,10,0,6,0,0,0,0,38,50,88
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2015-08-01,3,1,5,12,15,24,28,42,0,0,0,0,0,0,51,79,130
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2015-08-01,17,43,0,2,2,15,5,40,1,1,0,0,0,0,25,101,126
ESCOMA,atencion odontologica,restauraciones,2015-08-01,0,10,0,1,0,9,2,27,2,3,0,0,0,0,4,50,54
EUCALIPTUS,atencion odontologica,restauraciones,2015-08-01,2,0,1,2,1,0,0,9,0,0,0,0,0,0,4,11,15
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2015-08-01,2,3,8,3,3,7,2,9,6,4,0,0,0,0,21,26,47
FILADELFIA,atencion odontologica,restauraciones,2015-08-01,1,0,0,0,0,1,3,4,0,0,0,0,0,0,4,5,9
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2015-08-01,18,13,0,1,3,14,0,34,0,2,0,0,0,0,21,64,85
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2015-08-01,2,3,1,3,1,6,6,4,11,2,0,0,0,0,21,18,39
GUANAY,atencion odontologica,restauraciones,2015-08-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
GUAQUI,atencion odontologica,restauraciones,2015-08-01,10,8,0,1,2,7,3,11,3,4,0,0,0,0,18,31,49
GUAYARAMERIN,atencion odontologica,restauraciones,2015-08-01,22,23,42,54,142,232,290,362,20,16,0,0,0,0,516,687,1203
GUTIERREZ,atencion odontologica,restauraciones,2015-08-01,4,6,4,4,0,2,12,25,15,3,0,0,0,0,35,40,75
HUACARETA,atencion odontologica,restauraciones,2015-08-01,13,31,5,0,1,12,6,22,0,1,0,0,0,0,25,66,91
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2015-08-01,5,6,0,5,5,7,10,7,0,0,0,0,0,0,20,25,45
HUACHACALLA,atencion odontologica,restauraciones,2015-08-01,0,0,1,3,0,0,12,16,11,6,0,0,0,0,24,25,49
HUANUNI,atencion odontologica,restauraciones,2015-08-01,15,29,39,86,18,39,102,99,20,8,0,0,0,0,194,261,455
HUARACAJE,atencion odontologica,restauraciones,2015-08-01,2,0,0,0,0,1,1,6,0,0,0,0,0,0,3,7,10
HUARINA,atencion odontologica,restauraciones,2015-08-01,0,0,0,2,2,1,0,2,1,0,0,0,0,0,3,5,8
HUATAJATA,atencion odontologica,restauraciones,2015-08-01,3,0,0,0,0,4,0,10,2,7,0,0,0,0,5,21,26
HUAYLLAMARCA,atencion odontologica,restauraciones,2015-08-01,2,6,17,19,17,30,13,17,19,7,0,0,0,0,68,79,147
HUMANATA,atencion odontologica,restauraciones,2015-08-01,7,3,0,0,0,3,0,0,0,0,0,0,0,0,7,6,13
ICHOCA,atencion odontologica,restauraciones,2015-08-01,2,8,1,0,0,1,0,3,2,0,0,0,0,0,5,12,17
ICLA,atencion odontologica,restauraciones,2015-08-01,16,12,5,10,21,29,1,29,2,2,0,0,0,0,45,82,127
INCAHUASI,atencion odontologica,restauraciones,2015-08-01,4,2,0,4,0,4,5,21,0,1,0,0,0,0,9,32,41
INQUISIVI,atencion odontologica,restauraciones,2015-08-01,11,1,1,3,8,1,1,7,0,0,0,0,0,0,21,12,33
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2015-08-01,49,59,6,26,10,15,11,57,10,4,0,0,0,0,86,161,247
IXIAMAS,atencion odontologica,restauraciones,2015-08-01,12,11,2,6,0,15,6,17,1,0,0,0,0,0,21,49,70
JESUS DE MACHACA,atencion odontologica,restauraciones,2015-08-01,7,4,2,1,3,11,4,11,9,0,0,0,0,0,25,27,52
LA ASUNTA,atencion odontologica,restauraciones,2015-08-01,23,32,13,30,6,20,22,53,0,0,0,0,0,0,64,135,199
LA GUARDIA,atencion odontologica,restauraciones,2015-08-01,128,124,0,9,0,30,7,96,2,10,0,0,0,0,137,269,406
LA PAZ,atencion odontologica,restauraciones,2015-08-01,1696,1772,721,820,330,531,1662,3395,347,341,0,0,0,0,4756,6859,11615
LAGUNILLAS,atencion odontologica,restauraciones,2015-08-01,0,0,1,5,9,9,7,10,0,0,0,0,0,0,17,24,41
LAJA,atencion odontologica,restauraciones,2015-08-01,16,18,31,24,24,58,31,82,1,0,0,0,0,0,103,182,285
LAS CARRERAS,atencion odontologica,restauraciones,2015-08-01,2,1,1,4,9,27,9,0,0,0,0,0,0,0,21,32,53
LICOMA PAMPA,atencion odontologica,restauraciones,2015-08-01,0,1,0,0,1,2,2,12,0,4,0,0,0,0,3,19,22
LLALLAGUA,atencion odontologica,restauraciones,2015-08-01,80,83,5,13,12,18,15,94,7,3,0,0,0,0,119,211,330
LLICA,atencion odontologica,restauraciones,2015-08-01,0,1,0,3,0,0,7,9,4,2,0,0,0,0,11,15,26
LURIBAY,atencion odontologica,restauraciones,2015-08-01,4,2,1,2,1,7,2,13,1,2,0,0,0,0,9,26,35
MACHACAMARCA,atencion odontologica,restauraciones,2015-08-01,1,12,8,16,4,13,7,39,13,18,0,0,0,0,33,98,131
MACHARETI,atencion odontologica,restauraciones,2015-08-01,15,17,4,4,0,9,4,8,7,0,0,0,0,0,30,38,68
MAGDALENA,atencion odontologica,restauraciones,2015-08-01,5,4,0,3,1,0,5,28,2,0,0,0,0,0,13,35,48
MAIRANA,atencion odontologica,restauraciones,2015-08-01,17,7,3,3,0,23,4,23,1,1,0,0,0,0,25,57,82
MALLA,atencion odontologica,restauraciones,2015-08-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
MAPIRI,atencion odontologica,restauraciones,2015-08-01,13,3,2,1,2,2,2,23,0,0,0,0,0,0,19,29,48
MECAPACA,atencion odontologica,restauraciones,2015-08-01,11,22,1,1,0,1,4,5,18,0,0,0,0,0,34,29,63
MINEROS,atencion odontologica,restauraciones,2015-08-01,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,3,5
MIZQUE,atencion odontologica,restauraciones,2015-08-01,16,19,3,8,4,9,5,20,1,4,0,0,0,0,29,60,89
MOCOMOCO,atencion odontologica,restauraciones,2015-08-01,5,18,7,0,3,19,10,13,2,5,0,0,0,0,27,55,82
MOJINETE,atencion odontologica,restauraciones,2015-08-01,0,1,0,0,0,1,4,0,0,0,0,0,0,0,4,2,6
MOJOCOYA,atencion odontologica,restauraciones,2015-08-01,2,10,23,23,16,24,16,32,6,1,0,0,0,0,63,90,153
MONTEAGUDO,atencion odontologica,restauraciones,2015-08-01,67,37,16,19,20,26,20,115,14,1,0,0,0,0,137,198,335
MONTERO,atencion odontologica,restauraciones,2015-08-01,29,31,69,64,3,56,28,125,11,6,0,0,0,0,140,282,422
MORO MORO,atencion odontologica,restauraciones,2015-08-01,1,1,0,0,0,2,1,2,0,0,0,0,0,0,2,5,7
MOROCHATA,atencion odontologica,restauraciones,2015-08-01,24,16,4,0,0,10,7,45,2,18,0,0,0,0,37,89,126
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2015-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
OCURI,atencion odontologica,restauraciones,2015-08-01,2,4,3,6,2,6,14,12,6,1,0,0,0,0,27,29,56
OKINAWA,atencion odontologica,restauraciones,2015-08-01,1,3,0,0,0,4,3,16,1,2,0,0,0,0,5,25,30
OMEREQUE,atencion odontologica,restauraciones,2015-08-01,4,4,2,0,1,1,0,1,0,0,0,0,0,0,7,6,13
ORURO,atencion odontologica,restauraciones,2015-08-01,497,566,241,310,131,266,684,1243,178,108,0,0,0,0,1731,2493,4224
PADCAYA,atencion odontologica,restauraciones,2015-08-01,0,1,23,32,7,25,28,64,0,2,0,0,0,0,58,124,182
PADILLA,atencion odontologica,restauraciones,2015-08-01,12,17,6,7,2,27,30,77,11,5,0,0,0,0,61,133,194
PAILON,atencion odontologica,restauraciones,2015-08-01,28,21,9,8,8,6,10,47,5,2,0,0,0,0,60,84,144
PALCA,atencion odontologica,restauraciones,2015-08-01,17,12,0,3,1,4,3,4,1,2,0,0,0,0,22,25,47
PALOS BLANCOS,atencion odontologica,restauraciones,2015-08-01,53,36,7,12,3,12,17,57,6,0,0,0,0,0,86,117,203
PAMPA AULLAGAS,atencion odontologica,restauraciones,2015-08-01,8,8,2,3,0,3,6,9,3,0,0,0,0,0,19,23,42
PAMPA GRANDE,atencion odontologica,restauraciones,2015-08-01,22,33,0,0,0,6,0,6,4,5,0,0,0,0,26,50,76
PAPEL PAMPA,atencion odontologica,restauraciones,2015-08-01,0,0,0,0,2,2,1,6,2,3,0,0,0,0,5,11,16
PASORAPA,atencion odontologica,restauraciones,2015-08-01,2,0,0,3,0,0,4,10,3,0,0,0,0,0,9,13,22
PATACAMAYA,atencion odontologica,restauraciones,2015-08-01,35,29,0,0,6,13,0,28,0,2,0,0,0,0,41,72,113
PAZÑA,atencion odontologica,restauraciones,2015-08-01,14,11,1,7,0,4,5,14,4,4,0,0,0,0,24,40,64
PELECHUCO,atencion odontologica,restauraciones,2015-08-01,12,3,0,0,0,2,1,14,0,0,0,0,0,0,13,19,32
POCOATA,atencion odontologica,restauraciones,2015-08-01,41,54,0,0,1,12,3,37,4,9,0,0,0,0,49,112,161
POCONA,atencion odontologica,restauraciones,2015-08-01,9,7,106,118,1,9,2,27,0,6,0,0,0,0,118,167,285
POJO (CBBA),atencion odontologica,restauraciones,2015-08-01,14,2,5,10,2,15,13,14,1,0,0,0,0,0,35,41,76
POOPO,atencion odontologica,restauraciones,2015-08-01,4,8,10,10,4,12,21,24,6,4,0,0,0,0,45,58,103
PORCO,atencion odontologica,restauraciones,2015-08-01,7,4,0,2,1,2,0,20,0,0,0,0,0,0,8,28,36
POROMA,atencion odontologica,restauraciones,2015-08-01,29,13,47,31,21,13,14,43,1,2,0,0,0,0,112,102,214
PORONGO,atencion odontologica,restauraciones,2015-08-01,0,0,0,1,0,3,5,1,4,0,0,0,0,0,9,5,14
PORTACHUELO,atencion odontologica,restauraciones,2015-08-01,9,8,1,12,10,2,0,5,0,0,0,0,0,0,20,27,47
PORVENIR,atencion odontologica,restauraciones,2015-08-01,6,4,3,7,4,8,4,22,31,6,0,0,0,0,48,47,95
POSTRER VALLE,atencion odontologica,restauraciones,2015-08-01,7,8,2,2,3,0,0,15,0,0,0,0,0,0,12,25,37
POTOSI,atencion odontologica,restauraciones,2015-08-01,261,237,108,81,141,209,186,547,28,27,0,0,0,0,724,1101,1825
PRESTO,atencion odontologica,restauraciones,2015-08-01,2,3,7,9,14,10,5,36,1,0,0,0,0,0,29,58,87
PUCARA,atencion odontologica,restauraciones,2015-08-01,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
PUCARANI,atencion odontologica,restauraciones,2015-08-01,11,25,0,2,5,3,9,17,4,3,0,0,0,0,29,50,79
PUERTO ACOSTA,atencion odontologica,restauraciones,2015-08-01,3,3,0,0,1,3,3,6,5,2,0,0,0,0,12,14,26
PUERTO CARABUCO,atencion odontologica,restauraciones,2015-08-01,0,2,3,3,2,11,13,7,1,1,0,0,0,0,19,24,43
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2015-08-01,13,42,22,21,3,4,0,7,0,5,0,0,0,0,38,79,117
PUERTO PEREZ,atencion odontologica,restauraciones,2015-08-01,2,4,0,1,0,1,0,1,0,0,0,0,0,0,2,7,9
PUERTO QUIJARRO,atencion odontologica,restauraciones,2015-08-01,10,2,0,0,0,4,3,20,6,4,0,0,0,0,19,30,49
PUERTO RICO,atencion odontologica,restauraciones,2015-08-01,14,9,6,5,2,7,3,36,11,0,0,0,0,0,36,57,93
PUERTO SUAREZ,atencion odontologica,restauraciones,2015-08-01,7,24,1,0,0,9,0,29,2,0,0,0,0,0,10,62,72
PUERTO VILLARROEL,atencion odontologica,restauraciones,2015-08-01,73,62,6,22,15,81,27,123,3,4,0,0,0,0,124,292,416
PUNA,atencion odontologica,restauraciones,2015-08-01,17,7,6,12,7,13,13,33,5,1,0,0,0,0,48,66,114
PUNATA,atencion odontologica,restauraciones,2015-08-01,37,58,24,15,11,15,17,67,14,12,0,0,0,0,103,167,270
QUIABAYA,atencion odontologica,restauraciones,2015-08-01,10,6,6,5,0,1,1,8,2,0,0,0,0,0,19,20,39
