,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
MIZQUE,atencion odontologica,consulta nueva,2015-07-01,63,68,17,37,11,7,11,69,1,10,0,3,0,46,103,240,343
MOCOMOCO,atencion odontologica,consulta nueva,2015-07-01,22,18,10,15,17,28,45,59,20,18,0,1,0,9,114,148,262
MOJINETE,atencion odontologica,consulta nueva,2015-07-01,2,3,2,1,3,2,3,3,0,4,0,0,0,0,10,13,23
MOJOCOYA,atencion odontologica,consulta nueva,2015-07-01,20,27,71,34,12,40,22,50,16,7,0,22,0,6,141,186,327
MONTEAGUDO,atencion odontologica,consulta nueva,2015-07-01,188,123,46,75,36,113,93,269,9,4,0,78,0,116,372,778,1150
MONTERO,atencion odontologica,consulta nueva,2015-07-01,176,131,218,249,60,141,58,372,38,24,0,65,0,90,550,1072,1622
MORO MORO,atencion odontologica,consulta nueva,2015-07-01,15,7,8,5,4,3,2,12,3,2,0,5,0,1,32,35,67
MOROCHATA,atencion odontologica,consulta nueva,2015-07-01,50,46,21,11,9,55,17,107,33,25,0,41,0,65,130,350,480
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2015-07-01,7,2,2,0,0,0,4,5,0,0,0,6,0,0,13,13,26
OCURI,atencion odontologica,consulta nueva,2015-07-01,46,34,15,8,5,10,25,84,27,35,0,23,0,37,118,231,349
OKINAWA,atencion odontologica,consulta nueva,2015-07-01,12,12,2,3,1,5,1,11,5,5,0,0,0,0,21,36,57
ORURO,atencion odontologica,consulta nueva,2015-07-01,1556,1555,1008,1159,364,769,874,1890,269,220,0,431,0,242,4071,6266,10337
PADCAYA,atencion odontologica,consulta nueva,2015-07-01,13,26,87,82,44,107,119,189,3,4,0,3,0,0,266,411,677
PADILLA,atencion odontologica,consulta nueva,2015-07-01,21,53,32,29,23,41,48,157,65,82,0,44,0,36,189,442,631
PAILON,atencion odontologica,consulta nueva,2015-07-01,46,45,128,104,10,20,16,43,6,2,0,19,0,3,206,236,442
PALCA,atencion odontologica,consulta nueva,2015-07-01,60,48,6,15,5,11,10,48,11,8,0,8,0,24,92,162,254
PALOS BLANCOS,atencion odontologica,consulta nueva,2015-07-01,70,71,17,30,11,44,33,95,33,13,0,32,0,52,164,337,501
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2015-07-01,4,6,1,2,2,3,9,5,1,1,0,1,0,3,17,21,38
PAMPA GRANDE,atencion odontologica,consulta nueva,2015-07-01,87,83,2,3,0,1,0,30,4,4,0,9,0,23,93,153,246
PAPEL PAMPA,atencion odontologica,consulta nueva,2015-07-01,37,33,3,6,2,5,4,30,9,13,0,30,0,33,55,150,205
PASORAPA,atencion odontologica,consulta nueva,2015-07-01,4,5,2,13,1,3,3,17,2,0,0,7,0,4,12,49,61
PATACAMAYA,atencion odontologica,consulta nueva,2015-07-01,166,106,36,21,0,0,15,92,1,20,0,0,0,22,218,261,479
PAZÑA,atencion odontologica,consulta nueva,2015-07-01,23,27,12,20,4,11,19,46,12,7,0,3,0,11,70,125,195
PELECHUCO,atencion odontologica,consulta nueva,2015-07-01,29,21,3,0,2,10,9,29,3,2,0,10,0,17,46,89,135
POCOATA,atencion odontologica,consulta nueva,2015-07-01,116,82,9,14,9,12,12,37,12,23,0,41,0,31,158,240,398
POCONA,atencion odontologica,consulta nueva,2015-07-01,35,12,53,64,6,19,24,31,3,10,0,10,0,7,121,153,274
POJO (CBBA),atencion odontologica,consulta nueva,2015-07-01,24,15,28,24,9,21,40,45,7,5,0,7,0,14,108,131,239
POOPO,atencion odontologica,consulta nueva,2015-07-01,9,29,45,89,43,36,54,61,26,8,0,5,0,3,177,231,408
PORCO,atencion odontologica,consulta nueva,2015-07-01,39,34,15,21,2,10,16,65,2,0,0,8,0,31,74,169,243
POROMA,atencion odontologica,consulta nueva,2015-07-01,85,59,35,38,5,25,24,78,10,7,0,30,0,7,159,244,403
PORONGO,atencion odontologica,consulta nueva,2015-07-01,26,32,18,22,13,9,3,14,11,9,0,5,0,14,71,105,176
PORTACHUELO,atencion odontologica,consulta nueva,2015-07-01,26,7,42,22,2,11,14,49,7,0,0,0,0,0,91,89,180
PORVENIR,atencion odontologica,consulta nueva,2015-07-01,14,23,0,2,1,3,4,6,1,1,0,5,0,4,20,44,64
POSTRER VALLE,atencion odontologica,consulta nueva,2015-07-01,8,7,4,2,0,3,4,15,0,7,0,6,0,6,16,46,62
POTOSI,atencion odontologica,consulta nueva,2015-07-01,203,170,167,111,113,169,274,369,30,19,0,55,0,59,787,952,1739
PRESTO,atencion odontologica,consulta nueva,2015-07-01,69,70,20,43,29,21,12,92,6,6,0,34,0,27,136,293,429
PUCARA,atencion odontologica,consulta nueva,2015-07-01,0,5,4,0,3,1,0,3,0,0,0,1,0,0,7,10,17
PUCARANI,atencion odontologica,consulta nueva,2015-07-01,27,50,36,27,27,41,36,80,29,34,0,13,0,13,155,258,413
PUERTO ACOSTA,atencion odontologica,consulta nueva,2015-07-01,6,3,10,1,3,5,11,12,8,4,0,0,0,6,38,31,69
PUERTO CARABUCO,atencion odontologica,consulta nueva,2015-07-01,5,10,13,8,6,22,13,31,9,13,0,1,0,0,46,85,131
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2015-07-01,131,94,353,191,89,41,12,29,10,6,0,68,0,18,595,447,1042
PUERTO PEREZ,atencion odontologica,consulta nueva,2015-07-01,1,0,1,3,0,2,6,9,9,13,0,1,0,0,17,28,45
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2015-07-01,44,41,0,4,53,15,5,25,5,12,0,28,0,23,107,148,255
PUERTO RICO,atencion odontologica,consulta nueva,2015-07-01,9,7,24,25,9,19,22,29,51,17,0,8,0,10,115,115,230
PUERTO SUAREZ,atencion odontologica,consulta nueva,2015-07-01,15,22,2,3,0,16,4,47,1,1,0,41,0,13,22,143,165
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2015-07-01,101,171,24,35,30,69,44,223,11,14,0,34,0,118,210,664,874
PUNA,atencion odontologica,consulta nueva,2015-07-01,25,29,27,40,24,65,51,176,25,27,0,8,0,31,152,376,528
PUNATA,atencion odontologica,consulta nueva,2015-07-01,56,104,107,152,17,52,58,144,23,41,0,30,0,33,261,556,817
QUIABAYA,atencion odontologica,consulta nueva,2015-07-01,10,14,12,16,4,20,19,29,8,7,0,0,0,59,53,145,198
QUILLACOLLO,atencion odontologica,consulta nueva,2015-07-01,919,743,298,347,138,308,277,812,129,104,0,130,0,343,1761,2787,4548
QUIME,atencion odontologica,consulta nueva,2015-07-01,175,190,64,43,4,31,60,81,19,6,0,38,0,80,322,469,791
QUIRUSILLAS,atencion odontologica,consulta nueva,2015-07-01,3,2,7,0,0,3,1,8,2,0,0,0,0,2,13,15,28
RAVELO,atencion odontologica,consulta nueva,2015-07-01,106,111,7,11,4,42,38,97,13,18,0,50,0,44,168,373,541
REYES,atencion odontologica,consulta nueva,2015-07-01,3,2,14,14,5,2,7,17,6,5,0,0,0,2,35,42,77
RIBERALTA,atencion odontologica,consulta nueva,2015-07-01,180,166,58,97,76,133,58,253,41,26,0,166,0,70,413,911,1324
ROBORE,atencion odontologica,consulta nueva,2015-07-01,3,2,1,0,2,3,11,15,0,0,0,0,0,0,17,20,37
RURRENABAQUE,atencion odontologica,consulta nueva,2015-07-01,25,22,63,65,40,51,47,65,24,14,0,25,0,9,199,251,450
SABAYA,atencion odontologica,consulta nueva,2015-07-01,28,20,67,110,8,7,8,44,17,16,0,5,0,14,128,216,344
SACABA,atencion odontologica,consulta nueva,2015-07-01,373,423,1140,1419,438,773,144,563,84,76,0,87,0,206,2179,3547,5726
SACABAMBA,atencion odontologica,consulta nueva,2015-07-01,0,3,6,24,15,4,9,31,5,10,0,5,0,0,35,77,112
SACACA,atencion odontologica,consulta nueva,2015-07-01,23,8,8,5,5,10,7,27,4,8,0,12,0,1,47,71,118
SAIPINA,atencion odontologica,consulta nueva,2015-07-01,11,8,7,17,7,2,14,12,3,10,0,4,0,7,42,60,102
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2015-07-01,117,114,50,73,21,28,16,60,44,42,0,32,0,37,248,386,634
SAMAIPATA,atencion odontologica,consulta nueva,2015-07-01,6,5,0,0,2,0,2,1,0,0,0,1,0,0,10,7,17
SAN AGUSTIN,atencion odontologica,consulta nueva,2015-07-01,0,3,4,1,2,5,5,7,1,2,0,0,0,0,12,18,30
SAN ANDRES,atencion odontologica,consulta nueva,2015-07-01,0,4,4,7,0,4,4,15,3,0,0,0,0,5,11,35,46
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2015-07-01,12,5,15,16,12,11,17,61,26,22,0,8,0,7,82,130,212
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2015-07-01,0,13,6,1,3,6,3,19,0,0,0,2,0,7,12,48,60
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2015-07-01,2,2,14,14,15,22,35,111,11,13,0,2,0,5,77,169,246
SAN BENITO,atencion odontologica,consulta nueva,2015-07-01,100,31,14,31,0,33,10,63,17,33,0,100,0,66,141,357,498
SAN BORJA,atencion odontologica,consulta nueva,2015-07-01,63,37,37,62,24,77,35,123,76,49,0,16,0,53,235,417,652
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2015-07-01,5,1,0,2,1,9,8,16,2,10,0,10,0,0,16,48,64
SAN CARLOS,atencion odontologica,consulta nueva,2015-07-01,26,42,8,21,13,17,25,46,8,6,0,20,0,17,80,169,249
SAN IGNACIO,atencion odontologica,consulta nueva,2015-07-01,76,33,115,120,47,80,57,137,0,5,0,36,0,18,295,429,724
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2015-07-01,16,6,49,42,0,1,6,12,1,5,0,3,0,5,72,74,146
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2015-07-01,0,2,2,5,0,2,1,8,0,0,0,1,0,0,3,18,21
SAN JAVIER(STC),atencion odontologica,consulta nueva,2015-07-01,19,18,12,10,4,5,15,36,11,16,0,4,0,5,61,94,155
SAN JOAQUIN,atencion odontologica,consulta nueva,2015-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2015-07-01,35,40,17,35,17,33,22,61,9,8,0,7,0,9,100,193,293
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2015-07-01,38,20,18,13,3,5,4,31,2,6,0,18,0,22,65,115,180
SAN JULIAN,atencion odontologica,consulta nueva,2015-07-01,46,39,49,85,7,29,1,81,36,23,0,8,0,85,139,350,489
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2015-07-01,47,31,79,141,53,121,128,259,13,8,0,1,0,0,320,561,881
SAN LUCAS,atencion odontologica,consulta nueva,2015-07-01,125,120,15,22,22,80,49,150,4,5,0,52,0,42,215,471,686
SAN MATIAS,atencion odontologica,consulta nueva,2015-07-01,18,7,1,1,1,4,3,11,0,2,0,4,0,7,23,36,59
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2015-07-01,18,18,8,10,2,4,12,27,4,1,0,0,0,5,44,65,109
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2015-07-01,1,4,0,0,0,4,0,1,0,0,0,0,0,0,1,9,10
SAN PEDRO,atencion odontologica,consulta nueva,2015-07-01,46,37,65,76,12,47,33,107,22,12,0,40,0,25,178,344,522
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2015-07-01,24,17,69,94,29,60,21,88,7,8,0,31,0,33,150,331,481
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2015-07-01,20,16,1,7,1,7,10,6,12,15,0,6,0,4,44,61,105
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2015-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2015-07-01,26,20,8,8,9,19,14,34,18,23,0,17,0,4,75,125,200
SAN RAFAEL,atencion odontologica,consulta nueva,2015-07-01,39,20,1,2,13,5,3,35,0,1,0,7,0,4,56,74,130
SAN RAMON BENI,atencion odontologica,consulta nueva,2015-07-01,0,1,1,2,2,4,4,15,0,0,0,0,0,0,7,22,29
SAN RAMON SCZ,atencion odontologica,consulta nueva,2015-07-01,45,59,8,9,10,16,12,15,2,2,0,14,0,5,77,120,197
SANTA ANA,atencion odontologica,consulta nueva,2015-07-01,15,25,109,85,14,68,26,100,32,31,0,1,0,0,196,310,506
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2015-07-01,2169,2186,953,1078,497,870,1548,3191,744,578,0,1819,0,721,5911,10443,16354
SANTA ROSA,atencion odontologica,consulta nueva,2015-07-01,4,9,2,7,40,33,6,5,0,0,0,0,0,1,52,55,107
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2015-07-01,30,20,75,54,12,25,25,65,5,4,0,27,0,47,147,242,389
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2015-07-01,3,8,4,1,2,7,3,8,4,4,0,5,0,0,16,33,49
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2015-07-01,61,85,231,239,43,121,36,121,19,46,0,5,0,21,390,638,1028
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2015-07-01,72,49,15,14,5,11,12,29,14,27,0,18,0,5,118,153,271
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2015-07-01,7,17,7,2,2,11,12,42,7,10,0,0,0,4,35,86,121
SANTIVAÑES,atencion odontologica,consulta nueva,2015-07-01,6,29,35,13,4,10,16,30,2,10,0,0,0,11,63,103,166
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2015-07-01,44,29,51,51,7,12,9,40,6,6,0,2,0,2,117,142,259
SAPAHAQUI,atencion odontologica,consulta nueva,2015-07-01,40,45,5,14,3,11,19,66,17,5,0,24,0,16,84,181,265
SENA,atencion odontologica,consulta nueva,2015-07-01,10,10,4,3,5,11,12,47,36,21,0,30,0,6,67,128,195
SHINAOTA,atencion odontologica,consulta nueva,2015-07-01,43,95,0,0,0,0,0,0,0,0,0,0,0,0,43,95,138
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2015-07-01,36,52,21,24,13,48,30,108,19,18,0,7,0,19,119,276,395
SICAYA,atencion odontologica,consulta nueva,2015-07-01,3,1,2,0,0,0,0,14,3,5,0,3,0,1,8,24,32
SIPE SIPE,atencion odontologica,consulta nueva,2015-07-01,104,203,24,22,9,59,10,169,37,52,0,67,0,96,184,668,852
SOPACHUY,atencion odontologica,consulta nueva,2015-07-01,43,35,51,78,16,51,35,72,4,16,0,31,0,30,149,313,462
SORACACHI,atencion odontologica,consulta nueva,2015-07-01,7,15,50,58,5,31,20,25,2,11,0,3,0,8,84,151,235
SORATA,atencion odontologica,consulta nueva,2015-07-01,46,28,4,7,3,20,7,53,10,9,0,31,0,134,70,282,352
SUCRE,atencion odontologica,consulta nueva,2015-07-01,1814,1821,1484,1656,508,1117,1220,3158,375,342,0,1055,0,639,5401,9788,15189
TACACHI,atencion odontologica,consulta nueva,2015-07-01,1,2,2,0,0,14,7,2,0,0,0,0,0,0,10,18,28
TACACOMA,atencion odontologica,consulta nueva,2015-07-01,11,16,8,9,10,13,43,52,10,3,0,5,0,5,82,103,185
TACOBAMBA,atencion odontologica,consulta nueva,2015-07-01,5,4,0,0,1,2,4,18,0,4,0,3,0,9,10,40,50
TACOPAYA,atencion odontologica,consulta nueva,2015-07-01,8,11,5,4,2,16,10,36,5,12,0,6,0,14,30,99,129
TAHUA,atencion odontologica,consulta nueva,2015-07-01,6,6,2,5,0,2,2,6,2,4,0,2,0,0,12,25,37
TAPACARI,atencion odontologica,consulta nueva,2015-07-01,54,56,51,39,18,59,24,149,48,39,0,44,0,67,195,453,648
TARABUCO,atencion odontologica,consulta nueva,2015-07-01,178,198,10,19,9,46,72,126,23,14,0,64,0,69,292,536,828
TARACO,atencion odontologica,consulta nueva,2015-07-01,50,19,28,12,2,27,6,40,26,21,0,91,0,52,112,262,374
TARATA,atencion odontologica,consulta nueva,2015-07-01,37,38,38,37,13,17,16,49,7,12,0,19,0,17,111,189,300
TARIJA,atencion odontologica,consulta nueva,2015-07-01,284,323,1103,1307,597,1081,1270,2459,175,147,0,55,0,18,3429,5390,8819
TARVITA,atencion odontologica,consulta nueva,2015-07-01,62,54,13,29,12,33,43,122,9,11,0,42,0,40,139,331,470
TEOPONTE,atencion odontologica,consulta nueva,2015-07-01,43,39,21,42,8,23,27,49,7,4,0,10,0,9,106,176,282
TIAWANACU,atencion odontologica,consulta nueva,2015-07-01,20,24,11,32,7,36,26,95,15,15,0,22,0,34,79,258,337
TINGUIPAYA,atencion odontologica,consulta nueva,2015-07-01,14,6,1,8,3,18,16,83,26,44,0,43,0,25,60,227,287
TIPUANI,atencion odontologica,consulta nueva,2015-07-01,3,11,13,10,0,11,8,21,1,4,0,2,0,10,25,69,94
TIQUIPAYA,atencion odontologica,consulta nueva,2015-07-01,744,629,435,455,49,205,26,456,29,22,0,261,0,211,1283,2239,3522
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2015-07-01,42,49,16,50,14,31,19,56,2,37,0,13,0,67,93,303,396
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2015-07-01,4,3,3,2,4,2,3,1,1,2,0,0,0,0,15,10,25
TOCO,atencion odontologica,consulta nueva,2015-07-01,52,38,16,12,8,27,38,43,11,24,0,22,0,6,125,172,297
TODOS SANTOS,atencion odontologica,consulta nueva,2015-07-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
TOLATA,atencion odontologica,consulta nueva,2015-07-01,22,23,21,22,3,3,0,9,4,9,0,5,0,20,50,91,141
TOLEDO,atencion odontologica,consulta nueva,2015-07-01,3,7,15,2,4,2,18,29,19,6,0,3,0,3,59,52,111
TOMAVE,atencion odontologica,consulta nueva,2015-07-01,33,27,11,12,8,17,27,77,13,17,0,21,0,17,92,188,280
TOMINA,atencion odontologica,consulta nueva,2015-07-01,20,61,91,91,31,69,35,102,26,14,0,26,0,15,203,378,581
TORO TORO,atencion odontologica,consulta nueva,2015-07-01,14,13,0,2,4,16,11,25,10,3,0,13,0,21,39,93,132
TOTORA(CBBA),atencion odontologica,consulta nueva,2015-07-01,17,29,26,48,16,17,18,62,5,6,0,2,0,24,82,188,270
TOTORA(ORR),atencion odontologica,consulta nueva,2015-07-01,0,2,2,7,0,10,3,4,0,1,0,0,0,34,5,58,63
TRIGAL,atencion odontologica,consulta nueva,2015-07-01,7,6,16,8,1,1,0,10,5,2,0,2,0,2,29,31,60
TRINIDAD,atencion odontologica,consulta nueva,2015-07-01,120,116,375,417,171,331,396,891,93,57,0,17,0,21,1155,1850,3005
TUPIZA,atencion odontologica,consulta nueva,2015-07-01,89,89,55,89,50,57,92,150,24,35,0,19,0,26,310,465,775
TURCO,atencion odontologica,consulta nueva,2015-07-01,10,20,4,18,6,8,36,60,23,24,0,61,0,2,79,193,272
UMALA,atencion odontologica,consulta nueva,2015-07-01,0,0,2,1,0,3,6,7,3,5,0,2,0,1,11,19,30
UNCIA,atencion odontologica,consulta nueva,2015-07-01,45,25,12,9,6,11,18,58,17,20,0,17,0,39,98,179,277
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2015-07-01,49,47,127,241,81,198,141,419,14,20,0,18,0,0,412,943,1355
URUBICHA,atencion odontologica,consulta nueva,2015-07-01,6,7,0,1,2,0,4,4,0,0,0,3,0,3,12,18,30
UYUNI,atencion odontologica,consulta nueva,2015-07-01,23,19,10,12,5,9,20,48,6,4,0,6,0,29,64,127,191
VACAS,atencion odontologica,consulta nueva,2015-07-01,25,20,33,50,19,41,11,51,0,12,0,39,0,32,88,245,333
VALLEGRANDE,atencion odontologica,consulta nueva,2015-07-01,189,138,56,69,45,71,44,130,20,30,0,45,0,18,354,501,855
VIACHA,atencion odontologica,consulta nueva,2015-07-01,355,274,64,98,26,91,67,212,57,62,0,15,0,87,569,839,1408
VILA VILA,atencion odontologica,consulta nueva,2015-07-01,15,36,3,1,3,1,1,29,3,8,0,16,0,15,25,106,131
VILLA CHARCAS,atencion odontologica,consulta nueva,2015-07-01,15,32,12,22,2,20,12,73,5,10,0,58,0,5,46,220,266
VILLA MONTES,atencion odontologica,consulta nueva,2015-07-01,49,57,203,195,154,217,212,551,31,12,0,28,0,11,649,1071,1720
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2015-07-01,9,7,10,24,1,1,2,3,1,0,0,5,0,4,23,44,67
VILLA RIVERO,atencion odontologica,consulta nueva,2015-07-01,40,74,8,41,5,27,11,93,5,10,0,34,0,41,69,320,389
VILLA SERRANO,atencion odontologica,consulta nueva,2015-07-01,192,231,3,18,5,1,9,62,0,9,0,17,0,3,209,341,550
VILLA TUNARI,atencion odontologica,consulta nueva,2015-07-01,282,231,60,90,32,201,106,499,18,28,0,134,0,288,498,1471,1969
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2015-07-01,75,44,55,96,24,84,110,203,10,5,0,33,0,10,274,475,749
VILLAZON,atencion odontologica,consulta nueva,2015-07-01,165,203,135,133,24,55,49,201,18,32,0,61,0,52,391,737,1128
VINTO,atencion odontologica,consulta nueva,2015-07-01,300,307,20,28,5,6,5,165,7,19,0,30,0,194,337,749,1086
VITICHI,atencion odontologica,consulta nueva,2015-07-01,15,24,12,15,6,37,42,130,145,162,0,26,0,26,220,420,640
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2015-07-01,3,2,5,11,6,9,3,17,0,0,0,2,0,5,17,46,63
WARNES,atencion odontologica,consulta nueva,2015-07-01,83,55,14,22,11,47,15,67,37,25,0,25,0,31,160,272,432
YACO,atencion odontologica,consulta nueva,2015-07-01,3,15,5,6,4,5,18,13,8,9,0,3,0,4,38,55,93
YACUIBA,atencion odontologica,consulta nueva,2015-07-01,66,66,218,271,103,288,289,774,58,41,0,20,0,11,734,1471,2205
YAMPARAEZ,atencion odontologica,consulta nueva,2015-07-01,73,68,4,5,4,14,14,42,4,7,0,12,0,4,99,152,251
YANACACHI,atencion odontologica,consulta nueva,2015-07-01,30,45,20,30,14,10,43,52,4,4,0,8,0,16,111,165,276
YAPACANI,atencion odontologica,consulta nueva,2015-07-01,167,189,20,31,14,136,25,249,21,40,0,128,0,205,247,978,1225
YOCALLA,atencion odontologica,consulta nueva,2015-07-01,29,8,20,14,4,12,37,33,1,5,0,5,0,7,91,84,175
YOTALA,atencion odontologica,consulta nueva,2015-07-01,54,83,26,25,20,23,18,53,7,5,0,31,0,52,125,272,397
YUNCHARA,atencion odontologica,consulta nueva,2015-07-01,17,28,61,89,13,41,36,92,8,10,0,20,0,0,135,280,415
ZUDAÑEZ,atencion odontologica,consulta nueva,2015-07-01,7,12,10,30,14,14,25,54,57,161,0,17,0,6,113,294,407
ACACIO,atencion odontologica,consulta nueva,2015-08-01,37,21,7,3,0,8,31,26,1,5,0,16,0,9,76,88,164
ACHACACHI,atencion odontologica,consulta nueva,2015-08-01,205,217,108,125,25,54,45,300,130,125,0,112,0,163,513,1096,1609
ACHOCALLA,atencion odontologica,consulta nueva,2015-08-01,69,50,6,3,0,4,4,22,3,4,0,6,0,20,82,109,191
AIQUILE,atencion odontologica,consulta nueva,2015-08-01,121,155,36,45,6,11,12,37,45,15,0,26,0,29,220,318,538
ALALAY,atencion odontologica,consulta nueva,2015-08-01,0,0,0,0,2,2,6,4,0,0,0,2,0,0,8,8,16
ALCALA,atencion odontologica,consulta nueva,2015-08-01,58,49,14,18,6,19,13,49,9,13,0,8,0,3,100,159,259
ALTO BENI,atencion odontologica,consulta nueva,2015-08-01,16,25,1,10,1,4,10,35,4,2,0,1,0,9,32,86,118
ANCORAIMES,atencion odontologica,consulta nueva,2015-08-01,14,19,3,1,3,8,11,28,15,15,0,11,0,8,46,90,136
ANDAMARCA,atencion odontologica,consulta nueva,2015-08-01,42,28,27,36,13,20,18,34,7,20,0,16,0,16,107,170,277
ANTEQUERA,atencion odontologica,consulta nueva,2015-08-01,6,3,3,6,1,1,29,24,3,2,0,0,0,0,42,36,78
ANZALDO,atencion odontologica,consulta nueva,2015-08-01,40,59,96,141,12,27,18,36,1,20,0,5,0,5,167,293,460
APOLO,atencion odontologica,consulta nueva,2015-08-01,56,66,33,45,3,18,11,72,10,9,0,12,0,42,113,264,377
ARAMPAMPA,atencion odontologica,consulta nueva,2015-08-01,40,64,3,0,8,18,17,21,5,7,0,4,0,5,73,119,192
ARANI,atencion odontologica,consulta nueva,2015-08-01,21,27,3,16,4,25,0,45,1,14,0,23,0,7,29,157,186
ARBIETO,atencion odontologica,consulta nueva,2015-08-01,26,68,56,26,4,12,5,27,18,14,0,17,0,8,109,172,281
ARQUE,atencion odontologica,consulta nueva,2015-08-01,17,32,1,5,4,16,17,50,0,9,0,12,0,5,39,129,168
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2015-08-01,11,14,12,6,0,15,0,15,26,21,0,39,0,8,49,118,167
ATOCHA,atencion odontologica,consulta nueva,2015-08-01,13,47,72,94,56,94,109,100,12,5,0,1,0,2,262,343,605
AUCAPATA,atencion odontologica,consulta nueva,2015-08-01,4,5,14,11,4,6,6,24,6,6,0,2,0,2,34,56,90
AYATA,atencion odontologica,consulta nueva,2015-08-01,32,18,6,9,8,5,20,22,10,7,0,0,0,1,76,62,138
AYO AYO,atencion odontologica,consulta nueva,2015-08-01,8,17,21,14,3,10,9,52,4,0,0,17,0,38,45,148,193
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2015-08-01,34,65,43,44,19,30,75,119,22,19,0,50,0,76,193,403,596
AZURDUY,atencion odontologica,consulta nueva,2015-08-01,31,25,15,18,5,48,18,67,2,9,0,25,0,55,71,247,318
BATALLAS,atencion odontologica,consulta nueva,2015-08-01,33,32,9,3,5,10,7,44,18,15,0,43,0,19,72,166,238
BAURES,atencion odontologica,consulta nueva,2015-08-01,0,1,8,3,5,3,24,20,1,5,0,3,0,4,38,39,77
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2015-08-01,6,12,0,5,2,0,1,10,17,13,0,0,0,5,26,45,71
BELEN DE URMIRI,atencion odontologica,consulta nueva,2015-08-01,1,7,2,2,1,0,2,4,4,4,0,3,0,1,10,21,31
BERMEJO,atencion odontologica,consulta nueva,2015-08-01,63,60,125,177,115,182,293,489,58,40,0,69,0,23,654,1040,1694
BETANZOS,atencion odontologica,consulta nueva,2015-08-01,103,88,22,28,18,52,48,128,30,28,0,31,0,42,221,397,618
BOLIVAR,atencion odontologica,consulta nueva,2015-08-01,12,9,9,11,2,8,28,26,12,3,0,3,0,2,63,62,125
BOYUIBE,atencion odontologica,consulta nueva,2015-08-01,1,0,1,1,0,2,5,3,2,0,0,1,0,0,9,7,16
BUENA VISTA,atencion odontologica,consulta nueva,2015-08-01,55,60,25,26,14,33,9,67,10,8,0,16,0,41,113,251,364
CABEZAS,atencion odontologica,consulta nueva,2015-08-01,73,47,17,26,14,26,34,82,30,32,0,39,0,32,168,284,452
