,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
PORTACHUELO,atencion odontologica,medidas preventivas,2015-08-01,0,1,5,2,1,0,2,47,0,0,0,0,0,0,8,50,58
PORVENIR,atencion odontologica,medidas preventivas,2015-08-01,11,10,2,0,0,5,0,1,1,0,0,0,0,0,14,16,30
POSTRER VALLE,atencion odontologica,medidas preventivas,2015-08-01,27,13,1,4,0,0,0,0,0,0,0,0,0,0,28,17,45
POTOSI,atencion odontologica,medidas preventivas,2015-08-01,188,238,22,27,16,17,14,58,3,6,0,0,0,0,243,346,589
PRESTO,atencion odontologica,medidas preventivas,2015-08-01,17,6,37,22,0,5,0,7,0,0,0,0,0,0,54,40,94
PUCARA,atencion odontologica,medidas preventivas,2015-08-01,23,18,25,26,3,2,0,1,0,0,0,0,0,0,51,47,98
PUCARANI,atencion odontologica,medidas preventivas,2015-08-01,35,15,2,3,0,0,2,11,2,1,0,0,0,0,41,30,71
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2015-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2015-08-01,34,40,159,148,1,10,0,1,0,0,0,0,0,0,194,199,393
PUERTO PEREZ,atencion odontologica,medidas preventivas,2015-08-01,10,5,0,0,0,0,0,1,0,0,0,0,0,0,10,6,16
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2015-08-01,73,50,0,0,0,0,0,0,0,0,0,0,0,0,73,50,123
PUERTO RICO,atencion odontologica,medidas preventivas,2015-08-01,18,19,1,2,0,0,0,0,0,0,0,0,0,0,19,21,40
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2015-08-01,7,3,0,0,0,1,1,2,0,0,0,0,0,0,8,6,14
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2015-08-01,63,83,2,4,4,38,5,17,10,4,0,0,0,0,84,146,230
PUNA,atencion odontologica,medidas preventivas,2015-08-01,14,6,5,8,1,2,0,1,0,0,0,0,0,0,20,17,37
PUNATA,atencion odontologica,medidas preventivas,2015-08-01,47,58,46,69,10,20,31,94,6,7,0,0,0,0,140,248,388
QUIABAYA,atencion odontologica,medidas preventivas,2015-08-01,10,16,0,0,0,0,0,0,0,1,0,0,0,0,10,17,27
QUILLACOLLO,atencion odontologica,medidas preventivas,2015-08-01,314,318,347,339,213,315,354,741,156,125,0,0,0,0,1384,1838,3222
QUIME,atencion odontologica,medidas preventivas,2015-08-01,30,40,5,5,0,21,1,3,1,1,0,0,0,0,37,70,107
QUIRUSILLAS,atencion odontologica,medidas preventivas,2015-08-01,33,37,40,35,30,25,0,0,0,0,0,0,0,0,103,97,200
RAVELO,atencion odontologica,medidas preventivas,2015-08-01,46,58,0,0,0,0,0,1,0,0,0,0,0,0,46,59,105
REYES,atencion odontologica,medidas preventivas,2015-08-01,3,6,38,35,5,18,5,20,0,5,0,0,0,0,51,84,135
RIBERALTA,atencion odontologica,medidas preventivas,2015-08-01,77,82,18,24,17,82,36,107,18,36,0,0,0,0,166,331,497
ROBORE,atencion odontologica,medidas preventivas,2015-08-01,24,20,29,28,12,19,13,62,4,3,0,0,0,0,82,132,214
RURRENABAQUE,atencion odontologica,medidas preventivas,2015-08-01,10,22,19,13,4,16,17,14,15,3,0,0,0,0,65,68,133
SABAYA,atencion odontologica,medidas preventivas,2015-08-01,4,12,54,56,2,0,1,2,0,0,0,0,0,0,61,70,131
SACABA,atencion odontologica,medidas preventivas,2015-08-01,226,227,705,709,176,290,217,438,52,44,0,0,0,0,1376,1708,3084
SACABAMBA,atencion odontologica,medidas preventivas,2015-08-01,2,3,2,2,0,2,0,1,0,3,0,0,0,0,4,11,15
SACACA,atencion odontologica,medidas preventivas,2015-08-01,7,1,0,1,0,0,0,0,2,2,0,0,0,0,9,4,13
SAIPINA,atencion odontologica,medidas preventivas,2015-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2015-08-01,55,25,26,59,4,11,0,8,13,16,0,0,0,0,98,119,217
SAMAIPATA,atencion odontologica,medidas preventivas,2015-08-01,6,11,4,12,0,2,1,7,1,0,0,0,0,0,12,32,44
SAN AGUSTIN,atencion odontologica,medidas preventivas,2015-08-01,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6
SAN ANDRES,atencion odontologica,medidas preventivas,2015-08-01,11,3,4,6,5,6,1,6,0,1,0,0,0,0,21,22,43
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2015-08-01,4,3,36,32,3,12,0,1,0,0,0,0,0,0,43,48,91
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2015-08-01,17,20,0,0,0,1,0,0,0,0,0,0,0,0,17,21,38
SAN BENITO,atencion odontologica,medidas preventivas,2015-08-01,17,13,15,15,0,11,2,22,2,6,0,0,0,0,36,67,103
SAN BORJA,atencion odontologica,medidas preventivas,2015-08-01,75,55,10,4,0,10,7,14,8,4,0,0,0,0,100,87,187
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2015-08-01,0,0,6,10,0,2,0,0,0,0,0,0,0,0,6,12,18
SAN CARLOS,atencion odontologica,medidas preventivas,2015-08-01,4,12,4,5,2,4,5,12,1,0,0,0,0,0,16,33,49
SAN IGNACIO,atencion odontologica,medidas preventivas,2015-08-01,27,28,35,42,19,38,30,74,2,3,0,0,0,0,113,185,298
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2015-08-01,122,177,0,2,0,4,8,4,3,0,0,0,0,0,133,187,320
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2015-08-01,61,76,521,427,0,0,0,0,0,0,0,0,0,0,582,503,1085
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2015-08-01,8,4,2,2,0,0,1,1,0,0,0,0,0,0,11,7,18
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2015-08-01,9,4,0,0,0,0,0,2,0,0,0,0,0,0,9,6,15
SAN JULIAN,atencion odontologica,medidas preventivas,2015-08-01,80,84,39,36,60,57,3,3,0,0,0,0,0,0,182,180,362
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2015-08-01,3,1,84,72,7,5,2,20,1,2,0,0,0,0,97,100,197
SAN LUCAS,atencion odontologica,medidas preventivas,2015-08-01,88,87,6,9,0,34,0,47,0,0,0,0,0,0,94,177,271
SAN MATIAS,atencion odontologica,medidas preventivas,2015-08-01,3,4,1,1,0,0,0,4,0,0,0,0,0,0,4,9,13
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2015-08-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN PEDRO,atencion odontologica,medidas preventivas,2015-08-01,16,13,7,4,3,3,1,5,0,1,0,0,0,0,27,26,53
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2015-08-01,2,1,175,195,0,2,0,1,2,0,0,0,0,0,179,199,378
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2015-08-01,11,12,1,0,1,2,0,6,6,0,0,0,0,0,19,20,39
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2015-08-01,25,14,7,8,0,0,0,1,9,18,0,0,0,0,41,41,82
SAN RAFAEL,atencion odontologica,medidas preventivas,2015-08-01,61,37,4,5,3,6,1,12,3,1,0,0,0,0,72,61,133
SANTA ANA,atencion odontologica,medidas preventivas,2015-08-01,12,1,18,10,36,39,3,34,7,0,0,0,0,0,76,84,160
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2015-08-01,2751,2688,205,202,68,371,142,1095,109,137,0,0,0,0,3275,4493,7768
SANTA ROSA,atencion odontologica,medidas preventivas,2015-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2015-08-01,4,0,64,58,53,57,0,7,0,0,0,0,0,0,121,122,243
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2015-08-01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2015-08-01,48,12,132,91,15,9,30,72,14,8,0,0,0,0,239,192,431
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2015-08-01,6,14,0,0,0,0,0,0,3,1,0,0,0,0,9,15,24
SANTIVAÑES,atencion odontologica,medidas preventivas,2015-08-01,4,1,7,0,0,0,0,5,0,0,0,0,0,0,11,6,17
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2015-08-01,10,16,3,5,0,0,0,0,0,0,0,0,0,0,13,21,34
SAPAHAQUI,atencion odontologica,medidas preventivas,2015-08-01,9,16,0,0,0,5,0,5,1,0,0,0,0,0,10,26,36
SENA,atencion odontologica,medidas preventivas,2015-08-01,24,34,6,8,0,9,0,15,1,1,0,0,0,0,31,67,98
SHINAOTA,atencion odontologica,medidas preventivas,2015-08-01,7,19,0,0,0,0,0,0,0,0,0,0,0,0,7,19,26
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2015-08-01,8,11,0,1,0,2,1,8,1,0,0,0,0,0,10,22,32
SICAYA,atencion odontologica,medidas preventivas,2015-08-01,0,0,0,1,0,0,1,8,0,3,0,0,0,0,1,12,13
SIPE SIPE,atencion odontologica,medidas preventivas,2015-08-01,58,35,0,3,0,2,0,23,1,3,0,0,0,0,59,66,125
SOPACHUY,atencion odontologica,medidas preventivas,2015-08-01,6,8,22,21,11,9,0,0,1,0,0,0,0,0,40,38,78
SORACACHI,atencion odontologica,medidas preventivas,2015-08-01,2,2,49,67,4,7,0,2,0,0,0,0,0,0,55,78,133
SORATA,atencion odontologica,medidas preventivas,2015-08-01,29,30,5,6,0,1,0,4,1,1,0,0,0,0,35,42,77
SUCRE,atencion odontologica,medidas preventivas,2015-08-01,588,612,270,253,110,250,257,502,30,18,0,0,0,0,1255,1635,2890
TACACHI,atencion odontologica,medidas preventivas,2015-08-01,1,1,18,14,0,0,1,0,0,0,0,0,0,0,20,15,35
TACACOMA,atencion odontologica,medidas preventivas,2015-08-01,7,6,8,3,2,0,2,5,0,0,0,0,0,0,19,14,33
TACOBAMBA,atencion odontologica,medidas preventivas,2015-08-01,0,6,17,14,4,3,1,3,0,0,0,0,0,0,22,26,48
TACOPAYA,atencion odontologica,medidas preventivas,2015-08-01,4,11,0,0,0,1,1,3,0,0,0,0,0,0,5,15,20
TAHUA,atencion odontologica,medidas preventivas,2015-08-01,5,1,2,0,0,0,0,1,0,0,0,0,0,0,7,2,9
TAPACARI,atencion odontologica,medidas preventivas,2015-08-01,9,19,4,0,6,5,0,11,3,3,0,0,0,0,22,38,60
TARABUCO,atencion odontologica,medidas preventivas,2015-08-01,60,66,20,17,0,6,0,13,0,0,0,0,0,0,80,102,182
TARACO,atencion odontologica,medidas preventivas,2015-08-01,4,5,0,2,0,0,0,1,0,1,0,0,0,0,4,9,13
TARATA,atencion odontologica,medidas preventivas,2015-08-01,5,4,4,7,5,6,14,10,4,7,0,0,0,0,32,34,66
TARIJA,atencion odontologica,medidas preventivas,2015-08-01,62,51,178,236,123,230,306,535,20,31,0,0,0,0,689,1083,1772
TARVITA,atencion odontologica,medidas preventivas,2015-08-01,28,50,0,0,0,2,0,9,0,0,0,0,0,0,28,61,89
TEOPONTE,atencion odontologica,medidas preventivas,2015-08-01,21,25,3,13,1,6,6,14,2,0,0,0,0,0,33,58,91
TIAWANACU,atencion odontologica,medidas preventivas,2015-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TINGUIPAYA,atencion odontologica,medidas preventivas,2015-08-01,16,29,2,0,0,1,0,6,0,0,0,0,0,0,18,36,54
TIPUANI,atencion odontologica,medidas preventivas,2015-08-01,4,5,1,0,0,0,0,1,0,0,0,0,0,0,5,6,11
TIQUIPAYA,atencion odontologica,medidas preventivas,2015-08-01,210,229,78,51,2,26,9,87,8,8,0,0,0,0,307,401,708
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2015-08-01,1,6,5,1,0,9,0,0,0,0,0,0,0,0,6,16,22
TOCO,atencion odontologica,medidas preventivas,2015-08-01,17,32,0,3,0,2,2,9,0,3,0,0,0,0,19,49,68
TODOS SANTOS,atencion odontologica,medidas preventivas,2015-08-01,3,0,0,0,2,3,0,2,3,9,0,0,0,0,8,14,22
TOLATA,atencion odontologica,medidas preventivas,2015-08-01,4,4,24,32,0,0,0,8,3,1,0,0,0,0,31,45,76
TOLEDO,atencion odontologica,medidas preventivas,2015-08-01,3,0,12,5,8,0,0,1,0,0,0,0,0,0,23,6,29
TOMAVE,atencion odontologica,medidas preventivas,2015-08-01,7,11,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
TOMINA,atencion odontologica,medidas preventivas,2015-08-01,22,12,13,24,1,3,0,0,0,0,0,0,0,0,36,39,75
TORO TORO,atencion odontologica,medidas preventivas,2015-08-01,10,12,1,3,2,14,0,2,0,0,0,0,0,0,13,31,44
TOTORA(CBBA),atencion odontologica,medidas preventivas,2015-08-01,3,11,2,6,0,0,1,3,0,0,0,0,0,0,6,20,26
TRIGAL,atencion odontologica,medidas preventivas,2015-08-01,3,2,0,7,0,0,0,3,1,1,0,0,0,0,4,13,17
TRINIDAD,atencion odontologica,medidas preventivas,2015-08-01,38,37,84,89,31,54,69,137,7,11,0,0,0,0,229,328,557
TUPIZA,atencion odontologica,medidas preventivas,2015-08-01,50,57,41,35,6,15,34,49,11,18,0,0,0,0,142,174,316
TURCO,atencion odontologica,medidas preventivas,2015-08-01,5,4,1,0,0,1,2,2,1,1,0,0,0,0,9,8,17
UMALA,atencion odontologica,medidas preventivas,2015-08-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4
UNCIA,atencion odontologica,medidas preventivas,2015-08-01,44,14,14,15,12,26,34,41,12,10,0,0,0,0,116,106,222
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2015-08-01,9,4,67,112,6,19,8,17,1,0,0,0,0,0,91,152,243
URUBICHA,atencion odontologica,medidas preventivas,2015-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
UYUNI,atencion odontologica,medidas preventivas,2015-08-01,0,7,3,5,1,2,2,1,1,0,0,0,0,0,7,15,22
VACAS,atencion odontologica,medidas preventivas,2015-08-01,8,7,6,1,0,13,0,3,0,0,0,0,0,0,14,24,38
VALLEGRANDE,atencion odontologica,medidas preventivas,2015-08-01,80,76,72,68,160,70,63,45,58,1,0,0,0,0,433,260,693
VIACHA,atencion odontologica,medidas preventivas,2015-08-01,126,114,16,8,0,0,0,4,1,1,0,0,0,0,143,127,270
VILA VILA,atencion odontologica,medidas preventivas,2015-08-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
VILLA CHARCAS,atencion odontologica,medidas preventivas,2015-08-01,15,24,0,0,0,0,0,0,0,0,0,0,0,0,15,24,39
VILLA MONTES,atencion odontologica,medidas preventivas,2015-08-01,12,23,24,46,24,45,45,76,5,1,0,0,0,0,110,191,301
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2015-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA RIVERO,atencion odontologica,medidas preventivas,2015-08-01,42,34,0,1,0,20,1,7,0,3,0,0,0,0,43,65,108
VILLA SERRANO,atencion odontologica,medidas preventivas,2015-08-01,41,19,0,0,0,0,0,2,0,0,0,0,0,0,41,21,62
VILLA TUNARI,atencion odontologica,medidas preventivas,2015-08-01,61,86,12,16,2,34,15,85,10,4,0,0,0,0,100,225,325
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2015-08-01,7,7,8,26,1,4,4,22,0,0,0,0,0,0,20,59,79
VILLAZON,atencion odontologica,medidas preventivas,2015-08-01,79,95,10,15,4,10,10,23,3,2,0,0,0,0,106,145,251
VINTO,atencion odontologica,medidas preventivas,2015-08-01,60,56,1,1,0,5,3,16,0,1,0,0,0,0,64,79,143
VITICHI,atencion odontologica,medidas preventivas,2015-08-01,3,8,20,23,0,2,0,1,0,1,0,0,0,0,23,35,58
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2015-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,atencion odontologica,medidas preventivas,2015-08-01,46,46,6,4,1,7,0,23,8,4,0,0,0,0,61,84,145
YACO,atencion odontologica,medidas preventivas,2015-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
YACUIBA,atencion odontologica,medidas preventivas,2015-08-01,50,52,171,91,32,61,66,114,6,8,0,0,0,0,325,326,651
YAMPARAEZ,atencion odontologica,medidas preventivas,2015-08-01,110,97,1,0,0,0,0,1,0,0,0,0,0,0,111,98,209
YANACACHI,atencion odontologica,medidas preventivas,2015-08-01,11,1,184,216,12,12,0,0,0,0,0,0,0,0,207,229,436
YAPACANI,atencion odontologica,medidas preventivas,2015-08-01,91,110,7,3,0,15,1,15,3,1,0,0,0,0,102,144,246
YOCALLA,atencion odontologica,medidas preventivas,2015-08-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
YOTALA,atencion odontologica,medidas preventivas,2015-08-01,31,14,0,2,0,6,1,12,0,0,0,0,0,0,32,34,66
YUNCHARA,atencion odontologica,medidas preventivas,2015-08-01,0,15,16,22,2,9,4,4,0,1,0,0,0,0,22,51,73
ZUDAÑEZ,atencion odontologica,medidas preventivas,2015-08-01,5,2,0,7,0,0,0,0,0,0,0,0,0,0,5,9,14
ACACIO,atencion odontologica,medidas preventivas,2015-09-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ACHACACHI,atencion odontologica,medidas preventivas,2015-09-01,62,69,10,15,1,4,0,14,2,1,0,0,0,0,75,103,178
ACHOCALLA,atencion odontologica,medidas preventivas,2015-09-01,9,10,0,0,0,0,0,1,0,0,0,0,0,0,9,11,20
AIQUILE,atencion odontologica,medidas preventivas,2015-09-01,47,47,21,27,1,9,3,29,3,3,0,0,0,0,75,115,190
ALCALA,atencion odontologica,medidas preventivas,2015-09-01,47,49,3,7,0,1,0,0,0,0,0,0,0,0,50,57,107
ALTO BENI,atencion odontologica,medidas preventivas,2015-09-01,8,4,0,1,0,0,0,1,0,0,0,0,0,0,8,6,14
ANCORAIMES,atencion odontologica,medidas preventivas,2015-09-01,4,10,0,0,0,1,0,0,0,0,0,0,0,0,4,11,15
ANDAMARCA,atencion odontologica,medidas preventivas,2015-09-01,12,10,22,26,0,0,0,2,1,0,0,0,0,0,35,38,73
ANZALDO,atencion odontologica,medidas preventivas,2015-09-01,12,12,151,126,126,12,16,0,0,0,0,0,0,0,305,150,455
APOLO,atencion odontologica,medidas preventivas,2015-09-01,13,22,3,11,0,7,0,0,0,0,0,0,0,0,16,40,56
ARAMPAMPA,atencion odontologica,medidas preventivas,2015-09-01,6,5,0,2,0,0,0,1,0,0,0,0,0,0,6,8,14
ARANI,atencion odontologica,medidas preventivas,2015-09-01,6,3,6,5,1,6,2,8,2,2,0,0,0,0,17,24,41
ARBIETO,atencion odontologica,medidas preventivas,2015-09-01,9,13,0,0,0,5,3,2,3,0,0,0,0,0,15,20,35
ARQUE,atencion odontologica,medidas preventivas,2015-09-01,28,23,4,6,0,2,1,3,3,0,0,0,0,0,36,34,70
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2015-09-01,19,22,2,1,11,20,0,4,0,0,0,0,0,0,32,47,79
ATOCHA,atencion odontologica,medidas preventivas,2015-09-01,6,13,140,110,54,50,23,15,0,0,0,0,0,0,223,188,411
AUCAPATA,atencion odontologica,medidas preventivas,2015-09-01,1,2,33,18,2,0,0,0,0,0,0,0,0,0,36,20,56
AYATA,atencion odontologica,medidas preventivas,2015-09-01,16,17,8,9,1,1,0,2,2,1,0,0,0,0,27,30,57
AYO AYO,atencion odontologica,medidas preventivas,2015-09-01,4,4,0,2,0,0,0,0,0,0,0,0,0,0,4,6,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2015-09-01,33,41,36,46,19,64,45,67,9,6,0,0,0,0,142,224,366
AZURDUY,atencion odontologica,medidas preventivas,2015-09-01,30,47,0,3,0,1,0,0,0,0,0,0,0,0,30,51,81
BATALLAS,atencion odontologica,medidas preventivas,2015-09-01,14,6,0,0,0,0,0,2,0,0,0,0,0,0,14,8,22
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2015-09-01,13,10,0,0,0,3,0,2,2,1,0,0,0,0,15,16,31
BELLA FLOR,atencion odontologica,medidas preventivas,2015-09-01,4,4,68,58,0,2,0,3,1,0,0,0,0,0,73,67,140
BERMEJO,atencion odontologica,medidas preventivas,2015-09-01,66,45,60,25,6,26,36,78,10,14,0,0,0,0,178,188,366
BETANZOS,atencion odontologica,medidas preventivas,2015-09-01,52,35,0,0,0,7,0,8,0,1,0,0,0,0,52,51,103
BOLIVAR,atencion odontologica,medidas preventivas,2015-09-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
BUENA VISTA,atencion odontologica,medidas preventivas,2015-09-01,25,26,9,2,1,3,0,12,0,0,0,0,0,0,35,43,78
CABEZAS,atencion odontologica,medidas preventivas,2015-09-01,39,59,37,36,0,1,12,44,0,0,0,0,0,0,88,140,228
CAIROMA,atencion odontologica,medidas preventivas,2015-09-01,23,14,0,0,0,1,0,2,0,0,0,0,0,0,23,17,40
"CAIZA ""D""",atencion odontologica,medidas preventivas,2015-09-01,1,4,1,0,0,3,0,0,2,0,0,0,0,0,4,7,11
CAJUATA,atencion odontologica,medidas preventivas,2015-09-01,29,20,1,0,0,0,0,4,0,0,0,0,0,0,30,24,54
CALAMARCA,atencion odontologica,medidas preventivas,2015-09-01,24,17,2,6,2,2,1,10,1,0,0,0,0,0,30,35,65
CAMARGO,atencion odontologica,medidas preventivas,2015-09-01,25,29,0,0,0,0,0,1,0,0,0,0,0,0,25,30,55
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2015-09-01,4,6,11,5,0,0,6,4,0,0,0,0,0,0,21,15,36
CAMIRI,atencion odontologica,medidas preventivas,2015-09-01,96,86,43,38,0,6,10,29,1,0,0,0,0,0,150,159,309
CAPINOTA,atencion odontologica,medidas preventivas,2015-09-01,33,25,6,7,2,1,7,11,6,7,0,0,0,0,54,51,105
CAQUIAVIRI,atencion odontologica,medidas preventivas,2015-09-01,4,10,11,6,0,0,0,0,0,0,0,0,0,0,15,16,31
CARACOLLO,atencion odontologica,medidas preventivas,2015-09-01,19,15,4,4,1,12,6,18,3,2,0,0,0,0,33,51,84
CARANAVI,atencion odontologica,medidas preventivas,2015-09-01,29,48,7,15,20,18,11,10,0,0,0,0,0,0,67,91,158
CARAPARI,atencion odontologica,medidas preventivas,2015-09-01,4,0,8,52,13,9,3,5,0,0,0,0,0,0,28,66,94
CARIPUYO,atencion odontologica,medidas preventivas,2015-09-01,13,15,0,0,0,1,0,0,6,8,0,0,0,0,19,24,43
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2015-09-01,19,27,0,0,0,1,0,9,0,0,0,0,0,0,19,37,56
CATACORA,atencion odontologica,medidas preventivas,2015-09-01,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,4
CHALLAPATA,atencion odontologica,medidas preventivas,2015-09-01,78,82,178,129,2,5,12,13,3,2,0,0,0,0,273,231,504
CHAQUI,atencion odontologica,medidas preventivas,2015-09-01,16,19,132,122,1,0,0,1,0,0,0,0,0,0,149,142,291
CHARAGUA,atencion odontologica,medidas preventivas,2015-09-01,23,33,10,8,4,2,6,5,0,0,0,0,0,0,43,48,91
CHARAÑA,atencion odontologica,medidas preventivas,2015-09-01,9,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CHAYANTA,atencion odontologica,medidas preventivas,2015-09-01,27,22,0,2,0,0,1,10,0,3,0,0,0,0,28,37,65
CHIMORE,atencion odontologica,medidas preventivas,2015-09-01,57,35,240,218,11,17,1,4,1,0,0,0,0,0,310,274,584
CHIPAYA,atencion odontologica,medidas preventivas,2015-09-01,13,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,15
CHOQUE COTA,atencion odontologica,medidas preventivas,2015-09-01,0,2,2,0,0,1,0,1,1,8,0,0,0,0,3,12,15
CHUA COCANI,atencion odontologica,medidas preventivas,2015-09-01,2,3,0,0,0,1,0,0,0,1,0,0,0,0,2,5,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2015-09-01,23,9,2,2,0,0,0,2,0,0,0,0,0,0,25,13,38
CHUMA,atencion odontologica,medidas preventivas,2015-09-01,9,19,197,166,22,15,5,8,1,1,0,0,0,0,234,209,443
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2015-09-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
CKOCHAS,atencion odontologica,medidas preventivas,2015-09-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CLIZA,atencion odontologica,medidas preventivas,2015-09-01,10,21,2,0,0,5,2,29,0,1,0,0,0,0,14,56,70
COBIJA,atencion odontologica,medidas preventivas,2015-09-01,108,132,79,83,7,18,13,51,3,1,0,0,0,0,210,285,495
COCAPATA,atencion odontologica,medidas preventivas,2015-09-01,19,18,50,44,0,2,1,11,2,0,0,0,0,0,72,75,147
COCHABAMBA,atencion odontologica,medidas preventivas,2015-09-01,1420,1469,1177,1410,452,603,1498,2583,144,104,0,0,0,0,4691,6169,10860
COIPASA,atencion odontologica,medidas preventivas,2015-09-01,2,6,5,10,4,1,0,1,0,0,0,0,0,0,11,18,29
COLCAPIRHUA,atencion odontologica,medidas preventivas,2015-09-01,87,101,1,2,0,3,3,26,4,1,0,0,0,0,95,133,228
"COLCHA ""K""",atencion odontologica,medidas preventivas,2015-09-01,13,17,0,1,1,0,0,9,3,0,0,0,0,0,17,27,44
COLLANA,atencion odontologica,medidas preventivas,2015-09-01,23,4,0,0,0,0,0,0,0,0,0,0,0,0,23,4,27
COLOMI,atencion odontologica,medidas preventivas,2015-09-01,29,25,0,0,0,0,0,7,3,3,0,0,0,0,32,35,67
COLPA BELGICA,atencion odontologica,medidas preventivas,2015-09-01,67,80,74,60,0,0,0,0,0,0,0,0,0,0,141,140,281
COLQUECHACA,atencion odontologica,medidas preventivas,2015-09-01,28,23,0,8,1,1,1,9,1,2,0,0,0,0,31,43,74
COLQUENCHA,atencion odontologica,medidas preventivas,2015-09-01,7,3,135,150,2,11,0,2,0,0,0,0,0,0,144,166,310
COLQUIRI,atencion odontologica,medidas preventivas,2015-09-01,7,14,0,1,0,3,4,4,0,0,0,0,0,0,11,22,33
COMARAPA,atencion odontologica,medidas preventivas,2015-09-01,15,16,1,0,1,3,0,3,0,0,0,0,0,0,17,22,39
