,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,atencion odontologica,exodoncia,2015-08-01,2,1,6,4,4,4,8,27,11,5,0,0,0,0,31,41,72
PUNA,atencion odontologica,exodoncia,2015-08-01,0,0,7,8,4,5,6,30,14,12,0,0,0,0,31,55,86
PUNATA,atencion odontologica,exodoncia,2015-08-01,0,0,13,19,0,3,5,17,5,13,0,0,0,0,23,52,75
QUIABAYA,atencion odontologica,exodoncia,2015-08-01,0,0,4,9,2,2,10,8,4,7,0,0,0,0,20,26,46
QUILLACOLLO,atencion odontologica,exodoncia,2015-08-01,13,18,37,66,66,55,61,101,62,52,0,0,0,0,239,292,531
QUIME,atencion odontologica,exodoncia,2015-08-01,0,1,3,8,1,5,12,16,4,10,0,0,0,0,20,40,60
QUIRUSILLAS,atencion odontologica,exodoncia,2015-08-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,3
RAVELO,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,2,4,5,16,8,21,0,0,0,0,16,42,58
REYES,atencion odontologica,exodoncia,2015-08-01,0,2,7,8,1,2,1,5,7,1,0,0,0,0,16,18,34
RIBERALTA,atencion odontologica,exodoncia,2015-08-01,4,11,22,22,21,61,32,91,22,2,0,0,0,0,101,187,288
ROBORE,atencion odontologica,exodoncia,2015-08-01,2,0,1,1,0,0,16,28,3,0,0,0,0,0,22,29,51
RURRENABAQUE,atencion odontologica,exodoncia,2015-08-01,4,3,10,17,23,26,27,15,38,26,0,0,0,0,102,87,189
SABAYA,atencion odontologica,exodoncia,2015-08-01,0,0,9,8,1,1,1,2,5,6,0,0,0,0,16,17,33
SACABA,atencion odontologica,exodoncia,2015-08-01,2,4,122,148,15,14,10,29,11,25,0,0,0,0,160,220,380
SACABAMBA,atencion odontologica,exodoncia,2015-08-01,0,0,1,0,1,2,1,1,2,3,0,0,0,0,5,6,11
SACACA,atencion odontologica,exodoncia,2015-08-01,1,1,4,3,4,7,10,20,4,5,0,0,0,0,23,36,59
SAIPINA,atencion odontologica,exodoncia,2015-08-01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,4
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2015-08-01,0,0,18,25,1,3,7,14,6,14,0,0,0,0,32,56,88
SAMAIPATA,atencion odontologica,exodoncia,2015-08-01,0,0,5,3,0,0,0,6,9,0,0,0,0,0,14,9,23
SAN AGUSTIN,atencion odontologica,exodoncia,2015-08-01,0,0,2,1,1,0,1,4,0,5,0,0,0,0,4,10,14
SAN ANDRES,atencion odontologica,exodoncia,2015-08-01,1,0,4,4,1,1,2,7,2,0,0,0,0,0,10,12,22
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2015-08-01,0,0,6,15,0,1,4,4,2,10,0,0,0,0,12,30,42
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,2,0,2,4,0,1,0,0,0,0,4,7,11
SAN BENITO,atencion odontologica,exodoncia,2015-08-01,0,0,17,10,0,1,0,0,3,3,0,0,0,0,20,14,34
SAN BORJA,atencion odontologica,exodoncia,2015-08-01,23,10,9,6,0,6,8,23,14,17,0,0,0,0,54,62,116
SAN BUENA VENTURA,atencion odontologica,exodoncia,2015-08-01,0,0,0,5,1,5,0,6,6,32,0,0,0,0,7,48,55
SAN CARLOS,atencion odontologica,exodoncia,2015-08-01,0,2,4,2,1,3,2,13,2,2,0,0,0,0,9,22,31
SAN IGNACIO,atencion odontologica,exodoncia,2015-08-01,2,1,20,7,7,7,15,23,4,1,0,0,0,0,48,39,87
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2015-08-01,0,1,0,0,2,0,8,1,14,1,0,0,0,0,24,3,27
SAN JAVIER(STC),atencion odontologica,exodoncia,2015-08-01,0,0,2,0,0,1,3,7,10,15,0,0,0,0,15,23,38
SAN JOAQUIN,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2015-08-01,0,1,17,4,4,10,8,32,10,10,0,0,0,0,39,57,96
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2015-08-01,0,0,0,1,1,4,0,0,0,10,0,0,0,0,1,15,16
SAN JULIAN,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,3,16,18,0,0,0,0,16,21,37
SAN LORENZO(TJA),atencion odontologica,exodoncia,2015-08-01,0,4,19,20,3,6,9,51,6,3,0,0,0,0,37,84,121
SAN LUCAS,atencion odontologica,exodoncia,2015-08-01,0,0,4,10,4,17,9,72,11,7,0,0,0,0,28,106,134
SAN MATIAS,atencion odontologica,exodoncia,2015-08-01,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2015-08-01,0,1,3,4,2,4,3,19,5,2,0,0,0,0,13,30,43
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,atencion odontologica,exodoncia,2015-08-01,0,1,11,17,6,4,3,15,12,2,0,0,0,0,32,39,71
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2015-08-01,0,1,31,30,6,6,5,28,16,16,0,0,0,0,58,81,139
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2015-08-01,0,0,0,3,0,3,1,3,1,3,0,0,0,0,2,12,14
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2015-08-01,1,0,4,6,1,3,2,8,0,6,0,0,0,0,8,23,31
SAN RAFAEL,atencion odontologica,exodoncia,2015-08-01,0,0,4,5,3,3,0,11,1,0,0,0,0,0,8,19,27
SAN RAMON BENI,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,1,1,4,5,1,1,0,0,0,0,7,8,15
SAN RAMON SCZ,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,0,18,19,0,0,0,0,18,19,37
SANTA ANA,atencion odontologica,exodoncia,2015-08-01,0,1,17,9,2,10,3,11,8,2,0,0,0,0,30,33,63
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2015-08-01,12,17,76,75,37,43,96,230,222,152,0,0,0,0,443,517,960
SANTA ROSA,atencion odontologica,exodoncia,2015-08-01,0,0,0,7,4,1,9,9,0,0,0,0,0,0,13,17,30
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2015-08-01,2,0,2,7,5,5,6,18,6,18,0,0,0,0,21,48,69
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2015-08-01,0,0,0,1,1,0,0,9,5,2,0,0,0,0,6,12,18
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2015-08-01,0,0,14,6,0,0,6,19,9,1,0,0,0,0,29,26,55
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,1,3,4,7,6,21,0,0,0,0,11,33,44
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2015-08-01,0,0,1,9,0,6,2,9,9,5,0,0,0,0,12,29,41
SANTIVAÑES,atencion odontologica,exodoncia,2015-08-01,0,0,1,1,2,2,0,1,0,0,0,0,0,0,3,4,7
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2015-08-01,0,0,4,8,0,2,1,4,2,3,0,0,0,0,7,17,24
SAPAHAQUI,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,1,2,10,11,2,4,0,0,0,0,13,19,32
SENA,atencion odontologica,exodoncia,2015-08-01,0,0,12,8,2,5,6,11,30,14,0,0,0,0,50,38,88
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2015-08-01,0,0,8,3,3,6,11,23,7,4,0,0,0,0,29,36,65
SICAYA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,5,6
SIPE SIPE,atencion odontologica,exodoncia,2015-08-01,0,0,1,7,3,6,1,19,3,7,0,0,0,0,8,39,47
SOPACHUY,atencion odontologica,exodoncia,2015-08-01,0,0,7,12,2,3,4,23,7,2,0,0,0,0,20,40,60
SORACACHI,atencion odontologica,exodoncia,2015-08-01,0,0,10,15,1,10,5,15,1,19,0,0,0,0,17,59,76
SORATA,atencion odontologica,exodoncia,2015-08-01,3,1,6,8,2,3,3,7,6,0,0,0,0,0,20,19,39
SUCRE,atencion odontologica,exodoncia,2015-08-01,22,27,130,135,36,52,102,190,120,219,0,0,0,0,410,623,1033
TACACHI,atencion odontologica,exodoncia,2015-08-01,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2,3,5
TACACOMA,atencion odontologica,exodoncia,2015-08-01,0,1,6,2,3,5,5,20,2,0,0,0,0,0,16,28,44
TACOBAMBA,atencion odontologica,exodoncia,2015-08-01,0,0,11,12,3,5,4,12,0,3,0,0,0,0,18,32,50
TACOPAYA,atencion odontologica,exodoncia,2015-08-01,0,0,2,4,3,3,2,6,2,8,0,0,0,0,9,21,30
TAHUA,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,0,0,0,2,1,0,0,0,0,0,2,4,6
TAPACARI,atencion odontologica,exodoncia,2015-08-01,0,2,1,3,1,6,3,4,12,20,0,0,0,0,17,35,52
TARABUCO,atencion odontologica,exodoncia,2015-08-01,0,0,0,2,1,3,5,14,7,2,0,0,0,0,13,21,34
TARACO,atencion odontologica,exodoncia,2015-08-01,0,1,5,2,1,1,2,7,4,4,0,0,0,0,12,15,27
TARATA,atencion odontologica,exodoncia,2015-08-01,2,1,4,8,1,3,3,12,7,3,0,0,0,0,17,27,44
TARIJA,atencion odontologica,exodoncia,2015-08-01,4,4,90,123,36,42,120,228,48,19,0,0,0,0,298,416,714
TARVITA,atencion odontologica,exodoncia,2015-08-01,1,1,3,0,1,8,12,32,1,1,0,0,0,0,18,42,60
TEOPONTE,atencion odontologica,exodoncia,2015-08-01,1,3,8,8,10,21,10,25,18,3,0,0,0,0,47,60,107
TIAWANACU,atencion odontologica,exodoncia,2015-08-01,0,1,4,11,1,8,6,20,15,17,0,0,0,0,26,57,83
TINGUIPAYA,atencion odontologica,exodoncia,2015-08-01,1,0,3,3,1,14,5,19,6,31,0,0,0,0,16,67,83
TIPUANI,atencion odontologica,exodoncia,2015-08-01,1,0,0,1,2,1,2,4,0,1,0,0,0,0,5,7,12
TIQUIPAYA,atencion odontologica,exodoncia,2015-08-01,7,0,16,16,2,9,5,45,13,3,0,0,0,0,43,73,116
TIRAQUE (CBBA),atencion odontologica,exodoncia,2015-08-01,1,0,3,4,2,1,2,4,2,4,0,0,0,0,10,13,23
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2015-08-01,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,3,4
TOCO,atencion odontologica,exodoncia,2015-08-01,0,0,1,2,1,0,1,4,0,1,0,0,0,0,3,7,10
TODOS SANTOS,atencion odontologica,exodoncia,2015-08-01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5
TOLATA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLEDO,atencion odontologica,exodoncia,2015-08-01,0,0,1,5,0,2,2,5,0,5,0,0,0,0,3,17,20
TOMAVE,atencion odontologica,exodoncia,2015-08-01,0,0,3,1,2,7,12,24,11,12,0,0,0,0,28,44,72
TOMINA,atencion odontologica,exodoncia,2015-08-01,0,0,20,24,5,6,3,15,29,61,0,0,0,0,57,106,163
TORO TORO,atencion odontologica,exodoncia,2015-08-01,0,0,2,6,3,4,8,7,4,5,0,0,0,0,17,22,39
TOTORA(CBBA),atencion odontologica,exodoncia,2015-08-01,0,0,4,2,0,0,1,4,0,1,0,0,0,0,5,7,12
TRIGAL,atencion odontologica,exodoncia,2015-08-01,0,0,2,3,0,0,1,3,7,0,0,0,0,0,10,6,16
TRINIDAD,atencion odontologica,exodoncia,2015-08-01,5,0,48,59,29,32,73,130,28,12,0,0,0,0,183,233,416
TUPIZA,atencion odontologica,exodoncia,2015-08-01,0,1,15,17,6,5,10,49,23,29,0,0,0,0,54,101,155
TURCO,atencion odontologica,exodoncia,2015-08-01,0,0,4,12,2,5,0,8,3,4,0,0,0,0,9,29,38
UMALA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,4,1,3,0,0,0,0,1,7,8
UNCIA,atencion odontologica,exodoncia,2015-08-01,2,0,8,8,4,6,9,14,8,16,0,0,0,0,31,44,75
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2015-08-01,0,0,15,27,6,9,15,47,1,5,0,0,0,0,37,88,125
URUBICHA,atencion odontologica,exodoncia,2015-08-01,0,0,2,5,2,5,3,16,0,11,0,0,0,0,7,37,44
UYUNI,atencion odontologica,exodoncia,2015-08-01,0,0,4,0,2,5,2,17,4,5,0,0,0,0,12,27,39
VACAS,atencion odontologica,exodoncia,2015-08-01,0,0,4,6,3,8,6,18,6,11,0,0,0,0,19,43,62
VALLEGRANDE,atencion odontologica,exodoncia,2015-08-01,3,0,5,2,7,14,24,25,9,14,0,0,0,0,48,55,103
VIACHA,atencion odontologica,exodoncia,2015-08-01,5,6,13,12,8,8,7,40,39,30,0,0,0,0,72,96,168
VILA VILA,atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,atencion odontologica,exodoncia,2015-08-01,0,0,2,7,0,0,3,12,5,12,0,0,0,0,10,31,41
VILLA MONTES,atencion odontologica,exodoncia,2015-08-01,0,0,19,35,6,12,23,50,5,3,0,0,0,0,53,100,153
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2015-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA RIVERO,atencion odontologica,exodoncia,2015-08-01,0,1,1,6,0,2,3,6,0,1,0,0,0,0,4,16,20
VILLA SERRANO,atencion odontologica,exodoncia,2015-08-01,0,0,2,1,0,3,10,13,5,0,0,0,0,0,17,17,34
VILLA TUNARI,atencion odontologica,exodoncia,2015-08-01,4,2,28,7,2,6,10,18,18,5,0,0,0,0,62,38,100
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2015-08-01,0,0,5,13,6,3,12,41,4,2,0,0,0,0,27,59,86
VILLAZON,atencion odontologica,exodoncia,2015-08-01,0,0,8,6,3,4,11,37,48,52,0,0,0,0,70,99,169
VINTO,atencion odontologica,exodoncia,2015-08-01,1,0,4,7,1,2,2,13,2,8,0,0,0,0,10,30,40
VITICHI,atencion odontologica,exodoncia,2015-08-01,0,0,7,5,4,3,4,27,20,35,0,0,0,0,35,70,105
WALDO BALLIVIAN,atencion odontologica,exodoncia,2015-08-01,0,0,7,8,4,3,2,7,0,0,0,0,0,0,13,18,31
WARNES,atencion odontologica,exodoncia,2015-08-01,4,0,11,5,1,4,3,17,11,15,0,0,0,0,30,41,71
YACO,atencion odontologica,exodoncia,2015-08-01,0,1,1,4,0,1,2,2,3,2,0,0,0,0,6,10,16
YACUIBA,atencion odontologica,exodoncia,2015-08-01,0,0,45,31,14,15,48,131,23,7,0,0,0,0,130,184,314
YAMPARAEZ,atencion odontologica,exodoncia,2015-08-01,0,0,2,1,2,1,3,3,3,9,0,0,0,0,10,14,24
YANACACHI,atencion odontologica,exodoncia,2015-08-01,0,0,2,4,0,2,3,2,1,1,0,0,0,0,6,9,15
YAPACANI,atencion odontologica,exodoncia,2015-08-01,1,0,2,5,4,13,11,19,45,14,0,0,0,0,63,51,114
YOCALLA,atencion odontologica,exodoncia,2015-08-01,0,0,0,1,2,1,1,1,4,2,0,0,0,0,7,5,12
YOTALA,atencion odontologica,exodoncia,2015-08-01,0,0,7,5,3,1,5,12,4,1,0,0,0,0,19,19,38
YUNCHARA,atencion odontologica,exodoncia,2015-08-01,0,0,21,22,1,2,6,20,4,5,0,0,0,0,32,49,81
ZUDAÑEZ,atencion odontologica,exodoncia,2015-08-01,0,0,1,3,2,0,14,27,39,16,0,0,0,0,56,46,102
ACACIO,atencion odontologica,exodoncia,2015-09-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3
ACHACACHI,atencion odontologica,exodoncia,2015-09-01,1,1,13,21,6,14,15,40,33,67,0,0,0,0,68,143,211
ACHOCALLA,atencion odontologica,exodoncia,2015-09-01,0,0,3,5,0,5,4,10,5,1,0,0,0,0,12,21,33
AIQUILE,atencion odontologica,exodoncia,2015-09-01,0,1,5,14,0,0,6,1,4,4,0,0,0,0,15,20,35
ALCALA,atencion odontologica,exodoncia,2015-09-01,0,0,1,1,0,1,0,11,0,3,0,0,0,0,1,16,17
ALTO BENI,atencion odontologica,exodoncia,2015-09-01,0,0,2,2,1,1,0,3,3,1,0,0,0,0,6,7,13
ANCORAIMES,atencion odontologica,exodoncia,2015-09-01,0,4,3,4,3,4,1,8,12,19,0,0,0,0,19,39,58
ANDAMARCA,atencion odontologica,exodoncia,2015-09-01,0,0,2,3,0,0,1,2,4,1,0,0,0,0,7,6,13
ANTEQUERA,atencion odontologica,exodoncia,2015-09-01,0,0,0,0,2,0,0,1,1,1,0,0,0,0,3,2,5
ANZALDO,atencion odontologica,exodoncia,2015-09-01,0,2,4,8,0,0,0,4,1,0,0,0,0,0,5,14,19
APOLO,atencion odontologica,exodoncia,2015-09-01,2,1,0,10,1,3,3,13,26,6,0,0,0,0,32,33,65
ARAMPAMPA,atencion odontologica,exodoncia,2015-09-01,0,0,2,1,0,0,1,1,1,0,0,0,0,0,4,2,6
ARANI,atencion odontologica,exodoncia,2015-09-01,1,0,1,7,0,2,2,1,1,1,0,0,0,0,5,11,16
ARBIETO,atencion odontologica,exodoncia,2015-09-01,0,0,4,0,0,0,1,1,0,1,0,0,0,0,5,2,7
ARQUE,atencion odontologica,exodoncia,2015-09-01,0,0,4,4,2,2,1,10,2,82,0,0,0,0,9,98,107
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2015-09-01,0,1,3,2,0,3,20,28,21,20,0,0,0,0,44,54,98
ATOCHA,atencion odontologica,exodoncia,2015-09-01,1,0,14,9,11,17,19,13,3,1,0,0,0,0,48,40,88
AUCAPATA,atencion odontologica,exodoncia,2015-09-01,0,0,3,7,1,2,7,12,2,3,0,0,0,0,13,24,37
AYATA,atencion odontologica,exodoncia,2015-09-01,0,1,1,5,1,3,8,11,4,3,0,0,0,0,14,23,37
AYO AYO,atencion odontologica,exodoncia,2015-09-01,0,0,3,6,0,2,4,11,6,2,0,0,0,0,13,21,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2015-09-01,0,0,14,11,6,9,15,27,14,2,0,0,0,0,49,49,98
AZURDUY,atencion odontologica,exodoncia,2015-09-01,0,0,2,1,1,5,15,45,1,14,0,0,0,0,19,65,84
BATALLAS,atencion odontologica,exodoncia,2015-09-01,0,0,4,3,4,8,10,20,14,17,0,0,0,0,32,48,80
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2015-09-01,0,0,1,2,1,0,2,1,3,1,0,0,0,0,7,4,11
BELEN DE URMIRI,atencion odontologica,exodoncia,2015-09-01,0,0,0,1,0,1,4,5,1,1,0,0,0,0,5,8,13
BELLA FLOR,atencion odontologica,exodoncia,2015-09-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
BERMEJO,atencion odontologica,exodoncia,2015-09-01,1,0,45,40,35,42,97,163,40,34,0,0,0,0,218,279,497
BETANZOS,atencion odontologica,exodoncia,2015-09-01,0,1,3,7,3,9,13,45,12,18,0,0,0,0,31,80,111
BOLIVAR,atencion odontologica,exodoncia,2015-09-01,0,0,2,3,0,4,1,6,18,1,0,0,0,0,21,14,35
BOYUIBE,atencion odontologica,exodoncia,2015-09-01,1,0,1,3,0,0,2,5,0,2,0,0,0,0,4,10,14
BUENA VISTA,atencion odontologica,exodoncia,2015-09-01,0,0,1,7,1,1,2,4,1,1,0,0,0,0,5,13,18
CABEZAS,atencion odontologica,exodoncia,2015-09-01,0,0,3,8,2,4,8,28,24,16,0,0,0,0,37,56,93
CAIROMA,atencion odontologica,exodoncia,2015-09-01,0,1,9,11,4,8,10,17,4,10,0,0,0,0,27,47,74
"CAIZA ""D""",atencion odontologica,exodoncia,2015-09-01,0,0,3,3,0,2,3,11,6,4,0,0,0,0,12,20,32
CAJUATA,atencion odontologica,exodoncia,2015-09-01,1,0,7,7,3,5,11,14,0,3,0,0,0,0,22,29,51
CALACOTO,atencion odontologica,exodoncia,2015-09-01,0,2,0,0,0,0,3,0,10,0,0,0,0,0,13,2,15
CALAMARCA,atencion odontologica,exodoncia,2015-09-01,0,0,24,10,7,20,15,33,13,12,0,0,0,0,59,75,134
CAMARGO,atencion odontologica,exodoncia,2015-09-01,0,0,3,0,0,0,4,8,8,15,0,0,0,0,15,23,38
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2015-09-01,0,0,4,7,1,1,6,6,0,0,0,0,0,0,11,14,25
CAMIRI,atencion odontologica,exodoncia,2015-09-01,3,0,7,6,32,47,34,81,25,5,0,0,0,0,101,139,240
CAPINOTA,atencion odontologica,exodoncia,2015-09-01,0,0,2,2,2,0,8,3,1,5,0,0,0,0,13,10,23
CAQUIAVIRI,atencion odontologica,exodoncia,2015-09-01,0,1,3,6,4,2,5,11,2,3,0,0,0,0,14,23,37
CARACOLLO,atencion odontologica,exodoncia,2015-09-01,0,3,11,17,3,2,9,10,9,3,0,0,0,0,32,35,67
CARANAVI,atencion odontologica,exodoncia,2015-09-01,2,4,3,3,3,5,4,9,10,2,0,0,0,0,22,23,45
CARAPARI,atencion odontologica,exodoncia,2015-09-01,0,0,41,26,3,7,17,43,8,1,0,0,0,0,69,77,146
CARIPUYO,atencion odontologica,exodoncia,2015-09-01,0,0,1,6,1,3,2,7,3,3,0,0,0,0,7,19,26
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2015-09-01,0,0,2,1,1,1,8,15,1,3,0,0,0,0,12,20,32
CATACORA,atencion odontologica,exodoncia,2015-09-01,0,0,0,0,3,0,4,7,4,2,0,0,0,0,11,9,20
CHALLAPATA,atencion odontologica,exodoncia,2015-09-01,0,3,52,42,6,10,24,39,14,17,0,0,0,0,96,111,207
CHAQUI,atencion odontologica,exodoncia,2015-09-01,0,0,3,2,3,2,2,4,0,4,0,0,0,0,8,12,20
CHARAGUA,atencion odontologica,exodoncia,2015-09-01,1,0,12,16,22,20,35,62,5,12,0,0,0,0,75,110,185
CHARAÑA,atencion odontologica,exodoncia,2015-09-01,0,0,0,0,0,0,2,4,3,1,0,0,0,0,5,5,10
CHAYANTA,atencion odontologica,exodoncia,2015-09-01,0,1,6,3,4,11,7,12,8,21,0,0,0,0,25,48,73
CHIMORE,atencion odontologica,exodoncia,2015-09-01,0,1,2,4,0,0,1,5,2,0,0,0,0,0,5,10,15
CHIPAYA,atencion odontologica,exodoncia,2015-09-01,0,0,3,0,0,1,1,0,0,2,0,0,0,0,4,3,7
CHOQUE COTA,atencion odontologica,exodoncia,2015-09-01,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,9,10
CHUA COCANI,atencion odontologica,exodoncia,2015-09-01,0,0,3,0,3,0,3,2,4,1,0,0,0,0,13,3,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2015-09-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,4,1,5
CHUMA,atencion odontologica,exodoncia,2015-09-01,0,1,125,112,67,79,79,81,23,19,0,0,0,0,294,292,586
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2015-09-01,0,0,2,1,1,0,1,3,2,2,0,0,0,0,6,6,12
CKOCHAS,atencion odontologica,exodoncia,2015-09-01,0,0,2,3,2,1,10,5,3,1,0,0,0,0,17,10,27
CLIZA,atencion odontologica,exodoncia,2015-09-01,1,0,3,1,2,5,3,8,2,5,0,0,0,0,11,19,30
COBIJA,atencion odontologica,exodoncia,2015-09-01,4,1,14,11,5,0,8,8,2,3,0,0,0,0,33,23,56
COCAPATA,atencion odontologica,exodoncia,2015-09-01,4,0,9,6,7,13,0,27,5,7,0,0,0,0,25,53,78
COCHABAMBA,atencion odontologica,exodoncia,2015-09-01,24,22,92,102,32,37,98,199,46,48,0,0,0,0,292,408,700
COIPASA,atencion odontologica,exodoncia,2015-09-01,0,0,1,7,0,1,0,8,5,1,0,0,0,0,6,17,23
COLCAPIRHUA,atencion odontologica,exodoncia,2015-09-01,0,1,0,4,0,0,0,8,4,5,0,0,0,0,4,18,22
"COLCHA ""K""",atencion odontologica,exodoncia,2015-09-01,0,0,2,3,0,4,6,14,7,3,0,0,0,0,15,24,39
COLLANA,atencion odontologica,exodoncia,2015-09-01,0,0,2,3,1,3,10,5,4,1,0,0,0,0,17,12,29
COLOMI,atencion odontologica,exodoncia,2015-09-01,3,5,3,5,1,6,0,4,8,1,0,0,0,0,15,21,36
COLPA BELGICA,atencion odontologica,exodoncia,2015-09-01,0,0,2,2,0,1,0,5,0,3,0,0,0,0,2,11,13
COLQUECHACA,atencion odontologica,exodoncia,2015-09-01,0,0,8,3,5,9,6,28,31,20,0,0,0,0,50,60,110
COLQUENCHA,atencion odontologica,exodoncia,2015-09-01,1,0,10,18,0,17,5,34,6,7,0,0,0,0,22,76,98
COLQUIRI,atencion odontologica,exodoncia,2015-09-01,0,0,1,8,2,4,8,16,4,0,0,0,0,0,15,28,43
COMANCHE,atencion odontologica,exodoncia,2015-09-01,0,0,0,1,1,0,1,4,2,0,0,0,0,0,4,5,9
COMARAPA,atencion odontologica,exodoncia,2015-09-01,0,0,5,8,1,9,2,28,7,5,0,0,0,0,15,50,65
COMBAYA,atencion odontologica,exodoncia,2015-09-01,0,0,0,0,0,0,0,0,6,7,0,0,0,0,6,7,13
CONCEPCION,atencion odontologica,exodoncia,2015-09-01,0,0,5,4,2,1,8,16,6,5,0,0,0,0,21,26,47
COPACABANA,atencion odontologica,exodoncia,2015-09-01,1,1,4,12,3,2,1,18,8,2,0,0,0,0,17,35,52
CORIPATA,atencion odontologica,exodoncia,2015-09-01,1,0,5,1,0,1,2,11,2,0,0,0,0,0,10,13,23
CORO CORO,atencion odontologica,exodoncia,2015-09-01,1,0,4,5,0,3,2,14,0,5,0,0,0,0,7,27,34
COROICO,atencion odontologica,exodoncia,2015-09-01,0,3,7,3,2,1,10,27,7,6,0,0,0,0,26,40,66
CORQUE,atencion odontologica,exodoncia,2015-09-01,0,1,0,3,1,0,2,4,20,16,0,0,0,0,23,24,47
COTAGAITA,atencion odontologica,exodoncia,2015-09-01,0,0,1,6,1,6,9,23,4,25,0,0,0,0,15,60,75
COTOCA,atencion odontologica,exodoncia,2015-09-01,0,0,2,0,2,1,1,2,0,0,0,0,0,0,5,3,8
CUATRO CAÑADAS,atencion odontologica,exodoncia,2015-09-01,1,0,0,0,0,0,1,5,2,12,0,0,0,0,4,17,21
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2015-09-01,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,1,5
CUEVO,atencion odontologica,exodoncia,2015-09-01,0,0,0,0,2,5,1,18,1,8,0,0,0,0,4,31,35
