,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,31,14,8,12,20,40,5,1,0,0,0,0,66,68,134
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,0,0,2,1,3,1,0,0,0,0,0,4,5,9
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,1,0,5,1,0,0,0,0,0,1,6,7
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,0,0,1,3,7,10,15,0,0,0,0,15,23,38
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2015-08-01,4,1,1,0,2,5,2,12,4,8,0,0,0,0,13,26,39
SAN JULIAN,atencion odontologica,cirugia bucal menor,2015-08-01,7,2,0,2,0,1,0,1,15,16,0,0,0,0,22,22,44
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2015-08-01,1,4,18,39,8,12,19,79,8,5,0,0,0,0,54,139,193
SAN LUCAS,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,7,18,6,24,13,83,13,7,0,0,0,0,41,133,174
SAN MATIAS,atencion odontologica,cirugia bucal menor,2015-08-01,2,2,7,4,2,3,4,8,11,7,0,0,0,0,26,24,50
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2015-08-01,0,2,3,4,2,4,3,20,6,2,0,0,0,0,14,32,46
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,2,2,2,0,2,1,2,1,0,0,0,0,10,4,14
SAN PEDRO,atencion odontologica,cirugia bucal menor,2015-08-01,0,2,12,18,6,5,3,17,13,3,0,0,0,0,34,45,79
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-08-01,1,3,33,32,7,7,8,33,19,17,0,0,0,0,68,92,160
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,0,0,3,0,1,1,0,0,0,0,0,0,4,2,6
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,4,8,2,3,2,10,1,6,0,0,0,0,10,27,37
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,6,6,3,3,1,11,2,0,0,0,0,0,12,20,32
SANTA ANA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,17,9,2,10,3,11,8,2,0,0,0,0,30,33,63
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2015-08-01,35,41,17,37,17,25,49,144,114,80,0,0,0,0,232,327,559
SANTA ROSA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,3
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,2,3,1,5,0,10,1,0,0,0,0,0,4,19,23
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,0,1,1,0,0,9,5,3,0,0,0,0,6,14,20
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2015-08-01,1,3,10,5,1,3,1,14,8,0,0,0,0,0,21,25,46
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2015-08-01,0,2,1,3,2,3,4,8,8,27,0,0,0,0,15,43,58
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,1,1,0,0,1,0,1,1,0,0,0,0,3,3,6
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,0,0,0,1,0,4,0,0,0,0,0,0,2,6,8
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,0,1,0,0,1,0,0,2,0,0,0,0,2,4,6
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,0,3,1,3,12,13,2,4,0,0,0,0,16,23,39
SENA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,3
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2015-08-01,2,2,8,4,9,10,16,38,9,6,0,0,0,0,44,60,104
SICAYA,atencion odontologica,cirugia bucal menor,2015-08-01,2,2,0,1,0,0,0,0,0,2,0,0,0,0,2,5,7
SIPE SIPE,atencion odontologica,cirugia bucal menor,2015-08-01,9,11,1,0,1,4,2,15,0,4,0,0,0,0,13,34,47
SOPACHUY,atencion odontologica,cirugia bucal menor,2015-08-01,1,4,7,17,2,4,4,26,8,2,0,0,0,0,22,53,75
SORACACHI,atencion odontologica,cirugia bucal menor,2015-08-01,1,3,14,18,2,13,10,17,2,20,0,0,0,0,29,71,100
SORATA,atencion odontologica,cirugia bucal menor,2015-08-01,7,1,7,12,2,5,10,16,10,1,0,0,0,0,36,35,71
SUCRE,atencion odontologica,cirugia bucal menor,2015-08-01,84,75,114,133,11,51,80,182,81,175,0,0,0,0,370,616,986
TACACHI,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2,3,5
TACACOMA,atencion odontologica,cirugia bucal menor,2015-08-01,2,2,7,2,3,5,9,25,2,0,0,0,0,0,23,34,57
TACOBAMBA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,11,12,3,6,4,12,0,3,0,0,0,0,18,33,51
TACOPAYA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,5,3,3,7,12,4,11,0,0,0,0,16,31,47
TAHUA,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,3,5
TAPACARI,atencion odontologica,cirugia bucal menor,2015-08-01,3,6,1,3,3,6,4,8,18,16,0,0,0,0,29,39,68
TARABUCO,atencion odontologica,cirugia bucal menor,2015-08-01,2,5,1,4,3,7,9,22,10,5,0,0,0,0,25,43,68
TARACO,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,7,3,3,3,6,10,10,5,0,0,0,0,28,22,50
TARATA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARIJA,atencion odontologica,cirugia bucal menor,2015-08-01,12,17,88,87,22,62,98,245,18,14,0,0,0,0,238,425,663
TARVITA,atencion odontologica,cirugia bucal menor,2015-08-01,4,4,4,1,0,4,8,12,1,1,0,0,0,0,17,22,39
TEOPONTE,atencion odontologica,cirugia bucal menor,2015-08-01,5,8,10,10,11,26,13,30,18,4,0,0,0,0,57,78,135
TIAWANACU,atencion odontologica,cirugia bucal menor,2015-08-01,2,1,5,6,8,5,7,10,8,4,0,0,0,0,30,26,56
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2015-08-01,1,4,5,6,1,14,8,30,3,23,0,0,0,0,18,77,95
TIPUANI,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,0,0,0,0,3,2,1,6,0,0,0,0,5,9,14
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2015-08-01,25,16,16,12,1,5,6,51,14,4,0,0,0,0,62,88,150
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2015-08-01,3,3,4,7,2,1,4,4,2,4,0,0,0,0,15,19,34
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,1,1,0,0,2,0,1,0,0,0,0,2,4,6
TOCO,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,2,2,0,2,8,1,4,0,0,0,0,7,14,21
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3
TOLATA,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,2,5,1,2,2,5,0,1,0,0,0,0,6,15,21
TOLEDO,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,3,4,0,2,1,4,0,2,0,0,0,0,4,13,17
TOMAVE,atencion odontologica,cirugia bucal menor,2015-08-01,0,2,2,3,1,2,3,7,0,0,0,0,0,0,6,14,20
TOMINA,atencion odontologica,cirugia bucal menor,2015-08-01,1,4,16,33,6,8,5,15,29,42,0,0,0,0,57,102,159
TORO TORO,atencion odontologica,cirugia bucal menor,2015-08-01,5,3,1,6,1,3,1,13,1,3,0,0,0,0,9,28,37
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2015-08-01,8,3,3,5,1,0,4,8,0,4,0,0,0,0,16,20,36
TRIGAL,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,2,5,1,0,3,7,7,1,0,0,0,0,13,14,27
TRINIDAD,atencion odontologica,cirugia bucal menor,2015-08-01,9,11,30,46,15,16,37,63,6,0,0,0,0,0,97,136,233
TUPIZA,atencion odontologica,cirugia bucal menor,2015-08-01,4,3,4,11,5,5,7,30,18,14,0,0,0,0,38,63,101
TURCO,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,1,7,0,2,1,8,0,2,0,0,0,0,4,19,23
UMALA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,0,0,4,1,3,0,0,0,0,1,7,8
UNCIA,atencion odontologica,cirugia bucal menor,2015-08-01,9,8,1,2,1,3,3,6,3,3,0,0,0,0,17,22,39
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2015-08-01,2,0,22,34,11,13,21,59,2,7,0,0,0,0,58,113,171
URUBICHA,atencion odontologica,cirugia bucal menor,2015-08-01,1,1,0,0,1,5,2,4,0,0,0,0,0,0,4,10,14
UYUNI,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,1,0,0,0,3,2,0,0,0,0,0,0,6,2,8
VACAS,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,4,6,3,8,6,18,6,11,0,0,0,0,20,43,63
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2015-08-01,5,4,5,2,7,15,24,30,14,15,0,0,0,0,55,66,121
VIACHA,atencion odontologica,cirugia bucal menor,2015-08-01,15,10,10,16,6,10,12,40,30,24,0,0,0,0,73,100,173
VILA VILA,atencion odontologica,cirugia bucal menor,2015-08-01,0,1,0,0,0,0,1,2,2,0,0,0,0,0,3,3,6
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2015-08-01,3,3,4,8,0,0,4,16,6,13,0,0,0,0,17,40,57
VILLA MONTES,atencion odontologica,cirugia bucal menor,2015-08-01,2,3,34,60,21,32,48,114,10,7,0,0,0,0,115,216,331
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2015-08-01,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,3,4
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2015-08-01,1,2,1,4,0,3,3,13,1,2,0,0,0,0,6,24,30
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,2,2,0,3,2,11,4,0,0,0,0,0,9,16,25
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2015-08-01,23,17,6,10,4,6,3,18,6,1,0,0,0,0,42,52,94
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2015-08-01,3,0,2,18,6,7,20,53,7,3,0,0,0,0,38,81,119
VILLAZON,atencion odontologica,cirugia bucal menor,2015-08-01,14,4,12,5,5,7,14,60,40,46,0,0,0,0,85,122,207
VINTO,atencion odontologica,cirugia bucal menor,2015-08-01,4,7,5,3,0,2,1,5,0,5,0,0,0,0,10,22,32
VITICHI,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,7,6,4,3,6,31,20,37,0,0,0,0,38,77,115
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,9,9,4,3,3,7,0,0,0,0,0,0,17,19,36
WARNES,atencion odontologica,cirugia bucal menor,2015-08-01,11,3,13,7,1,6,4,34,11,17,0,0,0,0,40,67,107
YACO,atencion odontologica,cirugia bucal menor,2015-08-01,0,3,2,7,0,2,4,3,5,4,0,0,0,0,11,19,30
YACUIBA,atencion odontologica,cirugia bucal menor,2015-08-01,5,2,40,29,20,32,53,143,35,10,0,0,0,0,153,216,369
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2015-08-01,2,0,4,3,2,1,7,4,3,10,0,0,0,0,18,18,36
YANACACHI,atencion odontologica,cirugia bucal menor,2015-08-01,4,0,3,5,0,2,5,5,1,2,0,0,0,0,13,14,27
YAPACANI,atencion odontologica,cirugia bucal menor,2015-08-01,5,14,3,4,2,9,9,26,8,8,0,0,0,0,27,61,88
YOCALLA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,1,0,0,2,5,1,0,0,0,0,0,0,6,3,9
YOTALA,atencion odontologica,cirugia bucal menor,2015-08-01,0,0,2,1,2,0,4,10,1,2,0,0,0,0,9,13,22
YUNCHARA,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,25,24,2,10,13,36,5,5,0,0,0,0,46,75,121
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2015-08-01,1,0,1,0,0,1,0,2,2,0,0,0,0,0,4,3,7
ACHACACHI,atencion odontologica,cirugia bucal menor,2015-09-01,4,15,11,20,6,12,13,33,30,50,0,0,0,0,64,130,194
ACHOCALLA,atencion odontologica,cirugia bucal menor,2015-09-01,0,2,2,1,1,2,0,4,3,0,0,0,0,0,6,9,15
AIQUILE,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ALALAY,atencion odontologica,cirugia bucal menor,2015-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,atencion odontologica,cirugia bucal menor,2015-09-01,0,1,4,5,0,5,0,16,0,1,0,0,0,0,4,28,32
ALTO BENI,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,2,2,1,1,0,3,3,1,0,0,0,0,6,7,13
ANCORAIMES,atencion odontologica,cirugia bucal menor,2015-09-01,1,7,4,4,3,4,4,16,18,22,0,0,0,0,30,53,83
ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-09-01,3,1,2,4,0,0,1,2,5,2,0,0,0,0,11,9,20
ANTEQUERA,atencion odontologica,cirugia bucal menor,2015-09-01,0,1,1,0,2,0,4,4,2,2,0,0,0,0,9,7,16
ANZALDO,atencion odontologica,cirugia bucal menor,2015-09-01,2,6,4,9,0,0,0,7,2,0,0,0,0,0,8,22,30
APOLO,atencion odontologica,cirugia bucal menor,2015-09-01,3,1,0,10,1,5,5,15,26,6,0,0,0,0,35,37,72
ARANI,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2,3,5
ARBIETO,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,6,1,1,0,1,1,0,1,0,0,0,0,8,3,11
ARQUE,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,5,4,3,4,1,7,3,9,0,0,0,0,13,25,38
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2015-09-01,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
ATOCHA,atencion odontologica,cirugia bucal menor,2015-09-01,2,3,5,29,2,9,28,16,0,0,0,0,0,0,37,57,94
AUCAPATA,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,3,7,1,2,7,12,2,3,0,0,0,0,13,24,37
AYATA,atencion odontologica,cirugia bucal menor,2015-09-01,1,2,2,5,1,3,9,12,6,3,0,0,0,0,19,25,44
AYO AYO,atencion odontologica,cirugia bucal menor,2015-09-01,2,4,7,6,1,7,7,17,8,2,0,0,0,0,25,36,61
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2015-09-01,5,5,4,3,4,8,6,9,1,1,0,0,0,0,20,26,46
AZURDUY,atencion odontologica,cirugia bucal menor,2015-09-01,4,2,2,2,2,6,16,47,2,14,0,0,0,0,26,71,97
BATALLAS,atencion odontologica,cirugia bucal menor,2015-09-01,0,1,1,0,2,4,1,1,1,3,0,0,0,0,5,9,14
BAURES,atencion odontologica,cirugia bucal menor,2015-09-01,0,4,2,1,3,3,6,6,0,6,0,0,0,0,11,20,31
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,1,2,1,0,2,1,5,1,0,0,0,0,10,4,14
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,0,1,0,1,5,6,2,1,0,0,0,0,8,10,18
BELLA FLOR,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
BERMEJO,atencion odontologica,cirugia bucal menor,2015-09-01,6,4,66,62,35,42,91,212,25,10,0,0,0,0,223,330,553
BETANZOS,atencion odontologica,cirugia bucal menor,2015-09-01,1,6,8,11,4,8,17,38,3,14,0,0,0,0,33,77,110
BOLIVAR,atencion odontologica,cirugia bucal menor,2015-09-01,0,1,2,2,3,0,0,6,18,0,0,0,0,0,23,9,32
BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-09-01,6,4,3,0,9,10,0,8,1,1,0,0,0,0,19,23,42
CABEZAS,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,5,2,3,10,9,13,18,18,0,0,0,0,35,43,78
CAIROMA,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,4,10,8,7,14,21,4,10,0,0,0,0,31,49,80
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2015-09-01,3,0,12,6,4,10,7,24,10,8,0,0,0,0,36,48,84
CAJUATA,atencion odontologica,cirugia bucal menor,2015-09-01,2,1,11,8,5,8,13,16,3,3,0,0,0,0,34,36,70
CALACOTO,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,0,9
CALAMARCA,atencion odontologica,cirugia bucal menor,2015-09-01,5,2,11,9,5,18,12,23,12,8,0,0,0,0,45,60,105
CAMARGO,atencion odontologica,cirugia bucal menor,2015-09-01,5,4,3,1,0,1,7,13,11,15,0,0,0,0,26,34,60
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2015-09-01,1,1,1,1,1,0,2,5,1,1,0,0,0,0,6,8,14
CAMIRI,atencion odontologica,cirugia bucal menor,2015-09-01,9,5,2,4,1,6,9,34,5,1,0,0,0,0,26,50,76
CAPINOTA,atencion odontologica,cirugia bucal menor,2015-09-01,4,1,3,1,0,0,2,5,6,9,0,0,0,0,15,16,31
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2015-09-01,0,1,3,6,4,3,5,14,5,4,0,0,0,0,17,28,45
CARACOLLO,atencion odontologica,cirugia bucal menor,2015-09-01,6,7,20,18,4,3,10,20,15,3,0,0,0,0,55,51,106
CARANAVI,atencion odontologica,cirugia bucal menor,2015-09-01,2,2,1,1,1,1,4,11,2,0,0,0,0,0,10,15,25
CARAPARI,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,13,11,7,9,15,37,6,3,0,0,0,0,42,61,103
CARIPUYO,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,1,4,1,2,1,4,2,2,0,0,0,0,6,13,19
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,2,1,1,1,8,15,1,3,0,0,0,0,12,20,32
CATACORA,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,0,0,3,0,5,7,4,2,0,0,0,0,12,9,21
CHALLAPATA,atencion odontologica,cirugia bucal menor,2015-09-01,9,3,44,37,2,5,21,30,10,11,0,0,0,0,86,86,172
CHAQUI,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
CHARAGUA,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,3,4,3,1,3,17,1,0,0,0,0,0,11,23,34
CHARAÑA,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,0,0,0,0,4,6,3,2,0,0,0,0,8,8,16
CHAYANTA,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,2,0,0,0,1,3,3,1,0,0,0,0,6,4,10
CHIMORE,atencion odontologica,cirugia bucal menor,2015-09-01,5,0,0,0,7,1,0,0,3,0,0,0,0,0,15,1,16
CHIPAYA,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,3
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2015-09-01,2,0,3,8,0,1,1,8,0,2,0,0,0,0,6,19,25
CHUA COCANI,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,3,0,3,0,7,4,4,3,0,0,0,0,17,7,24
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2015-09-01,15,3,3,2,0,0,4,2,5,1,0,0,0,0,27,8,35
CHUMA,atencion odontologica,cirugia bucal menor,2015-09-01,2,1,130,114,68,83,82,83,23,20,0,0,0,0,305,301,606
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2015-09-01,9,5,0,0,0,0,0,2,0,0,0,0,0,0,9,7,16
CKOCHAS,atencion odontologica,cirugia bucal menor,2015-09-01,0,1,2,2,0,0,0,8,6,1,0,0,0,0,8,12,20
CLIZA,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,4,4,2,8,3,10,4,7,0,0,0,0,14,30,44
COBIJA,atencion odontologica,cirugia bucal menor,2015-09-01,3,5,14,6,3,7,11,11,0,0,0,0,0,0,31,29,60
COCAPATA,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,5,1,3,0,2,2,0,1,0,0,0,0,11,4,15
COCHABAMBA,atencion odontologica,cirugia bucal menor,2015-09-01,68,62,17,41,41,44,105,197,51,55,0,0,0,0,282,399,681
COIPASA,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,1,7,0,2,0,8,5,1,0,0,0,0,6,18,24
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2015-09-01,5,6,0,2,1,2,1,8,4,8,0,0,0,0,11,26,37
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2015-09-01,7,4,2,3,2,5,5,15,1,1,0,0,0,0,17,28,45
COLLANA,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,5,3,1,4,12,6,4,1,0,0,0,0,23,14,37
COLOMI,atencion odontologica,cirugia bucal menor,2015-09-01,4,6,3,5,1,6,0,9,5,0,0,0,0,0,13,26,39
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,2,2,0,1,0,5,0,3,0,0,0,0,2,11,13
COLQUECHACA,atencion odontologica,cirugia bucal menor,2015-09-01,7,5,5,13,4,12,14,28,11,14,0,0,0,0,41,72,113
COLQUENCHA,atencion odontologica,cirugia bucal menor,2015-09-01,1,2,14,18,0,20,7,41,4,6,0,0,0,0,26,87,113
COLQUIRI,atencion odontologica,cirugia bucal menor,2015-09-01,3,3,8,12,2,24,15,40,3,4,0,0,0,0,31,83,114
COMANCHE,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,0,1,2,1,1,8,3,1,0,0,0,0,7,11,18
COMBAYA,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,0,0,0,0,0,0,8,12,0,0,0,0,8,12,20
CONCEPCION,atencion odontologica,cirugia bucal menor,2015-09-01,2,1,6,4,2,2,9,0,6,5,0,0,0,0,25,12,37
COPACABANA,atencion odontologica,cirugia bucal menor,2015-09-01,2,5,1,1,1,3,1,5,1,0,0,0,0,0,6,14,20
CORIPATA,atencion odontologica,cirugia bucal menor,2015-09-01,2,0,5,1,0,1,2,15,2,0,0,0,0,0,11,17,28
CORO CORO,atencion odontologica,cirugia bucal menor,2015-09-01,2,0,4,5,0,3,2,14,0,5,0,0,0,0,8,27,35
COROICO,atencion odontologica,cirugia bucal menor,2015-09-01,2,0,4,3,0,0,3,4,1,0,0,0,0,0,10,7,17
CORQUE,atencion odontologica,cirugia bucal menor,2015-09-01,2,0,3,3,1,1,2,4,11,13,0,0,0,0,19,21,40
COTAGAITA,atencion odontologica,cirugia bucal menor,2015-09-01,0,2,2,6,1,6,15,23,6,25,0,0,0,0,24,62,86
COTOCA,atencion odontologica,cirugia bucal menor,2015-09-01,12,7,0,2,0,2,0,51,63,31,0,0,0,0,75,93,168
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2015-09-01,2,2,1,0,0,1,1,4,2,0,0,0,0,0,6,7,13
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2015-09-01,0,0,1,0,0,0,0,1,5,0,0,0,0,0,6,1,7
CUEVO,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,0,1,1,1,2,4,1,4,0,0,0,0,4,10,14
CULPINA,atencion odontologica,cirugia bucal menor,2015-09-01,1,3,2,10,3,8,6,28,15,24,0,0,0,0,27,73,100
CURVA,atencion odontologica,cirugia bucal menor,2015-09-01,1,7,2,1,0,1,1,4,0,4,0,0,0,0,4,17,21
DESAGUADERO,atencion odontologica,cirugia bucal menor,2015-09-01,0,4,3,6,1,2,11,16,3,1,0,0,0,0,18,29,47
EL ALTO,atencion odontologica,cirugia bucal menor,2015-09-01,179,126,450,448,77,159,105,228,99,34,0,0,0,0,910,995,1905
EL CHORO,atencion odontologica,cirugia bucal menor,2015-09-01,2,0,1,4,1,0,1,1,5,4,0,0,0,0,10,9,19
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2015-09-01,4,1,8,9,0,1,4,11,2,0,0,0,0,0,18,22,40
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2015-09-01,0,1,21,10,4,10,11,44,2,8,0,0,0,0,38,73,111
EL TORNO,atencion odontologica,cirugia bucal menor,2015-09-01,1,3,2,14,1,6,5,23,5,15,0,0,0,0,14,61,75
EL VILLAR,atencion odontologica,cirugia bucal menor,2015-09-01,2,1,9,8,3,4,7,6,4,0,0,0,0,0,25,19,44
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2015-09-01,2,1,11,17,5,12,17,51,1,1,0,0,0,0,36,82,118
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2015-09-01,4,5,0,2,0,0,1,1,1,3,0,0,0,0,6,11,17
ESCOMA,atencion odontologica,cirugia bucal menor,2015-09-01,0,0,0,0,1,0,2,3,6,1,0,0,0,0,9,4,13
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2015-09-01,1,5,4,13,2,6,11,17,7,3,0,0,0,0,25,44,69
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2015-09-01,4,1,15,14,1,2,3,6,9,13,0,0,0,0,32,36,68
FILADELFIA,atencion odontologica,cirugia bucal menor,2015-09-01,1,1,1,1,0,0,0,5,4,2,0,0,0,0,6,9,15
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2015-09-01,1,0,9,2,2,3,1,15,8,2,0,0,0,0,21,22,43
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2015-09-01,2,2,1,4,4,8,14,12,3,7,0,0,0,0,24,33,57
GUANAY,atencion odontologica,cirugia bucal menor,2015-09-01,3,4,1,1,0,3,0,0,0,4,0,0,0,0,4,12,16
