,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
QUILLACOLLO,atencion odontologica,primera consulta,2015-06-01,366,86,28,23,2,24,23,80,12,20,0,31,0,42,431,306,737
QUIME,atencion odontologica,primera consulta,2015-06-01,16,20,6,6,2,14,19,21,5,9,0,2,0,15,48,87,135
QUIRUSILLAS,atencion odontologica,primera consulta,2015-06-01,1,1,0,0,0,1,1,0,2,2,0,0,0,1,4,5,9
RAVELO,atencion odontologica,primera consulta,2015-06-01,14,22,59,49,9,9,22,44,12,13,0,12,0,6,116,155,271
REYES,atencion odontologica,primera consulta,2015-06-01,5,5,12,12,5,2,11,14,2,2,0,5,0,2,35,42,77
RIBERALTA,atencion odontologica,primera consulta,2015-06-01,140,172,78,98,37,74,74,171,16,11,0,176,0,75,345,777,1122
ROBORE,atencion odontologica,primera consulta,2015-06-01,40,39,18,13,5,11,15,24,4,0,0,14,0,7,82,108,190
RURRENABAQUE,atencion odontologica,primera consulta,2015-06-01,13,12,14,16,11,16,11,22,4,2,0,11,0,3,53,82,135
SABAYA,atencion odontologica,primera consulta,2015-06-01,6,8,2,3,2,3,4,7,1,0,0,3,0,1,15,25,40
SACABA,atencion odontologica,primera consulta,2015-06-01,120,129,240,234,34,59,27,91,30,29,0,30,0,75,451,647,1098
SACABAMBA,atencion odontologica,primera consulta,2015-06-01,2,0,4,2,0,2,3,5,1,5,0,1,0,1,10,16,26
SACACA,atencion odontologica,primera consulta,2015-06-01,45,42,6,1,3,10,16,35,3,3,0,7,0,11,73,109,182
SAIPINA,atencion odontologica,primera consulta,2015-06-01,1,3,3,1,2,5,6,5,5,4,0,0,0,0,17,18,35
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2015-06-01,15,14,33,34,7,6,9,26,8,15,0,15,0,0,72,110,182
SAMAIPATA,atencion odontologica,primera consulta,2015-06-01,2,5,0,1,0,1,0,0,0,0,0,1,0,2,2,10,12
SAN AGUSTIN,atencion odontologica,primera consulta,2015-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANDRES,atencion odontologica,primera consulta,2015-06-01,4,2,0,4,1,4,11,6,1,0,0,2,0,1,17,19,36
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2015-06-01,11,10,19,21,7,8,8,23,13,11,0,2,0,4,58,79,137
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2015-06-01,4,2,6,3,0,6,0,10,2,0,0,0,0,2,12,23,35
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2015-06-01,7,7,2,0,0,1,4,6,2,0,0,0,0,1,15,15,30
SAN BENITO,atencion odontologica,primera consulta,2015-06-01,48,50,22,17,1,3,3,10,6,7,0,18,0,4,80,109,189
SAN BORJA,atencion odontologica,primera consulta,2015-06-01,22,26,15,20,10,20,16,59,12,16,0,6,0,28,75,175,250
SAN BUENA VENTURA,atencion odontologica,primera consulta,2015-06-01,11,12,7,12,3,5,11,19,3,6,0,3,0,2,35,59,94
SAN CARLOS,atencion odontologica,primera consulta,2015-06-01,15,23,9,14,10,16,17,35,3,4,0,11,0,10,54,113,167
SAN IGNACIO,atencion odontologica,primera consulta,2015-06-01,31,20,106,119,17,37,15,61,1,4,0,14,0,17,170,272,442
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2015-06-01,266,213,470,378,8,2,6,19,18,18,0,6,0,3,768,639,1407
SAN JAVIER(BNI),atencion odontologica,primera consulta,2015-06-01,3,9,24,20,0,2,1,2,1,0,0,1,0,1,29,35,64
SAN JAVIER(STC),atencion odontologica,primera consulta,2015-06-01,7,2,3,3,1,4,8,13,4,2,0,5,0,5,23,34,57
SAN JOAQUIN,atencion odontologica,primera consulta,2015-06-01,83,88,195,166,0,0,0,0,0,0,0,0,0,0,278,254,532
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2015-06-01,5,3,1,9,6,3,12,20,2,0,0,2,0,2,26,39,65
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2015-06-01,14,10,4,11,0,2,2,9,2,0,0,5,0,6,22,43,65
SAN JULIAN,atencion odontologica,primera consulta,2015-06-01,89,107,93,167,13,38,3,16,6,8,0,22,0,16,204,374,578
SAN LORENZO(TJA),atencion odontologica,primera consulta,2015-06-01,8,13,73,67,26,50,54,92,11,8,0,1,0,1,172,232,404
SAN LUCAS,atencion odontologica,primera consulta,2015-06-01,217,193,25,27,18,43,26,99,8,2,0,104,0,16,294,484,778
SAN MATIAS,atencion odontologica,primera consulta,2015-06-01,20,14,1,6,2,10,9,33,9,6,0,7,0,5,41,81,122
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2015-06-01,4,7,1,4,2,2,7,22,2,3,0,1,0,4,16,43,59
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2015-06-01,1,1,0,2,1,0,3,5,0,1,0,3,0,1,5,13,18
SAN PEDRO,atencion odontologica,primera consulta,2015-06-01,19,6,42,44,19,33,13,44,5,4,0,20,0,8,98,159,257
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2015-06-01,4,9,39,13,5,7,20,44,7,6,0,6,0,10,75,95,170
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2015-06-01,13,26,6,7,3,1,6,5,6,10,0,5,0,6,34,60,94
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2015-06-01,0,2,1,0,0,0,2,2,1,0,0,0,0,0,4,4,8
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2015-06-01,8,8,2,6,4,2,9,10,7,8,0,2,0,0,30,36,66
SAN RAFAEL,atencion odontologica,primera consulta,2015-06-01,20,21,0,3,3,4,1,15,0,0,0,10,0,8,24,61,85
SAN RAMON BENI,atencion odontologica,primera consulta,2015-06-01,2,0,0,1,2,13,4,15,2,0,0,2,0,3,10,34,44
SAN RAMON SCZ,atencion odontologica,primera consulta,2015-06-01,39,41,10,15,15,5,5,0,7,2,0,14,0,5,76,82,158
SANTA ANA,atencion odontologica,primera consulta,2015-06-01,6,12,14,17,6,8,11,20,10,8,0,1,0,0,47,66,113
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2015-06-01,1794,1732,569,520,261,626,805,2114,442,479,0,1383,0,493,3871,7347,11218
SANTA ROSA,atencion odontologica,primera consulta,2015-06-01,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2015-06-01,8,10,35,43,8,12,19,35,6,3,0,6,0,10,76,119,195
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2015-06-01,6,5,3,5,1,1,2,4,2,3,0,0,0,1,14,19,33
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2015-06-01,36,28,52,66,7,13,27,43,15,7,0,7,0,1,137,165,302
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2015-06-01,7,11,0,2,1,2,12,14,6,8,0,7,0,1,26,45,71
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2015-06-01,5,8,3,6,1,1,3,10,4,4,0,0,0,3,16,32,48
SANTIVAÑES,atencion odontologica,primera consulta,2015-06-01,3,4,3,1,2,0,7,14,3,3,0,0,0,2,18,24,42
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2015-06-01,5,6,3,10,3,1,8,8,6,5,0,1,0,4,25,35,60
SAPAHAQUI,atencion odontologica,primera consulta,2015-06-01,7,7,10,22,6,5,11,22,3,4,0,7,0,9,37,76,113
SENA,atencion odontologica,primera consulta,2015-06-01,10,8,0,0,0,6,0,7,0,0,0,8,0,0,10,29,39
SHINAOTA,atencion odontologica,primera consulta,2015-06-01,17,10,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2015-06-01,18,26,10,9,3,17,9,40,3,8,0,4,0,14,43,118,161
SICAYA,atencion odontologica,primera consulta,2015-06-01,0,1,3,4,1,2,1,11,0,1,0,3,0,0,5,22,27
SIPE SIPE,atencion odontologica,primera consulta,2015-06-01,59,58,16,17,3,30,13,89,10,10,0,34,0,34,101,272,373
SOPACHUY,atencion odontologica,primera consulta,2015-06-01,26,20,25,18,3,6,16,15,5,3,0,19,0,1,75,82,157
SORACACHI,atencion odontologica,primera consulta,2015-06-01,4,4,51,46,5,12,10,10,5,4,0,1,0,5,75,82,157
SORATA,atencion odontologica,primera consulta,2015-06-01,9,8,2,2,1,5,10,7,2,3,0,7,0,3,24,35,59
SUCRE,atencion odontologica,primera consulta,2015-06-01,742,739,280,319,113,310,483,1422,111,86,0,872,0,248,1729,3996,5725
TACACHI,atencion odontologica,primera consulta,2015-06-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,3,5
TACACOMA,atencion odontologica,primera consulta,2015-06-01,2,4,4,6,5,4,10,15,1,2,0,3,0,0,22,34,56
TACOBAMBA,atencion odontologica,primera consulta,2015-06-01,2,3,9,11,2,2,0,12,0,1,0,2,0,2,13,33,46
TACOPAYA,atencion odontologica,primera consulta,2015-06-01,12,16,3,3,1,16,8,40,8,14,0,5,0,14,32,108,140
TAHUA,atencion odontologica,primera consulta,2015-06-01,3,3,1,2,0,0,1,7,1,0,0,0,0,4,6,16,22
TAPACARI,atencion odontologica,primera consulta,2015-06-01,24,12,15,11,12,11,13,36,5,10,0,15,0,12,69,107,176
TARABUCO,atencion odontologica,primera consulta,2015-06-01,51,38,42,48,8,15,11,48,4,5,0,21,0,16,116,191,307
TARACO,atencion odontologica,primera consulta,2015-06-01,10,7,4,5,5,9,4,13,8,5,0,6,0,1,31,46,77
TARATA,atencion odontologica,primera consulta,2015-06-01,5,8,4,3,7,4,7,20,9,3,0,8,0,1,32,47,79
TARIJA,atencion odontologica,primera consulta,2015-06-01,173,188,363,365,187,264,449,838,75,81,0,89,0,8,1247,1833,3080
TARVITA,atencion odontologica,primera consulta,2015-06-01,25,27,31,40,13,17,16,35,4,6,0,20,0,4,89,149,238
TEOPONTE,atencion odontologica,primera consulta,2015-06-01,5,9,6,10,4,9,26,25,6,8,0,9,0,11,47,81,128
TIAWANACU,atencion odontologica,primera consulta,2015-06-01,6,5,25,15,6,11,9,32,10,9,0,6,0,7,56,85,141
TINGUIPAYA,atencion odontologica,primera consulta,2015-06-01,20,17,2,2,2,6,6,14,6,3,0,6,0,5,36,53,89
TIPUANI,atencion odontologica,primera consulta,2015-06-01,5,13,27,26,67,57,3,22,1,3,0,4,0,3,103,128,231
TIQUIPAYA,atencion odontologica,primera consulta,2015-06-01,86,78,133,133,43,48,19,67,5,11,0,30,0,19,286,386,672
TIRAQUE (CBBA),atencion odontologica,primera consulta,2015-06-01,5,3,10,7,5,7,8,6,5,3,0,3,0,0,33,29,62
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2015-06-01,2,4,0,2,1,3,3,3,0,0,0,0,0,0,6,12,18
TOCO,atencion odontologica,primera consulta,2015-06-01,5,12,11,5,2,3,8,20,8,10,0,7,0,2,34,59,93
TODOS SANTOS,atencion odontologica,primera consulta,2015-06-01,1,1,1,1,4,0,0,1,0,0,0,1,0,0,6,4,10
TOLATA,atencion odontologica,primera consulta,2015-06-01,6,5,3,3,1,2,0,4,2,1,0,4,0,4,12,23,35
TOLEDO,atencion odontologica,primera consulta,2015-06-01,8,9,7,4,0,1,2,9,2,1,0,1,0,4,19,29,48
TOMAVE,atencion odontologica,primera consulta,2015-06-01,21,15,16,14,3,7,19,33,12,11,0,5,0,8,71,93,164
TOMINA,atencion odontologica,primera consulta,2015-06-01,9,19,59,62,14,17,15,29,4,0,0,15,0,2,101,144,245
TORO TORO,atencion odontologica,primera consulta,2015-06-01,2,7,46,52,7,13,16,28,7,2,0,9,0,9,78,120,198
TOTORA(CBBA),atencion odontologica,primera consulta,2015-06-01,6,3,26,25,3,9,14,23,3,1,0,3,0,7,52,71,123
TOTORA(ORR),atencion odontologica,primera consulta,2015-06-01,1,0,1,3,2,1,4,2,0,2,0,0,0,0,8,8,16
TRIGAL,atencion odontologica,primera consulta,2015-06-01,5,0,0,0,0,1,2,5,2,0,0,0,0,0,9,6,15
TRINIDAD,atencion odontologica,primera consulta,2015-06-01,47,57,99,121,78,89,114,235,48,39,0,38,0,29,386,608,994
TUPIZA,atencion odontologica,primera consulta,2015-06-01,21,24,31,25,5,18,14,42,5,5,0,22,0,6,76,142,218
TURCO,atencion odontologica,primera consulta,2015-06-01,6,5,8,10,4,2,16,20,10,8,0,1,0,0,44,46,90
UMALA,atencion odontologica,primera consulta,2015-06-01,4,1,3,0,0,0,2,2,2,3,0,0,0,0,11,6,17
UNCIA,atencion odontologica,primera consulta,2015-06-01,23,15,14,17,11,22,18,37,11,12,0,17,0,9,77,129,206
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2015-06-01,24,31,74,69,21,40,80,128,7,4,0,5,0,2,206,279,485
URUBICHA,atencion odontologica,primera consulta,2015-06-01,2,2,1,2,0,3,2,4,1,1,0,4,0,0,6,16,22
UYUNI,atencion odontologica,primera consulta,2015-06-01,10,16,22,19,5,38,53,67,22,25,0,2,0,7,112,174,286
VACAS,atencion odontologica,primera consulta,2015-06-01,6,3,5,6,1,11,8,10,0,2,0,1,0,3,20,36,56
VALLEGRANDE,atencion odontologica,primera consulta,2015-06-01,74,68,30,27,5,8,21,47,7,3,0,19,0,2,137,174,311
VIACHA,atencion odontologica,primera consulta,2015-06-01,155,128,21,32,17,30,34,70,17,11,0,20,0,21,244,312,556
VILA VILA,atencion odontologica,primera consulta,2015-06-01,2,6,1,0,1,3,2,9,2,2,0,7,0,10,8,37,45
VILLA CHARCAS,atencion odontologica,primera consulta,2015-06-01,23,28,5,8,3,10,14,32,1,2,0,27,0,2,46,109,155
VILLA MONTES,atencion odontologica,primera consulta,2015-06-01,22,19,77,117,43,59,106,193,20,13,0,22,0,7,268,430,698
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2015-06-01,7,6,5,9,1,2,2,2,3,2,0,3,0,2,18,26,44
VILLA RIVERO,atencion odontologica,primera consulta,2015-06-01,7,5,2,1,4,2,2,11,1,4,0,10,0,1,16,34,50
VILLA SERRANO,atencion odontologica,primera consulta,2015-06-01,19,13,3,3,1,1,5,14,1,0,0,12,0,2,29,45,74
VILLA TUNARI,atencion odontologica,primera consulta,2015-06-01,61,60,29,44,24,61,49,113,9,6,0,64,0,62,172,410,582
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2015-06-01,44,46,15,20,3,14,32,80,2,2,0,27,0,21,96,210,306
VILLAZON,atencion odontologica,primera consulta,2015-06-01,30,38,38,49,7,8,26,65,5,7,0,21,0,5,106,193,299
VINTO,atencion odontologica,primera consulta,2015-06-01,42,33,10,5,1,7,9,39,4,8,0,10,0,35,66,137,203
VITICHI,atencion odontologica,primera consulta,2015-06-01,3,9,8,14,4,13,20,35,9,9,0,11,0,0,44,91,135
WALDO BALLIVIAN,atencion odontologica,primera consulta,2015-06-01,3,0,1,1,0,1,0,4,1,1,0,1,0,3,5,11,16
WARNES,atencion odontologica,primera consulta,2015-06-01,16,18,18,21,8,14,15,44,10,4,0,5,0,12,67,118,185
YACO,atencion odontologica,primera consulta,2015-06-01,6,3,4,4,4,2,5,34,5,8,0,2,0,7,24,60,84
YACUIBA,atencion odontologica,primera consulta,2015-06-01,11,20,50,50,33,40,76,144,11,3,0,3,0,1,181,261,442
YAMPARAEZ,atencion odontologica,primera consulta,2015-06-01,29,32,3,4,0,11,8,17,1,3,0,11,0,7,41,85,126
YANACACHI,atencion odontologica,primera consulta,2015-06-01,3,3,4,2,3,1,9,11,2,0,0,2,0,2,21,21,42
YAPACANI,atencion odontologica,primera consulta,2015-06-01,64,61,12,14,4,16,11,53,8,12,0,42,0,37,99,235,334
YOCALLA,atencion odontologica,primera consulta,2015-06-01,6,9,5,5,3,6,9,7,4,2,0,4,0,2,27,35,62
YOTALA,atencion odontologica,primera consulta,2015-06-01,24,25,6,3,11,6,7,13,3,3,0,12,0,11,51,73,124
YUNCHARA,atencion odontologica,primera consulta,2015-06-01,3,8,56,48,7,17,33,80,5,6,0,1,0,0,104,160,264
ZUDAÑEZ,atencion odontologica,primera consulta,2015-06-01,4,6,1,2,3,6,6,21,1,2,0,15,0,0,15,52,67
ACACIO,atencion odontologica,primera consulta,2015-07-01,0,1,3,1,0,3,1,5,0,2,0,3,0,2,4,17,21
ACHACACHI,atencion odontologica,primera consulta,2015-07-01,54,46,29,31,13,26,41,75,41,32,0,29,0,24,178,263,441
ACHOCALLA,atencion odontologica,primera consulta,2015-07-01,18,9,11,13,3,9,5,30,0,2,0,19,0,11,37,93,130
AIQUILE,atencion odontologica,primera consulta,2015-07-01,12,16,5,13,1,0,8,2,1,0,0,0,0,0,27,31,58
ALALAY,atencion odontologica,primera consulta,2015-07-01,1,1,0,0,0,0,0,2,2,0,0,1,0,2,3,6,9
ALCALA,atencion odontologica,primera consulta,2015-07-01,2,1,4,7,6,7,13,18,2,8,0,1,0,1,27,43,70
ALTO BENI,atencion odontologica,primera consulta,2015-07-01,8,9,3,4,3,2,7,12,2,1,0,0,0,2,23,30,53
ANCORAIMES,atencion odontologica,primera consulta,2015-07-01,12,12,1,2,2,5,5,9,3,1,0,2,0,1,23,32,55
ANDAMARCA,atencion odontologica,primera consulta,2015-07-01,3,3,1,4,6,6,12,9,5,7,0,6,0,1,27,36,63
ANTEQUERA,atencion odontologica,primera consulta,2015-07-01,2,0,0,0,0,1,2,0,0,1,0,2,0,0,4,4,8
ANZALDO,atencion odontologica,primera consulta,2015-07-01,8,13,9,8,2,3,7,17,7,9,0,1,0,5,33,56,89
APOLO,atencion odontologica,primera consulta,2015-07-01,24,22,27,23,0,13,7,15,2,1,0,4,0,10,60,88,148
ARAMPAMPA,atencion odontologica,primera consulta,2015-07-01,9,5,3,2,1,3,5,9,0,3,0,6,0,1,18,29,47
ARANI,atencion odontologica,primera consulta,2015-07-01,7,4,6,4,1,6,5,12,3,2,0,1,0,6,22,35,57
ARBIETO,atencion odontologica,primera consulta,2015-07-01,12,17,11,6,1,4,3,21,4,6,0,12,0,6,31,72,103
ARQUE,atencion odontologica,primera consulta,2015-07-01,12,4,5,5,1,7,9,24,0,2,0,7,0,4,27,53,80
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2015-07-01,2,9,8,8,6,11,3,18,1,1,0,13,0,0,20,60,80
ATOCHA,atencion odontologica,primera consulta,2015-07-01,11,12,33,40,25,47,51,67,9,5,0,0,0,0,129,171,300
AUCAPATA,atencion odontologica,primera consulta,2015-07-01,2,1,3,1,2,3,6,15,1,1,0,0,0,1,14,22,36
AYATA,atencion odontologica,primera consulta,2015-07-01,2,1,4,10,1,3,7,20,3,3,0,0,0,0,17,37,54
AYO AYO,atencion odontologica,primera consulta,2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2015-07-01,4,14,8,4,7,8,13,15,9,1,0,5,0,10,41,57,98
AZURDUY,atencion odontologica,primera consulta,2015-07-01,8,10,8,6,2,11,13,34,1,3,0,17,0,3,32,84,116
BATALLAS,atencion odontologica,primera consulta,2015-07-01,10,7,8,5,1,4,2,11,6,4,0,5,0,2,27,38,65
BAURES,atencion odontologica,primera consulta,2015-07-01,3,2,5,14,10,6,18,18,5,1,0,0,0,0,41,41,82
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2015-07-01,1,2,4,3,0,0,2,0,0,1,0,0,0,0,7,6,13
BELEN DE URMIRI,atencion odontologica,primera consulta,2015-07-01,1,1,0,2,0,6,0,4,1,0,0,2,0,0,2,15,17
BELLA FLOR,atencion odontologica,primera consulta,2015-07-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
BERMEJO,atencion odontologica,primera consulta,2015-07-01,28,25,207,229,127,186,170,223,51,51,0,74,0,41,583,829,1412
BETANZOS,atencion odontologica,primera consulta,2015-07-01,80,47,13,29,19,31,34,59,12,9,0,13,0,16,158,204,362
BOLIVAR,atencion odontologica,primera consulta,2015-07-01,1,2,0,4,3,11,4,10,2,0,0,4,0,1,10,32,42
BOYUIBE,atencion odontologica,primera consulta,2015-07-01,8,7,2,8,2,3,7,16,2,2,0,1,0,0,21,37,58
BUENA VISTA,atencion odontologica,primera consulta,2015-07-01,21,19,9,4,2,10,7,8,3,0,0,5,0,4,42,50,92
CABEZAS,atencion odontologica,primera consulta,2015-07-01,56,61,22,18,6,13,42,51,8,10,0,30,0,5,134,188,322
CAIROMA,atencion odontologica,primera consulta,2015-07-01,11,5,6,12,6,11,13,25,2,3,0,1,0,2,38,59,97
"CAIZA ""D""",atencion odontologica,primera consulta,2015-07-01,10,8,12,9,6,13,14,38,2,4,0,5,0,4,44,81,125
CAJUATA,atencion odontologica,primera consulta,2015-07-01,21,19,25,16,5,8,13,23,4,3,0,10,0,7,68,86,154
CALACOTO,atencion odontologica,primera consulta,2015-07-01,1,5,0,0,0,0,1,4,2,1,0,0,0,0,4,10,14
CALAMARCA,atencion odontologica,primera consulta,2015-07-01,6,11,6,12,9,12,19,41,6,6,0,2,0,5,46,89,135
CAMARGO,atencion odontologica,primera consulta,2015-07-01,23,27,9,12,1,6,9,29,1,2,0,26,0,8,43,110,153
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2015-07-01,6,4,3,5,1,5,8,7,2,2,0,1,0,1,20,25,45
CAMIRI,atencion odontologica,primera consulta,2015-07-01,26,37,44,35,5,13,44,66,11,9,0,45,0,10,130,215,345
CAPINOTA,atencion odontologica,primera consulta,2015-07-01,6,13,4,4,3,10,4,14,4,8,0,6,0,6,21,61,82
CAQUIAVIRI,atencion odontologica,primera consulta,2015-07-01,8,1,2,6,2,8,5,16,3,0,0,9,0,4,20,44,64
CARACOLLO,atencion odontologica,primera consulta,2015-07-01,16,15,22,26,5,13,15,39,4,4,0,7,0,0,62,104,166
CARANAVI,atencion odontologica,primera consulta,2015-07-01,54,48,33,24,14,10,16,38,6,8,0,10,0,13,123,151,274
CARAPARI,atencion odontologica,primera consulta,2015-07-01,3,2,15,25,9,18,13,36,3,3,0,0,0,2,43,86,129
CARIPUYO,atencion odontologica,primera consulta,2015-07-01,4,9,2,0,3,9,2,13,5,8,0,0,0,2,16,41,57
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2015-07-01,5,8,2,5,0,0,4,10,1,3,0,5,0,0,12,31,43
CATACORA,atencion odontologica,primera consulta,2015-07-01,0,1,0,0,0,0,1,5,0,1,0,0,0,0,1,7,8
CHALLAPATA,atencion odontologica,primera consulta,2015-07-01,56,56,123,110,14,27,26,96,18,11,0,13,0,18,237,331,568
CHAQUI,atencion odontologica,primera consulta,2015-07-01,4,3,6,12,2,5,7,14,2,7,0,6,0,7,21,54,75
CHARAGUA,atencion odontologica,primera consulta,2015-07-01,27,32,31,30,29,43,45,52,7,9,0,16,0,10,139,192,331
CHARAÑA,atencion odontologica,primera consulta,2015-07-01,4,3,2,2,0,4,1,5,1,1,0,0,0,3,8,18,26
CHAYANTA,atencion odontologica,primera consulta,2015-07-01,22,19,14,15,3,12,16,38,6,12,0,12,0,11,61,119,180
CHIMORE,atencion odontologica,primera consulta,2015-07-01,28,26,17,16,17,21,10,40,12,3,0,11,0,24,84,141,225
CHIPAYA,atencion odontologica,primera consulta,2015-07-01,1,1,3,3,1,1,2,9,2,1,0,3,0,0,9,18,27
CHOQUE COTA,atencion odontologica,primera consulta,2015-07-01,17,11,1,0,1,2,3,10,1,3,0,4,0,0,23,30,53
CHUA COCANI,atencion odontologica,primera consulta,2015-07-01,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2015-07-01,12,13,10,7,3,4,12,29,2,1,0,16,0,4,39,74,113
CHUMA,atencion odontologica,primera consulta,2015-07-01,8,13,16,18,7,10,33,39,7,3,0,4,0,4,71,91,162
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2015-07-01,4,10,1,2,2,10,3,10,2,1,0,1,0,1,12,35,47
CKOCHAS,atencion odontologica,primera consulta,2015-07-01,8,4,6,2,3,6,8,10,1,4,0,4,0,11,26,41,67
CLIZA,atencion odontologica,primera consulta,2015-07-01,9,17,11,7,6,14,12,35,7,5,0,9,0,12,45,99,144
COBIJA,atencion odontologica,primera consulta,2015-07-01,198,167,50,42,22,72,91,126,15,11,0,86,0,15,376,519,895
COCAPATA,atencion odontologica,primera consulta,2015-07-01,23,27,25,28,10,18,19,35,10,16,0,5,0,9,87,138,225
COCHABAMBA,atencion odontologica,primera consulta,2015-07-01,492,494,263,315,110,210,587,884,71,76,0,312,0,215,1523,2506,4029
COIPASA,atencion odontologica,primera consulta,2015-07-01,6,0,1,3,4,0,4,1,0,0,0,0,0,0,15,4,19
COLCAPIRHUA,atencion odontologica,primera consulta,2015-07-01,66,53,6,4,0,7,8,52,8,8,0,18,0,17,88,159,247
"COLCHA ""K""",atencion odontologica,primera consulta,2015-07-01,11,12,19,19,2,19,16,25,9,7,0,7,0,6,57,95,152
COLLANA,atencion odontologica,primera consulta,2015-07-01,0,3,0,0,0,1,2,0,0,0,0,1,0,0,2,5,7
COLOMI,atencion odontologica,primera consulta,2015-07-01,9,18,1,1,2,8,1,8,11,7,0,16,0,5,24,63,87
COLPA BELGICA,atencion odontologica,primera consulta,2015-07-01,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,4
COLQUECHACA,atencion odontologica,primera consulta,2015-07-01,50,32,26,24,8,37,28,52,26,16,0,12,0,17,138,190,328
COLQUENCHA,atencion odontologica,primera consulta,2015-07-01,11,13,12,18,8,16,13,28,1,0,0,0,0,0,45,75,120
COLQUIRI,atencion odontologica,primera consulta,2015-07-01,20,21,13,17,21,20,15,55,4,5,0,3,0,3,73,124,197
COMANCHE,atencion odontologica,primera consulta,2015-07-01,1,1,1,0,4,0,2,3,1,1,0,0,0,0,9,5,14
COMARAPA,atencion odontologica,primera consulta,2015-07-01,17,12,7,10,3,13,8,12,8,5,0,8,0,34,43,94,137
COMBAYA,atencion odontologica,primera consulta,2015-07-01,2,0,1,1,0,2,1,1,7,6,0,1,0,0,11,11,22
CONCEPCION,atencion odontologica,primera consulta,2015-07-01,13,21,13,8,17,15,15,33,12,3,0,11,0,0,70,91,161
COPACABANA,atencion odontologica,primera consulta,2015-07-01,3,16,4,0,3,3,1,13,4,1,0,2,0,0,15,35,50
CORIPATA,atencion odontologica,primera consulta,2015-07-01,9,6,9,5,2,5,11,11,3,0,0,2,0,6,34,35,69
CORO CORO,atencion odontologica,primera consulta,2015-07-01,0,2,2,1,0,0,1,2,0,0,0,0,0,3,3,8,11
COROICO,atencion odontologica,primera consulta,2015-07-01,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,3,4
CORQUE,atencion odontologica,primera consulta,2015-07-01,12,16,4,8,1,2,10,5,10,9,0,4,0,1,37,45,82
COTAGAITA,atencion odontologica,primera consulta,2015-07-01,26,26,17,23,9,14,37,58,33,32,0,6,0,11,122,170,292
