municipality,group,variable,month,Primeras consultas,TOTAL
TARACO,consultas odontologicas,primeras consultas,2006-12-01,20,20
TARATA,consultas odontologicas,primeras consultas,2006-12-01,40,40
TARIJA,consultas odontologicas,primeras consultas,2006-12-01,1047,1047
TARVITA,consultas odontologicas,primeras consultas,2006-12-01,28,28
TIAWANACU,consultas odontologicas,primeras consultas,2006-12-01,44,44
TIPUANI,consultas odontologicas,primeras consultas,2006-12-01,8,8
TIQUIPAYA,consultas odontologicas,primeras consultas,2006-12-01,271,271
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2006-12-01,92,92
TOCO,consultas odontologicas,primeras consultas,2006-12-01,33,33
TOLATA,consultas odontologicas,primeras consultas,2006-12-01,5,5
TOLEDO,consultas odontologicas,primeras consultas,2006-12-01,21,21
TOMINA,consultas odontologicas,primeras consultas,2006-12-01,11,11
TORO TORO,consultas odontologicas,primeras consultas,2006-12-01,60,60
TOTORA(CBBA),consultas odontologicas,primeras consultas,2006-12-01,68,68
TOTORA(ORR),consultas odontologicas,primeras consultas,2006-12-01,21,21
TRINIDAD,consultas odontologicas,primeras consultas,2006-12-01,8,8
TUPIZA,consultas odontologicas,primeras consultas,2006-12-01,326,326
TURCO,consultas odontologicas,primeras consultas,2006-12-01,167,167
UMALA,consultas odontologicas,primeras consultas,2006-12-01,70,70
UNCIA,consultas odontologicas,primeras consultas,2006-12-01,182,182
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2006-12-01,64,64
UYUNI,consultas odontologicas,primeras consultas,2006-12-01,116,116
VACAS,consultas odontologicas,primeras consultas,2006-12-01,146,146
VILA VILA,consultas odontologicas,primeras consultas,2006-12-01,6,6
VILLA MONTES,consultas odontologicas,primeras consultas,2006-12-01,219,219
VILLA TUNARI,consultas odontologicas,primeras consultas,2006-12-01,587,587
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2006-12-01,13,13
VILLAZON,consultas odontologicas,primeras consultas,2006-12-01,240,240
VINTO,consultas odontologicas,primeras consultas,2006-12-01,39,39
WARNES,consultas odontologicas,primeras consultas,2006-12-01,16,16
YACUIBA,consultas odontologicas,primeras consultas,2006-12-01,426,426
YAMPARAEZ,consultas odontologicas,primeras consultas,2006-12-01,17,17
YANACACHI,consultas odontologicas,primeras consultas,2006-12-01,18,18
YAPACANI,consultas odontologicas,primeras consultas,2006-12-01,184,184
YUNCHARA,consultas odontologicas,primeras consultas,2006-12-01,56,56
