,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,5,0,0,0,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,6,0,0,20,6,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,6,0,0,10,6,16
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,102,5,0,0,102,5,107
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,1,0,0,3,1,4
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,57,35,0,0,57,35,92
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,23,16,0,0,23,16,39
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,5,0,0,7,5,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,2,0,0,3,2,5
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,0,0,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,25,9,0,0,25,9,34
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,16,0,0,3,16,19
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,36,2,0,0,36,2,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,30,0,0,2,30,32
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,15,6,0,0,15,6,21
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,7,0,0,3,7,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,74,32,0,0,74,32,106
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,12,12,0,0,12,12,24
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,11,15,0,0,11,15,26
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,0,0,0,2,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,62,7,0,0,62,7,69
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,7,0,0,7,7,14
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,3,0,0,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,9,0,0,2,9,11
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,9,0,0,7,9,16
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,33,0,0,20,33,53
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,29,0,0,3,29,32
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,8,0,0,8,8,16
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,15,6,0,0,15,6,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,6,0,0,10,6,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,73,35,0,0,73,35,108
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,120,4,0,0,120,4,124
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1339,40,0,0,1339,40,1379
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,4,0,0,10,4,14
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,13,0,0,7,13,20
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,1,0,0,2,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,1,0,0,1,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,27,66,0,0,27,66,93
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,2,0,0,3,2,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,3,0,0,0,3,3
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,10,0,0,4,10,14
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,0,0,0,10,0,10
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,15,8,0,0,15,8,23
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,14,8,0,0,14,8,22
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,16,4,0,0,16,4,20
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,3,0,0,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,12,11,0,0,12,11,23
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,14,0,0,5,14,19
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,59,2,0,0,59,2,61
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,34,0,0,20,34,54
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,25,0,0,3,25,28
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,7,0,0,3,7,10
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,36,5,0,0,36,5,41
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,260,28,0,0,260,28,288
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,2,0,0,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,62,0,0,19,62,81
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,0,0,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,0,0,0,1,0,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,33,0,0,10,33,43
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,25,3,0,0,25,3,28
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,5,0,0,4,5,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,488,18,0,0,488,18,506
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,17,9,0,0,17,9,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,15,3,0,0,15,3,18
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,43,19,0,0,43,19,62
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,18,0,0,8,18,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,58,18,0,0,58,18,76
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,18,3,0,0,18,3,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,12,0,0,4,12,16
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,2,0,0,1,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,25,10,0,0,25,10,35
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,5,0,0,9,5,14
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,14,0,0,8,14,22
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,51,0,0,2,51,53
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,15,9,0,0,15,9,24
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,12,0,0,20,12,32
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,3,0,0,9,3,12
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,17,8,0,0,17,8,25
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,21,27,0,0,21,27,48
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,13,9,0,0,13,9,22
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,44,2,0,0,44,2,46
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,11,0,0,9,11,20
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,0,0,0,5,0,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,369,54,0,0,369,54,423
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,7,0,0,4,7,11
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,34,0,0,19,34,53
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,40,0,0,7,40,47
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,26,0,0,2,26,28
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,9,0,0,3,9,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,7,0,0,1,7,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,21,32,0,0,21,32,53
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,5,0,0,7,5,12
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,27,4,0,0,27,4,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,116,49,0,0,116,49,165
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,17,53,0,0,17,53,70
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,50,3,0,0,50,3,53
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,2,0,0,2,2,4
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,207,64,0,0,207,64,271
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,19,0,0,1,19,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,1,0,0,1,1,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,12,28,0,0,12,28,40
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,2,0,0,19,2,21
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,213,56,0,0,213,56,269
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,16,5,0,0,16,5,21
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,3,0,0,20,3,23
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,1,0,0,2,1,3
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,182,65,0,0,182,65,247
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,13,0,0,1,13,14
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,19,0,0,5,19,24
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,10,0,0,8,10,18
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,8,0,0,5,8,13
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,6,0,0,4,6,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,0,0,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,11,21,0,0,11,21,32
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,0,0,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,9,0,0,10,9,19
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,3,0,0,8,3,11
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,76,53,0,0,76,53,129
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,11,4,0,0,11,4,15
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,56,7,0,0,56,7,63
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,34,17,0,0,34,17,51
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,105,26,0,0,105,26,131
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,8,0,0,5,8,13
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,30,4,0,0,30,4,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,7,0,0,9,7,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,36,13,0,0,36,13,49
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,14,13,0,0,14,13,27
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,62,43,0,0,62,43,105
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,35,0,0,7,35,42
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,13,0,0,10,13,23
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,37,45,0,0,37,45,82
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,21,5,0,0,21,5,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,7,0,0,20,7,27
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,6,0,0,1,6,7
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,42,1,0,0,42,1,43
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,23,44,0,0,23,44,67
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,5,0,0,0,5,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,4,0,0,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,6,0,0,3,6,9
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,3,0,0,3,3,6
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,37,0,0,0,37,0,37
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,1,0,0,8,1,9
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,36,4,0,0,36,4,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2897,155,0,0,2897,155,3052
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,20,7,0,0,20,7,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,26,3,0,0,26,3,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,11,0,0,2,11,13
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,17,0,0,2,17,19
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,3,0,0,2,3,5
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,2,0,0,6,2,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,0,0,0,2,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,17,0,0,6,17,23
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,11,28,0,0,11,28,39
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,3,0,0,0,3,3
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,40,20,0,0,40,20,60
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,11,0,0,8,11,19
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,9,0,0,9,9,18
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,21,26,0,0,21,26,47
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,422,74,0,0,422,74,496
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,0,0,0,6,0,6
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,1,0,0,8,1,9
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,8,0,0,2,8,10
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,14,14,0,0,14,14,28
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,23,26,0,0,23,26,49
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,9,0,0,9,9,18
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,2,0,0,7,2,9
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,3,0,0,10,3,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,317,35,0,0,317,35,352
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,10,13,0,0,10,13,23
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,14,7,0,0,14,7,21
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,13,0,0,8,13,21
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,11,32,0,0,11,32,43
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,26,7,0,0,26,7,33
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,84,15,0,0,84,15,99
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,66,21,0,0,66,21,87
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,6,0,0,4,6,10
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,2,0,0,5,2,7
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,3,0,0,4,3,7
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,13,0,0,9,13,22
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,13,5,0,0,13,5,18
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,7,18,0,0,7,18,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,19,14,0,0,19,14,33
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,4,2,0,0,4,2,6
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,1,5,0,0,1,5,6
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,240,8,0,0,240,8,248
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,44,22,0,0,44,22,66
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,1,0,0,3,1,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,4,0,0,0,4,4
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,26,31,0,0,26,31,57
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,15,8,0,0,15,8,23
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,17,0,0,0,17,0,17
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,24,12,0,0,24,12,36
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,10,0,0,6,10,16
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,27,0,0,0,27,0,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,45,28,0,0,45,28,73
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,5,11,0,0,5,11,16
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,61,28,0,0,61,28,89
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,2,0,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,6,0,0,2,6,8
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,9,4,0,0,9,4,13
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,131,40,0,0,131,40,171
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,14,0,0,8,14,22
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,66,4,0,0,66,4,70
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,54,12,0,0,54,12,66
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,6,0,0,2,6,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,0,3,0,0,0,3,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,100,24,0,0,100,24,124
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,6,8,0,0,6,8,14
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,158,16,0,0,158,16,174
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,4,0,0,3,4,7
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,3,0,0,3,3,6
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,75,26,0,0,75,26,101
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,2,9,0,0,2,9,11
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,12,2,0,0,12,2,14
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,3,8,0,0,3,8,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-07-01,8,9,0,0,8,9,17
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,6,10,0,0,6,10,16
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,25,76,0,0,25,76,101
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,7,14,0,0,7,14,21
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,40,20,0,0,40,20,60
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,4,3,0,0,4,3,7
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,4,0,0,0,4,0,4
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,6,25,0,0,6,25,31
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-08-01,3,3,0,0,3,3,6
