,group,variable,month,O.P.V. 2DA DOSIS,O.P.V. 2DA DOSIS,O.P.V. 2DA DOSIS,O.P.V. 2DA DOSIS,TOTALES,TOTALES,TOTALES
PUNA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,27,48,0,0,27,48,75
PUNATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,60,5,0,0,60,5,65
QUIABAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,5,0,0,2,5,7
QUILLACOLLO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,177,50,0,0,177,50,227
QUIME,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,14,10,0,0,14,10,24
QUIRUSILLAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,0,0,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,7,33,0,0,7,33,40
REYES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,17,0,0,0,17,0,17
RIBERALTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,245,60,0,0,245,60,305
ROBORE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,44,3,0,0,44,3,47
RURRENABAQUE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,31,18,0,0,31,18,49
SABAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,3,3,0,0,3,3,6
SACABA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,196,73,0,0,196,73,269
SACABAMBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,3,10,0,0,3,10,13
SACACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,10,32,0,0,10,32,42
SAIPINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,3,10,0,0,3,10,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,10,10,0,0,10,10,20
SAMAIPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,16,4,0,0,16,4,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,5,0,0,0,5,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,16,18,0,0,16,18,34
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,1,3,0,0,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,3,0,0,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,8,11,0,0,8,11,19
SAN BENITO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,5,1,0,0,5,1,6
SAN BORJA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,61,50,0,0,61,50,111
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,17,8,0,0,17,8,25
SAN CARLOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,57,1,0,0,57,1,58
SAN IGNACIO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,46,54,0,0,46,54,100
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,127,21,0,0,127,21,148
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,7,3,0,0,7,3,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,27,6,0,0,27,6,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,6,5,0,0,6,5,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,39,34,0,0,39,34,73
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,23,6,0,0,23,6,29
SAN JULIAN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,51,52,0,0,51,52,103
SAN LORENZO(PND),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,6,9,0,0,6,9,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,14,20,0,0,14,20,34
SAN LUCAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,28,30,0,0,28,30,58
SAN MATIAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,31,3,0,0,31,3,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,20,1,0,0,20,1,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,1,6,0,0,1,6,7
SAN PEDRO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,37,2,0,0,37,2,39
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,21,56,0,0,21,56,77
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,8,0,0,2,8,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,1,2,0,0,1,2,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,0,2,0,0,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,7,8,0,0,7,8,15
SAN RAMON,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,23,0,0,0,23,0,23
SAN RAMON,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,7,7,0,0,7,7,14
SANTA ANA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,36,28,0,0,36,28,64
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2627,126,0,0,2627,126,2753
SANTA ROSA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,25,14,0,0,25,14,39
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,27,8,0,0,27,8,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,5,0,0,2,5,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,8,0,0,2,8,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,0,5,0,0,0,5,5
SANTIVAÑES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,3,1,0,0,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,5,1,0,0,5,1,6
SAPAHAQUI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,1,8,0,0,1,8,9
SENA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,5,9,0,0,5,9,14
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,10,24,0,0,10,24,34
SICAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,0,7,0,0,0,7,7
SIPE SIPE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,66,13,0,0,66,13,79
SOPACHUY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,1,8,0,0,1,8,9
SORACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,6,25,0,0,6,25,31
SORATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,16,43,0,0,16,43,59
SUCRE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,451,47,0,0,451,47,498
TACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,0,0,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,6,6,0,0,6,6,12
TACOBAMBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,7,7,0,0,7,7,14
TACOPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,1,34,0,0,1,34,35
TAPACARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,33,33,0,0,33,33,66
TARABUCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,6,11,0,0,6,11,17
TARACO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,3,8,0,0,3,8,11
TARATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,9,2,0,0,9,2,11
TARIJA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,256,29,0,0,256,29,285
TARVITA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,18,14,0,0,18,14,32
TEOPONTE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,16,9,0,0,16,9,25
TIAWANACU,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,4,18,0,0,4,18,22
TINGUIPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,9,35,0,0,9,35,44
TIPUANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,17,2,0,0,17,2,19
TIQUIPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,89,9,0,0,89,9,98
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,66,27,0,0,66,27,93
TOCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,4,5,0,0,4,5,9
TOLATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,10,1,0,0,10,1,11
TOLEDO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,2,0,0,2,2,4
TOMAVE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,6,16,0,0,6,16,22
TOMINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,7,7,0,0,7,7,14
TORO TORO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,6,17,0,0,6,17,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,28,8,0,0,28,8,36
TOTORA(ORR),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,4,6,0,0,4,6,10
TRIGAL,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,3,1,0,0,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,276,105,0,0,276,105,381
TUPIZA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,63,19,0,0,63,19,82
TURCO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,11,0,0,0,11,0,11
UMALA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,0,18,0,0,0,18,18
UNCIA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,22,24,0,0,22,24,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,11,0,0,0,11,0,11
URUBICHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,14,0,0,0,14,0,14
UYUNI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,27,32,0,0,27,32,59
VACAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,5,12,0,0,5,12,17
VALLEGRANDE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,29,1,0,0,29,1,30
VIACHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,62,23,0,0,62,23,85
VILA VILA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,0,10,0,0,0,10,10
VILLA MONTES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,59,9,0,0,59,9,68
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,1,0,0,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,5,3,0,0,5,3,8
VILLA SERRANO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,8,8,0,0,8,8,16
VILLA TUNARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,149,28,0,0,149,28,177
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,13,8,0,0,13,8,21
VILLAZON,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,61,11,0,0,61,11,72
VINTO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,45,11,0,0,45,11,56
VITICHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,10,6,0,0,10,6,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,1,3,0,0,1,3,4
WARNES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,132,34,0,0,132,34,166
YACO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,4,15,0,0,4,15,19
YACUIBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,126,21,0,0,126,21,147
YAMPARAEZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,4,3,0,0,4,3,7
YANACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,2,0,0,2,2,4
YAPACANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,85,19,0,0,85,19,104
YOCALLA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,5,0,0,2,5,7
YOTALA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,7,1,0,0,7,1,8
YUNCHARA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,2,9,0,0,2,9,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-08-01,12,1,0,0,12,1,13
ACACIO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,1,5,0,0,1,5,6
ACHACACHI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,34,94,0,0,34,94,128
ACHOCALLA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,8,21,0,0,8,21,29
AIQUILE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,32,17,0,0,32,17,49
ALALAY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,4,0,0,0,4,4
ALCALA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,1,0,0,0,1,1
ANCORAIMES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,3,24,0,0,3,24,27
ANDAMARCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,1,4,0,0,1,4,5
ANTEQUERA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,5,6,0,0,5,6,11
ANZALDO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,6,10,0,0,6,10,16
APOLO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,12,28,0,0,12,28,40
ARAMPAMPA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,14,0,0,4,14,18
ARANI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,6,8,0,0,6,8,14
ARBIETO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,19,0,0,4,19,23
ARQUE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,16,9,0,0,16,9,25
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,35,7,0,0,35,7,42
ATOCHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,22,6,0,0,22,6,28
AUCAPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,5,6,0,0,5,6,11
AYATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,7,21,0,0,7,21,28
AYO AYO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,3,8,0,0,3,8,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,19,37,0,0,19,37,56
AZURDUY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,8,8,0,0,8,8,16
BATALLAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,16,24,0,0,16,24,40
BAURES,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,8,9,0,0,8,9,17
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,1,1,0,0,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,2,3,0,0,2,3,5
BELLA FLOR,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,3,0,0,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,56,10,0,0,56,10,66
BETANZOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,22,30,0,0,22,30,52
BOLIVAR,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,3,14,0,0,3,14,17
BOYUIBE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,6,1,0,0,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,10,10,0,0,10,10,20
CABEZAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,41,29,0,0,41,29,70
CAIROMA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,5,12,0,0,5,12,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,21,0,0,0,21,21
CAJUATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,16,5,0,0,16,5,21
CALACOTO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,5,6,0,0,5,6,11
CALAMARCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,7,16,0,0,7,16,23
CAMARGO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,9,8,0,0,9,8,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,1,0,0,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,45,8,0,0,45,8,53
CAPINOTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,25,21,0,0,25,21,46
CAQUIAVIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,13,0,0,4,13,17
CARACOLLO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,20,18,0,0,20,18,38
CARANAVI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,57,51,0,0,57,51,108
CARAPARI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,16,5,0,0,16,5,21
CARIPUYO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,2,17,0,0,2,17,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,3,5,0,0,3,5,8
CATACORA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,1,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,1,0,0,4,1,5
CHALLAPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,22,26,0,0,22,26,48
CHAQUI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,5,6,0,0,5,6,11
CHARAGUA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,32,33,0,0,32,33,65
CHARAÑA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,1,0,0,4,1,5
CHAYANTA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,14,25,0,0,14,25,39
CHIMORE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,24,7,0,0,24,7,31
CHIPAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,25,25,0,0,25,25,50
CHUMA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,5,15,0,0,5,15,20
CLIZA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,12,10,0,0,12,10,22
COBIJA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,76,25,0,0,76,25,101
COCHABAMBA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,1161,36,0,0,1161,36,1197
COLCAPIRHUA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,81,7,0,0,81,7,88
"COLCHA ""K""",vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,15,7,0,0,15,7,22
COLLANA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,28,16,0,0,28,16,44
COLPA BELGICA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,9,3,0,0,9,3,12
COLQUECHACA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,11,100,0,0,11,100,111
COLQUENCHA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,8,3,0,0,8,3,11
COLQUIRI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,15,29,0,0,15,29,44
COMARAPA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,20,15,0,0,20,15,35
COMBAYA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,5,0,0,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,40,0,0,0,40,0,40
COPACABANA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,15,13,0,0,15,13,28
CORIPATA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,14,8,0,0,14,8,22
CORO CORO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,2,9,0,0,2,9,11
COROICO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,11,11,0,0,11,11,22
CORQUE,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,6,3,0,0,6,3,9
COTAGAITA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,10,47,0,0,10,47,57
COTOCA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,100,20,0,0,100,20,120
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,28,12,0,0,28,12,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,2,2,0,0,2,2,4
CUEVO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,2,4,0,0,2,4,6
CULPINA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,21,10,0,0,21,10,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,7,0,0,0,7,0,7
CURVA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,1,6,0,0,1,6,7
DESAGUADERO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,12,0,0,4,12,16
EL ALTO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,1451,255,0,0,1451,255,1706
EL CHORO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,0,0,0,4,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,13,9,0,0,13,9,22
EL PUENTE(TJA),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,7,6,0,0,7,6,13
EL TORNO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,94,8,0,0,94,8,102
EL VILLAR,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,4,2,0,0,4,2,6
ENTRE RIOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,49,33,0,0,49,33,82
ENTRE RIOS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,14,20,0,0,14,20,34
ESCARA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,1,0,0,0,1,1
ESMERALDA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,3,1,0,0,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,0,5,0,0,0,5,5
EXALTACION,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,3,9,0,0,3,9,12
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,26,4,0,0,26,4,30
FILADELFIA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,5,0,0,0,5,0,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,39,8,0,0,39,8,47
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,7,25,0,0,7,25,32
GUANAY,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,15,14,0,0,15,14,29
GUAQUI,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,8,11,0,0,8,11,19
GUAYARAMERIN,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,62,32,0,0,62,32,94
GUTIERREZ,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,15,11,0,0,15,11,26
HUACARETA,vacunaciones en menores de 1 ano,o.p.v. 2da dosis,2008-09-01,11,15,0,0,11,15,26
