,group,variable,month,BCG,BCG,BCG,BCG,TOTALES,TOTALES,TOTALES
YACO,vacunaciones en menores de 1 ano,bcg,2008-07-01,6,14,0,0,6,14,20
YACUIBA,vacunaciones en menores de 1 ano,bcg,2008-07-01,136,11,0,0,136,11,147
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,7,2,0,0,7,2,9
YANACACHI,vacunaciones en menores de 1 ano,bcg,2008-07-01,2,0,0,0,2,0,2
YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-07-01,78,19,0,0,78,19,97
YOCALLA,vacunaciones en menores de 1 ano,bcg,2008-07-01,0,13,0,0,0,13,13
YOTALA,vacunaciones en menores de 1 ano,bcg,2008-07-01,20,3,0,0,20,3,23
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2008-07-01,3,8,0,0,3,8,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2008-07-01,13,2,0,0,13,2,15
ACACIO,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,15,0,0,1,15,16
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2008-08-01,37,90,0,0,37,90,127
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2008-08-01,7,18,0,0,7,18,25
AIQUILE,vacunaciones en menores de 1 ano,bcg,2008-08-01,53,14,0,0,53,14,67
ALALAY,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,6,0,0,1,6,7
ALCALA,vacunaciones en menores de 1 ano,bcg,2008-08-01,6,2,0,0,6,2,8
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2008-08-01,6,30,0,0,6,30,36
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,3,0,0,0,3,3
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,5,0,0,3,5,8
ANZALDO,vacunaciones en menores de 1 ano,bcg,2008-08-01,14,11,0,0,14,11,25
APOLO,vacunaciones en menores de 1 ano,bcg,2008-08-01,14,20,0,0,14,20,34
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,5,0,0,2,5,7
ARANI,vacunaciones en menores de 1 ano,bcg,2008-08-01,15,10,0,0,15,10,25
ARBIETO,vacunaciones en menores de 1 ano,bcg,2008-08-01,9,12,0,0,9,12,21
ARQUE,vacunaciones en menores de 1 ano,bcg,2008-08-01,23,11,0,0,23,11,34
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2008-08-01,78,0,0,0,78,0,78
ATOCHA,vacunaciones en menores de 1 ano,bcg,2008-08-01,17,12,0,0,17,12,29
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,5,0,0,0,5,5
AYATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,6,13,0,0,6,13,19
AYO AYO,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,8,0,0,3,8,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2008-08-01,38,34,0,0,38,34,72
AZURDUY,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,21,0,0,11,21,32
BATALLAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,34,12,0,0,34,12,46
BAURES,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,1,0,0,5,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,1,0,0,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,3,0,0,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,5,0,0,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,bcg,2008-08-01,74,5,0,0,74,5,79
BETANZOS,vacunaciones en menores de 1 ano,bcg,2008-08-01,29,30,0,0,29,30,59
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2008-08-01,10,15,0,0,10,15,25
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,11,0,0,0,11,11
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-08-01,12,5,0,0,12,5,17
CABEZAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,22,23,0,0,22,23,45
CAIROMA,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,17,0,0,3,17,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2008-08-01,0,29,0,0,0,29,29
CAJUATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,18,3,0,0,18,3,21
CALACOTO,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,7,0,0,1,7,8
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,10,13,0,0,10,13,23
CAMARGO,vacunaciones en menores de 1 ano,bcg,2008-08-01,21,3,0,0,21,3,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2008-08-01,6,0,0,0,6,0,6
CAMIRI,vacunaciones en menores de 1 ano,bcg,2008-08-01,69,3,0,0,69,3,72
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2008-08-01,26,10,0,0,26,10,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,15,0,0,0,15,15
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2008-08-01,25,23,0,0,25,23,48
CARANAVI,vacunaciones en menores de 1 ano,bcg,2008-08-01,93,46,0,0,93,46,139
CARAPARI,vacunaciones en menores de 1 ano,bcg,2008-08-01,12,2,0,0,12,2,14
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,3,0,0,0,3,3
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,8,0,0,8,8,16
CATACORA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,44,20,0,0,44,20,64
CHAQUI,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,4,0,0,4,4,8
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2008-08-01,17,129,0,0,17,129,146
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,0,0,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2008-08-01,22,20,0,0,22,20,42
CHIMORE,vacunaciones en menores de 1 ano,bcg,2008-08-01,22,0,0,0,22,0,22
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,1,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2008-08-01,39,6,0,0,39,6,45
CHUMA,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,16,0,0,5,16,21
CLIZA,vacunaciones en menores de 1 ano,bcg,2008-08-01,12,18,0,0,12,18,30
COBIJA,vacunaciones en menores de 1 ano,bcg,2008-08-01,131,3,0,0,131,3,134
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1380,21,0,0,1380,21,1401
COIPASA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2008-08-01,65,0,0,0,65,0,65
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2008-08-01,9,16,0,0,9,16,25
COLLANA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2008-08-01,28,16,0,0,28,16,44
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,1,0,0,3,1,4
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2008-08-01,23,78,0,0,23,78,101
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,9,0,0,2,9,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,33,0,0,0,33,33
COMARAPA,vacunaciones en menores de 1 ano,bcg,2008-08-01,45,18,0,0,45,18,63
COMBAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,7,0,0,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2008-08-01,39,5,0,0,39,5,44
COPACABANA,vacunaciones en menores de 1 ano,bcg,2008-08-01,6,11,0,0,6,11,17
CORIPATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,16,11,0,0,16,11,27
CORO CORO,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,14,0,0,0,14,14
COROICO,vacunaciones en menores de 1 ano,bcg,2008-08-01,14,2,0,0,14,2,16
CORQUE,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,8,0,0,0,8,8
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,44,0,0,11,44,55
COTOCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,77,6,0,0,77,6,83
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,32,4,0,0,32,4,36
CUEVO,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,5,0,0,3,5,8
CULPINA,vacunaciones en menores de 1 ano,bcg,2008-08-01,30,20,0,0,30,20,50
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,7,3,0,0,7,3,10
CURVA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,9,0,0,1,9,10
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,9,0,0,1,9,10
EL ALTO,vacunaciones en menores de 1 ano,bcg,2008-08-01,1665,14,0,0,1665,14,1679
EL CHORO,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,4,0,0,3,4,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2008-08-01,8,4,0,0,8,4,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2008-08-01,7,8,0,0,7,8,15
EL TORNO,vacunaciones en menores de 1 ano,bcg,2008-08-01,85,5,0,0,85,5,90
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,1,0,0,1,1,2
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-08-01,38,17,0,0,38,17,55
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-08-01,25,9,0,0,25,9,34
ESCARA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2008-08-01,13,0,0,0,13,0,13
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2008-08-01,0,2,0,0,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,8,0,0,5,8,13
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,17,0,0,5,17,22
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2008-08-01,7,0,0,0,7,0,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2008-08-01,23,8,0,0,23,8,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2008-08-01,8,23,0,0,8,23,31
GUANAY,vacunaciones en menores de 1 ano,bcg,2008-08-01,14,8,0,0,14,8,22
GUAQUI,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,15,0,0,1,15,16
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2008-08-01,91,10,0,0,91,10,101
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2008-08-01,18,22,0,0,18,22,40
HUACARETA,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,3,0,0,11,3,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2008-08-01,2,2,0,0,2,2,4
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2008-08-01,39,8,0,0,39,8,47
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,3,0,0,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,11,0,0,3,11,14
ICLA,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,7,0,0,11,7,18
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2008-08-01,20,22,0,0,20,22,42
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,28,0,0,8,28,36
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2008-08-01,20,35,0,0,20,35,55
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,15,0,0,8,15,23
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,16,0,0,4,16,20
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2008-08-01,88,24,0,0,88,24,112
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2008-08-01,78,0,0,0,78,0,78
LA PAZ,vacunaciones en menores de 1 ano,bcg,2008-08-01,1151,14,0,0,1151,14,1165
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,3,0,0,4,3,7
LAJA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,31,0,0,0,31,31
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,2,0,0,3,2,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,5,0,0,1,5,6
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2008-08-01,36,57,0,0,36,57,93
LLICA,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,2,0,0,5,2,7
LORETO,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,6,0,0,4,6,10
LURIBAY,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,9,0,0,2,9,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,0,0,0,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,2,0,0,8,2,10
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,12,0,0,8,12,20
MAIRANA,vacunaciones en menores de 1 ano,bcg,2008-08-01,42,0,0,0,42,0,42
MALLA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,9,0,0,0,9,9
MAPIRI,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,16,0,0,11,16,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,7,0,0,8,7,15
MINEROS,vacunaciones en menores de 1 ano,bcg,2008-08-01,33,3,0,0,33,3,36
MIZQUE,vacunaciones en menores de 1 ano,bcg,2008-08-01,31,21,0,0,31,21,52
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,36,0,0,4,36,40
MOJINETE,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,1,0,0,3,1,4
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2008-08-01,27,11,0,0,27,11,38
MONTERO,vacunaciones en menores de 1 ano,bcg,2008-08-01,266,0,0,0,266,0,266
MORO MORO,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,1,0,0,1,1,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,24,45,0,0,24,45,69
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2008-08-01,3,4,0,0,3,4,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2008-08-01,1,3,0,0,1,3,4
OCURI,vacunaciones en menores de 1 ano,bcg,2008-08-01,15,28,0,0,15,28,43
OKINAWA,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,3,0,0,11,3,14
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,4,0,0,2,4,6
ORURO,vacunaciones en menores de 1 ano,bcg,2008-08-01,504,8,0,0,504,8,512
PADCAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,13,9,0,0,13,9,22
PADILLA,vacunaciones en menores de 1 ano,bcg,2008-08-01,15,3,0,0,15,3,18
PAILON,vacunaciones en menores de 1 ano,bcg,2008-08-01,32,96,0,0,32,96,128
PALCA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,23,0,0,2,23,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2008-08-01,39,17,0,0,39,17,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,8,0,0,1,8,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2008-08-01,10,4,0,0,10,4,14
PASORAPA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,4,0,0,1,4,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,44,9,0,0,44,9,53
PAZÑA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,6,0,0,2,6,8
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,9,0,0,5,9,14
POCOATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,43,0,0,2,43,45
POCONA,vacunaciones en menores de 1 ano,bcg,2008-08-01,13,4,0,0,13,4,17
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2008-08-01,25,5,0,0,25,5,30
POOPO,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,1,0,0,8,1,9
PORCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,16,0,0,0,16,0,16
POROMA,vacunaciones en menores de 1 ano,bcg,2008-08-01,16,19,0,0,16,19,35
PORONGO,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,7,0,0,11,7,18
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2008-08-01,52,5,0,0,52,5,57
PORVENIR,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,5,0,0,1,5,6
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,1,0,0,4,1,5
POTOSI,vacunaciones en menores de 1 ano,bcg,2008-08-01,464,11,0,0,464,11,475
PRESTO,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,21,0,0,1,21,22
PUCARANI,vacunaciones en menores de 1 ano,bcg,2008-08-01,9,21,0,0,9,21,30
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2008-08-01,20,18,0,0,20,18,38
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,28,0,0,1,28,29
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,7,0,0,3,7,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,12,0,0,0,12,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2008-08-01,17,8,0,0,17,8,25
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2008-08-01,10,3,0,0,10,3,13
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,2,0,0,0,2,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2008-08-01,28,0,0,0,28,0,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2008-08-01,120,10,0,0,120,10,130
PUNA,vacunaciones en menores de 1 ano,bcg,2008-08-01,28,40,0,0,28,40,68
PUNATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,57,1,0,0,57,1,58
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,3,0,0,2,3,5
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2008-08-01,180,1,0,0,180,1,181
QUIME,vacunaciones en menores de 1 ano,bcg,2008-08-01,6,11,0,0,6,11,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,2,0,0,3,2,5
RAVELO,vacunaciones en menores de 1 ano,bcg,2008-08-01,9,38,0,0,9,38,47
REYES,vacunaciones en menores de 1 ano,bcg,2008-08-01,21,0,0,0,21,0,21
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2008-08-01,297,32,0,0,297,32,329
ROBORE,vacunaciones en menores de 1 ano,bcg,2008-08-01,37,6,0,0,37,6,43
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2008-08-01,28,25,0,0,28,25,53
SABAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,3,0,0,2,3,5
SACABA,vacunaciones en menores de 1 ano,bcg,2008-08-01,189,11,0,0,189,11,200
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,4,0,0,0,4,4
SACACA,vacunaciones en menores de 1 ano,bcg,2008-08-01,22,50,0,0,22,50,72
SAIPINA,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,7,0,0,4,7,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2008-08-01,12,0,0,0,12,0,12
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,7,2,0,0,7,2,9
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2008-08-01,20,7,0,0,20,7,27
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,5,0,0,1,5,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,1,0,0,5,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2008-08-01,10,4,0,0,10,4,14
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2008-08-01,13,0,0,0,13,0,13
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2008-08-01,61,54,0,0,61,54,115
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2008-08-01,9,7,0,0,9,7,16
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2008-08-01,40,5,0,0,40,5,45
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2008-08-01,27,55,0,0,27,55,82
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,146,13,0,0,146,13,159
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2008-08-01,26,0,0,0,26,0,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,9,0,0,2,9,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2008-08-01,45,31,0,0,45,31,76
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,2,0,0,8,2,10
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2008-08-01,69,40,0,0,69,40,109
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2008-08-01,1,9,0,0,1,9,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2008-08-01,15,6,0,0,15,6,21
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,33,37,0,0,33,37,70
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,23,0,0,0,23,0,23
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,15,0,0,0,15,0,15
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,4,0,0,0,4,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2008-08-01,14,0,0,0,14,0,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-08-01,24,72,0,0,24,72,96
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,9,0,0,0,9,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,6,0,0,0,6,6
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,8,0,0,4,8,12
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-08-01,23,0,0,0,23,0,23
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,1,0,0,2,1,3
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2008-08-01,42,31,0,0,42,31,73
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2008-08-01,2660,95,0,0,2660,95,2755
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2008-08-01,16,3,0,0,16,3,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2008-08-01,9,13,0,0,9,13,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,7,0,0,4,7,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,16,0,0,0,16,16
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2008-08-01,6,4,0,0,6,4,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2008-08-01,4,2,0,0,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,15,0,0,0,15,15
SENA,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,6,0,0,8,6,14
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2008-08-01,3,51,0,0,3,51,54
SICAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,0,6,0,0,0,6,6
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2008-08-01,54,12,0,0,54,12,66
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2008-08-01,9,9,0,0,9,9,18
SORACACHI,vacunaciones en menores de 1 ano,bcg,2008-08-01,7,15,0,0,7,15,22
SORATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,10,22,0,0,10,22,32
SUCRE,vacunaciones en menores de 1 ano,bcg,2008-08-01,557,13,0,0,557,13,570
TACACHI,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2008-08-01,8,6,0,0,8,6,14
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,22,0,0,5,22,27
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,6,27,0,0,6,27,33
TAHUA,vacunaciones en menores de 1 ano,bcg,2008-08-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,bcg,2008-08-01,34,25,0,0,34,25,59
TARABUCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,27,16,0,0,27,16,43
TARACO,vacunaciones en menores de 1 ano,bcg,2008-08-01,2,7,0,0,2,7,9
TARATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,13,4,0,0,13,4,17
TARIJA,vacunaciones en menores de 1 ano,bcg,2008-08-01,313,3,0,0,313,3,316
TARVITA,vacunaciones en menores de 1 ano,bcg,2008-08-01,13,15,0,0,13,15,28
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2008-08-01,11,11,0,0,11,11,22
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,23,0,0,5,23,28
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,10,47,0,0,10,47,57
TIPUANI,vacunaciones en menores de 1 ano,bcg,2008-08-01,19,2,0,0,19,2,21
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-08-01,86,2,0,0,86,2,88
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2008-08-01,103,17,0,0,103,17,120
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2008-08-01,1,0,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,bcg,2008-08-01,5,2,0,0,5,2,7
TOLATA,vacunaciones en menores de 1 ano,bcg,2008-08-01,7,3,0,0,7,3,10
TOLEDO,vacunaciones en menores de 1 ano,bcg,2008-08-01,3,3,0,0,3,3,6
