,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,97,44,0,0,97,44,141
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,11,0,0,8,11,19
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,63,16,0,0,63,16,79
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,49,5,0,0,49,5,54
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,8,10,0,0,8,10,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,2,1,0,0,2,1,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,87,35,0,0,87,35,122
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,4,8,0,0,4,8,12
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,131,40,0,0,131,40,171
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,9,10,0,0,9,10,19
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,4,0,0,3,4,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,59,41,0,0,59,41,100
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,3,14,0,0,3,14,17
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,11,8,0,0,11,8,19
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,6,4,0,0,6,4,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-07-01,7,8,0,0,7,8,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,11,0,0,1,11,12
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,18,76,0,0,18,76,94
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,21,0,0,5,21,26
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,18,15,0,0,18,15,33
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,4,0,0,1,4,5
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,35,0,0,3,35,38
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,3,0,0,2,3,5
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,0,0,0,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,11,0,0,4,11,15
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,15,26,0,0,15,26,41
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,10,0,0,2,10,12
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,7,0,0,4,7,11
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,17,0,0,5,17,22
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,14,5,0,0,14,5,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,64,3,0,0,64,3,67
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,8,11,0,0,8,11,19
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,6,0,0,5,6,11
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,15,0,0,9,15,24
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,13,0,0,6,13,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,30,48,0,0,30,48,78
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,17,0,0,5,17,22
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,11,18,0,0,11,18,29
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,8,3,0,0,8,3,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,1,0,0,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,4,0,0,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,9,0,0,0,9,9
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,50,25,0,0,50,25,75
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,26,39,0,0,26,39,65
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,12,0,0,5,12,17
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,8,2,0,0,8,2,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,27,13,0,0,27,13,40
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,27,26,0,0,27,26,53
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,28,0,0,3,28,31
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,7,18,0,0,7,18,25
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,14,2,0,0,14,2,16
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,8,0,0,2,8,10
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,11,0,0,9,11,20
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,18,13,0,0,18,13,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,4,0,0,3,4,7
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,52,8,0,0,52,8,60
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,19,25,0,0,19,25,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,9,0,0,2,9,11
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,23,20,0,0,23,20,43
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,80,67,0,0,80,67,147
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,14,0,0,9,14,23
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,22,0,0,2,22,24
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,6,0,0,1,6,7
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,2,0,0,1,2,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,26,34,0,0,26,34,60
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,6,0,0,6,6,12
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,27,67,0,0,27,67,94
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,13,24,0,0,13,24,37
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,24,10,0,0,24,10,34
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,2,0,0,3,2,5
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,16,25,0,0,16,25,41
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,11,20,0,0,11,20,31
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,17,19,0,0,17,19,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,67,36,0,0,67,36,103
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1219,65,0,0,1219,65,1284
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,0,0,0,3,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,97,15,0,0,97,15,112
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,12,6,0,0,12,6,18
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,9,0,0,2,9,11
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,24,23,0,0,24,23,47
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,14,3,0,0,14,3,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,32,79,0,0,32,79,111
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,13,7,0,0,13,7,20
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,17,34,0,0,17,34,51
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,1,0,0,2,1,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,23,13,0,0,23,13,36
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,8,0,0,0,8,8
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,33,6,0,0,33,6,39
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,14,0,0,6,14,20
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,12,10,0,0,12,10,22
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,7,8,0,0,7,8,15
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,12,15,0,0,12,15,27
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,10,3,0,0,10,3,13
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,15,35,0,0,15,35,50
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,78,20,0,0,78,20,98
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,27,11,0,0,27,11,38
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,3,0,0,1,3,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,1,0,0,2,1,3
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,18,22,0,0,18,22,40
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,5,0,0,3,5,8
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,9,0,0,0,9,9
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,4,0,0,6,4,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1307,185,0,0,1307,185,1492
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,6,0,0,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,27,3,0,0,27,3,30
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,6,0,0,9,6,15
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,88,15,0,0,88,15,103
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,3,0,0,4,3,7
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,32,18,0,0,32,18,50
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,22,22,0,0,22,22,44
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,12,4,0,0,12,4,16
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,7,8,0,0,7,8,15
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,13,11,0,0,13,11,24
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,1,0,0,4,1,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,36,6,0,0,36,6,42
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,23,0,0,3,23,26
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,12,16,0,0,12,16,28
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,11,0,0,1,11,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,69,44,0,0,69,44,113
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,16,17,0,0,16,17,33
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,15,9,0,0,15,9,24
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,43,16,0,0,43,16,59
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,8,0,0,0,8,0,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,9,0,0,1,9,10
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,15,0,0,4,15,19
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,9,0,0,6,9,15
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,29,31,0,0,29,31,60
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,8,28,0,0,8,28,36
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,10,28,0,0,10,28,38
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,20,8,0,0,20,8,28
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,23,8,0,0,23,8,31
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,45,20,0,0,45,20,65
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,124,5,0,0,124,5,129
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1180,78,0,0,1180,78,1258
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,2,0,0,0,2,2
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,7,0,0,6,7,13
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,36,0,0,9,36,45
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,1,0,0,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,1,0,0,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,16,6,0,0,16,6,22
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,7,0,0,3,7,10
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,6,0,0,2,6,8
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,6,0,0,1,6,7
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,10,0,0,0,10,0,10
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,17,1,0,0,17,1,18
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,20,12,0,0,20,12,32
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,20,5,0,0,20,5,25
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,5,0,0,1,5,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,16,20,0,0,16,20,36
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,13,0,0,6,13,19
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,32,13,0,0,32,13,45
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,18,61,0,0,18,61,79
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,30,0,0,0,30,30
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,7,0,0,5,7,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,32,5,0,0,32,5,37
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,184,27,0,0,184,27,211
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,3,0,0,1,3,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,21,72,0,0,21,72,93
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,0,1,0,0,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,15,35,0,0,15,35,50
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,19,14,0,0,19,14,33
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,6,0,0,6,6,12
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,401,69,0,0,401,69,470
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,20,27,0,0,20,27,47
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,8,0,0,9,8,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,41,61,0,0,41,61,102
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,7,26,0,0,7,26,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,34,26,0,0,34,26,60
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,11,3,0,0,11,3,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,1,0,0,2,1,3
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,0,0,0,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,15,18,0,0,15,18,33
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,6,0,0,3,6,9
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,20,0,0,5,20,25
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,15,54,0,0,15,54,69
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,7,0,0,6,7,13
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,16,12,0,0,16,12,28
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,11,5,0,0,11,5,16
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,20,4,0,0,20,4,24
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,16,31,0,0,16,31,47
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,16,0,0,9,16,25
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,39,15,0,0,39,15,54
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,11,0,0,5,11,16
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,359,43,0,0,359,43,402
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,11,9,0,0,11,9,20
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,3,0,0,2,3,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,18,21,0,0,18,21,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,10,30,0,0,10,30,40
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,26,0,0,3,26,29
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,12,0,0,4,12,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,18,0,0,1,18,19
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,22,26,0,0,22,26,48
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,10,0,0,9,10,19
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,5,0,0,2,5,7
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,29,6,0,0,29,6,35
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,82,17,0,0,82,17,99
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,33,58,0,0,33,58,91
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,43,4,0,0,43,4,47
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,2,7,0,0,2,7,9
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,169,64,0,0,169,64,233
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,10,0,0,4,10,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,0,0,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,38,0,0,9,38,47
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,15,0,0,0,15,0,15
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,200,89,0,0,200,89,289
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,33,4,0,0,33,4,37
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,20,27,0,0,20,27,47
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,4,0,0,1,4,5
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,160,75,0,0,160,75,235
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,4,9,0,0,4,9,13
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,13,40,0,0,13,40,53
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,5,12,0,0,5,12,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,6,0,0,3,6,9
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,2,0,0,6,2,8
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,6,0,0,0,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,13,18,0,0,13,18,31
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,6,0,0,3,6,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,3,7,0,0,3,7,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,14,0,0,0,14,0,14
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,63,64,0,0,63,64,127
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-08-01,9,7,0,0,9,7,16
