,group,variable,month,17.25 COVID DOSIS ANUAL (4TA DOSIS) DENTRO,17.25 COVID DOSIS ANUAL (4TA DOSIS) DENTRO,17.25 COVID DOSIS ANUAL (4TA DOSIS) FUERA,17.25 COVID DOSIS ANUAL (4TA DOSIS) FUERA,TOTALES,TOTALES,TOTALES
LLALLAGUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,149,165,66,75,215,240,455
LLICA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,1,1,0,3,1,4
LURIBAY,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,3,2,4,5,7,12
MACHACAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,2,2,6,2,8,10
MACHARETI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,13,27,32,50,45,77,122
MAGDALENA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,48,39,48,39,87
MAIRANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,5,5,8,9,13,22
MALLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,0,1,0,1,1
MECAPACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,5,4,1,2,6,6,12
MINEROS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,18,37,3,6,21,43,64
MIZQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,7,1,15,24,22,25,47
MOCOMOCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,1,15,10,17,11,28
MOJOCOYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,13,20,5,5,18,25,43
MONTEAGUDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,13,26,17,15,30,41,71
MONTERO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,151,190,102,92,253,282,535
MORO MORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,4,10,16,14,20,34
MOROCHATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,7,10,7,11,18
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,2,9,11,9,13,22
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,9,2,0,0,9,2,11
OCURI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,0,1,0,2,2
OKINAWA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,17,18,10,11,27,29,56
OMEREQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,14,12,130,155,144,167,311
ORURO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,396,497,120,151,516,648,1164
PADCAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,7,10,1,3,8,13,21
PADILLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,27,25,6,23,33,48,81
PAILON,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,4,0,0,4,4,8
PALCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,9,5,8,8,17,13,30
PAMPA AULLAGAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,0,4,0,4,4
PAMPA GRANDE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,2,6,9,7,11,18
PAPEL PAMPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,0,0,0,2,0,2
PASORAPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,76,74,45,50,121,124,245
PATACAMAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,7,0,0,2,7,9
PAZÑA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,0,3,0,3,3
PELECHUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,3,2,0,4,3,7
POCOATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,0,1,1,4,1,5
POCONA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,38,59,41,69,79,128,207
POJO (CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,6,10,15,14,21,35
POOPO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,4,0,0,4,4,8
PORCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,0,1,5,3,5,8
POROMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,5,8,2,4,7,12,19
PORONGO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,51,49,0,0,51,49,100
PORTACHUELO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,25,44,1,1,26,45,71
PORVENIR,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,3,8,29,10,32,42
POSTRER VALLE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,0,2,3,5,3,8
POTOSI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,94,147,37,39,131,186,317
PRESTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,5,4,5,5,10
PUCARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,4,5,7,7,11,18
PUCARANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,3,1,1,2,4,6
PUERTO ACOSTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,1,0,1,1,2
PUERTO CARABUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,10,10,10,10,20
PUERTO GONZALO MORENO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,5,12,24,15,29,44
PUERTO PEREZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,3,2,5,6,8,14
PUERTO RICO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,2,8,16,8,18,26
PUERTO SUAREZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,6,39,5,42,11,53
PUERTO VILLARROEL,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,19,29,104,118,123,147,270
PUNA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,1,9,7,10,8,18
PUNATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,44,76,35,45,79,121,200
QUIABAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,1,0,1,2,2,4
QUILLACOLLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,193,282,244,411,437,693,1130
QUIME,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,4,1,2,3,6,9
RAQAYPAMPA(ETA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,26,44,22,36,48,80,128
RAVELO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,3,4,9,6,12,18
RIBERALTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,43,46,0,0,43,46,89
ROBORE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,22,37,146,9,168,46,214
RURRENABAQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,3,0,0,3,3,6
SABAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,3,0,0,3,3,6
SACABA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,139,179,219,251,358,430,788
SACABAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,5,11,11,15,16,31
SACACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,4,0,2,2,6,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,2,6,16,10,18,28
SAMAIPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,6,4,5,8,11,19
SAN AGUSTIN,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,3,0,0,1,3,4
SAN ANDRES,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,0,0,1,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,5,1,0,3,5,4,9
SAN BENITO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,29,34,2,0,31,34,65
SAN BUENA VENTURA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,6,2,18,10,24,12,36
SAN CARLOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,8,4,1,0,9,4,13
SAN IGNACIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,8,7,6,6,14,13,27
SAN IGNACIO DE VELASCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,25,26,0,0,25,26,51
SAN JAVIER(BNI),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,0,1,0,1,1
SAN JOAQUIN,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,1,50,0,52,1,53
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,13,10,57,57,70,67,137
SAN JUAN DE YAPACANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,6,4,8,15,14,19,33
SAN LORENZO(PND),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,5,5,0,1,5,6,11
SAN LORENZO(TJA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,9,0,0,3,9,12
SAN LUCAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,7,1,14,12,21,13,34
SAN MATIAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,64,90,2,2,66,92,158
SAN MIGUEL DE VELASCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,9,53,41,73,50,126,176
SAN PEDRO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,2,12,16,15,18,33
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,2,1,1,2,3,5
SAN PEDRO DE MACHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,6,2,1,3,7,5,12
SAN PEDRO DE QUEMES,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,4,0,1,3,5,8
SAN PEDRO DE TIQUINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,3,0,0,1,3,4
SAN PEDRO(PND),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,4,1,4,1,5
SAN RAFAEL,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,7,2,0,0,7,2,9
SAN RAMON BENI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,1,0,0,1,1,2
SAN RAMON SCZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,39,54,0,0,39,54,93
SANTA ANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,5,3,11,12,16,15,31
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1741,1834,657,749,2398,2583,4981
SANTA ROSA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,1,0,0,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,10,11,0,1,10,12,22
SANTIAGO DE CALLAPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,11,34,21,36,32,68
SANTIAGO DE HUATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,3,0,2,3,5,8
SANTIAGO DE MACHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,1,0,0,1,1,2
SANTIVAÑES,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,17,18,3,4,20,22,42
SAPAHAQUI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,4,0,0,3,4,7
SENA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,7,10,7,10,17
SHINAOTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,32,30,3,5,35,35,70
SICA SICA (VILLA AROMA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,4,0,0,0,4,4
SICAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,1,7,1,8,9
SIPE SIPE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,7,10,54,78,61,88,149
SOPACHUY,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,10,9,0,0,10,9,19
SORATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,2,5,5,7,7,14
SUCRE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,584,929,196,405,780,1334,2114
TACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,2,1,2,1,3
TACACOMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,6,7,3,1,9,8,17
TACOBAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,1,2,1,2,3
TACOPAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,6,22,28,25,34,59
TAHUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,0,1,1,3,1,4
TAPACARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,47,69,43,34,90,103,193
TARABUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,6,22,43,26,49,75
TARATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,8,8,9,12,17,29
TARIJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,182,117,486,687,668,804,1472
TARVITA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,3,0,1,3,4,7
TEOPONTE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,1,1,1,1,2
TIAHUANACU,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,6,2,2,4,8,12
TINGUIPAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,1,5,8,5,9,14
TIPUANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,1,3,7,5,8,13
TIQUIPAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,89,122,98,172,187,294,481
TIRAQUE (CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,6,10,39,28,45,38,83
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,5,0,0,1,5,6
TOCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,7,10,7,16,14,26,40
TODOS SANTOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,11,9,11,9,20
TOLATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,8,15,97,5,105,20,125
TOLEDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,8,7,0,0,8,7,15
TOMAVE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,1,19,36,22,37,59
TOMINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,9,15,1,3,10,18,28
TORO TORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,27,31,55,47,82,78,160
TOTORA(ORR),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,9,15,0,0,9,15,24
TRIGAL,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,5,2,10,12,15,14,29
TRINIDAD,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,18,19,110,44,128,63,191
TUPIZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,152,183,41,54,193,237,430
TURCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,8,3,0,0,8,3,11
UMALA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,4,0,0,0,4,0,4
URIONDO (A. CONCEPCION),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,11,28,0,0,11,28,39
URUBICHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,3,7,3,7,10
UYUNI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,16,11,18,40,34,51,85
VACAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,7,14,22,23,29,37,66
VALLEGRANDE,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,109,134,65,101,174,235,409
VIACHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,47,58,413,223,460,281,741
VILA VILA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,10,14,100,113,110,127,237
VILLA CHARCAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,2,0,0,3,2,5
VILLA MONTES,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,26,16,70,54,96,70,166
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,2,11,13,13,15,28
VILLA RIVERO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,48,60,22,14,70,74,144
VILLA SERRANO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,10,15,76,50,86,65,151
VILLA TUNARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,69,106,166,91,235,197,432
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,16,24,25,30,41,54,95
VILLAZON,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,56,74,81,109,137,183,320
VINTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,36,60,24,23,60,83,143
VITICHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,1,5,6,6,7,13
WALDO BALLIVIAN,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,0,28,8,29,8,37
WARNES,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,98,119,27,32,125,151,276
YACO,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,3,5,10,8,13,21
YACUIBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,51,51,86,114,137,165,302
YAMPARAEZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,0,0,2,3,2,3,5
YANACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,16,17,5,12,21,29,50
YAPACANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,27,18,8,2,35,20,55
YOCALLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,3,5,3,6,6,11,17
YOTALA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,16,22,46,65,62,87,149
YUNCHARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,2,5,10,13,12,18,30
YUNGUYO DE LITORAL,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,3,0,0,1,3,4
ZUDAÑEZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-09-01,1,0,0,0,1,0,1
ACACIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,1,2,0,1,1,3,4
ACHACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,8,7,21,10,29,39
AIQUILE,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,8,13,8,20,16,33,49
ALALAY,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,2,3,2,3,4,7
ALTO BENI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,4,2,38,8,42,10,52
ANCORAIMES,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,4,3,1,5,5,10
ANDAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,4,0,0,0,4,4
ANZALDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,5,4,5,6,10,16
APOLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,0,5,1,5,1,6
ARANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,4,1,0,0,4,1,5
ARBIETO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,1,4,8,7,9,16
ARQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,1,1,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,1,3,6,10,7,13,20
ATOCHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,13,14,6,3,19,17,36
AYATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,0,11,13,11,13,24
AYO AYO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,2,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,8,1,59,84,67,85,152
AZURDUY,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,6,14,40,69,46,83,129
BATALLAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,1,2,1,5,2,7
BAURES,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,2,0,0,0,2,2
BELEN DE ANDAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,3,0,0,0,3,3
BELLA FLOR,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,3,20,34,22,37,59
BERMEJO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,1,0,1,2,2,4
BETANZOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,1,4,7,9,8,13,21
BOLIVAR,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,4,0,5,8,9,8,17
BOLPEBRA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,3,0,2,3,5,8
BUENA VISTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,1,34,4,37,5,42
CABEZAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,6,2,0,1,6,3,9
CAIROMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,2,0,1,3,3,6
CAJUATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,0,4,1,4,1,5
CALACOTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,1,3,0,3,1,4
CALAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,4,7,0,1,4,8,12
CAMARGO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,10,10,12,21,22,31,53
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,14,7,7,3,21,10,31
CAPINOTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,10,8,0,0,10,8,18
CAQUIAVIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,5,6,0,0,5,6,11
CARACOLLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,6,8,0,0,6,8,14
CARANAVI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,7,6,7,4,14,10,24
CARAPARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,8,9,0,0,8,9,17
CARIPUYO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,2,0,0,2,2,4
CATACORA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,1,3,1,3,2,5
CHACARILLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,77,11,0,0,77,11,88
CHARAGUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,1,0,5,7,6,7,13
CHARAÑA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,6,2,3,4,9,6,15
CHIMORE,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,1,3,4,5,5,10
CHOQUE COTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,5,0,0,2,5,7
CHUA COCANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,6,10,0,0,6,10,16
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,1,5,6,5,7,12
CHUMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,1,8,3,8,4,12
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,0,3,2,6,2,8
CLIZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,5,10,10,13,15,28
COBIJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,27,25,97,85,124,110,234
COCHABAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,966,1290,434,452,1400,1742,3142
COLCAPIRHUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,6,6,62,79,68,85,153
"COLCHA ""K""",otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,122,30,9,15,131,45,176
COLLANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,3,0,1,0,4,4
COLOMI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,6,2,2,2,8,4,12
COLQUECHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,0,1,3,1,3,4
COLQUENCHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,1,0,5,3,6,3,9
COLQUIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,4,17,27,17,31,48
COMANCHE,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,1,0,0,2,1,3
COMBAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,0,1,3,1,3,4
COPACABANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,0,2,6,7,6,9,15
CORIPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,1,0,0,2,1,3
CORO CORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,1,2,10,5,11,16
COROICO,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,7,7,1,1,8,8,16
CORQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,14,18,0,0,14,18,32
COTAGAITA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,3,9,77,66,80,75,155
COTOCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,34,51,12,24,46,75,121
CUATRO CAÑADAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-10-01,2,3,0,1,2,4,6
