,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COTAGAITA,otras vacunaciones,covid 2da dosis,2022-07-01,24,24,21,21,45,45,90
COTOCA,otras vacunaciones,covid 2da dosis,2022-07-01,338,296,14,19,352,315,667
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-07-01,2,3,0,0,2,3,5
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2022-07-01,30,16,11,5,41,21,62
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2022-07-01,5,6,0,0,5,6,11
CUEVO,otras vacunaciones,covid 2da dosis,2022-07-01,6,5,3,7,9,12,21
CULPINA,otras vacunaciones,covid 2da dosis,2022-07-01,13,15,10,20,23,35,58
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2022-07-01,14,9,0,0,14,9,23
CURVA,otras vacunaciones,covid 2da dosis,2022-07-01,1,0,10,12,11,12,23
DESAGUADERO,otras vacunaciones,covid 2da dosis,2022-07-01,12,9,2,0,14,9,23
EL ALTO,otras vacunaciones,covid 2da dosis,2022-07-01,1366,1449,655,593,2021,2042,4063
EL CHORO,otras vacunaciones,covid 2da dosis,2022-07-01,11,11,0,2,11,13,24
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2022-07-01,9,15,7,25,16,40,56
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2022-07-01,6,10,2,1,8,11,19
EL TORNO,otras vacunaciones,covid 2da dosis,2022-07-01,101,106,0,0,101,106,207
EL VILLAR,otras vacunaciones,covid 2da dosis,2022-07-01,2,2,0,0,2,2,4
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2022-07-01,15,18,2,2,17,20,37
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2022-07-01,42,39,17,16,59,55,114
ESCOMA,otras vacunaciones,covid 2da dosis,2022-07-01,13,18,9,12,22,30,52
ESMERALDA,otras vacunaciones,covid 2da dosis,2022-07-01,1,1,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2022-07-01,10,11,0,0,10,11,21
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2022-07-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2022-07-01,20,20,22,17,42,37,79
FILADELFIA,otras vacunaciones,covid 2da dosis,2022-07-01,10,14,14,10,24,24,48
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 2da dosis,2022-07-01,0,0,4,4,4,4,8
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2022-07-01,44,33,0,0,44,33,77
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2022-07-01,21,10,10,10,31,20,51
GUANAY,otras vacunaciones,covid 2da dosis,2022-07-01,16,14,17,25,33,39,72
GUAQUI,otras vacunaciones,covid 2da dosis,2022-07-01,21,5,0,1,21,6,27
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2022-07-01,76,88,34,13,110,101,211
GUTIERREZ,otras vacunaciones,covid 2da dosis,2022-07-01,24,22,9,10,33,32,65
HUACARETA,otras vacunaciones,covid 2da dosis,2022-07-01,9,6,4,5,13,11,24
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2022-07-01,1,1,2,3,3,4,7
HUACHACALLA,otras vacunaciones,covid 2da dosis,2022-07-01,3,1,0,0,3,1,4
HUANUNI,otras vacunaciones,covid 2da dosis,2022-07-01,57,41,0,0,57,41,98
HUARACAJE,otras vacunaciones,covid 2da dosis,2022-07-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,covid 2da dosis,2022-07-01,8,5,8,5,16,10,26
HUATAJATA,otras vacunaciones,covid 2da dosis,2022-07-01,1,2,7,4,8,6,14
HUAYLLAMARCA,otras vacunaciones,covid 2da dosis,2022-07-01,11,8,3,3,14,11,25
HUMANATA,otras vacunaciones,covid 2da dosis,2022-07-01,4,5,1,0,5,5,10
ICHOCA,otras vacunaciones,covid 2da dosis,2022-07-01,0,5,9,8,9,13,22
ICLA,otras vacunaciones,covid 2da dosis,2022-07-01,2,3,0,0,2,3,5
INCAHUASI,otras vacunaciones,covid 2da dosis,2022-07-01,14,14,15,15,29,29,58
INGAVI (HUMAITA),otras vacunaciones,covid 2da dosis,2022-07-01,0,0,4,4,4,4,8
INQUISIVI,otras vacunaciones,covid 2da dosis,2022-07-01,3,6,7,5,10,11,21
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2022-07-01,14,18,3,1,17,19,36
IXIAMAS,otras vacunaciones,covid 2da dosis,2022-07-01,11,9,9,11,20,20,40
JESUS DE MACHACA,otras vacunaciones,covid 2da dosis,2022-07-01,6,6,10,6,16,12,28
LA ASUNTA,otras vacunaciones,covid 2da dosis,2022-07-01,28,24,1,7,29,31,60
LA GUARDIA,otras vacunaciones,covid 2da dosis,2022-07-01,305,363,32,25,337,388,725
LA PAZ,otras vacunaciones,covid 2da dosis,2022-07-01,1404,1404,1402,1336,2806,2740,5546
LA RIVERA,otras vacunaciones,covid 2da dosis,2022-07-01,0,2,0,0,0,2,2
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2022-07-01,11,14,4,3,15,17,32
LAJA,otras vacunaciones,covid 2da dosis,2022-07-01,21,17,1,3,22,20,42
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2022-07-01,6,3,0,0,6,3,9
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2022-07-01,2,4,3,2,5,6,11
LLALLAGUA,otras vacunaciones,covid 2da dosis,2022-07-01,251,270,100,76,351,346,697
LLICA,otras vacunaciones,covid 2da dosis,2022-07-01,3,5,0,0,3,5,8
LORETO,otras vacunaciones,covid 2da dosis,2022-07-01,3,1,0,0,3,1,4
LURIBAY,otras vacunaciones,covid 2da dosis,2022-07-01,8,4,7,4,15,8,23
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-07-01,4,9,2,3,6,12,18
MACHARETI,otras vacunaciones,covid 2da dosis,2022-07-01,12,15,14,6,26,21,47
MAGDALENA,otras vacunaciones,covid 2da dosis,2022-07-01,2,2,26,36,28,38,66
MAIRANA,otras vacunaciones,covid 2da dosis,2022-07-01,16,14,1,0,17,14,31
MALLA,otras vacunaciones,covid 2da dosis,2022-07-01,0,0,0,2,0,2,2
MAPIRI,otras vacunaciones,covid 2da dosis,2022-07-01,3,2,2,0,5,2,7
MECAPACA,otras vacunaciones,covid 2da dosis,2022-07-01,26,28,9,9,35,37,72
MINEROS,otras vacunaciones,covid 2da dosis,2022-07-01,70,76,2,2,72,78,150
MIZQUE,otras vacunaciones,covid 2da dosis,2022-07-01,17,10,10,16,27,26,53
MOCOMOCO,otras vacunaciones,covid 2da dosis,2022-07-01,12,13,25,25,37,38,75
MOJINETE,otras vacunaciones,covid 2da dosis,2022-07-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,covid 2da dosis,2022-07-01,12,6,4,3,16,9,25
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2022-07-01,36,36,17,13,53,49,102
MONTERO,otras vacunaciones,covid 2da dosis,2022-07-01,430,477,44,30,474,507,981
MORO MORO,otras vacunaciones,covid 2da dosis,2022-07-01,1,0,1,1,2,1,3
MOROCHATA,otras vacunaciones,covid 2da dosis,2022-07-01,6,5,33,25,39,30,69
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2022-07-01,1,1,20,25,21,26,47
NAZACARA DE PACAJES,otras vacunaciones,covid 2da dosis,2022-07-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2022-07-01,0,0,6,1,6,1,7
OCURI,otras vacunaciones,covid 2da dosis,2022-07-01,7,4,8,2,15,6,21
OKINAWA,otras vacunaciones,covid 2da dosis,2022-07-01,43,34,4,2,47,36,83
OMEREQUE,otras vacunaciones,covid 2da dosis,2022-07-01,1,0,9,4,10,4,14
ORURO,otras vacunaciones,covid 2da dosis,2022-07-01,951,879,34,34,985,913,1898
PADCAYA,otras vacunaciones,covid 2da dosis,2022-07-01,9,3,2,1,11,4,15
PADILLA,otras vacunaciones,covid 2da dosis,2022-07-01,23,14,0,1,23,15,38
PAILON,otras vacunaciones,covid 2da dosis,2022-07-01,77,58,0,0,77,58,135
PALCA,otras vacunaciones,covid 2da dosis,2022-07-01,57,55,29,29,86,84,170
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2022-07-01,20,28,11,10,31,38,69
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2022-07-01,8,7,0,1,8,8,16
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2022-07-01,11,7,4,2,15,9,24
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2022-07-01,5,10,5,2,10,12,22
PASORAPA,otras vacunaciones,covid 2da dosis,2022-07-01,6,4,0,0,6,4,10
PATACAMAYA,otras vacunaciones,covid 2da dosis,2022-07-01,53,23,9,9,62,32,94
PAZÑA,otras vacunaciones,covid 2da dosis,2022-07-01,8,2,3,7,11,9,20
PELECHUCO,otras vacunaciones,covid 2da dosis,2022-07-01,8,14,4,7,12,21,33
POCOATA,otras vacunaciones,covid 2da dosis,2022-07-01,3,1,26,17,29,18,47
POCONA,otras vacunaciones,covid 2da dosis,2022-07-01,4,4,8,3,12,7,19
POJO (CBBA),otras vacunaciones,covid 2da dosis,2022-07-01,13,13,3,2,16,15,31
POOPO,otras vacunaciones,covid 2da dosis,2022-07-01,12,12,0,3,12,15,27
PORCO,otras vacunaciones,covid 2da dosis,2022-07-01,36,52,1,0,37,52,89
POROMA,otras vacunaciones,covid 2da dosis,2022-07-01,6,4,8,10,14,14,28
PORONGO,otras vacunaciones,covid 2da dosis,2022-07-01,54,46,0,0,54,46,100
PORTACHUELO,otras vacunaciones,covid 2da dosis,2022-07-01,69,84,0,0,69,84,153
PORVENIR,otras vacunaciones,covid 2da dosis,2022-07-01,14,6,35,36,49,42,91
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2022-07-01,3,6,4,6,7,12,19
POTOSI,otras vacunaciones,covid 2da dosis,2022-07-01,348,347,121,63,469,410,879
PRESTO,otras vacunaciones,covid 2da dosis,2022-07-01,1,4,3,4,4,8,12
PUCARA,otras vacunaciones,covid 2da dosis,2022-07-01,2,1,0,0,2,1,3
PUCARANI,otras vacunaciones,covid 2da dosis,2022-07-01,27,33,8,11,35,44,79
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2022-07-01,3,5,5,8,8,13,21
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2022-07-01,3,2,13,7,16,9,25
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2022-07-01,0,1,4,11,4,12,16
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2022-07-01,1,1,1,0,2,1,3
PUERTO RICO,otras vacunaciones,covid 2da dosis,2022-07-01,6,10,18,6,24,16,40
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2022-07-01,37,34,51,17,88,51,139
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2022-07-01,74,61,55,68,129,129,258
PUNA,otras vacunaciones,covid 2da dosis,2022-07-01,24,16,5,3,29,19,48
PUNATA,otras vacunaciones,covid 2da dosis,2022-07-01,66,59,20,22,86,81,167
QUIABAYA,otras vacunaciones,covid 2da dosis,2022-07-01,1,0,4,12,5,12,17
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2022-07-01,371,415,170,149,541,564,1105
QUIME,otras vacunaciones,covid 2da dosis,2022-07-01,5,9,0,1,5,10,15
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2022-07-01,3,1,0,1,3,2,5
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2022-07-01,3,6,40,26,43,32,75
RAVELO,otras vacunaciones,covid 2da dosis,2022-07-01,10,3,9,8,19,11,30
REYES,otras vacunaciones,covid 2da dosis,2022-07-01,10,1,2,0,12,1,13
RIBERALTA,otras vacunaciones,covid 2da dosis,2022-07-01,156,145,5,19,161,164,325
ROBORE,otras vacunaciones,covid 2da dosis,2022-07-01,50,43,19,25,69,68,137
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2022-07-01,24,24,0,0,24,24,48
SABAYA,otras vacunaciones,covid 2da dosis,2022-07-01,21,19,0,0,21,19,40
SACABA,otras vacunaciones,covid 2da dosis,2022-07-01,291,278,229,180,520,458,978
SACABAMBA,otras vacunaciones,covid 2da dosis,2022-07-01,0,0,1,1,1,1,2
SACACA,otras vacunaciones,covid 2da dosis,2022-07-01,14,7,10,6,24,13,37
SAIPINA,otras vacunaciones,covid 2da dosis,2022-07-01,2,2,0,0,2,2,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2022-07-01,6,4,5,3,11,7,18
SAMAIPATA,otras vacunaciones,covid 2da dosis,2022-07-01,13,18,4,7,17,25,42
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2022-07-01,1,2,0,0,1,2,3
SAN ANDRES,otras vacunaciones,covid 2da dosis,2022-07-01,8,5,5,5,13,10,23
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2022-07-01,4,5,5,5,9,10,19
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2022-07-01,5,11,2,5,7,16,23
SAN BENITO,otras vacunaciones,covid 2da dosis,2022-07-01,13,19,0,0,13,19,32
SAN BORJA,otras vacunaciones,covid 2da dosis,2022-07-01,22,33,15,16,37,49,86
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2022-07-01,12,17,17,8,29,25,54
SAN CARLOS,otras vacunaciones,covid 2da dosis,2022-07-01,29,37,7,6,36,43,79
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2022-07-01,18,20,11,13,29,33,62
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2022-07-01,170,141,22,30,192,171,363
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2022-07-01,1,2,0,0,1,2,3
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2022-07-01,55,67,0,0,55,67,122
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2022-07-01,19,10,0,0,19,10,29
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2022-07-01,42,47,22,28,64,75,139
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2022-07-01,18,24,12,7,30,31,61
SAN JULIAN,otras vacunaciones,covid 2da dosis,2022-07-01,66,93,2,7,68,100,168
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2022-07-01,4,3,3,6,7,9,16
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2022-07-01,33,39,4,5,37,44,81
SAN LUCAS,otras vacunaciones,covid 2da dosis,2022-07-01,29,18,8,14,37,32,69
SAN MATIAS,otras vacunaciones,covid 2da dosis,2022-07-01,74,23,0,0,74,23,97
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2022-07-01,22,14,16,17,38,31,69
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2022-07-01,1,1,5,3,6,4,10
SAN PEDRO,otras vacunaciones,covid 2da dosis,2022-07-01,5,3,10,7,15,10,25
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-07-01,3,5,2,0,5,5,10
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 2da dosis,2022-07-01,7,12,5,4,12,16,28
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2022-07-01,7,8,16,9,23,17,40
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2022-07-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 2da dosis,2022-07-01,5,3,16,0,21,3,24
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2022-07-01,0,0,9,2,9,2,11
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2022-07-01,9,9,0,0,9,9,18
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2022-07-01,2,7,0,0,2,7,9
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2022-07-01,19,15,0,0,19,15,34
SANTA ANA,otras vacunaciones,covid 2da dosis,2022-07-01,28,19,0,0,28,19,47
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2022-07-01,4677,4848,1083,1084,5760,5932,11692
SANTA ROSA,otras vacunaciones,covid 2da dosis,2022-07-01,12,8,10,1,22,9,31
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2022-07-01,39,37,5,2,44,39,83
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2022-07-01,12,8,1,0,13,8,21
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2022-07-01,4,4,14,16,18,20,38
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2022-07-01,6,8,0,0,6,8,14
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2022-07-01,0,0,9,9,9,9,18
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2022-07-01,21,14,0,3,21,17,38
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2022-07-01,0,1,1,1,1,2,3
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2022-07-01,7,7,1,4,8,11,19
SENA,otras vacunaciones,covid 2da dosis,2022-07-01,8,13,10,7,18,20,38
SHINAOTA,otras vacunaciones,covid 2da dosis,2022-07-01,28,20,9,3,37,23,60
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2022-07-01,11,8,6,2,17,10,27
SICAYA,otras vacunaciones,covid 2da dosis,2022-07-01,1,1,0,1,1,2,3
SIPE SIPE,otras vacunaciones,covid 2da dosis,2022-07-01,21,15,99,113,120,128,248
SOPACHUY,otras vacunaciones,covid 2da dosis,2022-07-01,0,0,8,0,8,0,8
SORACACHI,otras vacunaciones,covid 2da dosis,2022-07-01,26,23,0,0,26,23,49
SORATA,otras vacunaciones,covid 2da dosis,2022-07-01,10,2,20,15,30,17,47
SUCRE,otras vacunaciones,covid 2da dosis,2022-07-01,817,896,176,181,993,1077,2070
TACACHI,otras vacunaciones,covid 2da dosis,2022-07-01,0,0,7,4,7,4,11
TACACOMA,otras vacunaciones,covid 2da dosis,2022-07-01,3,6,5,4,8,10,18
TACOBAMBA,otras vacunaciones,covid 2da dosis,2022-07-01,2,2,22,22,24,24,48
TACOPAYA,otras vacunaciones,covid 2da dosis,2022-07-01,2,7,23,20,25,27,52
TAHUA,otras vacunaciones,covid 2da dosis,2022-07-01,0,3,1,3,1,6,7
TAPACARI,otras vacunaciones,covid 2da dosis,2022-07-01,44,59,7,19,51,78,129
TARABUCO,otras vacunaciones,covid 2da dosis,2022-07-01,3,5,11,17,14,22,36
TARACO,otras vacunaciones,covid 2da dosis,2022-07-01,8,7,4,4,12,11,23
TARATA,otras vacunaciones,covid 2da dosis,2022-07-01,21,17,1,1,22,18,40
TARIJA,otras vacunaciones,covid 2da dosis,2022-07-01,258,271,307,345,565,616,1181
TARVITA,otras vacunaciones,covid 2da dosis,2022-07-01,4,7,11,12,15,19,34
TEOPONTE,otras vacunaciones,covid 2da dosis,2022-07-01,9,8,9,4,18,12,30
TIAHUANACU,otras vacunaciones,covid 2da dosis,2022-07-01,4,9,9,13,13,22,35
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2022-07-01,3,3,17,14,20,17,37
TIPUANI,otras vacunaciones,covid 2da dosis,2022-07-01,4,9,2,2,6,11,17
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2022-07-01,182,181,89,110,271,291,562
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2022-07-01,8,6,16,17,24,23,47
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2022-07-01,3,2,0,0,3,2,5
TOCO,otras vacunaciones,covid 2da dosis,2022-07-01,24,31,4,2,28,33,61
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2022-07-01,0,0,1,1,1,1,2
TOLATA,otras vacunaciones,covid 2da dosis,2022-07-01,13,10,12,9,25,19,44
TOLEDO,otras vacunaciones,covid 2da dosis,2022-07-01,10,11,0,0,10,11,21
TOMAVE,otras vacunaciones,covid 2da dosis,2022-07-01,5,3,16,17,21,20,41
TOMINA,otras vacunaciones,covid 2da dosis,2022-07-01,5,10,4,2,9,12,21
TORO TORO,otras vacunaciones,covid 2da dosis,2022-07-01,5,4,0,0,5,4,9
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2022-07-01,27,23,1,1,28,24,52
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2022-07-01,0,0,2,11,2,11,13
TRIGAL,otras vacunaciones,covid 2da dosis,2022-07-01,2,2,0,5,2,7,9
TRINIDAD,otras vacunaciones,covid 2da dosis,2022-07-01,212,260,86,75,298,335,633
TUPIZA,otras vacunaciones,covid 2da dosis,2022-07-01,75,86,16,10,91,96,187
TURCO,otras vacunaciones,covid 2da dosis,2022-07-01,16,11,0,0,16,11,27
UMALA,otras vacunaciones,covid 2da dosis,2022-07-01,10,12,2,0,12,12,24
UNCIA,otras vacunaciones,covid 2da dosis,2022-07-01,37,21,8,6,45,27,72
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2022-07-01,20,19,0,0,20,19,39
URUBICHA,otras vacunaciones,covid 2da dosis,2022-07-01,14,18,0,1,14,19,33
UYUNI,otras vacunaciones,covid 2da dosis,2022-07-01,35,36,12,14,47,50,97
VACAS,otras vacunaciones,covid 2da dosis,2022-07-01,24,14,0,0,24,14,38
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2022-07-01,31,27,9,12,40,39,79
VIACHA,otras vacunaciones,covid 2da dosis,2022-07-01,219,170,131,142,350,312,662
VILA VILA,otras vacunaciones,covid 2da dosis,2022-07-01,0,1,8,7,8,8,16
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2022-07-01,10,11,5,13,15,24,39
VILLA MONTES,otras vacunaciones,covid 2da dosis,2022-07-01,68,48,65,75,133,123,256
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2022-07-01,0,2,5,4,5,6,11
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2022-07-01,14,18,2,3,16,21,37
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2022-07-01,4,4,1,5,5,9,14
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2022-07-01,115,89,52,54,167,143,310
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2022-07-01,11,15,6,7,17,22,39
VILLAZON,otras vacunaciones,covid 2da dosis,2022-07-01,69,81,19,29,88,110,198
VINTO,otras vacunaciones,covid 2da dosis,2022-07-01,111,128,76,87,187,215,402
VITICHI,otras vacunaciones,covid 2da dosis,2022-07-01,2,7,1,2,3,9,12
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2022-07-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,covid 2da dosis,2022-07-01,472,459,67,82,539,541,1080
YACO,otras vacunaciones,covid 2da dosis,2022-07-01,2,3,4,2,6,5,11
YACUIBA,otras vacunaciones,covid 2da dosis,2022-07-01,128,150,71,77,199,227,426
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2022-07-01,6,10,2,2,8,12,20
YANACACHI,otras vacunaciones,covid 2da dosis,2022-07-01,0,4,4,13,4,17,21
YAPACANI,otras vacunaciones,covid 2da dosis,2022-07-01,57,68,9,3,66,71,137
YOCALLA,otras vacunaciones,covid 2da dosis,2022-07-01,14,10,1,3,15,13,28
YOTALA,otras vacunaciones,covid 2da dosis,2022-07-01,16,12,10,11,26,23,49
YUNCHARA,otras vacunaciones,covid 2da dosis,2022-07-01,3,2,2,4,5,6,11
YUNGUYO DE LITORAL,otras vacunaciones,covid 2da dosis,2022-07-01,3,1,0,0,3,1,4
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2022-07-01,10,6,7,11,17,17,34
ACACIO,otras vacunaciones,covid 2da dosis,2022-08-01,0,2,1,1,1,3,4
ACHACACHI,otras vacunaciones,covid 2da dosis,2022-08-01,26,18,30,19,56,37,93
AIQUILE,otras vacunaciones,covid 2da dosis,2022-08-01,17,13,108,104,125,117,242
ALALAY,otras vacunaciones,covid 2da dosis,2022-08-01,7,0,0,0,7,0,7
ALCALA,otras vacunaciones,covid 2da dosis,2022-08-01,1,3,2,1,3,4,7
ALTO BENI,otras vacunaciones,covid 2da dosis,2022-08-01,12,11,13,13,25,24,49
ANCORAIMES,otras vacunaciones,covid 2da dosis,2022-08-01,10,4,4,3,14,7,21
ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-08-01,15,13,0,0,15,13,28
ANTEQUERA,otras vacunaciones,covid 2da dosis,2022-08-01,6,6,7,8,13,14,27
ANZALDO,otras vacunaciones,covid 2da dosis,2022-08-01,9,5,15,15,24,20,44
APOLO,otras vacunaciones,covid 2da dosis,2022-08-01,18,17,24,23,42,40,82
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2022-08-01,0,0,11,9,11,9,20
ARANI,otras vacunaciones,covid 2da dosis,2022-08-01,17,19,1,1,18,20,38
ARBIETO,otras vacunaciones,covid 2da dosis,2022-08-01,55,34,19,28,74,62,136
ARQUE,otras vacunaciones,covid 2da dosis,2022-08-01,13,13,57,51,70,64,134
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2022-08-01,38,20,3,3,41,23,64
ATOCHA,otras vacunaciones,covid 2da dosis,2022-08-01,19,26,63,79,82,105,187
AUCAPATA,otras vacunaciones,covid 2da dosis,2022-08-01,1,1,1,6,2,7,9
AYATA,otras vacunaciones,covid 2da dosis,2022-08-01,1,1,5,8,6,9,15
AYO AYO,otras vacunaciones,covid 2da dosis,2022-08-01,13,14,1,3,14,17,31
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2022-08-01,19,14,95,79,114,93,207
AZURDUY,otras vacunaciones,covid 2da dosis,2022-08-01,6,8,13,10,19,18,37
BATALLAS,otras vacunaciones,covid 2da dosis,2022-08-01,14,13,0,0,14,13,27
BAURES,otras vacunaciones,covid 2da dosis,2022-08-01,15,14,32,32,47,46,93
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-08-01,1,3,0,0,1,3,4
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2022-08-01,1,0,0,1,1,1,2
BELLA FLOR,otras vacunaciones,covid 2da dosis,2022-08-01,3,9,16,15,19,24,43
BERMEJO,otras vacunaciones,covid 2da dosis,2022-08-01,6,4,2,1,8,5,13
BETANZOS,otras vacunaciones,covid 2da dosis,2022-08-01,37,30,48,68,85,98,183
BOLIVAR,otras vacunaciones,covid 2da dosis,2022-08-01,1,1,2,4,3,5,8
BOLPEBRA,otras vacunaciones,covid 2da dosis,2022-08-01,0,3,7,3,7,6,13
BOYUIBE,otras vacunaciones,covid 2da dosis,2022-08-01,26,15,3,2,29,17,46
BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-08-01,37,27,4,3,41,30,71
CABEZAS,otras vacunaciones,covid 2da dosis,2022-08-01,49,32,20,19,69,51,120
CAIROMA,otras vacunaciones,covid 2da dosis,2022-08-01,9,8,9,10,18,18,36
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2022-08-01,16,8,9,0,25,8,33
CAJUATA,otras vacunaciones,covid 2da dosis,2022-08-01,7,13,7,6,14,19,33
