,group,variable,month,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS FUERA,17.26 COVID 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 3ra dosis,2022-07-01,94,108,20,27,114,135,249
SAN JUAN DE YAPACANI,otras vacunaciones,covid 3ra dosis,2022-07-01,70,79,53,28,123,107,230
SAN JULIAN,otras vacunaciones,covid 3ra dosis,2022-07-01,188,225,93,131,281,356,637
SAN LORENZO(PND),otras vacunaciones,covid 3ra dosis,2022-07-01,0,0,3,2,3,2,5
SAN LORENZO(TJA),otras vacunaciones,covid 3ra dosis,2022-07-01,107,135,6,8,113,143,256
SAN LUCAS,otras vacunaciones,covid 3ra dosis,2022-07-01,47,56,122,97,169,153,322
SAN MATIAS,otras vacunaciones,covid 3ra dosis,2022-07-01,184,136,0,0,184,136,320
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-07-01,64,88,111,150,175,238,413
SAN PABLO DE LIPEZ,otras vacunaciones,covid 3ra dosis,2022-07-01,8,6,5,2,13,8,21
SAN PEDRO,otras vacunaciones,covid 3ra dosis,2022-07-01,35,21,106,92,141,113,254
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-07-01,14,20,0,0,14,20,34
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 3ra dosis,2022-07-01,21,30,12,10,33,40,73
SAN PEDRO DE MACHA,otras vacunaciones,covid 3ra dosis,2022-07-01,10,16,13,22,23,38,61
SAN PEDRO DE QUEMES,otras vacunaciones,covid 3ra dosis,2022-07-01,2,8,0,1,2,9,11
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 3ra dosis,2022-07-01,9,8,84,3,93,11,104
SAN PEDRO(PND),otras vacunaciones,covid 3ra dosis,2022-07-01,0,0,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,covid 3ra dosis,2022-07-01,44,38,0,0,44,38,82
SAN RAMON BENI,otras vacunaciones,covid 3ra dosis,2022-07-01,27,25,0,0,27,25,52
SAN RAMON SCZ,otras vacunaciones,covid 3ra dosis,2022-07-01,89,111,0,0,89,111,200
SANTA ANA,otras vacunaciones,covid 3ra dosis,2022-07-01,116,83,0,0,116,83,199
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 3ra dosis,2022-07-01,18822,22250,5735,6336,24557,28586,53143
SANTA ROSA,otras vacunaciones,covid 3ra dosis,2022-07-01,24,32,32,7,56,39,95
SANTA ROSA DEL SARA,otras vacunaciones,covid 3ra dosis,2022-07-01,221,325,11,5,232,330,562
SANTIAGO DE CALLAPA,otras vacunaciones,covid 3ra dosis,2022-07-01,5,4,0,0,5,4,9
SANTIAGO DE HUARI,otras vacunaciones,covid 3ra dosis,2022-07-01,16,14,22,37,38,51,89
SANTIAGO DE HUATA,otras vacunaciones,covid 3ra dosis,2022-07-01,13,22,2,1,15,23,38
SANTIAGO DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-07-01,1,0,9,2,10,2,12
SANTIVAÑES,otras vacunaciones,covid 3ra dosis,2022-07-01,46,36,3,6,49,42,91
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 3ra dosis,2022-07-01,8,14,5,3,13,17,30
SAPAHAQUI,otras vacunaciones,covid 3ra dosis,2022-07-01,6,8,3,3,9,11,20
SENA,otras vacunaciones,covid 3ra dosis,2022-07-01,13,22,20,8,33,30,63
SHINAOTA,otras vacunaciones,covid 3ra dosis,2022-07-01,58,65,26,14,84,79,163
SICA SICA (VILLA AROMA),otras vacunaciones,covid 3ra dosis,2022-07-01,12,16,11,8,23,24,47
SICAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,2,1,4,2,6,3,9
SIPE SIPE,otras vacunaciones,covid 3ra dosis,2022-07-01,50,68,262,321,312,389,701
SOPACHUY,otras vacunaciones,covid 3ra dosis,2022-07-01,2,3,2,2,4,5,9
SORACACHI,otras vacunaciones,covid 3ra dosis,2022-07-01,7,12,0,0,7,12,19
SORATA,otras vacunaciones,covid 3ra dosis,2022-07-01,7,13,16,9,23,22,45
SUCRE,otras vacunaciones,covid 3ra dosis,2022-07-01,3460,4126,1088,1262,4548,5388,9936
TACACHI,otras vacunaciones,covid 3ra dosis,2022-07-01,2,3,11,19,13,22,35
TACACOMA,otras vacunaciones,covid 3ra dosis,2022-07-01,1,2,8,3,9,5,14
TACOBAMBA,otras vacunaciones,covid 3ra dosis,2022-07-01,13,15,23,25,36,40,76
TACOPAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,15,25,55,48,70,73,143
TAHUA,otras vacunaciones,covid 3ra dosis,2022-07-01,0,3,2,0,2,3,5
TAPACARI,otras vacunaciones,covid 3ra dosis,2022-07-01,70,98,41,33,111,131,242
TARABUCO,otras vacunaciones,covid 3ra dosis,2022-07-01,39,51,68,69,107,120,227
TARACO,otras vacunaciones,covid 3ra dosis,2022-07-01,8,11,2,2,10,13,23
TARATA,otras vacunaciones,covid 3ra dosis,2022-07-01,37,61,20,5,57,66,123
TARIJA,otras vacunaciones,covid 3ra dosis,2022-07-01,1188,1457,1719,1937,2907,3394,6301
TARVITA,otras vacunaciones,covid 3ra dosis,2022-07-01,15,23,25,17,40,40,80
TEOPONTE,otras vacunaciones,covid 3ra dosis,2022-07-01,21,12,11,19,32,31,63
TIAHUANACU,otras vacunaciones,covid 3ra dosis,2022-07-01,9,14,17,20,26,34,60
TINGUIPAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,7,6,39,40,46,46,92
TIPUANI,otras vacunaciones,covid 3ra dosis,2022-07-01,9,11,6,10,15,21,36
TIQUIPAYA,otras vacunaciones,covid 3ra dosis,2022-07-01,623,724,372,410,995,1134,2129
TIRAQUE (CBBA),otras vacunaciones,covid 3ra dosis,2022-07-01,22,36,59,58,81,94,175
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 3ra dosis,2022-07-01,3,3,1,0,4,3,7
TOCO,otras vacunaciones,covid 3ra dosis,2022-07-01,60,45,2,6,62,51,113
TODOS SANTOS,otras vacunaciones,covid 3ra dosis,2022-07-01,0,0,26,1,26,1,27
TOLATA,otras vacunaciones,covid 3ra dosis,2022-07-01,51,39,40,18,91,57,148
TOLEDO,otras vacunaciones,covid 3ra dosis,2022-07-01,2,4,0,0,2,4,6
TOMAVE,otras vacunaciones,covid 3ra dosis,2022-07-01,9,16,12,18,21,34,55
TOMINA,otras vacunaciones,covid 3ra dosis,2022-07-01,22,38,3,4,25,42,67
TORO TORO,otras vacunaciones,covid 3ra dosis,2022-07-01,5,5,0,0,5,5,10
TOTORA(CBBA),otras vacunaciones,covid 3ra dosis,2022-07-01,53,37,0,0,53,37,90
TOTORA(ORR),otras vacunaciones,covid 3ra dosis,2022-07-01,15,15,2,5,17,20,37
TRIGAL,otras vacunaciones,covid 3ra dosis,2022-07-01,13,18,15,13,28,31,59
TRINIDAD,otras vacunaciones,covid 3ra dosis,2022-07-01,620,834,241,212,861,1046,1907
TUPIZA,otras vacunaciones,covid 3ra dosis,2022-07-01,299,430,53,65,352,495,847
TURCO,otras vacunaciones,covid 3ra dosis,2022-07-01,23,10,0,0,23,10,33
UMALA,otras vacunaciones,covid 3ra dosis,2022-07-01,7,4,5,3,12,7,19
UNCIA,otras vacunaciones,covid 3ra dosis,2022-07-01,13,16,1,1,14,17,31
URIONDO (A. CONCEPCION),otras vacunaciones,covid 3ra dosis,2022-07-01,41,54,0,0,41,54,95
URUBICHA,otras vacunaciones,covid 3ra dosis,2022-07-01,33,30,14,11,47,41,88
UYUNI,otras vacunaciones,covid 3ra dosis,2022-07-01,174,212,78,68,252,280,532
VACAS,otras vacunaciones,covid 3ra dosis,2022-07-01,29,23,1,1,30,24,54
VALLEGRANDE,otras vacunaciones,covid 3ra dosis,2022-07-01,224,286,70,85,294,371,665
VIACHA,otras vacunaciones,covid 3ra dosis,2022-07-01,358,433,297,359,655,792,1447
VILA VILA,otras vacunaciones,covid 3ra dosis,2022-07-01,8,7,28,34,36,41,77
VILLA CHARCAS,otras vacunaciones,covid 3ra dosis,2022-07-01,11,20,11,23,22,43,65
VILLA MONTES,otras vacunaciones,covid 3ra dosis,2022-07-01,351,350,478,357,829,707,1536
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 3ra dosis,2022-07-01,1,0,4,11,5,11,16
VILLA RIVERO,otras vacunaciones,covid 3ra dosis,2022-07-01,49,54,8,7,57,61,118
VILLA SERRANO,otras vacunaciones,covid 3ra dosis,2022-07-01,66,73,1,0,67,73,140
VILLA TUNARI,otras vacunaciones,covid 3ra dosis,2022-07-01,165,161,432,198,597,359,956
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 3ra dosis,2022-07-01,51,77,19,40,70,117,187
VILLAZON,otras vacunaciones,covid 3ra dosis,2022-07-01,292,388,60,87,352,475,827
VINTO,otras vacunaciones,covid 3ra dosis,2022-07-01,382,489,220,264,602,753,1355
VITICHI,otras vacunaciones,covid 3ra dosis,2022-07-01,28,45,10,9,38,54,92
WALDO BALLIVIAN,otras vacunaciones,covid 3ra dosis,2022-07-01,1,2,1,1,2,3,5
WARNES,otras vacunaciones,covid 3ra dosis,2022-07-01,1109,1310,149,131,1258,1441,2699
YACO,otras vacunaciones,covid 3ra dosis,2022-07-01,2,3,2,2,4,5,9
YACUIBA,otras vacunaciones,covid 3ra dosis,2022-07-01,421,518,106,125,527,643,1170
YAMPARAEZ,otras vacunaciones,covid 3ra dosis,2022-07-01,10,22,7,11,17,33,50
YANACACHI,otras vacunaciones,covid 3ra dosis,2022-07-01,14,12,32,39,46,51,97
YAPACANI,otras vacunaciones,covid 3ra dosis,2022-07-01,103,128,11,15,114,143,257
YOCALLA,otras vacunaciones,covid 3ra dosis,2022-07-01,61,76,7,13,68,89,157
YOTALA,otras vacunaciones,covid 3ra dosis,2022-07-01,67,76,109,145,176,221,397
YUNCHARA,otras vacunaciones,covid 3ra dosis,2022-07-01,8,8,2,12,10,20,30
ZUDAÑEZ,otras vacunaciones,covid 3ra dosis,2022-07-01,29,30,49,33,78,63,141
ACACIO,otras vacunaciones,covid 3ra dosis,2022-08-01,0,3,3,3,3,6,9
ACHACACHI,otras vacunaciones,covid 3ra dosis,2022-08-01,10,11,42,28,52,39,91
AIQUILE,otras vacunaciones,covid 3ra dosis,2022-08-01,68,89,497,506,565,595,1160
ALALAY,otras vacunaciones,covid 3ra dosis,2022-08-01,9,15,0,0,9,15,24
ALCALA,otras vacunaciones,covid 3ra dosis,2022-08-01,19,23,51,27,70,50,120
ALTO BENI,otras vacunaciones,covid 3ra dosis,2022-08-01,14,17,32,38,46,55,101
ANCORAIMES,otras vacunaciones,covid 3ra dosis,2022-08-01,10,12,15,19,25,31,56
ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-08-01,13,19,0,0,13,19,32
ANTEQUERA,otras vacunaciones,covid 3ra dosis,2022-08-01,38,40,43,31,81,71,152
ANZALDO,otras vacunaciones,covid 3ra dosis,2022-08-01,28,17,14,22,42,39,81
APOLO,otras vacunaciones,covid 3ra dosis,2022-08-01,23,16,31,43,54,59,113
ARAMPAMPA,otras vacunaciones,covid 3ra dosis,2022-08-01,7,1,19,17,26,18,44
ARANI,otras vacunaciones,covid 3ra dosis,2022-08-01,35,54,3,3,38,57,95
ARBIETO,otras vacunaciones,covid 3ra dosis,2022-08-01,51,58,52,51,103,109,212
ARQUE,otras vacunaciones,covid 3ra dosis,2022-08-01,18,35,52,54,70,89,159
ASCENCION DE GUARAYOS,otras vacunaciones,covid 3ra dosis,2022-08-01,17,18,0,0,17,18,35
ATOCHA,otras vacunaciones,covid 3ra dosis,2022-08-01,117,121,267,290,384,411,795
AUCAPATA,otras vacunaciones,covid 3ra dosis,2022-08-01,1,4,28,31,29,35,64
AYATA,otras vacunaciones,covid 3ra dosis,2022-08-01,15,16,23,33,38,49,87
AYO AYO,otras vacunaciones,covid 3ra dosis,2022-08-01,5,3,5,7,10,10,20
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 3ra dosis,2022-08-01,72,62,286,288,358,350,708
AZURDUY,otras vacunaciones,covid 3ra dosis,2022-08-01,20,25,22,31,42,56,98
BATALLAS,otras vacunaciones,covid 3ra dosis,2022-08-01,9,6,0,3,9,9,18
BAURES,otras vacunaciones,covid 3ra dosis,2022-08-01,24,20,9,1,33,21,54
BELEN DE ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-08-01,23,38,0,0,23,38,61
BELEN DE URMIRI,otras vacunaciones,covid 3ra dosis,2022-08-01,1,5,6,6,7,11,18
BELLA FLOR,otras vacunaciones,covid 3ra dosis,2022-08-01,7,7,23,15,30,22,52
BERMEJO,otras vacunaciones,covid 3ra dosis,2022-08-01,15,13,6,10,21,23,44
BETANZOS,otras vacunaciones,covid 3ra dosis,2022-08-01,43,66,101,137,144,203,347
BOLIVAR,otras vacunaciones,covid 3ra dosis,2022-08-01,3,1,21,19,24,20,44
BOLPEBRA,otras vacunaciones,covid 3ra dosis,2022-08-01,0,3,16,13,16,16,32
BOYUIBE,otras vacunaciones,covid 3ra dosis,2022-08-01,51,37,10,18,61,55,116
BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-08-01,44,65,25,28,69,93,162
CABEZAS,otras vacunaciones,covid 3ra dosis,2022-08-01,282,182,71,82,353,264,617
CAIROMA,otras vacunaciones,covid 3ra dosis,2022-08-01,7,9,37,46,44,55,99
"CAIZA ""D""",otras vacunaciones,covid 3ra dosis,2022-08-01,23,25,27,24,50,49,99
CAJUATA,otras vacunaciones,covid 3ra dosis,2022-08-01,12,15,3,12,15,27,42
CALACOTO,otras vacunaciones,covid 3ra dosis,2022-08-01,2,2,7,4,9,6,15
CALAMARCA,otras vacunaciones,covid 3ra dosis,2022-08-01,19,19,5,5,24,24,48
CAMARGO,otras vacunaciones,covid 3ra dosis,2022-08-01,60,77,96,111,156,188,344
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 3ra dosis,2022-08-01,10,10,45,86,55,96,151
CAMIRI,otras vacunaciones,covid 3ra dosis,2022-08-01,287,283,79,138,366,421,787
CAPINOTA,otras vacunaciones,covid 3ra dosis,2022-08-01,130,139,118,139,248,278,526
CAQUIAVIRI,otras vacunaciones,covid 3ra dosis,2022-08-01,5,1,0,0,5,1,6
CARACOLLO,otras vacunaciones,covid 3ra dosis,2022-08-01,50,59,20,26,70,85,155
CARANAVI,otras vacunaciones,covid 3ra dosis,2022-08-01,118,84,203,41,321,125,446
CARANGAS,otras vacunaciones,covid 3ra dosis,2022-08-01,7,5,0,0,7,5,12
CARAPARI,otras vacunaciones,covid 3ra dosis,2022-08-01,62,70,150,57,212,127,339
CARIPUYO,otras vacunaciones,covid 3ra dosis,2022-08-01,10,1,3,5,13,6,19
CARMEN RIVERO TORREZ,otras vacunaciones,covid 3ra dosis,2022-08-01,56,63,0,0,56,63,119
CATACORA,otras vacunaciones,covid 3ra dosis,2022-08-01,1,0,0,0,1,0,1
CHACARILLA,otras vacunaciones,covid 3ra dosis,2022-08-01,3,3,7,8,10,11,21
CHALLAPATA,otras vacunaciones,covid 3ra dosis,2022-08-01,91,139,13,16,104,155,259
CHAQUI,otras vacunaciones,covid 3ra dosis,2022-08-01,18,23,9,13,27,36,63
CHARAGUA,otras vacunaciones,covid 3ra dosis,2022-08-01,204,248,54,73,258,321,579
CHARAÑA,otras vacunaciones,covid 3ra dosis,2022-08-01,4,8,2,3,6,11,17
CHAYANTA,otras vacunaciones,covid 3ra dosis,2022-08-01,7,6,13,25,20,31,51
CHIMORE,otras vacunaciones,covid 3ra dosis,2022-08-01,28,29,135,171,163,200,363
CHIPAYA,otras vacunaciones,covid 3ra dosis,2022-08-01,0,3,1,0,1,3,4
CHOQUE COTA,otras vacunaciones,covid 3ra dosis,2022-08-01,14,11,1,3,15,14,29
CHUA COCANI,otras vacunaciones,covid 3ra dosis,2022-08-01,3,3,89,12,92,15,107
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 3ra dosis,2022-08-01,40,41,6,11,46,52,98
CHUMA,otras vacunaciones,covid 3ra dosis,2022-08-01,11,11,48,46,59,57,116
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 3ra dosis,2022-08-01,3,3,7,18,10,21,31
CKOCHAS,otras vacunaciones,covid 3ra dosis,2022-08-01,28,44,41,46,69,90,159
CLIZA,otras vacunaciones,covid 3ra dosis,2022-08-01,49,78,37,50,86,128,214
COBIJA,otras vacunaciones,covid 3ra dosis,2022-08-01,129,186,290,325,419,511,930
COCAPATA,otras vacunaciones,covid 3ra dosis,2022-08-01,33,41,23,31,56,72,128
COCHABAMBA,otras vacunaciones,covid 3ra dosis,2022-08-01,5503,7002,2839,3139,8342,10141,18483
COIPASA,otras vacunaciones,covid 3ra dosis,2022-08-01,0,7,0,0,0,7,7
COLCAPIRHUA,otras vacunaciones,covid 3ra dosis,2022-08-01,101,94,446,470,547,564,1111
"COLCHA ""K""",otras vacunaciones,covid 3ra dosis,2022-08-01,137,131,124,154,261,285,546
COLLANA,otras vacunaciones,covid 3ra dosis,2022-08-01,2,1,5,5,7,6,13
COLOMI,otras vacunaciones,covid 3ra dosis,2022-08-01,14,26,15,13,29,39,68
COLPA BELGICA,otras vacunaciones,covid 3ra dosis,2022-08-01,69,106,0,0,69,106,175
COLQUECHACA,otras vacunaciones,covid 3ra dosis,2022-08-01,14,14,15,8,29,22,51
COLQUENCHA,otras vacunaciones,covid 3ra dosis,2022-08-01,15,11,9,11,24,22,46
COLQUIRI,otras vacunaciones,covid 3ra dosis,2022-08-01,30,13,98,140,128,153,281
COMANCHE,otras vacunaciones,covid 3ra dosis,2022-08-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,covid 3ra dosis,2022-08-01,3,2,0,0,3,2,5
COMBAYA,otras vacunaciones,covid 3ra dosis,2022-08-01,0,2,8,6,8,8,16
CONCEPCION,otras vacunaciones,covid 3ra dosis,2022-08-01,123,144,270,420,393,564,957
COPACABANA,otras vacunaciones,covid 3ra dosis,2022-08-01,10,17,9,7,19,24,43
CORIPATA,otras vacunaciones,covid 3ra dosis,2022-08-01,13,9,63,94,76,103,179
CORO CORO,otras vacunaciones,covid 3ra dosis,2022-08-01,5,10,7,3,12,13,25
COROICO,otras vacunaciones,covid 3ra dosis,2022-08-01,57,85,7,13,64,98,162
CORQUE,otras vacunaciones,covid 3ra dosis,2022-08-01,84,55,0,0,84,55,139
COTAGAITA,otras vacunaciones,covid 3ra dosis,2022-08-01,69,72,137,160,206,232,438
COTOCA,otras vacunaciones,covid 3ra dosis,2022-08-01,404,480,64,68,468,548,1016
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-08-01,7,5,0,0,7,5,12
CUATRO CAÑADAS,otras vacunaciones,covid 3ra dosis,2022-08-01,22,26,32,65,54,91,145
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 3ra dosis,2022-08-01,12,13,0,0,12,13,25
CUEVO,otras vacunaciones,covid 3ra dosis,2022-08-01,22,2,29,43,51,45,96
CULPINA,otras vacunaciones,covid 3ra dosis,2022-08-01,74,69,11,12,85,81,166
CURAHUARA DE CARANGAS,otras vacunaciones,covid 3ra dosis,2022-08-01,25,28,4,3,29,31,60
CURVA,otras vacunaciones,covid 3ra dosis,2022-08-01,0,1,22,17,22,18,40
DESAGUADERO,otras vacunaciones,covid 3ra dosis,2022-08-01,46,17,4,1,50,18,68
EL ALTO,otras vacunaciones,covid 3ra dosis,2022-08-01,1467,2005,944,1237,2411,3242,5653
EL CHORO,otras vacunaciones,covid 3ra dosis,2022-08-01,6,10,0,0,6,10,16
EL PUENTE(STC),otras vacunaciones,covid 3ra dosis,2022-08-01,30,39,70,80,100,119,219
EL PUENTE(TJA),otras vacunaciones,covid 3ra dosis,2022-08-01,46,55,44,50,90,105,195
EL TORNO,otras vacunaciones,covid 3ra dosis,2022-08-01,249,334,0,0,249,334,583
EL VILLAR,otras vacunaciones,covid 3ra dosis,2022-08-01,17,26,31,42,48,68,116
ENTRE RIOS TRJ,otras vacunaciones,covid 3ra dosis,2022-08-01,76,101,67,84,143,185,328
ENTRE RIOS CBBA,otras vacunaciones,covid 3ra dosis,2022-08-01,33,36,137,57,170,93,263
ESCARA,otras vacunaciones,covid 3ra dosis,2022-08-01,36,30,0,0,36,30,66
ESCOMA,otras vacunaciones,covid 3ra dosis,2022-08-01,12,4,5,2,17,6,23
ESMERALDA,otras vacunaciones,covid 3ra dosis,2022-08-01,7,8,0,0,7,8,15
EUCALIPTUS,otras vacunaciones,covid 3ra dosis,2022-08-01,5,10,0,0,5,10,15
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 3ra dosis,2022-08-01,0,1,1,1,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,covid 3ra dosis,2022-08-01,34,27,22,33,56,60,116
FILADELFIA,otras vacunaciones,covid 3ra dosis,2022-08-01,3,9,118,139,121,148,269
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 3ra dosis,2022-08-01,4,22,53,71,57,93,150
GENERAL SAAVEDRA,otras vacunaciones,covid 3ra dosis,2022-08-01,77,120,36,17,113,137,250
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 3ra dosis,2022-08-01,5,12,10,23,15,35,50
GUANAY,otras vacunaciones,covid 3ra dosis,2022-08-01,3,10,81,109,84,119,203
GUAQUI,otras vacunaciones,covid 3ra dosis,2022-08-01,14,13,3,6,17,19,36
GUAYARAMERIN,otras vacunaciones,covid 3ra dosis,2022-08-01,41,48,139,32,180,80,260
GUTIERREZ,otras vacunaciones,covid 3ra dosis,2022-08-01,310,388,229,229,539,617,1156
HUACARETA,otras vacunaciones,covid 3ra dosis,2022-08-01,38,44,13,22,51,66,117
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 3ra dosis,2022-08-01,0,1,2,2,2,3,5
HUACHACALLA,otras vacunaciones,covid 3ra dosis,2022-08-01,50,12,0,0,50,12,62
HUANUNI,otras vacunaciones,covid 3ra dosis,2022-08-01,131,224,1,0,132,224,356
HUARINA,otras vacunaciones,covid 3ra dosis,2022-08-01,16,4,2,1,18,5,23
HUATAJATA,otras vacunaciones,covid 3ra dosis,2022-08-01,1,3,13,11,14,14,28
HUAYLLAMARCA,otras vacunaciones,covid 3ra dosis,2022-08-01,12,13,0,0,12,13,25
HUMANATA,otras vacunaciones,covid 3ra dosis,2022-08-01,4,5,1,0,5,5,10
ICHOCA,otras vacunaciones,covid 3ra dosis,2022-08-01,3,3,4,4,7,7,14
ICLA,otras vacunaciones,covid 3ra dosis,2022-08-01,50,65,237,254,287,319,606
INCAHUASI,otras vacunaciones,covid 3ra dosis,2022-08-01,21,15,13,14,34,29,63
INGAVI (HUMAITA),otras vacunaciones,covid 3ra dosis,2022-08-01,3,8,1,5,4,13,17
INQUISIVI,otras vacunaciones,covid 3ra dosis,2022-08-01,9,11,22,28,31,39,70
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 3ra dosis,2022-08-01,29,29,13,9,42,38,80
JESUS DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-08-01,9,14,31,26,40,40,80
LA ASUNTA,otras vacunaciones,covid 3ra dosis,2022-08-01,27,24,22,23,49,47,96
LA GUARDIA,otras vacunaciones,covid 3ra dosis,2022-08-01,438,474,46,59,484,533,1017
LA PAZ,otras vacunaciones,covid 3ra dosis,2022-08-01,3974,4676,3660,3221,7634,7897,15531
LA RIVERA,otras vacunaciones,covid 3ra dosis,2022-08-01,4,2,11,7,15,9,24
LAGUNILLAS,otras vacunaciones,covid 3ra dosis,2022-08-01,115,105,133,170,248,275,523
LAJA,otras vacunaciones,covid 3ra dosis,2022-08-01,19,20,0,0,19,20,39
LAS CARRERAS,otras vacunaciones,covid 3ra dosis,2022-08-01,37,42,0,0,37,42,79
LICOMA PAMPA,otras vacunaciones,covid 3ra dosis,2022-08-01,2,2,0,0,2,2,4
LLALLAGUA,otras vacunaciones,covid 3ra dosis,2022-08-01,231,353,116,123,347,476,823
LLICA,otras vacunaciones,covid 3ra dosis,2022-08-01,40,47,15,26,55,73,128
LORETO,otras vacunaciones,covid 3ra dosis,2022-08-01,0,0,2,3,2,3,5
LURIBAY,otras vacunaciones,covid 3ra dosis,2022-08-01,0,1,14,15,14,16,30
MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-08-01,16,23,7,8,23,31,54
MACHARETI,otras vacunaciones,covid 3ra dosis,2022-08-01,66,70,19,11,85,81,166
MAGDALENA,otras vacunaciones,covid 3ra dosis,2022-08-01,2,5,81,78,83,83,166
MAIRANA,otras vacunaciones,covid 3ra dosis,2022-08-01,35,40,53,87,88,127,215
MALLA,otras vacunaciones,covid 3ra dosis,2022-08-01,0,1,7,8,7,9,16
MAPIRI,otras vacunaciones,covid 3ra dosis,2022-08-01,31,35,23,14,54,49,103
MECAPACA,otras vacunaciones,covid 3ra dosis,2022-08-01,14,15,4,4,18,19,37
MINEROS,otras vacunaciones,covid 3ra dosis,2022-08-01,107,157,24,24,131,181,312
MIZQUE,otras vacunaciones,covid 3ra dosis,2022-08-01,27,30,73,70,100,100,200
MOCOMOCO,otras vacunaciones,covid 3ra dosis,2022-08-01,40,43,13,23,53,66,119
MOJINETE,otras vacunaciones,covid 3ra dosis,2022-08-01,7,6,1,0,8,6,14
MOJOCOYA,otras vacunaciones,covid 3ra dosis,2022-08-01,5,17,15,17,20,34,54
MONTEAGUDO,otras vacunaciones,covid 3ra dosis,2022-08-01,70,106,617,635,687,741,1428
MONTERO,otras vacunaciones,covid 3ra dosis,2022-08-01,1555,1311,444,607,1999,1918,3917
MORO MORO,otras vacunaciones,covid 3ra dosis,2022-08-01,4,4,18,24,22,28,50
MOROCHATA,otras vacunaciones,covid 3ra dosis,2022-08-01,11,12,21,22,32,34,66
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 3ra dosis,2022-08-01,6,4,28,29,34,33,67
NAZACARA DE PACAJES,otras vacunaciones,covid 3ra dosis,2022-08-01,2,1,0,0,2,1,3
OCURI,otras vacunaciones,covid 3ra dosis,2022-08-01,1,0,0,0,1,0,1
OKINAWA,otras vacunaciones,covid 3ra dosis,2022-08-01,93,102,14,15,107,117,224
OMEREQUE,otras vacunaciones,covid 3ra dosis,2022-08-01,7,7,83,65,90,72,162
ORURO,otras vacunaciones,covid 3ra dosis,2022-08-01,2864,3580,672,882,3536,4462,7998
PADCAYA,otras vacunaciones,covid 3ra dosis,2022-08-01,20,23,1,4,21,27,48
PADILLA,otras vacunaciones,covid 3ra dosis,2022-08-01,162,173,138,123,300,296,596
PAILON,otras vacunaciones,covid 3ra dosis,2022-08-01,189,220,0,0,189,220,409
PALCA,otras vacunaciones,covid 3ra dosis,2022-08-01,16,27,19,16,35,43,78
PALOS BLANCOS,otras vacunaciones,covid 3ra dosis,2022-08-01,34,39,163,191,197,230,427
PAMPA AULLAGAS,otras vacunaciones,covid 3ra dosis,2022-08-01,4,2,0,0,4,2,6
PAMPA GRANDE,otras vacunaciones,covid 3ra dosis,2022-08-01,14,9,28,19,42,28,70
PAPEL PAMPA,otras vacunaciones,covid 3ra dosis,2022-08-01,20,25,14,25,34,50,84
PASORAPA,otras vacunaciones,covid 3ra dosis,2022-08-01,26,20,11,8,37,28,65
PATACAMAYA,otras vacunaciones,covid 3ra dosis,2022-08-01,87,74,3,9,90,83,173
PAZÑA,otras vacunaciones,covid 3ra dosis,2022-08-01,11,21,23,40,34,61,95
PELECHUCO,otras vacunaciones,covid 3ra dosis,2022-08-01,19,6,24,8,43,14,57
