,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2022-07-01,18,9,3,6,21,15,36
SAN ANDRES DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-07-01,14,10,6,7,20,17,37
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2022-07-01,11,13,0,3,11,16,27
SAN BENITO,otras vacunaciones,covid 1ra dosis,2022-07-01,18,20,1,0,19,20,39
SAN BORJA,otras vacunaciones,covid 1ra dosis,2022-07-01,38,33,13,20,51,53,104
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,4,0,4,2,8,10
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2022-07-01,34,33,4,0,38,33,71
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2022-07-01,30,30,27,17,57,47,104
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-07-01,158,146,0,0,158,146,304
SAN JAVIER(BNI),otras vacunaciones,covid 1ra dosis,2022-07-01,2,1,0,0,2,1,3
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2022-07-01,39,59,0,0,39,59,98
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2022-07-01,4,4,0,0,4,4,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2022-07-01,48,36,3,6,51,42,93
SAN JUAN DE YAPACANI,otras vacunaciones,covid 1ra dosis,2022-07-01,20,25,1,0,21,25,46
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2022-07-01,90,108,9,18,99,126,225
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2022-07-01,7,7,10,17,17,24,41
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2022-07-01,47,38,3,1,50,39,89
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2022-07-01,26,29,16,16,42,45,87
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2022-07-01,50,32,8,14,58,46,104
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-07-01,18,6,7,7,25,13,38
SAN PABLO DE LIPEZ,otras vacunaciones,covid 1ra dosis,2022-07-01,1,2,1,1,2,3,5
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2022-07-01,9,10,10,7,19,17,36
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,7,1,1,3,8,11
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 1ra dosis,2022-07-01,13,13,3,4,16,17,33
SAN PEDRO DE MACHA,otras vacunaciones,covid 1ra dosis,2022-07-01,25,23,6,12,31,35,66
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 1ra dosis,2022-07-01,10,8,0,0,10,8,18
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,6,10,6,10,16
SAN RAFAEL,otras vacunaciones,covid 1ra dosis,2022-07-01,12,18,0,0,12,18,30
SAN RAMON BENI,otras vacunaciones,covid 1ra dosis,2022-07-01,5,6,0,0,5,6,11
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2022-07-01,24,19,0,0,24,19,43
SANTA ANA,otras vacunaciones,covid 1ra dosis,2022-07-01,14,22,0,0,14,22,36
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2022-07-01,3957,3977,734,686,4691,4663,9354
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2022-07-01,11,15,9,5,20,20,40
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2022-07-01,40,65,1,2,41,67,108
SANTIAGO DE CALLAPA,otras vacunaciones,covid 1ra dosis,2022-07-01,8,3,4,2,12,5,17
SANTIAGO DE HUARI,otras vacunaciones,covid 1ra dosis,2022-07-01,3,2,1,3,4,5,9
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2022-07-01,6,6,1,1,7,7,14
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-07-01,1,0,4,6,5,6,11
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2022-07-01,8,7,0,1,8,8,16
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2022-07-01,6,2,4,3,10,5,15
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2022-07-01,3,6,7,8,10,14,24
SENA,otras vacunaciones,covid 1ra dosis,2022-07-01,22,24,14,10,36,34,70
SHINAOTA,otras vacunaciones,covid 1ra dosis,2022-07-01,46,48,0,0,46,48,94
SICA SICA (VILLA AROMA),otras vacunaciones,covid 1ra dosis,2022-07-01,17,25,4,9,21,34,55
SICAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,1,0,1,0,1
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2022-07-01,18,21,124,111,142,132,274
SOPACHUY,otras vacunaciones,covid 1ra dosis,2022-07-01,2,3,5,2,7,5,12
SORACACHI,otras vacunaciones,covid 1ra dosis,2022-07-01,15,21,0,0,15,21,36
SORATA,otras vacunaciones,covid 1ra dosis,2022-07-01,11,7,10,9,21,16,37
SUCRE,otras vacunaciones,covid 1ra dosis,2022-07-01,784,820,100,131,884,951,1835
TACACHI,otras vacunaciones,covid 1ra dosis,2022-07-01,2,2,10,6,12,8,20
TACACOMA,otras vacunaciones,covid 1ra dosis,2022-07-01,5,6,0,1,5,7,12
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2022-07-01,3,6,11,6,14,12,26
TACOPAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,14,7,14,22,28,29,57
TAHUA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,1,1,2,1,3,4
TAPACARI,otras vacunaciones,covid 1ra dosis,2022-07-01,60,83,12,12,72,95,167
TARABUCO,otras vacunaciones,covid 1ra dosis,2022-07-01,23,11,18,18,41,29,70
TARACO,otras vacunaciones,covid 1ra dosis,2022-07-01,9,20,0,2,9,22,31
TARATA,otras vacunaciones,covid 1ra dosis,2022-07-01,6,19,2,1,8,20,28
TARIJA,otras vacunaciones,covid 1ra dosis,2022-07-01,285,302,273,235,558,537,1095
TARVITA,otras vacunaciones,covid 1ra dosis,2022-07-01,8,11,13,10,21,21,42
TEOPONTE,otras vacunaciones,covid 1ra dosis,2022-07-01,9,7,5,11,14,18,32
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2022-07-01,11,10,2,3,13,13,26
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,2,20,25,22,27,49
TIPUANI,otras vacunaciones,covid 1ra dosis,2022-07-01,6,4,6,7,12,11,23
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2022-07-01,188,171,100,80,288,251,539
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2022-07-01,10,9,26,20,36,29,65
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 1ra dosis,2022-07-01,4,2,0,0,4,2,6
TOCO,otras vacunaciones,covid 1ra dosis,2022-07-01,25,21,1,1,26,22,48
TODOS SANTOS,otras vacunaciones,covid 1ra dosis,2022-07-01,0,0,1,0,1,0,1
TOLATA,otras vacunaciones,covid 1ra dosis,2022-07-01,14,15,6,3,20,18,38
TOLEDO,otras vacunaciones,covid 1ra dosis,2022-07-01,6,4,0,0,6,4,10
TOMAVE,otras vacunaciones,covid 1ra dosis,2022-07-01,5,9,5,5,10,14,24
TOMINA,otras vacunaciones,covid 1ra dosis,2022-07-01,6,10,1,0,7,10,17
TORO TORO,otras vacunaciones,covid 1ra dosis,2022-07-01,12,2,0,0,12,2,14
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2022-07-01,31,11,1,3,32,14,46
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2022-07-01,2,3,1,2,3,5,8
TRINIDAD,otras vacunaciones,covid 1ra dosis,2022-07-01,261,292,110,100,371,392,763
TUPIZA,otras vacunaciones,covid 1ra dosis,2022-07-01,58,67,13,6,71,73,144
TURCO,otras vacunaciones,covid 1ra dosis,2022-07-01,7,13,0,0,7,13,20
UMALA,otras vacunaciones,covid 1ra dosis,2022-07-01,6,8,1,1,7,9,16
UNCIA,otras vacunaciones,covid 1ra dosis,2022-07-01,52,33,19,8,71,41,112
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2022-07-01,21,16,0,0,21,16,37
URUBICHA,otras vacunaciones,covid 1ra dosis,2022-07-01,9,5,1,2,10,7,17
UYUNI,otras vacunaciones,covid 1ra dosis,2022-07-01,37,39,7,10,44,49,93
VACAS,otras vacunaciones,covid 1ra dosis,2022-07-01,17,7,0,1,17,8,25
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2022-07-01,30,36,5,6,35,42,77
VIACHA,otras vacunaciones,covid 1ra dosis,2022-07-01,291,224,164,164,455,388,843
VILA VILA,otras vacunaciones,covid 1ra dosis,2022-07-01,0,1,3,5,3,6,9
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2022-07-01,22,13,15,21,37,34,71
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2022-07-01,69,52,54,77,123,129,252
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2022-07-01,1,2,9,6,10,8,18
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2022-07-01,29,38,1,3,30,41,71
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2022-07-01,7,7,0,0,7,7,14
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2022-07-01,134,98,100,110,234,208,442
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2022-07-01,10,8,5,4,15,12,27
VILLAZON,otras vacunaciones,covid 1ra dosis,2022-07-01,68,79,31,43,99,122,221
VINTO,otras vacunaciones,covid 1ra dosis,2022-07-01,108,102,83,103,191,205,396
VITICHI,otras vacunaciones,covid 1ra dosis,2022-07-01,9,11,4,6,13,17,30
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2022-07-01,4,2,1,0,5,2,7
WARNES,otras vacunaciones,covid 1ra dosis,2022-07-01,391,334,67,77,458,411,869
YACO,otras vacunaciones,covid 1ra dosis,2022-07-01,5,5,2,2,7,7,14
YACUIBA,otras vacunaciones,covid 1ra dosis,2022-07-01,192,187,53,59,245,246,491
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2022-07-01,14,11,2,2,16,13,29
YANACACHI,otras vacunaciones,covid 1ra dosis,2022-07-01,9,10,11,4,20,14,34
YAPACANI,otras vacunaciones,covid 1ra dosis,2022-07-01,83,85,7,8,90,93,183
YOCALLA,otras vacunaciones,covid 1ra dosis,2022-07-01,9,4,2,2,11,6,17
YOTALA,otras vacunaciones,covid 1ra dosis,2022-07-01,7,6,25,20,32,26,58
YUNCHARA,otras vacunaciones,covid 1ra dosis,2022-07-01,2,4,2,3,4,7,11
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2022-07-01,11,10,1,9,12,19,31
ACACIO,otras vacunaciones,covid 1ra dosis,2022-08-01,1,0,0,1,1,1,2
ACHACACHI,otras vacunaciones,covid 1ra dosis,2022-08-01,31,37,10,22,41,59,100
AIQUILE,otras vacunaciones,covid 1ra dosis,2022-08-01,13,16,75,68,88,84,172
ALALAY,otras vacunaciones,covid 1ra dosis,2022-08-01,7,6,0,0,7,6,13
ALCALA,otras vacunaciones,covid 1ra dosis,2022-08-01,1,2,0,1,1,3,4
ALTO BENI,otras vacunaciones,covid 1ra dosis,2022-08-01,8,11,8,9,16,20,36
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2022-08-01,4,6,22,16,26,22,48
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-08-01,10,14,0,0,10,14,24
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2022-08-01,9,13,1,3,10,16,26
ANZALDO,otras vacunaciones,covid 1ra dosis,2022-08-01,4,11,5,7,9,18,27
APOLO,otras vacunaciones,covid 1ra dosis,2022-08-01,21,10,43,57,64,67,131
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2022-08-01,1,1,9,7,10,8,18
ARANI,otras vacunaciones,covid 1ra dosis,2022-08-01,19,32,2,1,21,33,54
ARBIETO,otras vacunaciones,covid 1ra dosis,2022-08-01,78,88,54,52,132,140,272
ARQUE,otras vacunaciones,covid 1ra dosis,2022-08-01,5,6,33,34,38,40,78
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2022-08-01,16,20,0,0,16,20,36
ATOCHA,otras vacunaciones,covid 1ra dosis,2022-08-01,56,53,29,33,85,86,171
AUCAPATA,otras vacunaciones,covid 1ra dosis,2022-08-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,covid 1ra dosis,2022-08-01,1,0,15,8,16,8,24
AYO AYO,otras vacunaciones,covid 1ra dosis,2022-08-01,3,6,3,2,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2022-08-01,57,25,191,164,248,189,437
AZURDUY,otras vacunaciones,covid 1ra dosis,2022-08-01,4,12,21,28,25,40,65
BATALLAS,otras vacunaciones,covid 1ra dosis,2022-08-01,10,19,4,5,14,24,38
BAURES,otras vacunaciones,covid 1ra dosis,2022-08-01,5,8,6,2,11,10,21
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-08-01,12,7,0,0,12,7,19
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2022-08-01,5,2,0,1,5,3,8
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2022-08-01,9,13,22,23,31,36,67
BERMEJO,otras vacunaciones,covid 1ra dosis,2022-08-01,6,4,0,1,6,5,11
BETANZOS,otras vacunaciones,covid 1ra dosis,2022-08-01,65,66,100,105,165,171,336
BOLIVAR,otras vacunaciones,covid 1ra dosis,2022-08-01,4,5,5,7,9,12,21
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,6,2,6,2,8
BOYUIBE,otras vacunaciones,covid 1ra dosis,2022-08-01,17,4,2,0,19,4,23
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-08-01,44,35,8,4,52,39,91
CABEZAS,otras vacunaciones,covid 1ra dosis,2022-08-01,47,35,22,15,69,50,119
CAIROMA,otras vacunaciones,covid 1ra dosis,2022-08-01,14,10,14,18,28,28,56
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2022-08-01,7,8,3,5,10,13,23
CAJUATA,otras vacunaciones,covid 1ra dosis,2022-08-01,4,3,2,5,6,8,14
CALACOTO,otras vacunaciones,covid 1ra dosis,2022-08-01,1,1,3,4,4,5,9
CALAMARCA,otras vacunaciones,covid 1ra dosis,2022-08-01,25,19,4,4,29,23,52
CAMARGO,otras vacunaciones,covid 1ra dosis,2022-08-01,6,5,5,6,11,11,22
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2022-08-01,0,1,2,4,2,5,7
CAMIRI,otras vacunaciones,covid 1ra dosis,2022-08-01,57,64,11,25,68,89,157
CAPINOTA,otras vacunaciones,covid 1ra dosis,2022-08-01,96,78,59,54,155,132,287
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2022-08-01,0,6,0,0,0,6,6
CARACOLLO,otras vacunaciones,covid 1ra dosis,2022-08-01,22,34,2,3,24,37,61
CARANAVI,otras vacunaciones,covid 1ra dosis,2022-08-01,84,71,17,22,101,93,194
CARAPARI,otras vacunaciones,covid 1ra dosis,2022-08-01,19,14,0,0,19,14,33
CARIPUYO,otras vacunaciones,covid 1ra dosis,2022-08-01,1,3,0,1,1,4,5
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2022-08-01,23,23,0,0,23,23,46
CATACORA,otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,1,0,1,0,1
CHACARILLA,otras vacunaciones,covid 1ra dosis,2022-08-01,2,1,0,3,2,4,6
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2022-08-01,49,69,13,14,62,83,145
CHAQUI,otras vacunaciones,covid 1ra dosis,2022-08-01,6,8,8,12,14,20,34
CHARAGUA,otras vacunaciones,covid 1ra dosis,2022-08-01,72,85,20,25,92,110,202
CHARAÑA,otras vacunaciones,covid 1ra dosis,2022-08-01,2,1,0,1,2,2,4
CHAYANTA,otras vacunaciones,covid 1ra dosis,2022-08-01,4,5,10,6,14,11,25
CHIMORE,otras vacunaciones,covid 1ra dosis,2022-08-01,15,12,78,89,93,101,194
CHIPAYA,otras vacunaciones,covid 1ra dosis,2022-08-01,3,2,5,3,8,5,13
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2022-08-01,3,1,0,0,3,1,4
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2022-08-01,4,0,8,6,12,6,18
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2022-08-01,35,44,10,8,45,52,97
CHUMA,otras vacunaciones,covid 1ra dosis,2022-08-01,6,8,21,24,27,32,59
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2022-08-01,0,1,10,5,10,6,16
CKOCHAS,otras vacunaciones,covid 1ra dosis,2022-08-01,19,13,18,34,37,47,84
CLIZA,otras vacunaciones,covid 1ra dosis,2022-08-01,34,20,20,15,54,35,89
COBIJA,otras vacunaciones,covid 1ra dosis,2022-08-01,93,114,92,101,185,215,400
COCAPATA,otras vacunaciones,covid 1ra dosis,2022-08-01,186,159,18,16,204,175,379
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2022-08-01,1417,1343,522,635,1939,1978,3917
COIPASA,otras vacunaciones,covid 1ra dosis,2022-08-01,2,5,0,0,2,5,7
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2022-08-01,52,40,103,85,155,125,280
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2022-08-01,34,40,16,27,50,67,117
COLLANA,otras vacunaciones,covid 1ra dosis,2022-08-01,3,0,2,0,5,0,5
COLOMI,otras vacunaciones,covid 1ra dosis,2022-08-01,20,14,26,9,46,23,69
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2022-08-01,24,26,0,0,24,26,50
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2022-08-01,10,7,12,5,22,12,34
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2022-08-01,1,7,2,3,3,10,13
COLQUIRI,otras vacunaciones,covid 1ra dosis,2022-08-01,14,14,54,47,68,61,129
COMANCHE,otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,covid 1ra dosis,2022-08-01,12,7,0,0,12,7,19
COMBAYA,otras vacunaciones,covid 1ra dosis,2022-08-01,2,0,0,2,2,2,4
CONCEPCION,otras vacunaciones,covid 1ra dosis,2022-08-01,45,41,45,56,90,97,187
COPACABANA,otras vacunaciones,covid 1ra dosis,2022-08-01,4,7,1,2,5,9,14
CORIPATA,otras vacunaciones,covid 1ra dosis,2022-08-01,4,5,60,102,64,107,171
CORO CORO,otras vacunaciones,covid 1ra dosis,2022-08-01,9,9,15,17,24,26,50
COROICO,otras vacunaciones,covid 1ra dosis,2022-08-01,8,19,3,6,11,25,36
CORQUE,otras vacunaciones,covid 1ra dosis,2022-08-01,31,48,0,0,31,48,79
COTAGAITA,otras vacunaciones,covid 1ra dosis,2022-08-01,48,39,38,40,86,79,165
COTOCA,otras vacunaciones,covid 1ra dosis,2022-08-01,198,134,24,17,222,151,373
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-08-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2022-08-01,14,12,14,15,28,27,55
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2022-08-01,4,7,1,0,5,7,12
CUEVO,otras vacunaciones,covid 1ra dosis,2022-08-01,5,4,2,1,7,5,12
CULPINA,otras vacunaciones,covid 1ra dosis,2022-08-01,19,20,9,13,28,33,61
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2022-08-01,18,20,7,5,25,25,50
CURVA,otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,17,18,17,18,35
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2022-08-01,12,6,1,1,13,7,20
EL ALTO,otras vacunaciones,covid 1ra dosis,2022-08-01,947,974,427,484,1374,1458,2832
EL CHORO,otras vacunaciones,covid 1ra dosis,2022-08-01,4,1,0,1,4,2,6
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2022-08-01,14,9,38,41,52,50,102
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2022-08-01,8,2,14,15,22,17,39
EL TORNO,otras vacunaciones,covid 1ra dosis,2022-08-01,107,77,0,0,107,77,184
EL VILLAR,otras vacunaciones,covid 1ra dosis,2022-08-01,0,1,6,5,6,6,12
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2022-08-01,14,12,15,12,29,24,53
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2022-08-01,64,41,62,64,126,105,231
ESCARA,otras vacunaciones,covid 1ra dosis,2022-08-01,4,0,0,0,4,0,4
ESCOMA,otras vacunaciones,covid 1ra dosis,2022-08-01,11,8,4,2,15,10,25
ESMERALDA,otras vacunaciones,covid 1ra dosis,2022-08-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2022-08-01,12,15,0,0,12,15,27
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,35,27,35,27,62
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2022-08-01,13,8,7,4,20,12,32
FILADELFIA,otras vacunaciones,covid 1ra dosis,2022-08-01,5,3,45,41,50,44,94
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 1ra dosis,2022-08-01,3,0,12,11,15,11,26
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2022-08-01,24,30,1,1,25,31,56
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2022-08-01,2,3,35,17,37,20,57
GUANAY,otras vacunaciones,covid 1ra dosis,2022-08-01,2,4,44,36,46,40,86
GUAQUI,otras vacunaciones,covid 1ra dosis,2022-08-01,2,8,0,1,2,9,11
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2022-08-01,22,19,32,10,54,29,83
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2022-08-01,208,200,75,65,283,265,548
HUACARETA,otras vacunaciones,covid 1ra dosis,2022-08-01,9,4,5,5,14,9,23
HUACHACALLA,otras vacunaciones,covid 1ra dosis,2022-08-01,12,4,0,0,12,4,16
HUANUNI,otras vacunaciones,covid 1ra dosis,2022-08-01,73,89,0,1,73,90,163
HUARINA,otras vacunaciones,covid 1ra dosis,2022-08-01,12,8,4,2,16,10,26
HUATAJATA,otras vacunaciones,covid 1ra dosis,2022-08-01,4,1,10,10,14,11,25
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2022-08-01,3,7,0,0,3,7,10
HUMANATA,otras vacunaciones,covid 1ra dosis,2022-08-01,3,3,4,1,7,4,11
ICHOCA,otras vacunaciones,covid 1ra dosis,2022-08-01,3,3,8,9,11,12,23
ICLA,otras vacunaciones,covid 1ra dosis,2022-08-01,17,8,19,13,36,21,57
INCAHUASI,otras vacunaciones,covid 1ra dosis,2022-08-01,12,8,14,21,26,29,55
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2022-08-01,0,1,5,1,5,2,7
INQUISIVI,otras vacunaciones,covid 1ra dosis,2022-08-01,0,2,14,9,14,11,25
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2022-08-01,10,14,0,5,10,19,29
IXIAMAS,otras vacunaciones,covid 1ra dosis,2022-08-01,2,2,18,20,20,22,42
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-08-01,5,6,4,6,9,12,21
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2022-08-01,33,35,1,2,34,37,71
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2022-08-01,149,155,10,10,159,165,324
LA PAZ,otras vacunaciones,covid 1ra dosis,2022-08-01,866,826,665,597,1531,1423,2954
LA RIVERA,otras vacunaciones,covid 1ra dosis,2022-08-01,1,0,1,0,2,0,2
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2022-08-01,17,14,25,20,42,34,76
LAJA,otras vacunaciones,covid 1ra dosis,2022-08-01,32,35,4,1,36,36,72
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2022-08-01,7,7,0,0,7,7,14
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2022-08-01,5,4,1,2,6,6,12
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2022-08-01,184,160,82,74,266,234,500
LLICA,otras vacunaciones,covid 1ra dosis,2022-08-01,4,0,3,4,7,4,11
LORETO,otras vacunaciones,covid 1ra dosis,2022-08-01,1,0,1,2,2,2,4
LURIBAY,otras vacunaciones,covid 1ra dosis,2022-08-01,1,2,5,3,6,5,11
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-08-01,8,6,6,2,14,8,22
MACHARETI,otras vacunaciones,covid 1ra dosis,2022-08-01,12,5,2,5,14,10,24
MAGDALENA,otras vacunaciones,covid 1ra dosis,2022-08-01,2,2,24,20,26,22,48
MAIRANA,otras vacunaciones,covid 1ra dosis,2022-08-01,14,6,15,19,29,25,54
MALLA,otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,2,3,2,3,5
MAPIRI,otras vacunaciones,covid 1ra dosis,2022-08-01,48,33,28,26,76,59,135
MECAPACA,otras vacunaciones,covid 1ra dosis,2022-08-01,62,55,17,17,79,72,151
MINEROS,otras vacunaciones,covid 1ra dosis,2022-08-01,41,39,9,7,50,46,96
MIZQUE,otras vacunaciones,covid 1ra dosis,2022-08-01,9,13,20,23,29,36,65
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2022-08-01,14,33,26,22,40,55,95
MOJINETE,otras vacunaciones,covid 1ra dosis,2022-08-01,1,0,0,2,1,2,3
MOJOCOYA,otras vacunaciones,covid 1ra dosis,2022-08-01,6,4,1,0,7,4,11
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2022-08-01,36,25,54,51,90,76,166
MONTERO,otras vacunaciones,covid 1ra dosis,2022-08-01,420,414,163,155,583,569,1152
MORO MORO,otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,3,0,3,0,3
MOROCHATA,otras vacunaciones,covid 1ra dosis,2022-08-01,30,39,104,70,134,109,243
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2022-08-01,7,2,53,34,60,36,96
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2022-08-01,2,3,0,0,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 1ra dosis,2022-08-01,0,2,4,4,4,6,10
OCURI,otras vacunaciones,covid 1ra dosis,2022-08-01,3,3,0,0,3,3,6
OKINAWA,otras vacunaciones,covid 1ra dosis,2022-08-01,16,21,1,4,17,25,42
OMEREQUE,otras vacunaciones,covid 1ra dosis,2022-08-01,0,0,13,19,13,19,32
ORURO,otras vacunaciones,covid 1ra dosis,2022-08-01,1136,1057,174,157,1310,1214,2524
PADCAYA,otras vacunaciones,covid 1ra dosis,2022-08-01,6,3,0,0,6,3,9
PADILLA,otras vacunaciones,covid 1ra dosis,2022-08-01,12,6,8,5,20,11,31
