,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
PELECHUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,3,0,0,0,3,3
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,1,0,1,1
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,8,0,0,1,8,9
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,8,0,8,8
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,6,2,6,3,9
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,22,41,69,109,91,150,241
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,9,13,0,0,9,13,22
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,4,0,0,0,4,4
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,2,0,1,0,3,3
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,5,0,0,1,5,1,6
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,3,0,3,3
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,14,27,74,73,88,100,188
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,11,8,2,9,13,17,30
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,8,12,94,63,102,75,177
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,4,3,6,3,10,13
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,1,0,2,1,3,4
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,4,9,5,4,9,13,22
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,0,17,8,18,8,26
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,4,15,26,18,30,48
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,16,17,7,15,23,32,55
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,4,0,4,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,6,6,0,2,6,8,14
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,4,6,0,0,4,6,10
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,4,0,0,1,4,5
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,11,4,7,11,18,15,33
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,5,3,3,5,8,13
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,2,0,0,1,2,3
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,11,4,4,4,15,8,23
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,19,20,1,5,20,25,45
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,3,14,28,17,31,48
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,3,0,0,0,3,3
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,11,19,11,22,22,41,63
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,3,6,3,7,10
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,4,2,2,5,6,11
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,4,5,0,0,4,5,9
SAN PEDRO DE QUEMES,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,4,0,0,1,4,5
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,2,0,0,1,2,3
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,3,0,0,3,3,6
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,589,711,76,151,665,862,1527
SANTA ROSA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,2,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,28,5,10,2,38,7,45
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,4,5,5,7,9,16
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,3,1,0,2,3,5
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,5,6,0,0,5,6,11
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,0,0,0,1,0,1
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,21,53,1,1,22,54,76
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,4,2,9,7,13,9,22
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,3,0,0,0,3,3
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,104,127,2,7,106,134,240
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,14,49,3,5,17,54,71
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,3,1,1,4,4,8
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,0,0,0,3,0,3
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,45,38,6,2,51,40,91
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,4,5,4,11,8,16,24
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,1,0,0,2,1,3
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,2,4,5,4,7,11
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,11,9,112,48,123,57,180
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,6,0,6,6
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,3,0,0,0,3,3
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,11,4,7,5,18,23
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,59,23,13,5,72,28,100
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,3,2,3,2,5
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,8,9,5,7,13,16,29
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,4,17,6,1,10,18,28
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,9,0,9,9
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,2,0,1,0,3,3
WALDO BALLIVIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,50,0,50,0,50
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,32,36,1,9,33,45,78
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,33,25,2,3,35,28,63
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,8,5,3,6,11,11,22
YOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,3,0,0,1,3,4
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,5,18,7,7,12,25,37
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,8,5,11,6,19,25
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,2,0,1,3,3,6
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,1,19,2,20,3,23
AYO AYO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,0,0,0,1,0,1
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,1,1,1,2,3
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,9,14,9,14,23
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,14,3,0,0,14,3,17
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,10,0,0,0,10,0,10
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,2,0,2,1,3
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,4,0,0,0,4,4
CAJUATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,4,3,6,3,10,13
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,4,0,0,1,4,5
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,10,3,1,0,11,3,14
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,16,4,1,2,17,6,23
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,3,0,0,0,3,3
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,8,7,1,1,9,8,17
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,19,17,5,3,24,20,44
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,6,4,6,4,10
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,3,0,2,2,5,7
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,4,4,0,0,4,4,8
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,1,0,5,3,6,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,5,6,1,0,6,6,12
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,4,4,0,0,4,4,8
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,11,22,15,20,26,42,68
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,2,2,5,3,7,10
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,208,287,84,98,292,385,677
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,5,8,5,5,10,13,23
COLLANA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,3,3,3,3,6,9
COMANCHE,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,0,3,0,3,3
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,5,402,1,404,6,410
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,1,0,0,3,1,4
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,3,6,3,6,9
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,2,0,1,3,3,6
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,1,0,0,1,1,2
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,17,8,5,4,22,12,34
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,4,6,2,2,6,8,14
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,68,134,104,165,172,299,471
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,7,9,0,0,7,9,16
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,0,0,0,2,0,2
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,11,15,0,0,11,15,26
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,1,0,2,2,3,5
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,3,76,0,76,3,79
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,5,4,0,0,5,4,9
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,2,2,2,2,4
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,6,7,0,1,6,8,14
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,5,0,0,3,5,8
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,1,1,1,1,2
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,10,10,3,3,13,13,26
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,4,8,0,0,4,8,12
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,1,0,1,1,2
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,38,71,15,41,53,112,165
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,223,306,70,17,293,323,616
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,0,0,0,1,0,1
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,3,0,0,0,3,3
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,2,6,13,6,15,21
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,28,11,12,14,40,54
LURIBAY,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,3,0,0,2,3,5
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,20,8,55,10,75,18,93
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,1,0,0,3,1,4
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,2,0,0,2,2,4
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,8,20,5,3,13,23,36
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,6,9,0,0,6,9,15
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,4,0,2,3,6,9
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,88,136,0,2,88,138,226
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,7,15,7,15,22
PALCA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,0,0,0,2,0,2
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,5,9,18,8,23,17,40
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,6,14,0,0,6,14,20
PAZÑA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,0,0,0,1,0,1
PORCO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,3,16,3,16,19
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,5,1,0,3,5,8
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,70,111,2,7,72,118,190
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,14,3,7,3,21,24
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,1,3,2,6,3,9
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,1,0,0,1,1,2
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,3,1,1,3,4,7
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,4,4,4,5,9
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,1,3,1,3,4
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,10,13,6,3,16,16,32
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,2,1,1,3,3,6
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,14,11,16,28,30,39,69
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,4,10,4,10,14
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,21,7,18,15,39,22,61
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,2,1,2,1,4,5
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,43,66,5,4,48,70,118
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,18,46,4,8,22,54,76
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,4,0,0,0,4,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,0,3,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,11,8,4,0,15,8,23
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,9,8,6,5,15,13,28
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,2,5,2,8,4,12
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,16,24,1,4,17,28,45
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,2,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,3,1,3,2,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,4,9,4,10,8,18
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,12,22,6,4,18,26,44
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,1,4,1,4,5
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,0,0,0,1,0,1
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,4,0,4,0,4
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,7,2,7,2,9
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,2,0,0,0,2,2
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,2,3,2,3,5
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,1,0,0,2,1,3
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,5,0,0,2,5,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,915,1149,233,378,1148,1527,2675
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,5,0,0,0,5,5
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,0,3,0,3,3
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,4,4,5,6,9,15
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,3,0,1,0,4,4
SENA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,9,19,0,0,9,19,28
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,3,0,0,1,3,4
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,1,3,1,3,4
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,6,2,6,4,12,16
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,85,93,0,0,85,93,178
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,4,4,10,7,14,21
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,60,89,1,4,61,93,154
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,4,2,4,2,6
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,10,17,6,11,16,28,44
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,1,10,4,11,5,16
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,2,0,0,1,2,3
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,2,3,0,0,2,3,5
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,52,42,61,9,113,51,164
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,7,11,0,0,7,11,18
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,5,0,0,0,5,5
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,2,0,0,1,2,3
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,17,3,15,8,32,11,43
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,3,1,2,5,5,6,11
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,36,11,29,8,65,19,84
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,43,16,0,3,43,19,62
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,11,31,10,20,21,51,72
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,5,26,1,7,6,33,39
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,1,8,1,7,2,15,17
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,0,0,2,1,2,1,3
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,35,21,0,0,35,21,56
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,25,21,7,9,32,30,62
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-12-01,17,3,4,3,21,6,27
