,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,0,5
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,8,9
BATALLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,9,9,18
CAJUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
CAMARGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,3,8
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,1,3
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,6,6
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,11,13
CHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,4,4
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,6,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,2,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,3,7
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,12,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,118,8,126
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,34,9,43
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,1,5
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,3,4
CORIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,3,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,8,5,13
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,3,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,242,11,253
EL CHORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,380,380
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,0,4
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,9,0,9
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,1,5
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,10,15
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,3,5
HUMANATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,14,14
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,4,8
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,8,8
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,23,8,31
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,264,4,268
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,7,8
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,17,17
LLICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,3,3
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,5,5
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,0,5
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,34,4,38
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,22,22
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,54,36,90
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,0,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,1,6
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,4,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,20,0,20
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,27,31
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,4,6
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,8,4,12
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,34,0,34
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,5,10
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,3,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,3,7
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,10,6,16
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,0,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,1,2
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,12,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,9,0,9
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,2,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,6,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,7,7
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,7,9,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,269,20,289
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,3,2,5
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,3,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,7,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,6,1,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,21,6,27
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,8,13
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,1,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,3,5
TARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,2,4
TARACO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,28,5,33
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,8,9,17
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,5,5
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,30,1,31
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,19,0,19
URUBICHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,2,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,3,3
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,6,6
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,5,0,5
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,4,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,8,3,11
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,3,14,17
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,15,3,18
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,4,8
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,3,2,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,0,1,1
