,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,0,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,14,7,21
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,6,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,183,15,198
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,5,5
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,3,3
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,2,4
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,6,10,16
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,0,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,0,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,19,0,19
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,0,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,13,2,15
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,20,6,26
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,6,8
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,10,15
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,57,18,75
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,6,7,13
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,19,11,30
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,1,6
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,3,3
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,8,9
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,13,0,13
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,4,4
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,8,10
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,13,1,14
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,7,7
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,4,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,13,4,17
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,5,6
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,7,0,7
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,7,6,13
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,18,27,45
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,23,10,33
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,8,1,9
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,7,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,3,0,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,12,63,75
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,4,0,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,3,5
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,16,3,19
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,310,38,348
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,6,0,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,1,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,5,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,20,4,24
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,17,4,21
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,4,4
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,47,23,70
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,5,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,28,3,31
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,3,19,22
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,11,11
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,20,13,33
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,12,17
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,6,0,6
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,3,0,3
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,20,25
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,6,10,16
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,8,1,9
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,42,47
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,1,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,24,4,28
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,17,17,34
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,18,25,43
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,4,10,14
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,5,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
