,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
SAN JULIAN,consultas prenatales,repetidas,2011-07-01,242,8,250
SAN LORENZO(PND),consultas prenatales,repetidas,2011-07-01,25,14,39
SAN LORENZO(TJA),consultas prenatales,repetidas,2011-07-01,102,5,107
SAN LUCAS,consultas prenatales,repetidas,2011-07-01,187,80,267
SAN MATIAS,consultas prenatales,repetidas,2011-07-01,103,0,103
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2011-07-01,66,11,77
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2011-07-01,12,1,13
SAN PEDRO,consultas prenatales,repetidas,2011-07-01,131,0,131
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2011-07-01,98,16,114
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2011-07-01,21,2,23
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2011-07-01,11,2,13
SAN PEDRO(PND),consultas prenatales,repetidas,2011-07-01,2,2,4
SAN RAFAEL,consultas prenatales,repetidas,2011-07-01,62,0,62
SAN RAMON BENI,consultas prenatales,repetidas,2011-07-01,43,0,43
SAN RAMON SCZ,consultas prenatales,repetidas,2011-07-01,68,0,68
SANTA ANA,consultas prenatales,repetidas,2011-07-01,161,16,177
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2011-07-01,8261,8,8269
SANTA ROSA,consultas prenatales,repetidas,2011-07-01,71,0,71
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2011-07-01,146,0,146
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2011-07-01,2,11,13
SANTIAGO DE HUARI,consultas prenatales,repetidas,2011-07-01,58,2,60
SANTIAGO DE HUATA,consultas prenatales,repetidas,2011-07-01,19,1,20
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2011-07-01,16,0,16
SANTIVAÑES,consultas prenatales,repetidas,2011-07-01,24,0,24
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2011-07-01,17,8,25
SAPAHAQUI,consultas prenatales,repetidas,2011-07-01,20,2,22
SENA,consultas prenatales,repetidas,2011-07-01,40,0,40
SHINAOTA,consultas prenatales,repetidas,2011-07-01,389,0,389
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2011-07-01,78,5,83
SICAYA,consultas prenatales,repetidas,2011-07-01,15,0,15
SIPE SIPE,consultas prenatales,repetidas,2011-07-01,375,0,375
SOPACHUY,consultas prenatales,repetidas,2011-07-01,50,1,51
SORACACHI,consultas prenatales,repetidas,2011-07-01,46,11,57
SORATA,consultas prenatales,repetidas,2011-07-01,96,31,127
SUCRE,consultas prenatales,repetidas,2011-07-01,3040,29,3069
TACACHI,consultas prenatales,repetidas,2011-07-01,1,0,1
TACACOMA,consultas prenatales,repetidas,2011-07-01,39,6,45
TACOBAMBA,consultas prenatales,repetidas,2011-07-01,30,9,39
TACOPAYA,consultas prenatales,repetidas,2011-07-01,51,2,53
TAHUA,consultas prenatales,repetidas,2011-07-01,2,0,2
TAPACARI,consultas prenatales,repetidas,2011-07-01,96,45,141
TARABUCO,consultas prenatales,repetidas,2011-07-01,92,30,122
TARACO,consultas prenatales,repetidas,2011-07-01,9,1,10
TARATA,consultas prenatales,repetidas,2011-07-01,58,0,58
TARIJA,consultas prenatales,repetidas,2011-07-01,1887,1,1888
TARVITA,consultas prenatales,repetidas,2011-07-01,92,27,119
TEOPONTE,consultas prenatales,repetidas,2011-07-01,33,4,37
TIAWANACU,consultas prenatales,repetidas,2011-07-01,53,13,66
TINGUIPAYA,consultas prenatales,repetidas,2011-07-01,57,13,70
TIPUANI,consultas prenatales,repetidas,2011-07-01,70,0,70
TIQUIPAYA,consultas prenatales,repetidas,2011-07-01,482,0,482
TIRAQUE (CBBA),consultas prenatales,repetidas,2011-07-01,111,7,118
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2011-07-01,3,0,3
TOCO,consultas prenatales,repetidas,2011-07-01,35,0,35
TODOS SANTOS,consultas prenatales,repetidas,2011-07-01,1,0,1
TOLATA,consultas prenatales,repetidas,2011-07-01,28,0,28
TOLEDO,consultas prenatales,repetidas,2011-07-01,24,3,27
TOMAVE,consultas prenatales,repetidas,2011-07-01,23,31,54
TOMINA,consultas prenatales,repetidas,2011-07-01,62,0,62
TORO TORO,consultas prenatales,repetidas,2011-07-01,29,14,43
TOTORA(CBBA),consultas prenatales,repetidas,2011-07-01,116,6,122
TOTORA(ORR),consultas prenatales,repetidas,2011-07-01,24,8,32
TRIGAL,consultas prenatales,repetidas,2011-07-01,3,0,3
TRINIDAD,consultas prenatales,repetidas,2011-07-01,1301,17,1318
TUPIZA,consultas prenatales,repetidas,2011-07-01,319,6,325
TURCO,consultas prenatales,repetidas,2011-07-01,16,2,18
UMALA,consultas prenatales,repetidas,2011-07-01,15,16,31
UNCIA,consultas prenatales,repetidas,2011-07-01,97,20,117
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2011-07-01,67,4,71
URUBICHA,consultas prenatales,repetidas,2011-07-01,47,0,47
UYUNI,consultas prenatales,repetidas,2011-07-01,229,11,240
VACAS,consultas prenatales,repetidas,2011-07-01,44,6,50
VALLEGRANDE,consultas prenatales,repetidas,2011-07-01,119,4,123
VIACHA,consultas prenatales,repetidas,2011-07-01,300,0,300
VILA VILA,consultas prenatales,repetidas,2011-07-01,19,1,20
VILLA CHARCAS,consultas prenatales,repetidas,2011-07-01,69,37,106
VILLA MONTES,consultas prenatales,repetidas,2011-07-01,284,10,294
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2011-07-01,13,4,17
VILLA RIVERO,consultas prenatales,repetidas,2011-07-01,22,2,24
VILLA SERRANO,consultas prenatales,repetidas,2011-07-01,64,16,80
VILLA TUNARI,consultas prenatales,repetidas,2011-07-01,672,1,673
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2011-07-01,62,15,77
VILLAZON,consultas prenatales,repetidas,2011-07-01,354,12,366
VINTO,consultas prenatales,repetidas,2011-07-01,327,5,332
VITICHI,consultas prenatales,repetidas,2011-07-01,54,0,54
WALDO BALLIVIAN,consultas prenatales,repetidas,2011-07-01,10,0,10
WARNES,consultas prenatales,repetidas,2011-07-01,617,3,620
YACO,consultas prenatales,repetidas,2011-07-01,7,13,20
YACUIBA,consultas prenatales,repetidas,2011-07-01,605,6,611
YAMPARAEZ,consultas prenatales,repetidas,2011-07-01,38,3,41
YANACACHI,consultas prenatales,repetidas,2011-07-01,31,0,31
YAPACANI,consultas prenatales,repetidas,2011-07-01,308,2,310
YOCALLA,consultas prenatales,repetidas,2011-07-01,32,4,36
YOTALA,consultas prenatales,repetidas,2011-07-01,45,0,45
YUNCHARA,consultas prenatales,repetidas,2011-07-01,7,28,35
ZUDAÑEZ,consultas prenatales,repetidas,2011-07-01,30,10,40
ACACIO,consultas prenatales,repetidas,2011-08-01,25,3,28
ACHACACHI,consultas prenatales,repetidas,2011-08-01,202,7,209
ACHOCALLA,consultas prenatales,repetidas,2011-08-01,52,4,56
AIQUILE,consultas prenatales,repetidas,2011-08-01,202,6,208
ALALAY,consultas prenatales,repetidas,2011-08-01,7,8,15
ALCALA,consultas prenatales,repetidas,2011-08-01,15,2,17
ALTO BENI,consultas prenatales,repetidas,2011-08-01,46,1,47
ANCORAIMES,consultas prenatales,repetidas,2011-08-01,47,2,49
ANDAMARCA,consultas prenatales,repetidas,2011-08-01,15,5,20
ANTEQUERA,consultas prenatales,repetidas,2011-08-01,21,2,23
ANZALDO,consultas prenatales,repetidas,2011-08-01,29,5,34
APOLO,consultas prenatales,repetidas,2011-08-01,127,7,134
ARAMPAMPA,consultas prenatales,repetidas,2011-08-01,13,4,17
ARANI,consultas prenatales,repetidas,2011-08-01,75,6,81
ARBIETO,consultas prenatales,repetidas,2011-08-01,40,11,51
ARQUE,consultas prenatales,repetidas,2011-08-01,85,1,86
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2011-08-01,242,0,242
ATOCHA,consultas prenatales,repetidas,2011-08-01,111,1,112
AUCAPATA,consultas prenatales,repetidas,2011-08-01,14,1,15
AYATA,consultas prenatales,repetidas,2011-08-01,43,6,49
AYO AYO,consultas prenatales,repetidas,2011-08-01,44,0,44
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2011-08-01,164,17,181
AZURDUY,consultas prenatales,repetidas,2011-08-01,40,30,70
BATALLAS,consultas prenatales,repetidas,2011-08-01,77,1,78
BAURES,consultas prenatales,repetidas,2011-08-01,34,0,34
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2011-08-01,5,0,5
BELEN DE URMIRI,consultas prenatales,repetidas,2011-08-01,2,2,4
BELLA FLOR,consultas prenatales,repetidas,2011-08-01,3,3,6
BERMEJO,consultas prenatales,repetidas,2011-08-01,342,0,342
BETANZOS,consultas prenatales,repetidas,2011-08-01,142,22,164
BOLIVAR,consultas prenatales,repetidas,2011-08-01,23,5,28
BOLPEBRA,consultas prenatales,repetidas,2011-08-01,4,1,5
BOYUIBE,consultas prenatales,repetidas,2011-08-01,18,3,21
BUENA VISTA,consultas prenatales,repetidas,2011-08-01,106,3,109
CABEZAS,consultas prenatales,repetidas,2011-08-01,116,0,116
CAIROMA,consultas prenatales,repetidas,2011-08-01,45,10,55
"CAIZA ""D""",consultas prenatales,repetidas,2011-08-01,45,9,54
CAJUATA,consultas prenatales,repetidas,2011-08-01,48,3,51
CALACOTO,consultas prenatales,repetidas,2011-08-01,5,16,21
CALAMARCA,consultas prenatales,repetidas,2011-08-01,49,1,50
CAMARGO,consultas prenatales,repetidas,2011-08-01,107,19,126
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2011-08-01,21,5,26
CAMIRI,consultas prenatales,repetidas,2011-08-01,320,0,320
CAPINOTA,consultas prenatales,repetidas,2011-08-01,177,1,178
CAQUIAVIRI,consultas prenatales,repetidas,2011-08-01,25,2,27
CARACOLLO,consultas prenatales,repetidas,2011-08-01,127,12,139
CARANAVI,consultas prenatales,repetidas,2011-08-01,357,9,366
CARANGAS,consultas prenatales,repetidas,2011-08-01,1,0,1
CARAPARI,consultas prenatales,repetidas,2011-08-01,64,0,64
CARIPUYO,consultas prenatales,repetidas,2011-08-01,23,24,47
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2011-08-01,24,0,24
CATACORA,consultas prenatales,repetidas,2011-08-01,2,0,2
CHACARILLA,consultas prenatales,repetidas,2011-08-01,1,1,2
CHALLAPATA,consultas prenatales,repetidas,2011-08-01,219,15,234
CHAQUI,consultas prenatales,repetidas,2011-08-01,22,3,25
CHARAGUA,consultas prenatales,repetidas,2011-08-01,198,0,198
CHARAÑA,consultas prenatales,repetidas,2011-08-01,12,2,14
CHAYANTA,consultas prenatales,repetidas,2011-08-01,59,25,84
CHIMORE,consultas prenatales,repetidas,2011-08-01,133,1,134
CHIPAYA,consultas prenatales,repetidas,2011-08-01,18,0,18
CHOQUE COTA,consultas prenatales,repetidas,2011-08-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2011-08-01,151,0,151
CHUMA,consultas prenatales,repetidas,2011-08-01,38,0,38
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2011-08-01,48,12,60
CKOCHAS,consultas prenatales,repetidas,2011-08-01,63,17,80
CLIZA,consultas prenatales,repetidas,2011-08-01,241,0,241
COBIJA,consultas prenatales,repetidas,2011-08-01,700,1,701
COCAPATA,consultas prenatales,repetidas,2011-08-01,25,62,87
COCHABAMBA,consultas prenatales,repetidas,2011-08-01,6986,6,6992
COIPASA,consultas prenatales,repetidas,2011-08-01,4,0,4
COLCAPIRHUA,consultas prenatales,repetidas,2011-08-01,524,0,524
"COLCHA ""K""",consultas prenatales,repetidas,2011-08-01,39,6,45
COLLANA,consultas prenatales,repetidas,2011-08-01,7,0,7
COLOMI,consultas prenatales,repetidas,2011-08-01,115,1,116
COLPA BELGICA,consultas prenatales,repetidas,2011-08-01,33,1,34
COLQUECHACA,consultas prenatales,repetidas,2011-08-01,132,29,161
COLQUENCHA,consultas prenatales,repetidas,2011-08-01,62,3,65
COLQUIRI,consultas prenatales,repetidas,2011-08-01,48,49,97
COMANCHE,consultas prenatales,repetidas,2011-08-01,10,1,11
COMARAPA,consultas prenatales,repetidas,2011-08-01,229,0,229
COMBAYA,consultas prenatales,repetidas,2011-08-01,0,11,11
CONCEPCION,consultas prenatales,repetidas,2011-08-01,146,2,148
COPACABANA,consultas prenatales,repetidas,2011-08-01,79,7,86
CORIPATA,consultas prenatales,repetidas,2011-08-01,120,3,123
CORO CORO,consultas prenatales,repetidas,2011-08-01,21,8,29
COROICO,consultas prenatales,repetidas,2011-08-01,121,4,125
CORQUE,consultas prenatales,repetidas,2011-08-01,28,8,36
COTAGAITA,consultas prenatales,repetidas,2011-08-01,137,1,138
COTOCA,consultas prenatales,repetidas,2011-08-01,356,0,356
CUATRO CAÑADAS,consultas prenatales,repetidas,2011-08-01,51,2,53
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2011-08-01,2,0,2
CUEVO,consultas prenatales,repetidas,2011-08-01,17,3,20
CULPINA,consultas prenatales,repetidas,2011-08-01,99,16,115
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2011-08-01,24,0,24
CURVA,consultas prenatales,repetidas,2011-08-01,6,5,11
DESAGUADERO,consultas prenatales,repetidas,2011-08-01,25,1,26
EL ALTO,consultas prenatales,repetidas,2011-08-01,6478,43,6521
EL CHORO,consultas prenatales,repetidas,2011-08-01,11,17,28
EL PUENTE(STC),consultas prenatales,repetidas,2011-08-01,71,0,71
EL PUENTE(TJA),consultas prenatales,repetidas,2011-08-01,63,3,66
EL TORNO,consultas prenatales,repetidas,2011-08-01,400,3,403
EL VILLAR,consultas prenatales,repetidas,2011-08-01,22,0,22
ENTRE RIOS TRJ,consultas prenatales,repetidas,2011-08-01,171,11,182
ENTRE RIOS CBBA,consultas prenatales,repetidas,2011-08-01,210,0,210
ESCOMA,consultas prenatales,repetidas,2011-08-01,30,1,31
EUCALIPTUS,consultas prenatales,repetidas,2011-08-01,36,0,36
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2011-08-01,4,6,10
EXALTACION,consultas prenatales,repetidas,2011-08-01,8,0,8
FERNANDEZ ALONSO,consultas prenatales,repetidas,2011-08-01,53,0,53
FILADELFIA,consultas prenatales,repetidas,2011-08-01,34,5,39
GENERAL SAAVEDRA,consultas prenatales,repetidas,2011-08-01,110,0,110
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2011-08-01,50,7,57
GUANAY,consultas prenatales,repetidas,2011-08-01,110,11,121
GUAQUI,consultas prenatales,repetidas,2011-08-01,18,3,21
GUAYARAMERIN,consultas prenatales,repetidas,2011-08-01,429,2,431
GUTIERREZ,consultas prenatales,repetidas,2011-08-01,58,18,76
HUACARETA,consultas prenatales,repetidas,2011-08-01,43,15,58
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2011-08-01,8,15,23
HUACHACALLA,consultas prenatales,repetidas,2011-08-01,2,0,2
HUANUNI,consultas prenatales,repetidas,2011-08-01,252,0,252
HUARACAJE,consultas prenatales,repetidas,2011-08-01,41,0,41
HUARINA,consultas prenatales,repetidas,2011-08-01,20,0,20
HUAYLLAMARCA,consultas prenatales,repetidas,2011-08-01,10,1,11
HUMANATA,consultas prenatales,repetidas,2011-08-01,9,0,9
ICHOCA,consultas prenatales,repetidas,2011-08-01,2,1,3
ICLA,consultas prenatales,repetidas,2011-08-01,38,25,63
INCAHUASI,consultas prenatales,repetidas,2011-08-01,45,47,92
INGAVI (HUMAITA),consultas prenatales,repetidas,2011-08-01,2,3,5
INQUISIVI,consultas prenatales,repetidas,2011-08-01,27,17,44
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2011-08-01,65,9,74
IXIAMAS,consultas prenatales,repetidas,2011-08-01,50,4,54
JESUS DE MACHACA,consultas prenatales,repetidas,2011-08-01,69,2,71
LA ASUNTA,consultas prenatales,repetidas,2011-08-01,282,8,290
LA GUARDIA,consultas prenatales,repetidas,2011-08-01,581,0,581
LA PAZ,consultas prenatales,repetidas,2011-08-01,7480,1,7481
LAGUNILLAS,consultas prenatales,repetidas,2011-08-01,35,0,35
LAJA,consultas prenatales,repetidas,2011-08-01,56,1,57
LAS CARRERAS,consultas prenatales,repetidas,2011-08-01,18,9,27
LICOMA PAMPA,consultas prenatales,repetidas,2011-08-01,17,0,17
LLALLAGUA,consultas prenatales,repetidas,2011-08-01,388,13,401
LLICA,consultas prenatales,repetidas,2011-08-01,20,3,23
LORETO,consultas prenatales,repetidas,2011-08-01,10,3,13
LURIBAY,consultas prenatales,repetidas,2011-08-01,30,5,35
MACHACAMARCA,consultas prenatales,repetidas,2011-08-01,26,2,28
MACHARETI,consultas prenatales,repetidas,2011-08-01,73,1,74
MAGDALENA,consultas prenatales,repetidas,2011-08-01,106,4,110
MAIRANA,consultas prenatales,repetidas,2011-08-01,92,0,92
MALLA,consultas prenatales,repetidas,2011-08-01,4,2,6
MAPIRI,consultas prenatales,repetidas,2011-08-01,125,5,130
MECAPACA,consultas prenatales,repetidas,2011-08-01,39,5,44
MINEROS,consultas prenatales,repetidas,2011-08-01,145,0,145
MIZQUE,consultas prenatales,repetidas,2011-08-01,220,3,223
MOCOMOCO,consultas prenatales,repetidas,2011-08-01,42,4,46
MOJINETE,consultas prenatales,repetidas,2011-08-01,7,0,7
MOJOCOYA,consultas prenatales,repetidas,2011-08-01,30,6,36
MONTEAGUDO,consultas prenatales,repetidas,2011-08-01,346,9,355
MONTERO,consultas prenatales,repetidas,2011-08-01,912,0,912
MORO MORO,consultas prenatales,repetidas,2011-08-01,11,2,13
MOROCHATA,consultas prenatales,repetidas,2011-08-01,46,46,92
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2011-08-01,10,0,10
NAZACARA DE PACAJES,consultas prenatales,repetidas,2011-08-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2011-08-01,7,4,11
OCURI,consultas prenatales,repetidas,2011-08-01,47,50,97
OKINAWA,consultas prenatales,repetidas,2011-08-01,117,2,119
OMEREQUE,consultas prenatales,repetidas,2011-08-01,40,1,41
ORURO,consultas prenatales,repetidas,2011-08-01,2878,1,2879
PADCAYA,consultas prenatales,repetidas,2011-08-01,100,3,103
PADILLA,consultas prenatales,repetidas,2011-08-01,74,10,84
PAILON,consultas prenatales,repetidas,2011-08-01,146,0,146
PALCA,consultas prenatales,repetidas,2011-08-01,48,9,57
PALOS BLANCOS,consultas prenatales,repetidas,2011-08-01,240,7,247
PAMPA AULLAGAS,consultas prenatales,repetidas,2011-08-01,17,1,18
PAMPA GRANDE,consultas prenatales,repetidas,2011-08-01,63,0,63
PAPEL PAMPA,consultas prenatales,repetidas,2011-08-01,7,4,11
PASORAPA,consultas prenatales,repetidas,2011-08-01,4,2,6
PATACAMAYA,consultas prenatales,repetidas,2011-08-01,200,2,202
PAZÑA,consultas prenatales,repetidas,2011-08-01,33,1,34
PELECHUCO,consultas prenatales,repetidas,2011-08-01,26,2,28
POCOATA,consultas prenatales,repetidas,2011-08-01,86,36,122
POCONA,consultas prenatales,repetidas,2011-08-01,58,3,61
POJO (CBBA),consultas prenatales,repetidas,2011-08-01,85,8,93
POOPO,consultas prenatales,repetidas,2011-08-01,35,1,36
PORCO,consultas prenatales,repetidas,2011-08-01,88,1,89
POROMA,consultas prenatales,repetidas,2011-08-01,82,27,109
PORONGO,consultas prenatales,repetidas,2011-08-01,50,0,50
PORTACHUELO,consultas prenatales,repetidas,2011-08-01,209,2,211
PORVENIR,consultas prenatales,repetidas,2011-08-01,64,0,64
POSTRER VALLE,consultas prenatales,repetidas,2011-08-01,7,0,7
POTOSI,consultas prenatales,repetidas,2011-08-01,1873,2,1875
PRESTO,consultas prenatales,repetidas,2011-08-01,20,41,61
PUCARA,consultas prenatales,repetidas,2011-08-01,4,0,4
PUCARANI,consultas prenatales,repetidas,2011-08-01,134,0,134
PUERTO ACOSTA,consultas prenatales,repetidas,2011-08-01,17,16,33
PUERTO CARABUCO,consultas prenatales,repetidas,2011-08-01,31,12,43
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2011-08-01,52,7,59
PUERTO PEREZ,consultas prenatales,repetidas,2011-08-01,10,0,10
PUERTO QUIJARRO,consultas prenatales,repetidas,2011-08-01,51,0,51
PUERTO RICO,consultas prenatales,repetidas,2011-08-01,58,12,70
PUERTO SILES,consultas prenatales,repetidas,2011-08-01,10,0,10
PUERTO SUAREZ,consultas prenatales,repetidas,2011-08-01,122,0,122
PUERTO VILLARROEL,consultas prenatales,repetidas,2011-08-01,613,0,613
PUNA,consultas prenatales,repetidas,2011-08-01,122,9,131
PUNATA,consultas prenatales,repetidas,2011-08-01,277,0,277
QUIABAYA,consultas prenatales,repetidas,2011-08-01,6,0,6
QUILLACOLLO,consultas prenatales,repetidas,2011-08-01,770,1,771
QUIME,consultas prenatales,repetidas,2011-08-01,47,0,47
QUIRUSILLAS,consultas prenatales,repetidas,2011-08-01,6,0,6
RAVELO,consultas prenatales,repetidas,2011-08-01,42,15,57
REYES,consultas prenatales,repetidas,2011-08-01,84,17,101
RIBERALTA,consultas prenatales,repetidas,2011-08-01,949,33,982
ROBORE,consultas prenatales,repetidas,2011-08-01,78,0,78
RURRENABAQUE,consultas prenatales,repetidas,2011-08-01,124,6,130
SABAYA,consultas prenatales,repetidas,2011-08-01,20,1,21
SACABA,consultas prenatales,repetidas,2011-08-01,1202,0,1202
SACABAMBA,consultas prenatales,repetidas,2011-08-01,12,4,16
SACACA,consultas prenatales,repetidas,2011-08-01,95,12,107
SAIPINA,consultas prenatales,repetidas,2011-08-01,39,0,39
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2011-08-01,38,10,48
SAMAIPATA,consultas prenatales,repetidas,2011-08-01,60,2,62
SAN AGUSTIN,consultas prenatales,repetidas,2011-08-01,12,0,12
SAN ANDRES,consultas prenatales,repetidas,2011-08-01,59,1,60
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2011-08-01,11,13,24
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2011-08-01,2,1,3
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2011-08-01,40,8,48
SAN BENITO,consultas prenatales,repetidas,2011-08-01,99,0,99
SAN BORJA,consultas prenatales,repetidas,2011-08-01,280,10,290
SAN BUENA VENTURA,consultas prenatales,repetidas,2011-08-01,116,2,118
SAN CARLOS,consultas prenatales,repetidas,2011-08-01,192,0,192
SAN IGNACIO,consultas prenatales,repetidas,2011-08-01,182,9,191
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2011-08-01,504,25,529
SAN JAVIER(BNI),consultas prenatales,repetidas,2011-08-01,12,0,12
SAN JAVIER(STC),consultas prenatales,repetidas,2011-08-01,140,0,140
SAN JOAQUIN,consultas prenatales,repetidas,2011-08-01,19,0,19
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2011-08-01,81,0,81
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2011-08-01,58,1,59
