,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
PADILLA,atencion odontologica,endodoncias,2010-08-01,13,15,13,15,28
PAILON,atencion odontologica,endodoncias,2010-08-01,5,5,5,5,10
PALOS BLANCOS,atencion odontologica,endodoncias,2010-08-01,1,0,1,0,1
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
PAMPA GRANDE,atencion odontologica,endodoncias,2010-08-01,0,9,0,9,9
PAPEL PAMPA,atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
PASORAPA,atencion odontologica,endodoncias,2010-08-01,1,2,1,2,3
PATACAMAYA,atencion odontologica,endodoncias,2010-08-01,7,20,7,20,27
PAZÑA,atencion odontologica,endodoncias,2010-08-01,3,3,3,3,6
PELECHUCO,atencion odontologica,endodoncias,2010-08-01,3,1,3,1,4
POCOATA,atencion odontologica,endodoncias,2010-08-01,4,8,4,8,12
POCONA,atencion odontologica,endodoncias,2010-08-01,6,4,6,4,10
POJO (CBBA),atencion odontologica,endodoncias,2010-08-01,5,13,5,13,18
POOPO,atencion odontologica,endodoncias,2010-08-01,9,21,9,21,30
PORCO,atencion odontologica,endodoncias,2010-08-01,2,5,2,5,7
POROMA,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
PORONGO,atencion odontologica,endodoncias,2010-08-01,1,2,1,2,3
PORTACHUELO,atencion odontologica,endodoncias,2010-08-01,8,13,8,13,21
PORVENIR,atencion odontologica,endodoncias,2010-08-01,1,3,1,3,4
POTOSI,atencion odontologica,endodoncias,2010-08-01,80,107,80,107,187
PRESTO,atencion odontologica,endodoncias,2010-08-01,6,6,6,6,12
PUCARA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
PUCARANI,atencion odontologica,endodoncias,2010-08-01,2,4,2,4,6
PUERTO ACOSTA,atencion odontologica,endodoncias,2010-08-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica,endodoncias,2010-08-01,5,0,5,0,5
PUERTO RICO,atencion odontologica,endodoncias,2010-08-01,5,3,5,3,8
PUERTO SILES,atencion odontologica,endodoncias,2010-08-01,1,3,1,3,4
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-08-01,7,5,7,5,12
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-08-01,50,76,50,76,126
PUNA,atencion odontologica,endodoncias,2010-08-01,1,2,1,2,3
PUNATA,atencion odontologica,endodoncias,2010-08-01,12,23,12,23,35
QUILLACOLLO,atencion odontologica,endodoncias,2010-08-01,46,67,46,67,113
QUIME,atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
QUIRUSILLAS,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
RAVELO,atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
REYES,atencion odontologica,endodoncias,2010-08-01,6,5,6,5,11
RIBERALTA,atencion odontologica,endodoncias,2010-08-01,66,21,66,21,87
RURRENABAQUE,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
SABAYA,atencion odontologica,endodoncias,2010-08-01,3,1,3,1,4
SACABA,atencion odontologica,endodoncias,2010-08-01,70,101,70,101,171
SACACA,atencion odontologica,endodoncias,2010-08-01,1,0,1,0,1
SAIPINA,atencion odontologica,endodoncias,2010-08-01,7,10,7,10,17
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-08-01,10,16,10,16,26
SAMAIPATA,atencion odontologica,endodoncias,2010-08-01,3,5,3,5,8
SAN AGUSTIN,atencion odontologica,endodoncias,2010-08-01,1,0,1,0,1
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-08-01,6,9,6,9,15
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-08-01,4,6,4,6,10
SAN BENITO,atencion odontologica,endodoncias,2010-08-01,38,87,38,87,125
SAN BORJA,atencion odontologica,endodoncias,2010-08-01,3,9,3,9,12
SAN BUENA VENTURA,atencion odontologica,endodoncias,2010-08-01,1,15,1,15,16
SAN CARLOS,atencion odontologica,endodoncias,2010-08-01,21,37,21,37,58
SAN IGNACIO,atencion odontologica,endodoncias,2010-08-01,7,2,7,2,9
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-08-01,7,15,7,15,22
SAN JAVIER(STC),atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2010-08-01,0,11,0,11,11
SAN JUAN DE YAPACANI,atencion odontologica,endodoncias,2010-08-01,0,4,0,4,4
SAN JULIAN,atencion odontologica,endodoncias,2010-08-01,9,36,9,36,45
SAN LORENZO(TJA),atencion odontologica,endodoncias,2010-08-01,23,61,23,61,84
SAN LUCAS,atencion odontologica,endodoncias,2010-08-01,6,15,6,15,21
SAN MATIAS,atencion odontologica,endodoncias,2010-08-01,3,10,3,10,13
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2010-08-01,10,26,10,26,36
SAN PEDRO,atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncias,2010-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
SAN RAMON BENI,atencion odontologica,endodoncias,2010-08-01,5,22,5,22,27
SAN RAMON SCZ,atencion odontologica,endodoncias,2010-08-01,1,1,1,1,2
SANTA ANA,atencion odontologica,endodoncias,2010-08-01,49,238,49,238,287
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2010-08-01,476,607,476,607,1083
SANTA ROSA,atencion odontologica,endodoncias,2010-08-01,2,3,2,3,5
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2010-08-01,4,9,4,9,13
SANTIAGO DE CALLAPA,atencion odontologica,endodoncias,2010-08-01,0,4,0,4,4
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2010-08-01,2,10,2,10,12
SANTIVAÑES,atencion odontologica,endodoncias,2010-08-01,2,5,2,5,7
SAPAHAQUI,atencion odontologica,endodoncias,2010-08-01,1,0,1,0,1
SENA,atencion odontologica,endodoncias,2010-08-01,0,2,0,2,2
SHINAOTA,atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2010-08-01,2,1,2,1,3
SIPE SIPE,atencion odontologica,endodoncias,2010-08-01,21,28,21,28,49
SOPACHUY,atencion odontologica,endodoncias,2010-08-01,1,8,1,8,9
SORACACHI,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
SORATA,atencion odontologica,endodoncias,2010-08-01,11,21,11,21,32
SUCRE,atencion odontologica,endodoncias,2010-08-01,388,584,388,584,972
TACOBAMBA,atencion odontologica,endodoncias,2010-08-01,1,6,1,6,7
TACOPAYA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
TAPACARI,atencion odontologica,endodoncias,2010-08-01,7,13,7,13,20
TARABUCO,atencion odontologica,endodoncias,2010-08-01,10,9,10,9,19
TARATA,atencion odontologica,endodoncias,2010-08-01,1,0,1,0,1
TARIJA,atencion odontologica,endodoncias,2010-08-01,320,473,320,473,793
TARVITA,atencion odontologica,endodoncias,2010-08-01,5,6,5,6,11
TEOPONTE,atencion odontologica,endodoncias,2010-08-01,7,2,7,2,9
TINGUIPAYA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,endodoncias,2010-08-01,39,48,39,48,87
TIRAQUE (CBBA),atencion odontologica,endodoncias,2010-08-01,4,12,4,12,16
TOCO,atencion odontologica,endodoncias,2010-08-01,9,5,9,5,14
TOLATA,atencion odontologica,endodoncias,2010-08-01,8,6,8,6,14
TOLEDO,atencion odontologica,endodoncias,2010-08-01,1,1,1,1,2
TOMAVE,atencion odontologica,endodoncias,2010-08-01,0,3,0,3,3
TOMINA,atencion odontologica,endodoncias,2010-08-01,3,3,3,3,6
TORO TORO,atencion odontologica,endodoncias,2010-08-01,2,2,2,2,4
TOTORA(CBBA),atencion odontologica,endodoncias,2010-08-01,6,7,6,7,13
TRINIDAD,atencion odontologica,endodoncias,2010-08-01,59,84,59,84,143
TUPIZA,atencion odontologica,endodoncias,2010-08-01,20,26,20,26,46
TURCO,atencion odontologica,endodoncias,2010-08-01,3,5,3,5,8
UNCIA,atencion odontologica,endodoncias,2010-08-01,11,27,11,27,38
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2010-08-01,23,45,23,45,68
UYUNI,atencion odontologica,endodoncias,2010-08-01,3,9,3,9,12
VACAS,atencion odontologica,endodoncias,2010-08-01,1,2,1,2,3
VALLEGRANDE,atencion odontologica,endodoncias,2010-08-01,18,36,18,36,54
VIACHA,atencion odontologica,endodoncias,2010-08-01,20,18,20,18,38
VILA VILA,atencion odontologica,endodoncias,2010-08-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,endodoncias,2010-08-01,3,19,3,19,22
VILLA MONTES,atencion odontologica,endodoncias,2010-08-01,31,70,31,70,101
VILLA RIVERO,atencion odontologica,endodoncias,2010-08-01,4,4,4,4,8
VILLA SERRANO,atencion odontologica,endodoncias,2010-08-01,1,7,1,7,8
VILLA TUNARI,atencion odontologica,endodoncias,2010-08-01,33,67,33,67,100
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2010-08-01,8,8,8,8,16
VILLAZON,atencion odontologica,endodoncias,2010-08-01,31,40,31,40,71
VINTO,atencion odontologica,endodoncias,2010-08-01,5,6,5,6,11
VITICHI,atencion odontologica,endodoncias,2010-08-01,1,10,1,10,11
WARNES,atencion odontologica,endodoncias,2010-08-01,1,17,1,17,18
YACUIBA,atencion odontologica,endodoncias,2010-08-01,53,84,53,84,137
YANACACHI,atencion odontologica,endodoncias,2010-08-01,2,0,2,0,2
YAPACANI,atencion odontologica,endodoncias,2010-08-01,15,11,15,11,26
YOTALA,atencion odontologica,endodoncias,2010-08-01,1,5,1,5,6
YUNCHARA,atencion odontologica,endodoncias,2010-08-01,4,6,4,6,10
ZUDAÑEZ,atencion odontologica,endodoncias,2010-08-01,1,3,1,3,4
ACHACACHI,atencion odontologica,endodoncias,2010-09-01,8,10,8,10,18
ACHOCALLA,atencion odontologica,endodoncias,2010-09-01,0,2,0,2,2
AIQUILE,atencion odontologica,endodoncias,2010-09-01,12,12,12,12,24
ALALAY,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
ALCALA,atencion odontologica,endodoncias,2010-09-01,5,4,5,4,9
ALTO BENI,atencion odontologica,endodoncias,2010-09-01,5,10,5,10,15
ANDAMARCA,atencion odontologica,endodoncias,2010-09-01,2,4,2,4,6
ANTEQUERA,atencion odontologica,endodoncias,2010-09-01,3,5,3,5,8
ANZALDO,atencion odontologica,endodoncias,2010-09-01,3,5,3,5,8
ARAMPAMPA,atencion odontologica,endodoncias,2010-09-01,2,1,2,1,3
ARANI,atencion odontologica,endodoncias,2010-09-01,20,30,20,30,50
ARBIETO,atencion odontologica,endodoncias,2010-09-01,0,8,0,8,8
ARQUE,atencion odontologica,endodoncias,2010-09-01,2,0,2,0,2
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2010-09-01,1,1,1,1,2
ATOCHA,atencion odontologica,endodoncias,2010-09-01,34,37,34,37,71
AYO AYO,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2010-09-01,8,15,8,15,23
AZURDUY,atencion odontologica,endodoncias,2010-09-01,0,4,0,4,4
BATALLAS,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
BELEN DE ANDAMARCA,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
BELEN DE URMIRI,atencion odontologica,endodoncias,2010-09-01,0,2,0,2,2
BERMEJO,atencion odontologica,endodoncias,2010-09-01,35,68,35,68,103
BETANZOS,atencion odontologica,endodoncias,2010-09-01,7,7,7,7,14
BOLIVAR,atencion odontologica,endodoncias,2010-09-01,3,2,3,2,5
BOLPEBRA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
BOYUIBE,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,endodoncias,2010-09-01,8,35,8,35,43
CABEZAS,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
CAIROMA,atencion odontologica,endodoncias,2010-09-01,0,4,0,4,4
"CAIZA ""D""",atencion odontologica,endodoncias,2010-09-01,5,4,5,4,9
CALACOTO,atencion odontologica,endodoncias,2010-09-01,1,2,1,2,3
CALAMARCA,atencion odontologica,endodoncias,2010-09-01,5,4,5,4,9
CAMARGO,atencion odontologica,endodoncias,2010-09-01,11,20,11,20,31
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2010-09-01,2,8,2,8,10
CAMIRI,atencion odontologica,endodoncias,2010-09-01,32,37,32,37,69
CAPINOTA,atencion odontologica,endodoncias,2010-09-01,32,25,32,25,57
CAQUIAVIRI,atencion odontologica,endodoncias,2010-09-01,0,2,0,2,2
CARACOLLO,atencion odontologica,endodoncias,2010-09-01,7,5,7,5,12
CARANAVI,atencion odontologica,endodoncias,2010-09-01,14,30,14,30,44
CARAPARI,atencion odontologica,endodoncias,2010-09-01,23,28,23,28,51
CARIPUYO,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2010-09-01,15,23,15,23,38
CHAQUI,atencion odontologica,endodoncias,2010-09-01,3,2,3,2,5
CHARAGUA,atencion odontologica,endodoncias,2010-09-01,0,4,0,4,4
CHARAÑA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
CHAYANTA,atencion odontologica,endodoncias,2010-09-01,4,3,4,3,7
CHIMORE,atencion odontologica,endodoncias,2010-09-01,5,13,5,13,18
CHOQUE COTA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2010-09-01,13,23,13,23,36
CHUMA,atencion odontologica,endodoncias,2010-09-01,7,9,7,9,16
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2010-09-01,2,1,2,1,3
CLIZA,atencion odontologica,endodoncias,2010-09-01,12,27,12,27,39
COBIJA,atencion odontologica,endodoncias,2010-09-01,30,30,30,30,60
COCAPATA,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
COCHABAMBA,atencion odontologica,endodoncias,2010-09-01,597,767,597,767,1364
COLCAPIRHUA,atencion odontologica,endodoncias,2010-09-01,9,10,9,10,19
"COLCHA ""K""",atencion odontologica,endodoncias,2010-09-01,4,5,4,5,9
COLLANA,atencion odontologica,endodoncias,2010-09-01,6,4,6,4,10
COLOMI,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
COLPA BELGICA,atencion odontologica,endodoncias,2010-09-01,1,3,1,3,4
COLQUECHACA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
COLQUIRI,atencion odontologica,endodoncias,2010-09-01,4,1,4,1,5
COMANCHE,atencion odontologica,endodoncias,2010-09-01,5,2,5,2,7
COMARAPA,atencion odontologica,endodoncias,2010-09-01,27,13,27,13,40
CONCEPCION,atencion odontologica,endodoncias,2010-09-01,0,3,0,3,3
COPACABANA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
CORO CORO,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
COROICO,atencion odontologica,endodoncias,2010-09-01,31,39,31,39,70
CORQUE,atencion odontologica,endodoncias,2010-09-01,12,3,12,3,15
COTAGAITA,atencion odontologica,endodoncias,2010-09-01,2,8,2,8,10
COTOCA,atencion odontologica,endodoncias,2010-09-01,1,9,1,9,10
CUATRO CAÑADAS,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2010-09-01,0,3,0,3,3
CULPINA,atencion odontologica,endodoncias,2010-09-01,1,6,1,6,7
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2010-09-01,3,1,3,1,4
DESAGUADERO,atencion odontologica,endodoncias,2010-09-01,0,4,0,4,4
EL ALTO,atencion odontologica,endodoncias,2010-09-01,635,842,635,842,1477
EL PUENTE(STC),atencion odontologica,endodoncias,2010-09-01,0,2,0,2,2
EL PUENTE(TJA),atencion odontologica,endodoncias,2010-09-01,8,26,8,26,34
EL TORNO,atencion odontologica,endodoncias,2010-09-01,10,56,10,56,66
EL VILLAR,atencion odontologica,endodoncias,2010-09-01,6,9,6,9,15
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2010-09-01,9,21,9,21,30
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2010-09-01,0,21,0,21,21
ESCOMA,atencion odontologica,endodoncias,2010-09-01,10,30,10,30,40
EUCALIPTUS,atencion odontologica,endodoncias,2010-09-01,1,7,1,7,8
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2010-09-01,5,7,5,7,12
FILADELFIA,atencion odontologica,endodoncias,2010-09-01,3,5,3,5,8
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2010-09-01,5,11,5,11,16
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
GUANAY,atencion odontologica,endodoncias,2010-09-01,0,19,0,19,19
GUAQUI,atencion odontologica,endodoncias,2010-09-01,1,1,1,1,2
GUAYARAMERIN,atencion odontologica,endodoncias,2010-09-01,30,30,30,30,60
GUTIERREZ,atencion odontologica,endodoncias,2010-09-01,7,12,7,12,19
HUACARETA,atencion odontologica,endodoncias,2010-09-01,1,4,1,4,5
HUACHACALLA,atencion odontologica,endodoncias,2010-09-01,2,3,2,3,5
HUANUNI,atencion odontologica,endodoncias,2010-09-01,12,13,12,13,25
HUARACAJE,atencion odontologica,endodoncias,2010-09-01,1,1,1,1,2
HUARINA,atencion odontologica,endodoncias,2010-09-01,2,1,2,1,3
HUAYLLAMARCA,atencion odontologica,endodoncias,2010-09-01,1,4,1,4,5
HUMANATA,atencion odontologica,endodoncias,2010-09-01,2,6,2,6,8
ICLA,atencion odontologica,endodoncias,2010-09-01,6,2,6,2,8
INCAHUASI,atencion odontologica,endodoncias,2010-09-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2010-09-01,1,3,1,3,4
JESUS DE MACHACA,atencion odontologica,endodoncias,2010-09-01,1,3,1,3,4
LA ASUNTA,atencion odontologica,endodoncias,2010-09-01,19,17,19,17,36
LA GUARDIA,atencion odontologica,endodoncias,2010-09-01,17,35,17,35,52
LA PAZ,atencion odontologica,endodoncias,2010-09-01,982,1083,982,1083,2065
LAGUNILLAS,atencion odontologica,endodoncias,2010-09-01,3,2,3,2,5
LAJA,atencion odontologica,endodoncias,2010-09-01,3,1,3,1,4
LAS CARRERAS,atencion odontologica,endodoncias,2010-09-01,1,3,1,3,4
LICOMA PAMPA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,endodoncias,2010-09-01,16,25,16,25,41
LLICA,atencion odontologica,endodoncias,2010-09-01,2,0,2,0,2
LORETO,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
MACHACAMARCA,atencion odontologica,endodoncias,2010-09-01,0,5,0,5,5
MACHARETI,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
MAGDALENA,atencion odontologica,endodoncias,2010-09-01,1,4,1,4,5
MAIRANA,atencion odontologica,endodoncias,2010-09-01,0,3,0,3,3
MAPIRI,atencion odontologica,endodoncias,2010-09-01,16,22,16,22,38
MINEROS,atencion odontologica,endodoncias,2010-09-01,20,47,20,47,67
MIZQUE,atencion odontologica,endodoncias,2010-09-01,1,9,1,9,10
MOJOCOYA,atencion odontologica,endodoncias,2010-09-01,5,5,5,5,10
MONTEAGUDO,atencion odontologica,endodoncias,2010-09-01,7,29,7,29,36
MONTERO,atencion odontologica,endodoncias,2010-09-01,15,32,15,32,47
MOROCHATA,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
OCURI,atencion odontologica,endodoncias,2010-09-01,4,6,4,6,10
OKINAWA,atencion odontologica,endodoncias,2010-09-01,2,0,2,0,2
OMEREQUE,atencion odontologica,endodoncias,2010-09-01,8,3,8,3,11
ORURO,atencion odontologica,endodoncias,2010-09-01,458,518,458,518,976
PADCAYA,atencion odontologica,endodoncias,2010-09-01,22,24,22,24,46
PADILLA,atencion odontologica,endodoncias,2010-09-01,4,8,4,8,12
PAILON,atencion odontologica,endodoncias,2010-09-01,1,5,1,5,6
PALCA,atencion odontologica,endodoncias,2010-09-01,1,0,1,0,1
PALOS BLANCOS,atencion odontologica,endodoncias,2010-09-01,0,2,0,2,2
PAMPA AULLAGAS,atencion odontologica,endodoncias,2010-09-01,3,6,3,6,9
PAMPA GRANDE,atencion odontologica,endodoncias,2010-09-01,0,9,0,9,9
PAPEL PAMPA,atencion odontologica,endodoncias,2010-09-01,2,2,2,2,4
PASORAPA,atencion odontologica,endodoncias,2010-09-01,1,6,1,6,7
PATACAMAYA,atencion odontologica,endodoncias,2010-09-01,20,44,20,44,64
PAZÑA,atencion odontologica,endodoncias,2010-09-01,5,6,5,6,11
PELECHUCO,atencion odontologica,endodoncias,2010-09-01,3,4,3,4,7
POCOATA,atencion odontologica,endodoncias,2010-09-01,4,14,4,14,18
POCONA,atencion odontologica,endodoncias,2010-09-01,3,13,3,13,16
POJO (CBBA),atencion odontologica,endodoncias,2010-09-01,1,5,1,5,6
POOPO,atencion odontologica,endodoncias,2010-09-01,66,110,66,110,176
PORCO,atencion odontologica,endodoncias,2010-09-01,7,12,7,12,19
POROMA,atencion odontologica,endodoncias,2010-09-01,4,17,4,17,21
PORONGO,atencion odontologica,endodoncias,2010-09-01,2,0,2,0,2
PORTACHUELO,atencion odontologica,endodoncias,2010-09-01,4,6,4,6,10
PORVENIR,atencion odontologica,endodoncias,2010-09-01,3,12,3,12,15
POTOSI,atencion odontologica,endodoncias,2010-09-01,156,248,156,248,404
PRESTO,atencion odontologica,endodoncias,2010-09-01,4,15,4,15,19
PUCARANI,atencion odontologica,endodoncias,2010-09-01,3,2,3,2,5
PUERTO ACOSTA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,endodoncias,2010-09-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica,endodoncias,2010-09-01,10,0,10,0,10
PUERTO RICO,atencion odontologica,endodoncias,2010-09-01,4,0,4,0,4
PUERTO SUAREZ,atencion odontologica,endodoncias,2010-09-01,9,5,9,5,14
PUERTO VILLARROEL,atencion odontologica,endodoncias,2010-09-01,38,56,38,56,94
PUNA,atencion odontologica,endodoncias,2010-09-01,3,5,3,5,8
PUNATA,atencion odontologica,endodoncias,2010-09-01,15,21,15,21,36
QUILLACOLLO,atencion odontologica,endodoncias,2010-09-01,48,64,48,64,112
QUIME,atencion odontologica,endodoncias,2010-09-01,1,3,1,3,4
QUIRUSILLAS,atencion odontologica,endodoncias,2010-09-01,4,2,4,2,6
RAVELO,atencion odontologica,endodoncias,2010-09-01,3,6,3,6,9
REYES,atencion odontologica,endodoncias,2010-09-01,0,8,0,8,8
RIBERALTA,atencion odontologica,endodoncias,2010-09-01,23,74,23,74,97
RURRENABAQUE,atencion odontologica,endodoncias,2010-09-01,2,2,2,2,4
SABAYA,atencion odontologica,endodoncias,2010-09-01,0,2,0,2,2
SACABA,atencion odontologica,endodoncias,2010-09-01,78,88,78,88,166
SACABAMBA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
SACACA,atencion odontologica,endodoncias,2010-09-01,0,1,0,1,1
SAIPINA,atencion odontologica,endodoncias,2010-09-01,9,13,9,13,22
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2010-09-01,9,8,9,8,17
SAMAIPATA,atencion odontologica,endodoncias,2010-09-01,4,11,4,11,15
SAN AGUSTIN,atencion odontologica,endodoncias,2010-09-01,2,1,2,1,3
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2010-09-01,3,11,3,11,14
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2010-09-01,5,3,5,3,8
SAN BENITO,atencion odontologica,endodoncias,2010-09-01,10,26,10,26,36
SAN BORJA,atencion odontologica,endodoncias,2010-09-01,2,10,2,10,12
SAN BUENA VENTURA,atencion odontologica,endodoncias,2010-09-01,2,6,2,6,8
SAN CARLOS,atencion odontologica,endodoncias,2010-09-01,4,18,4,18,22
SAN IGNACIO,atencion odontologica,endodoncias,2010-09-01,3,6,3,6,9
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2010-09-01,15,15,15,15,30
