,group,variable,month,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTAL 19.4 DPT 4TA DOSIS CANTIDAD,TOTALES
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,13,15
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,4,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,1,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,3,6
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,13,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,8,10
AZURDUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,2,3
BATALLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,12,21,33
BAURES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,2,3
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,5,8
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,0,7
BETANZOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,49,52
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,7,12
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,7,12
CAMARGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,1,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,11,19
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,32,36
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,1,8
CARANAVI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,39,42,81
CARAPARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,4,6
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,10,1,11
CHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,3,3
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,5,6
CHUA COCANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,1,9
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,3,5
CLIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,9,13,22
COBIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,23,9,32
COCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,9,9
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,246,148,394
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,23,19,42
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,14,2,16
COLOMI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,1,9
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,11,17,28
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,14,5,19
COMANCHE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,2,9
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,17,16,33
COPACABANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,7,11
CORIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,1,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,36,36
COROICO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,0,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,10,8,18
COTOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,12,1,13
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,16,18,34
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,2,9
CURVA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,4,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,296,330,626
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,12,1,13
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,20,0,20
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,5,8
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,0,5
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,0,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
GUANAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,18,28,46
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,22,3,25
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,2,2
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,1,4
HUANUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,6,28,34
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,8,9
HUARINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,4,8
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,2,4
ICHOCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,2,2
ICLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,3,3
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,32,37
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,0,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,3,6
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,2,5
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,25,12,37
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,63,4,67
LA PAZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,277,42,319
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,3,4
LAJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,14,1,15
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,10,14
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,14,18,32
LORETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,4,6
MACHARETI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,0,5
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,6,3,9
MAIRANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,22,4,26
MECAPACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,0,7
MIZQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,13,21
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,6,35,41
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,8,13
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,1,5
MONTERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,26,9,35
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,16,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,2,3
OKINAWA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,2,7
ORURO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,109,18,127
PADCAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,1,4
PADILLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
PAILON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
PALCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,0,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,30,3,33
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,1,6
PAZÑA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,4,11
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,5,8
POOPO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,2,3
POROMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,10,14
PORONGO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,12,0,12
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,2,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,10,12
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,3,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,178,46,224
PRESTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,12,20
PUCARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,34,16,50
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,9,9
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,1,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,6,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,17,3,20
PUNA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,13,16
PUNATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,9,1,10
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,36,64,100
QUIME,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,6,1,7
RAVELO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,0,3
REYES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,27,2,29
ROBORE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,10,9,19
SACABA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,37,45,82
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
SACACA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,8,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,10,1,11
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,2,10
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,2,2
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,10,18
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,24,40,64
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,15,18
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,15,5,20
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,21,20,41
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,0,5
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,13,2,15
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,14,22,36
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,5,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,4,5
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,18,25,43
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,10,6,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,13,17
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,539,81,620
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,0,5
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,6,8
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,3,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
SENA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,5,13
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,31,12,43
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,2,4
SORATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,16,20
SUCRE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,157,34,191
TACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
TACACOMA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,6,2,8
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,13,15
TAPACARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,2,2
TARABUCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,5,5
TARATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,45,30,75
TARVITA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,1,3
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,18,51,69
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,0,8
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,28,28
TIPUANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,45,28,73
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,21,19,40
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,16,23,39
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,4,0,4
TOCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
TOLATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,4,6
TOLEDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,8,6,14
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,61,49,110
TUPIZA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,17,1,18
TURCO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,7,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,3,2,5
UYUNI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,4,6
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,28,25,53
VILA VILA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,7,14
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,7,5,12
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,5,2,7
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,2,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,22,8,30
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,2,5,7
VILLAZON,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,17,0,17
VINTO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,25,9,34
VITICHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,7,7
WARNES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,36,6,42
YACUIBA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,43,29,72
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,1,1,2
YANACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,9,7,16
YAPACANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,41,21,62
YOTALA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,5,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-09-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,10,26,36
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,5,6,11
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,3,9,12
AIQUILE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,7,7,14
ALALAY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,2,4
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,29,4,33
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,4,13,17
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,4,3,7
ANZALDO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,0,4,4
APOLO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,7,9
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,0,9,9
ARANI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,1,2
ARBIETO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,18,19
ARQUE,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,3,1,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,10,2,12
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,1,0,1
AYATA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,5,6,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,9,18,27
AZURDUY,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,11,13
BATALLAS,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,13,20,33
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,0,3,3
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,4,3,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,      dpt 4ta dosis,2014-10-01,2,0,2
