municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
CAMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,22,22
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,9,9
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,10,10
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,9,9
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,12,12
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,9,9
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,19,19
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,10,10
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
COMARAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,19,19
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,10,10
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
DESAGUADERO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
EL TORNO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
EL VILLAR,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
EXALTACION,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,11,11
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
HUACHACALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
HUARACAJE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,28,28
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,11,11
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,8,8
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,8,8
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,39,39
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,17,17
OKINAWA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,12,12
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,11,11
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,8,8
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,17,17
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
POJO (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
POOPO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,10,10
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,22,22
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
PUERTO SILES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,7,7
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,32,32
PUNATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,23,23
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
ROBORE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
SAMAIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,2,2
SAN CARLOS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,4,4
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,8,8
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,5,5
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2005-08-01,54,54
