municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,8,8
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,18,18
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,15,15
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,15,15
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,16,16
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,5,5
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
TODOS SANTOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,4,4
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,3,3
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2005-12-01,2,2
