municipality,group,variable,month,Total 13.9 Días camas disponibles maternidad,TOTAL
LAS CARRERAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,214,214
LLALLAGUA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
LLICA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
LURIBAY,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
MACHACAMARCA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
MACHARETI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,217,217
MAGDALENA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
MAIRANA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
MAPIRI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,154,154
MECAPACA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
MINEROS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
MIZQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,775,775
MOCOMOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
MOJINETE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
MOJOCOYA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,221,221
MONTEAGUDO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,864,864
MONTERO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,434,434
MORO MORO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
MOROCHATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,278,278
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,60,60
OCURI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,248,248
OKINAWA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
OMEREQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,279,279
ORURO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,4309,4309
PADILLA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,341,341
PAILON,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,359,359
PALCA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
PALOS BLANCOS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,242,242
PAMPA AULLAGAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
PAMPA GRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
PAPEL PAMPA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
PASORAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
PATACAMAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,310,310
PAZÑA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
PELECHUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
POCOATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
POCONA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,527,527
POJO (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,310,310
POOPO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
POROMA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,651,651
PORONGO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
PORTACHUELO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,465,465
PORVENIR,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,172,172
POTOSI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,2294,2294
PRESTO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,151,151
PUCARANI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
PUERTO ACOSTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,120,120
PUERTO QUIJARRO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,283,283
PUERTO RICO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,113,113
PUERTO SUAREZ,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,60,60
PUERTO VILLARROEL,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1238,1238
PUNA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,186,186
PUNATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,651,651
QUIABAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,19,19
QUILLACOLLO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1193,1193
QUIME,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,154,154
QUIRUSILLAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
RAVELO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
REYES,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
RIBERALTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,961,961
ROBORE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,217,217
RURRENABAQUE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,248,248
SACABA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1395,1395
SACABAMBA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SACACA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
SAIPINA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,133,133
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
SAMAIPATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SAN BENITO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,185,185
SAN BORJA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,465,465
SAN BUENA VENTURA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SAN CARLOS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
SAN IGNACIO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,589,589
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1178,1178
SAN JAVIER(BNI),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,30,30
SAN JAVIER(STC),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SAN JOAQUIN,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,930,930
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,107,107
SAN JULIAN,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,744,744
SAN LORENZO(PND),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,75,75
SAN LUCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,600,600
SAN MATIAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,342,342
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
SAN PEDRO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,424,424
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
SAN RAFAEL,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SAN RAMON BENI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
SAN RAMON SCZ,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,186,186
SANTA ANA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,22879,22879
SANTA ROSA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
SANTIAGO DE HUARI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,185,185
SANTIAGO DE HUATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
SANTIVAÑES,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SANTUARIO DE QUILLACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
SAPAHAQUI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
SENA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,67,67
SHINAOTA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,493,493
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,247,247
SICAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,29,29
SIPE SIPE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,983,983
SOPACHUY,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,331,331
SORACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
SORATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
SUCRE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,3706,3706
TACACHI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
TACACOMA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,30,30
TACOPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,217,217
TAPACARI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,557,557
TARABUCO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,279,279
TARACO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
TARATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,217,217
TARIJA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1566,1566
TARVITA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,741,741
TEOPONTE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
TIAWANACU,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
TIPUANI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
TIQUIPAYA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,618,618
TIRAQUE (CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,589,589
TOCO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
TOLATA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
TOMINA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,527,527
TORO TORO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
TOTORA(CBBA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,341,341
TOTORA(ORR),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,112,112
TRIGAL,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
TRINIDAD,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1733,1733
TUPIZA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,558,558
UMALA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,31,31
URUBICHA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,61,61
UYUNI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,527,527
VACAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,248,248
VALLEGRANDE,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,186,186
VIACHA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,496,496
VILA VILA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,93,93
VILLA CHARCAS,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,51,51
VILLA MONTES,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,372,372
VILLA RIVERO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,155,155
VILLA SERRANO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,403,403
VILLA TUNARI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,1141,1141
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,185,185
VILLAZON,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,434,434
VINTO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,113,113
VITICHI,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
WARNES,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,354,354
YACO,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,62,62
YACUIBA,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,698,698
YAMPARAEZ,internaciones dias camas,      dias camas disponibles maternidad,2014-07-01,124,124
