municipality,group,variable,month,Total 13.7 Días camas ocupadas maternidad,TOTAL
ICLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
INCAHUASI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
INQUISIVI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,16,16
IXIAMAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
JESUS DE MACHACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,30,30
LA ASUNTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,83,83
LA GUARDIA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,109,109
LA PAZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,5942,5942
LAGUNILLAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3,3
LAJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
LAS CARRERAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
LLALLAGUA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,276,276
LLICA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
LURIBAY,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
MACHACAMARCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
MACHARETI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
MAGDALENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,131,131
MAIRANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,72,72
MAPIRI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,21,21
MECAPACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
MINEROS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,28,28
MIZQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,83,83
MOCOMOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
MOJOCOYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,27,27
MONTEAGUDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,262,262
MONTERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,86,86
MOROCHATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
OCURI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
OKINAWA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,28,28
OMEREQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
ORURO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2297,2297
PADILLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,103,103
PAILON,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,60,60
PALCA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
PALOS BLANCOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,25,25
PAMPA AULLAGAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
PAMPA GRANDE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
PAPEL PAMPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3,3
PASORAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3,3
PATACAMAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,76,76
PAZÑA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,9,9
PELECHUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
POCOATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,19,19
POCONA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,25,25
POJO (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,37,37
POOPO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,5,5
POROMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
PORONGO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,13,13
PORTACHUELO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,154,154
PORVENIR,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,14,14
POSTRER VALLE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3,3
POTOSI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1437,1437
PRESTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
PUCARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,30,30
PUERTO ACOSTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3,3
PUERTO GONZALO MORENO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
PUERTO QUIJARRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,76,76
PUERTO RICO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,27,27
PUERTO VILLARROEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,280,280
PUNA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,29,29
PUNATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,295,295
QUIABAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,12,12
QUILLACOLLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,397,397
QUIME,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
REYES,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,71,71
RIBERALTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,957,957
ROBORE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,56,56
RURRENABAQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,216,216
SACABA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,365,365
SACABAMBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
SACACA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,31,31
SAIPINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,22,22
SALINAS DE GARCI MENDOZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
SAMAIPATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,39,39
SAN AGUSTIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
SAN ANDRES,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
SAN ANTONIO DE LOMERIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
SAN BENITO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
SAN BORJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,106,106
SAN BUENA VENTURA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,19,19
SAN CARLOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,171,171
SAN IGNACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,98,98
SAN IGNACIO DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,369,369
SAN JAVIER(BNI),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
SAN JAVIER(STC),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,55,55
SAN JOAQUIN,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,54,54
SAN JOSE DE CHIQUITOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,158,158
SAN JUAN DE YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,17,17
SAN JULIAN,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,185,185
SAN LORENZO(PND),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
SAN LUCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,79,79
SAN MATIAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,74,74
SAN MIGUEL DE VELASCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,21,21
SAN PEDRO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,324,324
SAN PEDRO DE BUENA VISTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,57,57
SAN RAFAEL,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,11,11
SAN RAMON BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,16,16
SAN RAMON SCZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,29,29
SANTA ANA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,227,227
SANTA CRUZ DE LA SIERRA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,11519,11519
SANTA ROSA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,21,21
SANTA ROSA DEL SARA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,28,28
SANTIAGO DE CALLAPA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,3,3
SANTIAGO DE HUARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,13,13
SANTIAGO DE HUATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
SANTIVAÑES,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
SAPAHAQUI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
SENA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,26,26
SHINAOTA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,96,96
SICA SICA (VILLA AROMA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,25,25
SICAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
SIPE SIPE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,49,49
SOPACHUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,49,49
SORACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
SORATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,15,15
SUCRE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1762,1762
TACACOMA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,122,122
TACOPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
TAPACARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
TARABUCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,149,149
TARACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
TARATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,7,7
TARIJA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1666,1666
TARVITA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,55,55
TEOPONTE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,13,13
TIAWANACU,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,11,11
TIPUANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
TIQUIPAYA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,535,535
TIRAQUE (CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,37,37
TOCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,8,8
TOLATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
TOLEDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
TOMINA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,24,24
TORO TORO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,18,18
TOTORA(CBBA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,54,54
TOTORA(ORR),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,10,10
TRINIDAD,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1198,1198
TUPIZA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,285,285
TURCO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,2,2
UMALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,1,1
URUBICHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,20,20
UYUNI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,174,174
VACAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,13,13
VALLEGRANDE,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,126,126
VIACHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,121,121
VILLA CHARCAS,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,69,69
VILLA MONTES,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,310,310
VILLA RIVERO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,5,5
VILLA SERRANO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,29,29
VILLA TUNARI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,630,630
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
VILLAZON,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,165,165
VINTO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,222,222
VITICHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,13,13
WARNES,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,244,244
YACO,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,4,4
YACUIBA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,385,385
YAMPARAEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,26,26
YANACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,6,6
YAPACANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,201,201
YOTALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,50,50
ZUDAÑEZ,internaciones dias camas,      dias camas ocupadas maternidad,2014-07-01,37,37
ACACIO,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,4,4
ACHACACHI,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,73,73
ACHOCALLA,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,10,10
AIQUILE,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,69,69
ALCALA,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,9,9
ALTO BENI,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,20,20
ANCORAIMES,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,4,4
ANZALDO,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,5,5
APOLO,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,28,28
ARANI,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,6,6
ARBIETO,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,21,21
ARQUE,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,39,39
ASCENCION DE GUARAYOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,275,275
ATOCHA,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,62,62
AYATA,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,4,4
AYO AYO,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,34,34
AZURDUY,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,34,34
BAURES,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,37,37
BELLA FLOR,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,1,1
BERMEJO,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,40,40
BETANZOS,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,45,45
BOYUIBE,internaciones dias camas,      dias camas ocupadas maternidad,2014-08-01,8,8
