municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2007-07-01,2,0,2,0,2
TOCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,13,7,13,7,20
TOLATA,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,5,7,5,12
TOLEDO,consulta externa,repetidas en menores de 5 anos,2007-07-01,5,5,5,5,10
TOMAVE,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,5,4,5,9
TOMINA,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,5,7,5,12
TORO TORO,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,1,3,1,4
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2007-07-01,127,108,127,108,235
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2007-07-01,1,4,1,4,5
TRIGAL,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,3,1,3,4
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2007-07-01,290,289,290,289,579
TUPIZA,consulta externa,repetidas en menores de 5 anos,2007-07-01,85,79,85,79,164
TURCO,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,0,7,0,7
UMALA,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
UNCIA,consulta externa,repetidas en menores de 5 anos,2007-07-01,48,50,48,50,98
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2007-07-01,13,11,13,11,24
URUBICHA,consulta externa,repetidas en menores de 5 anos,2007-07-01,4,3,4,3,7
UYUNI,consulta externa,repetidas en menores de 5 anos,2007-07-01,17,25,17,25,42
VACAS,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,13,12,13,25
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2007-07-01,55,28,55,28,83
VIACHA,consulta externa,repetidas en menores de 5 anos,2007-07-01,72,58,72,58,130
VILA VILA,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,7,6,7,13
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2007-07-01,20,8,20,8,28
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2007-07-01,1,0,1,0,1
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2007-07-01,6,8,6,8,14
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2007-07-01,3,3,3,3,6
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2007-07-01,104,79,104,79,183
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2007-07-01,5,5,5,5,10
VILLAZON,consulta externa,repetidas en menores de 5 anos,2007-07-01,57,56,57,56,113
VINTO,consulta externa,repetidas en menores de 5 anos,2007-07-01,152,100,152,100,252
VITICHI,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,1,0,1,1
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2007-07-01,0,3,0,3,3
WARNES,consulta externa,repetidas en menores de 5 anos,2007-07-01,37,24,37,24,61
YACO,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
YACUIBA,consulta externa,repetidas en menores de 5 anos,2007-07-01,117,122,117,122,239
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,12,19,12,19,31
YANACACHI,consulta externa,repetidas en menores de 5 anos,2007-07-01,1,1,1,1,2
YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-07-01,49,40,49,40,89
YOCALLA,consulta externa,repetidas en menores de 5 anos,2007-07-01,2,1,2,1,3
YOTALA,consulta externa,repetidas en menores de 5 anos,2007-07-01,29,35,29,35,64
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2007-07-01,28,37,28,37,65
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2007-07-01,7,8,7,8,15
ACACIO,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2007-08-01,17,15,17,15,32
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
AIQUILE,consulta externa,repetidas en menores de 5 anos,2007-08-01,19,33,19,33,52
ALALAY,consulta externa,repetidas en menores de 5 anos,2007-08-01,15,11,15,11,26
ALCALA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,0,1,0,1
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,2,3,2,5
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,5,2,5,2,7
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2007-08-01,33,36,33,36,69
ANZALDO,consulta externa,repetidas en menores de 5 anos,2007-08-01,26,13,26,13,39
APOLO,consulta externa,repetidas en menores de 5 anos,2007-08-01,12,14,12,14,26
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2007-08-01,9,2,9,2,11
ARANI,consulta externa,repetidas en menores de 5 anos,2007-08-01,28,11,28,11,39
ARBIETO,consulta externa,repetidas en menores de 5 anos,2007-08-01,15,15,15,15,30
ARQUE,consulta externa,repetidas en menores de 5 anos,2007-08-01,23,16,23,16,39
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2007-08-01,79,54,79,54,133
ATOCHA,consulta externa,repetidas en menores de 5 anos,2007-08-01,19,26,19,26,45
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,15,10,15,10,25
AYATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,9,12,9,12,21
AYO AYO,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,15,0,15,15
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2007-08-01,9,14,9,14,23
AZURDUY,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,8,4,8,12
BAURES,consulta externa,repetidas en menores de 5 anos,2007-08-01,14,21,14,21,35
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,2,4,2,6
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,2,3,2,5
BERMEJO,consulta externa,repetidas en menores de 5 anos,2007-08-01,55,38,55,38,93
BETANZOS,consulta externa,repetidas en menores de 5 anos,2007-08-01,17,15,17,15,32
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,4,4,4,8
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2007-08-01,10,2,10,2,12
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2007-08-01,7,10,7,10,17
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-08-01,42,46,42,46,88
CABEZAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,27,27,27,27,54
CAIROMA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,5,3,5,8
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2007-08-01,5,6,5,6,11
CAJUATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,10,6,10,16
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,7,3,7,3,10
CAMARGO,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,3,1,3,4
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2007-08-01,3,6,3,6,9
CAMIRI,consulta externa,repetidas en menores de 5 anos,2007-08-01,68,72,68,72,140
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2007-08-01,46,46,46,46,92
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,0,1,0,1
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2007-08-01,8,9,8,9,17
CARANAVI,consulta externa,repetidas en menores de 5 anos,2007-08-01,8,13,8,13,21
CARAPARI,consulta externa,repetidas en menores de 5 anos,2007-08-01,5,9,5,9,14
CARIPUYO,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,0,4,0,4
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,5,2,5,7
CATACORA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,0,1,0,1
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,17,15,17,15,32
CHAQUI,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,3,2,3,5
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2007-08-01,68,67,68,67,135
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,3,2,3,5
CHIMORE,consulta externa,repetidas en menores de 5 anos,2007-08-01,52,38,52,38,90
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2007-08-01,21,17,21,17,38
CHUMA,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
CLIZA,consulta externa,repetidas en menores de 5 anos,2007-08-01,30,17,30,17,47
COBIJA,consulta externa,repetidas en menores de 5 anos,2007-08-01,111,142,111,142,253
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3709,3417,3709,3417,7126
COIPASA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2007-08-01,102,96,102,96,198
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2007-08-01,9,6,9,6,15
COLLANA,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,11,2,11,13
COLOMI,consulta externa,repetidas en menores de 5 anos,2007-08-01,81,80,81,80,161
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2007-08-01,43,32,43,32,75
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,3,6,3,9
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,7,1,7,8
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2007-08-01,37,22,37,22,59
COMANCHE,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,1,2,1,3
COMARAPA,consulta externa,repetidas en menores de 5 anos,2007-08-01,46,30,46,30,76
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2007-08-01,8,10,8,10,18
COPACABANA,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,0,4,0,4
CORIPATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,15,7,15,7,22
CORO CORO,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,11,4,11,15
COROICO,consulta externa,repetidas en menores de 5 anos,2007-08-01,41,20,41,20,61
CORQUE,consulta externa,repetidas en menores de 5 anos,2007-08-01,14,8,14,8,22
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2007-08-01,35,43,35,43,78
COTOCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,31,40,31,40,71
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,44,36,44,36,80
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2007-08-01,30,12,30,12,42
CUEVO,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,3,3,3,6
CULPINA,consulta externa,repetidas en menores de 5 anos,2007-08-01,22,15,22,15,37
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,5,3,5,8
CURVA,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,1,4,1,5
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
EL ALTO,consulta externa,repetidas en menores de 5 anos,2007-08-01,1787,1966,1787,1966,3753
EL CHORO,consulta externa,repetidas en menores de 5 anos,2007-08-01,5,3,5,3,8
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2007-08-01,2,0,2,0,2
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2007-08-01,12,9,12,9,21
EL TORNO,consulta externa,repetidas en menores de 5 anos,2007-08-01,52,37,52,37,89
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,4,0,4,4
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-08-01,8,16,8,16,24
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-08-01,68,61,68,61,129
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,11,4,11,15
EXALTACION,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,9,6,9,15
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2007-08-01,20,10,20,10,30
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2007-08-01,16,22,16,22,38
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2007-08-01,0,3,0,3,3
GUANAY,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,5,4,5,9
GUAQUI,consulta externa,repetidas en menores de 5 anos,2007-08-01,9,2,9,2,11
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2007-08-01,45,37,45,37,82
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2007-08-01,17,17,17,17,34
HUACARETA,consulta externa,repetidas en menores de 5 anos,2007-08-01,24,30,24,30,54
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,3,2,3,5
HUANUNI,consulta externa,repetidas en menores de 5 anos,2007-08-01,117,91,117,91,208
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2007-08-01,13,13,13,13,26
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,7,3,7,10
ICHOCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,0,2,0,2
ICLA,consulta externa,repetidas en menores de 5 anos,2007-08-01,83,106,83,106,189
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2007-08-01,15,12,15,12,27
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2007-08-01,76,39,76,39,115
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2007-08-01,3,6,3,6,9
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,5,3,5,8
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,2,3,2,5
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2007-08-01,19,16,19,16,35
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2007-08-01,167,142,167,142,309
LA PAZ,consulta externa,repetidas en menores de 5 anos,2007-08-01,3580,3914,3580,3914,7494
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,22,0,22,0,22
LAJA,consulta externa,repetidas en menores de 5 anos,2007-08-01,27,17,27,17,44
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,3,3,3,6
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2007-08-01,9,10,9,10,19
LLICA,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,0,4,0,4
LORETO,consulta externa,repetidas en menores de 5 anos,2007-08-01,11,11,11,11,22
LURIBAY,consulta externa,repetidas en menores de 5 anos,2007-08-01,5,2,5,2,7
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
MACHARETI,consulta externa,repetidas en menores de 5 anos,2007-08-01,7,1,7,1,8
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2007-08-01,20,20,20,20,40
MAIRANA,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,3,4,3,7
MALLA,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
MAPIRI,consulta externa,repetidas en menores de 5 anos,2007-08-01,24,7,24,7,31
MECAPACA,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,10,6,10,16
MINEROS,consulta externa,repetidas en menores de 5 anos,2007-08-01,15,14,15,14,29
MIZQUE,consulta externa,repetidas en menores de 5 anos,2007-08-01,17,15,17,15,32
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2007-08-01,5,1,5,1,6
MOJINETE,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2007-08-01,12,23,12,23,35
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2007-08-01,50,32,50,32,82
MONTERO,consulta externa,repetidas en menores de 5 anos,2007-08-01,566,481,566,481,1047
MORO MORO,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,2,3,2,5
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,81,84,81,84,165
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2007-08-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
OCURI,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,1,0,1,1
OKINAWA,consulta externa,repetidas en menores de 5 anos,2007-08-01,15,13,15,13,28
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,9,3,9,12
ORURO,consulta externa,repetidas en menores de 5 anos,2007-08-01,598,601,598,601,1199
PADCAYA,consulta externa,repetidas en menores de 5 anos,2007-08-01,16,14,16,14,30
PADILLA,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,4,6,4,10
PAILON,consulta externa,repetidas en menores de 5 anos,2007-08-01,13,12,13,12,25
PALCA,consulta externa,repetidas en menores de 5 anos,2007-08-01,5,10,5,10,15
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2007-08-01,85,67,85,67,152
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,1,2,1,3
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,3,4,3,7
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,0,3,0,3
PASORAPA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,0,3,0,3
PAZÑA,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,3,6,3,9
POCOATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,7,5,7,5,12
POCONA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,9,3,9,12
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2007-08-01,3,3,3,3,6
POOPO,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,1,3,1,4
POROMA,consulta externa,repetidas en menores de 5 anos,2007-08-01,14,10,14,10,24
PORONGO,consulta externa,repetidas en menores de 5 anos,2007-08-01,17,25,17,25,42
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2007-08-01,54,71,54,71,125
PORVENIR,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,3,1,3,4
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2007-08-01,4,0,4,0,4
POTOSI,consulta externa,repetidas en menores de 5 anos,2007-08-01,467,422,467,422,889
PRESTO,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,4,3,4,7
PUCARA,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,3,2,3,5
PUCARANI,consulta externa,repetidas en menores de 5 anos,2007-08-01,13,14,13,14,27
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,0,1,0,1
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,5,3,5,8
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,7,6,7,13
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2007-08-01,12,7,12,7,19
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2007-08-01,40,33,40,33,73
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2007-08-01,1,1,1,1,2
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2007-08-01,51,52,51,52,103
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2007-08-01,177,141,177,141,318
PUNA,consulta externa,repetidas en menores de 5 anos,2007-08-01,12,9,12,9,21
PUNATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,107,107,107,107,214
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2007-08-01,0,2,0,2,2
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2007-08-01,655,661,655,661,1316
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2007-08-01,5,9,5,9,14
RAVELO,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,0,2,0,2
REYES,consulta externa,repetidas en menores de 5 anos,2007-08-01,28,27,28,27,55
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2007-08-01,61,70,61,70,131
ROBORE,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,3,6,3,9
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2007-08-01,30,43,30,43,73
SACABA,consulta externa,repetidas en menores de 5 anos,2007-08-01,254,222,254,222,476
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2007-08-01,22,16,22,16,38
SACACA,consulta externa,repetidas en menores de 5 anos,2007-08-01,3,4,3,4,7
SAIPINA,consulta externa,repetidas en menores de 5 anos,2007-08-01,10,12,10,12,22
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2007-08-01,6,3,6,3,9
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2007-08-01,7,2,7,2,9
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,1,2,1,3
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2007-08-01,22,12,22,12,34
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-08-01,2,0,2,0,2
