,group,variable,month,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.1 NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
EL CHORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
EL PUENTE(STC),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,28,0,28
EL PUENTE(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,0,12
EL TORNO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,112,0,112
EL VILLAR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,1,7
ENTRE RIOS TRJ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,33,3,36
ENTRE RIOS CBBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,63,1,64
ESCOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,0,8
EUCALIPTUS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
EUREKA (SANTOS MERCADO),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,4,5
FERNANDEZ ALONSO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,23,1,24
FILADELFIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,4,12
GENERAL SAAVEDRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,38,0,38
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,11,2,13
GUANAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,43,1,44
GUAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,1,10
GUAYARAMERIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,102,2,104
GUTIERREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,20,7,27
HUACARETA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,18,2,20
HUACAYA (VILLA DE HUACAYA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,2,4
HUANUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,38,0,38
HUARACAJE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
HUARINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
HUATAJATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
HUAYLLAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
HUMANATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,1,3
ICHOCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,1,4
ICLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,3,12
INCAHUASI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,7,16
INGAVI (HUMAITA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
INQUISIVI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,10,3,13
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,20,1,21
IXIAMAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,13,0,13
JESUS DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,20,1,21
LA ASUNTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,89,4,93
LA GUARDIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,164,0,164
LA PAZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1664,0,1664
LAGUNILLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,1,7
LAJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,27,2,29
LAS CARRERAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
LICOMA PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,0,5
LLALLAGUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,66,0,66
LLICA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,1,4
LORETO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,5,11
LURIBAY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,1,13
MACHACAMARCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
MACHARETI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,0,12
MAGDALENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,36,2,38
MAIRANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,18,0,18
MALLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,2,4
MAPIRI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,39,0,39
MECAPACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,0,12
MINEROS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,55,0,55
MIZQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,44,1,45
MOCOMOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,10,3,13
MOJOCOYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,1,10
MONTEAGUDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,53,4,57
MONTERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,238,0,238
MORO MORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,1,4
MOROCHATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,3,11
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,0,3,3
OCURI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,13,5,18
OKINAWA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,42,0,42
OMEREQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,0,9
ORURO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,792,2,794
PADCAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,34,0,34
PADILLA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,13,0,13
PAILON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,82,1,83
PALCA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,18,4,22
PALOS BLANCOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,44,3,47
PAMPA AULLAGAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,0,8
PAMPA GRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,16,0,16
PAPEL PAMPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
PASORAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,1,2
PATACAMAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,44,4,48
PAZÑA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,1,6
PELECHUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,0,12
POCOATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,6,23
POCONA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,15,0,15
POJO (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
POOPO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
PORCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,0,19
POROMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,20,1,21
PORONGO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,0,19
PORTACHUELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,65,0,65
PORVENIR,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,10,0,10
POSTRER VALLE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,0,5
POTOSI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,540,6,546
PRESTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,6,10
PUCARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
PUCARANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,31,5,36
PUERTO ACOSTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,9,4,13
PUERTO CARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,2,14
PUERTO GONZALO MORENO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,18,0,18
PUERTO PEREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,1,4
PUERTO QUIJARRO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,42,0,42
PUERTO RICO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,11,0,11
PUERTO SILES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
PUERTO SUAREZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,31,0,31
PUERTO VILLARROEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,183,0,183
PUNA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,1,20
PUNATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,45,0,45
QUIABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
QUILLACOLLO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,207,10,217
QUIME,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
QUIRUSILLAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
RAVELO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,11,4,15
REYES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,4,21
RIBERALTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,264,3,267
ROBORE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,0,17
RURRENABAQUE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,49,3,52
SABAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
SACABA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,275,0,275
SACABAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
SACACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,31,10,41
SAIPINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,1,15
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,11,6,17
SAMAIPATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,16,0,16
SAN AGUSTIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
SAN ANDRES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,0,12
SAN ANDRES DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,1,5
SAN ANTONIO DE ESMORUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,2,5
SAN BENITO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,13,0,13
SAN BORJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,103,13,116
SAN BUENA VENTURA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,27,1,28
SAN CARLOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,44,0,44
SAN IGNACIO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,36,3,39
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,117,7,124
SAN JAVIER(BNI),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,1,3
SAN JAVIER(STC),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,23,0,23
SAN JOAQUIN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,15,0,15
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,29,0,29
SAN JUAN DE YAPACANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,0,17
SAN JULIAN,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,118,5,123
SAN LORENZO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,0,8
SAN LORENZO(TJA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,35,0,35
SAN LUCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,38,9,47
SAN MATIAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,21,0,21
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,1,20
SAN PABLO DE LIPEZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,0,5
SAN PEDRO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,35,0,35
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,24,6,30
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,2,5
SAN PEDRO DE QUEMES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,3,0,3
SAN PEDRO(PND),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,0,4,4
SAN RAFAEL,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,0,14
SAN RAMON BENI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,10,1,11
SAN RAMON SCZ,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,16,0,16
SANTA ANA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,35,0,35
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5618,3,5621
SANTA ROSA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,11,0,11
SANTA ROSA DEL SARA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,21,0,21
SANTIAGO DE CALLAPA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
SANTIAGO DE HUARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,11,0,11
SANTIAGO DE HUATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,0,6
SANTIAGO DE MACHACA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
SANTIVAÑES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
SAPAHAQUI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,2,7
SENA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,20,0,20
SHINAOTA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,98,1,99
SICA SICA (VILLA AROMA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,1,18
SIPE SIPE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,85,0,85
SOPACHUY,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,12,1,13
SORACACHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,10,2,12
SORATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,25,5,30
SUCRE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,632,3,635
TACACOMA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,5,0,5
TACOBAMBA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,11,4,15
TACOPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,2,8
TAHUA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
TAPACARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,24,5,29
TARABUCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,2,21
TARACO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,0,4
TARATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,17,0,17
TARIJA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,503,7,510
TARVITA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,18,1,19
TEOPONTE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,30,1,31
TIAWANACU,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,15,0,15
TINGUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,5,19
TIPUANI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,0,19
TIQUIPAYA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,111,1,112
TIRAQUE (CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,20,1,21
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
TOCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,0,6
TODOS SANTOS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
TOLATA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
TOLEDO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,1,5
TOMAVE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,5,19
TOMINA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,8,0,8
TORO TORO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,10,1,11
TOTORA(CBBA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,22,2,24
TOTORA(ORR),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,0,2
TRINIDAD,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,313,5,318
TUPIZA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,80,1,81
TURCO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,1,0,1
UMALA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,2,1,3
UNCIA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,25,2,27
URIONDO (A. CONCEPCION),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,19,0,19
URUBICHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,15,0,15
UYUNI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,43,0,43
VACAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
VALLEGRANDE,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,23,3,26
VIACHA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,129,0,129
VILA VILA,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,7,0,7
VILLA CHARCAS,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,18,1,19
VILLA MONTES,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,93,2,95
VILLA NUEVA (LOMA ALTA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,0,6
VILLA RIVERO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,6,0,6
VILLA SERRANO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,16,4,20
VILLA TUNARI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,225,2,227
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,14,1,15
VILLAZON,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,65,2,67
VINTO,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,114,0,114
VITICHI,consultas prenatales, nuevas antes del 5to mes de embarazo,2014-08-01,4,2,6
