,group,variable,month,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTAL 4.2 NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
CHOQUE COTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
CHUA COCANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,9,0,9
CHUMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,2,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,1,5
CKOCHAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,3,10
CLIZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,17,2,19
COBIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,43,2,45
COCAPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,9,14
COCHABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1332,3,1335
COLCAPIRHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,82,0,82
"COLCHA ""K""",consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,1,9
COLOMI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,15,1,16
COLPA BELGICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
COLQUECHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,17,4,21
COLQUENCHA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
COLQUIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,15,3,18
COMARAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
CONCEPCION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,14,4,18
COPACABANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
CORIPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
CORO CORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
COROICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,20,1,21
CORQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
COTAGAITA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,1,9
COTOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,58,0,58
CRUZ DE MACHACAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,1,1
CUATRO CAÑADAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,1,6
CUEVO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
CULPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
CURAHUARA DE CARANGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
CURVA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,2,4
DESAGUADERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
EL ALTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,741,41,782
EL CHORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,1,1
EL PUENTE(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
EL PUENTE(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
EL TORNO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,23,0,23
ENTRE RIOS TRJ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
ENTRE RIOS CBBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,23,0,23
ESCOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
EUCALIPTUS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
EUREKA (SANTOS MERCADO),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
EXALTACION,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
GENERAL SAAVEDRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,0,8
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,0,8
GUANAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,13,0,13
GUAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,3,6
GUAYARAMERIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,35,0,35
GUTIERREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
HUACARETA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
HUACAYA (VILLA DE HUACAYA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
HUANUNI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,13,1,14
HUARACAJE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
HUARINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,2,4
HUAYLLAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
HUMANATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
ICHOCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,1,5
INCAHUASI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
INQUISIVI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,2,7
IRUPANA (VILLA DE LANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
IXIAMAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
JESUS DE MACHACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
LA ASUNTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,20,2,22
LA GUARDIA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,45,0,45
LA PAZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1375,0,1375
LAGUNILLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
LAJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,14,1,15
LLALLAGUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,52,0,52
LLICA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
LORETO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,4,5
LURIBAY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
MACHACAMARCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,1,1
MAGDALENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,13,0,13
MAIRANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
MALLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
MAPIRI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
MECAPACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,2,9
MINEROS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,10,0,10
MIZQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,24,0,24
MOCOMOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,10,1,11
MOJINETE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,3,3
MONTEAGUDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,12,5,17
MONTERO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,68,1,69
MOROCHATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,3,11
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
NAZACARA DE PACAJES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
OCURI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,6,10
OKINAWA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,0,7
OMEREQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,0,2,2
ORURO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,348,0,348
PADCAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
PADILLA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
PAILON,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,59,0,59
PALCA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,12,2,14
PALOS BLANCOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,10,1,11
PAMPA AULLAGAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
PAMPA GRANDE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
PAPEL PAMPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
PATACAMAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,21,0,21
PELECHUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
POCOATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,10,14
POCONA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,1,7
POJO (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
POOPO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,1,3
PORCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,1,9
POROMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,7,12
PORONGO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,2,6
PORTACHUELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
PORVENIR,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
POTOSI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,471,1,472
PRESTO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
PUCARANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,9,2,11
PUERTO ACOSTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,13,4,17
PUERTO CARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,4,10
PUERTO GONZALO MORENO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
PUERTO PEREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
PUERTO QUIJARRO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,20,0,20
PUERTO RICO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
PUERTO SUAREZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,0,8
PUERTO VILLARROEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,58,0,58
PUNA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,1,7
PUNATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,21,0,21
QUIABAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
QUILLACOLLO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,95,11,106
QUIME,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
QUIRUSILLAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
RAVELO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,5,11
REYES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
RIBERALTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,183,3,186
ROBORE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,16,0,16
RURRENABAQUE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,18,0,18
SABAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,1,3
SACABA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,135,0,135
SACABAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
SACACA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,14,3,17
SAIPINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,1,5
SAMAIPATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
SAN ANDRES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,1,7
SAN ANTONIO DE ESMORUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,1,3
SAN BENITO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
SAN BORJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,26,7,33
SAN BUENA VENTURA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
SAN CARLOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,9,0,9
SAN IGNACIO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,14,5,19
SAN IGNACIO DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,34,1,35
SAN JAVIER(BNI),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
SAN JAVIER(STC),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,0,8
SAN JOAQUIN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
SAN JOSE DE CHIQUITOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,13,2,15
SAN JUAN DE YAPACANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,9,2,11
SAN JULIAN,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
SAN LORENZO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,5,0,5
SAN LORENZO(TJA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,3,11
SAN LUCAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,9,3,12
SAN MATIAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,11,0,11
SAN MIGUEL DE VELASCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
SAN PABLO DE LIPEZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
SAN PEDRO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,0,8
SAN PEDRO DE BUENA VISTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,23,4,27
SAN PEDRO DE CURAHUARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
SAN PEDRO DE TIQUINA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
SAN PEDRO(PND),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
SAN RAFAEL,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
SAN RAMON BENI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,1,5
SAN RAMON SCZ,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
SANTA ANA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,21,0,21
SANTA CRUZ DE LA SIERRA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3128,7,3135
SANTA ROSA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,2,8
SANTA ROSA DEL SARA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
SANTIAGO DE CALLAPA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
SANTIAGO DE HUARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,1,9
SANTIAGO DE HUATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
SANTIVAÑES,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
SANTUARIO DE QUILLACAS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
SAPAHAQUI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,3,5
SENA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,0,7
SHINAOTA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,15,2,17
SICA SICA (VILLA AROMA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,14,0,14
SICAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
SIPE SIPE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,40,0,40
SOPACHUY,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,0,1
SORACACHI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,2,4
SORATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,12,2,14
SUCRE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,60,2,62
TACACOMA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,1,7
TACOBAMBA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,6,10
TACOPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
TAHUA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
TAPACARI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,14,1,15
TARABUCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,1,3
TARACO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,1,1,2
TARATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,1,3
TARIJA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,177,3,180
TEOPONTE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,1,5
TIAWANACU,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,8,1,9
TINGUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,7,3,10
TIPUANI,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,0,3
TIQUIPAYA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,43,3,46
TIRAQUE (CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,16,3,19
TOCO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,6,0,6
TODOS SANTOS,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,2,0,2
TOLATA,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,0,4
TOLEDO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
TOMAVE,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,4,2,6
TORO TORO,consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,10,1,11
TOTORA(CBBA),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,21,2,23
TOTORA(ORR),consultas prenatales, nuevas a partir del 5to mes de embarazo,2014-08-01,3,1,4
