,group,variable,month,MENORES DE 5 AÑOS NUEVA,MENORES DE 5 AÑOS NUEVA,MENORES DE 5 AÑOS REPETIDAS,MENORES DE 5 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
SAMAIPATA,consulta externa,menores de 5 anos,2008-08-01,126,104,5,3,131,107,238
SAN AGUSTIN,consulta externa,menores de 5 anos,2008-08-01,32,32,1,1,33,33,66
SAN ANDRES,consulta externa,menores de 5 anos,2008-08-01,327,358,16,9,343,367,710
SAN ANDRES DE MACHACA,consulta externa,menores de 5 anos,2008-08-01,66,32,0,2,66,34,100
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 5 anos,2008-08-01,50,47,4,3,54,50,104
SAN ANTONIO DE LOMERIO,consulta externa,menores de 5 anos,2008-08-01,144,144,2,2,146,146,292
SAN BENITO,consulta externa,menores de 5 anos,2008-08-01,166,128,30,19,196,147,343
SAN BORJA,consulta externa,menores de 5 anos,2008-08-01,708,675,28,54,736,729,1465
SAN BUENA VENTURA,consulta externa,menores de 5 anos,2008-08-01,334,285,28,31,362,316,678
SAN CARLOS,consulta externa,menores de 5 anos,2008-08-01,351,341,8,16,359,357,716
SAN IGNACIO,consulta externa,menores de 5 anos,2008-08-01,1018,870,50,38,1068,908,1976
SAN IGNACIO DE VELASCO,consulta externa,menores de 5 anos,2008-08-01,1277,1103,62,63,1339,1166,2505
SAN JAVIER(BNI),consulta externa,menores de 5 anos,2008-08-01,42,57,1,3,43,60,103
SAN JAVIER(STC),consulta externa,menores de 5 anos,2008-08-01,127,138,9,5,136,143,279
SAN JOAQUIN,consulta externa,menores de 5 anos,2008-08-01,257,217,159,213,416,430,846
SAN JOSE DE CHIQUITOS,consulta externa,menores de 5 anos,2008-08-01,402,439,20,15,422,454,876
SAN JUAN DE YAPACANI,consulta externa,menores de 5 anos,2008-08-01,299,272,48,37,347,309,656
SAN JULIAN,consulta externa,menores de 5 anos,2008-08-01,1102,916,52,41,1154,957,2111
SAN LORENZO(PND),consulta externa,menores de 5 anos,2008-08-01,228,218,2,0,230,218,448
SAN LORENZO(TJA),consulta externa,menores de 5 anos,2008-08-01,366,367,8,4,374,371,745
SAN LUCAS,consulta externa,menores de 5 anos,2008-08-01,2176,1259,31,26,2207,1285,3492
SAN MATIAS,consulta externa,menores de 5 anos,2008-08-01,173,165,20,17,193,182,375
SAN MIGUEL DE VELASCO,consulta externa,menores de 5 anos,2008-08-01,217,240,16,21,233,261,494
SAN PABLO DE LIPEZ,consulta externa,menores de 5 anos,2008-08-01,113,115,12,5,125,120,245
SAN PEDRO,consulta externa,menores de 5 anos,2008-08-01,602,583,24,19,626,602,1228
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 5 anos,2008-08-01,741,726,2,1,743,727,1470
SAN PEDRO DE CURAHUARA,consulta externa,menores de 5 anos,2008-08-01,87,76,7,8,94,84,178
SAN PEDRO DE QUEMES,consulta externa,menores de 5 anos,2008-08-01,3,11,0,0,3,11,14
SAN PEDRO DE TIQUINA,consulta externa,menores de 5 anos,2008-08-01,26,34,2,2,28,36,64
SAN PEDRO(PND),consulta externa,menores de 5 anos,2008-08-01,30,21,2,2,32,23,55
SAN RAFAEL,consulta externa,menores de 5 anos,2008-08-01,59,146,28,16,87,162,249
SAN RAMON,consulta externa,menores de 5 anos,2008-08-01,106,92,10,5,116,97,213
SAN RAMON,consulta externa,menores de 5 anos,2008-08-01,201,178,1,3,202,181,383
SANTA ANA,consulta externa,menores de 5 anos,2008-08-01,226,242,10,8,236,250,486
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 5 anos,2008-08-01,19588,17879,2574,2613,22162,20492,42654
SANTA ROSA,consulta externa,menores de 5 anos,2008-08-01,251,216,10,8,261,224,485
SANTA ROSA DEL SARA,consulta externa,menores de 5 anos,2008-08-01,474,508,14,13,488,521,1009
SANTIAGO DE CALLAPA,consulta externa,menores de 5 anos,2008-08-01,34,57,5,0,39,57,96
SANTIAGO DE HUARI,consulta externa,menores de 5 anos,2008-08-01,182,192,9,15,191,207,398
SANTIAGO DE MACHACA,consulta externa,menores de 5 anos,2008-08-01,15,11,0,0,15,11,26
SANTIVAÑES,consulta externa,menores de 5 anos,2008-08-01,52,57,5,2,57,59,116
SANTUARIO DE QUILLACAS,consulta externa,menores de 5 anos,2008-08-01,48,42,1,3,49,45,94
SAPAHAQUI,consulta externa,menores de 5 anos,2008-08-01,117,138,1,2,118,140,258
SENA,consulta externa,menores de 5 anos,2008-08-01,42,41,0,0,42,41,83
SICA SICA (VILLA AROMA),consulta externa,menores de 5 anos,2008-08-01,206,189,2,2,208,191,399
SICAYA,consulta externa,menores de 5 anos,2008-08-01,55,53,0,2,55,55,110
SIPE SIPE,consulta externa,menores de 5 anos,2008-08-01,338,296,83,75,421,371,792
SOPACHUY,consulta externa,menores de 5 anos,2008-08-01,195,214,2,3,197,217,414
SORACACHI,consulta externa,menores de 5 anos,2008-08-01,173,183,14,0,187,183,370
SORATA,consulta externa,menores de 5 anos,2008-08-01,223,231,11,5,234,236,470
SUCRE,consulta externa,menores de 5 anos,2008-08-01,6118,5534,728,767,6846,6301,13147
TACACHI,consulta externa,menores de 5 anos,2008-08-01,17,11,0,0,17,11,28
TACACOMA,consulta externa,menores de 5 anos,2008-08-01,102,87,1,0,103,87,190
TACOBAMBA,consulta externa,menores de 5 anos,2008-08-01,204,194,7,3,211,197,408
TACOPAYA,consulta externa,menores de 5 anos,2008-08-01,147,132,1,1,148,133,281
TAHUA,consulta externa,menores de 5 anos,2008-08-01,24,41,1,0,25,41,66
TAPACARI,consulta externa,menores de 5 anos,2008-08-01,544,522,50,36,594,558,1152
TARABUCO,consulta externa,menores de 5 anos,2008-08-01,607,629,10,7,617,636,1253
TARACO,consulta externa,menores de 5 anos,2008-08-01,53,31,0,1,53,32,85
TARATA,consulta externa,menores de 5 anos,2008-08-01,87,76,9,10,96,86,182
TARIJA,consulta externa,menores de 5 anos,2008-08-01,3744,3962,465,441,4209,4403,8612
TARVITA,consulta externa,menores de 5 anos,2008-08-01,765,758,19,17,784,775,1559
TEOPONTE,consulta externa,menores de 5 anos,2008-08-01,211,235,5,9,216,244,460
TIAWANACU,consulta externa,menores de 5 anos,2008-08-01,130,91,10,4,140,95,235
TINGUIPAYA,consulta externa,menores de 5 anos,2008-08-01,368,283,4,3,372,286,658
TIPUANI,consulta externa,menores de 5 anos,2008-08-01,173,165,3,3,176,168,344
TIQUIPAYA,consulta externa,menores de 5 anos,2008-08-01,688,559,287,271,975,830,1805
TIRAQUE (CBBA),consulta externa,menores de 5 anos,2008-08-01,733,704,81,92,814,796,1610
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 5 anos,2008-08-01,18,11,2,0,20,11,31
TOCO,consulta externa,menores de 5 anos,2008-08-01,76,71,4,8,80,79,159
TODOS SANTOS,consulta externa,menores de 5 anos,2008-08-01,7,4,2,1,9,5,14
TOLATA,consulta externa,menores de 5 anos,2008-08-01,45,48,2,1,47,49,96
TOLEDO,consulta externa,menores de 5 anos,2008-08-01,141,130,12,3,153,133,286
TOMAVE,consulta externa,menores de 5 anos,2008-08-01,157,190,3,3,160,193,353
TOMINA,consulta externa,menores de 5 anos,2008-08-01,341,349,3,6,344,355,699
TORO TORO,consulta externa,menores de 5 anos,2008-08-01,311,274,9,7,320,281,601
TOTORA(CBBA),consulta externa,menores de 5 anos,2008-08-01,170,157,92,106,262,263,525
TOTORA(ORR),consulta externa,menores de 5 anos,2008-08-01,98,122,4,1,102,123,225
TRIGAL,consulta externa,menores de 5 anos,2008-08-01,11,27,1,2,12,29,41
TRINIDAD,consulta externa,menores de 5 anos,2008-08-01,2197,1818,211,229,2408,2047,4455
TUPIZA,consulta externa,menores de 5 anos,2008-08-01,835,775,48,30,883,805,1688
TURCO,consulta externa,menores de 5 anos,2008-08-01,67,81,2,0,69,81,150
UMALA,consulta externa,menores de 5 anos,2008-08-01,81,75,0,0,81,75,156
UNCIA,consulta externa,menores de 5 anos,2008-08-01,690,585,15,22,705,607,1312
URIONDO (A. CONCEPCION),consulta externa,menores de 5 anos,2008-08-01,453,443,13,9,466,452,918
URUBICHA,consulta externa,menores de 5 anos,2008-08-01,226,203,8,6,234,209,443
UYUNI,consulta externa,menores de 5 anos,2008-08-01,318,245,28,13,346,258,604
VACAS,consulta externa,menores de 5 anos,2008-08-01,120,114,7,9,127,123,250
VALLEGRANDE,consulta externa,menores de 5 anos,2008-08-01,148,111,61,38,209,149,358
VIACHA,consulta externa,menores de 5 anos,2008-08-01,568,531,95,74,663,605,1268
VILA VILA,consulta externa,menores de 5 anos,2008-08-01,228,50,2,2,230,52,282
VILLA MONTES,consulta externa,menores de 5 anos,2008-08-01,506,440,24,19,530,459,989
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 5 anos,2008-08-01,44,40,0,0,44,40,84
VILLA RIVERO,consulta externa,menores de 5 anos,2008-08-01,59,54,7,2,66,56,122
VILLA SERRANO,consulta externa,menores de 5 anos,2008-08-01,348,318,1,0,349,318,667
VILLA TUNARI,consulta externa,menores de 5 anos,2008-08-01,1894,1635,146,116,2040,1751,3791
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 5 anos,2008-08-01,223,225,11,3,234,228,462
VILLAZON,consulta externa,menores de 5 anos,2008-08-01,809,715,46,41,855,756,1611
VINTO,consulta externa,menores de 5 anos,2008-08-01,283,165,228,190,511,355,866
VITICHI,consulta externa,menores de 5 anos,2008-08-01,162,177,6,2,168,179,347
WALDO BALLIVIAN,consulta externa,menores de 5 anos,2008-08-01,23,33,3,0,26,33,59
WARNES,consulta externa,menores de 5 anos,2008-08-01,1556,1450,81,74,1637,1524,3161
YACO,consulta externa,menores de 5 anos,2008-08-01,135,123,0,0,135,123,258
YACUIBA,consulta externa,menores de 5 anos,2008-08-01,2025,1852,164,147,2189,1999,4188
YAMPARAEZ,consulta externa,menores de 5 anos,2008-08-01,175,130,14,4,189,134,323
YANACACHI,consulta externa,menores de 5 anos,2008-08-01,72,76,0,1,72,77,149
YAPACANI,consulta externa,menores de 5 anos,2008-08-01,741,668,23,17,764,685,1449
YOCALLA,consulta externa,menores de 5 anos,2008-08-01,148,109,0,0,148,109,257
YOTALA,consulta externa,menores de 5 anos,2008-08-01,195,188,15,19,210,207,417
YUNCHARA,consulta externa,menores de 5 anos,2008-08-01,128,109,11,2,139,111,250
ZUDAÑEZ,consulta externa,menores de 5 anos,2008-08-01,246,241,4,4,250,245,495
ACACIO,consulta externa,menores de 5 anos,2008-09-01,128,141,1,1,129,142,271
ACHACACHI,consulta externa,menores de 5 anos,2008-09-01,376,318,8,6,384,324,708
ACHOCALLA,consulta externa,menores de 5 anos,2008-09-01,94,100,4,1,98,101,199
AIQUILE,consulta externa,menores de 5 anos,2008-09-01,484,441,11,12,495,453,948
ALALAY,consulta externa,menores de 5 anos,2008-09-01,47,39,0,1,47,40,87
ALCALA,consulta externa,menores de 5 anos,2008-09-01,152,158,2,1,154,159,313
ANCORAIMES,consulta externa,menores de 5 anos,2008-09-01,148,132,3,1,151,133,284
ANDAMARCA,consulta externa,menores de 5 anos,2008-09-01,96,63,5,4,101,67,168
ANTEQUERA,consulta externa,menores de 5 anos,2008-09-01,61,47,3,1,64,48,112
ANZALDO,consulta externa,menores de 5 anos,2008-09-01,70,61,10,14,80,75,155
APOLO,consulta externa,menores de 5 anos,2008-09-01,370,407,18,17,388,424,812
ARAMPAMPA,consulta externa,menores de 5 anos,2008-09-01,150,123,1,0,151,123,274
ARANI,consulta externa,menores de 5 anos,2008-09-01,148,124,7,11,155,135,290
ARBIETO,consulta externa,menores de 5 anos,2008-09-01,171,126,21,17,192,143,335
ARQUE,consulta externa,menores de 5 anos,2008-09-01,308,279,4,1,312,280,592
ASCENCION DE GUARAYOS,consulta externa,menores de 5 anos,2008-09-01,423,445,40,52,463,497,960
ATOCHA,consulta externa,menores de 5 anos,2008-09-01,321,336,52,49,373,385,758
AUCAPATA,consulta externa,menores de 5 anos,2008-09-01,82,78,5,4,87,82,169
AYATA,consulta externa,menores de 5 anos,2008-09-01,149,146,4,3,153,149,302
AYO AYO,consulta externa,menores de 5 anos,2008-09-01,68,84,1,1,69,85,154
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 5 anos,2008-09-01,453,553,15,11,468,564,1032
AZURDUY,consulta externa,menores de 5 anos,2008-09-01,511,526,5,3,516,529,1045
BATALLAS,consulta externa,menores de 5 anos,2008-09-01,123,119,10,6,133,125,258
BAURES,consulta externa,menores de 5 anos,2008-09-01,126,113,7,9,133,122,255
BELEN DE ANDAMARCA,consulta externa,menores de 5 anos,2008-09-01,13,15,1,0,14,15,29
BELEN DE URMIRI,consulta externa,menores de 5 anos,2008-09-01,42,37,1,0,43,37,80
BELLA FLOR,consulta externa,menores de 5 anos,2008-09-01,55,44,1,0,56,44,100
BERMEJO,consulta externa,menores de 5 anos,2008-09-01,878,892,52,48,930,940,1870
BETANZOS,consulta externa,menores de 5 anos,2008-09-01,843,684,20,12,863,696,1559
BOLIVAR,consulta externa,menores de 5 anos,2008-09-01,185,167,0,0,185,167,352
BOLPEBRA,consulta externa,menores de 5 anos,2008-09-01,27,33,32,1,59,34,93
BOYUIBE,consulta externa,menores de 5 anos,2008-09-01,69,71,8,6,77,77,154
BUENA VISTA,consulta externa,menores de 5 anos,2008-09-01,199,257,22,25,221,282,503
CABEZAS,consulta externa,menores de 5 anos,2008-09-01,571,442,34,45,605,487,1092
CAIROMA,consulta externa,menores de 5 anos,2008-09-01,136,142,2,1,138,143,281
"CAIZA ""D""",consulta externa,menores de 5 anos,2008-09-01,167,184,6,5,173,189,362
CAJUATA,consulta externa,menores de 5 anos,2008-09-01,203,198,5,1,208,199,407
CALACOTO,consulta externa,menores de 5 anos,2008-09-01,81,92,1,0,82,92,174
CALAMARCA,consulta externa,menores de 5 anos,2008-09-01,183,184,5,5,188,189,377
CAMARGO,consulta externa,menores de 5 anos,2008-09-01,386,412,0,2,386,414,800
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 5 anos,2008-09-01,65,80,4,2,69,82,151
CAMIRI,consulta externa,menores de 5 anos,2008-09-01,847,729,75,67,922,796,1718
CAPINOTA,consulta externa,menores de 5 anos,2008-09-01,321,278,87,91,408,369,777
CAQUIAVIRI,consulta externa,menores de 5 anos,2008-09-01,89,73,3,0,92,73,165
CARACOLLO,consulta externa,menores de 5 anos,2008-09-01,215,181,6,4,221,185,406
CARANAVI,consulta externa,menores de 5 anos,2008-09-01,1239,1118,21,17,1260,1135,2395
CARANGAS,consulta externa,menores de 5 anos,2008-09-01,6,2,0,0,6,2,8
CARAPARI,consulta externa,menores de 5 anos,2008-09-01,340,286,23,7,363,293,656
CARIPUYO,consulta externa,menores de 5 anos,2008-09-01,233,213,9,2,242,215,457
CARMEN RIVERO TORREZ,consulta externa,menores de 5 anos,2008-09-01,66,78,5,4,71,82,153
CATACORA,consulta externa,menores de 5 anos,2008-09-01,26,11,1,0,27,11,38
CHACARILLA,consulta externa,menores de 5 anos,2008-09-01,19,17,3,4,22,21,43
CHALLAPATA,consulta externa,menores de 5 anos,2008-09-01,458,400,7,4,465,404,869
CHAQUI,consulta externa,menores de 5 anos,2008-09-01,140,113,6,2,146,115,261
CHARAGUA,consulta externa,menores de 5 anos,2008-09-01,894,862,49,61,943,923,1866
CHARAÑA,consulta externa,menores de 5 anos,2008-09-01,34,22,4,3,38,25,63
CHAYANTA,consulta externa,menores de 5 anos,2008-09-01,443,547,6,5,449,552,1001
CHIMORE,consulta externa,menores de 5 anos,2008-09-01,555,545,16,15,571,560,1131
CHIPAYA,consulta externa,menores de 5 anos,2008-09-01,12,21,0,1,12,22,34
CHOQUE COTA,consulta externa,menores de 5 anos,2008-09-01,29,21,2,1,31,22,53
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 5 anos,2008-09-01,295,291,35,19,330,310,640
CHUMA,consulta externa,menores de 5 anos,2008-09-01,110,128,2,0,112,128,240
CLIZA,consulta externa,menores de 5 anos,2008-09-01,227,200,32,15,259,215,474
COBIJA,consulta externa,menores de 5 anos,2008-09-01,932,865,103,98,1035,963,1998
COCHABAMBA,consulta externa,menores de 5 anos,2008-09-01,9834,8814,4051,3506,13885,12320,26205
COIPASA,consulta externa,menores de 5 anos,2008-09-01,21,18,2,3,23,21,44
COLCAPIRHUA,consulta externa,menores de 5 anos,2008-09-01,330,231,470,317,800,548,1348
"COLCHA ""K""",consulta externa,menores de 5 anos,2008-09-01,185,154,9,4,194,158,352
COLLANA,consulta externa,menores de 5 anos,2008-09-01,16,26,6,2,22,28,50
COLOMI,consulta externa,menores de 5 anos,2008-09-01,210,210,40,35,250,245,495
COLPA BELGICA,consulta externa,menores de 5 anos,2008-09-01,165,142,34,34,199,176,375
COLQUECHACA,consulta externa,menores de 5 anos,2008-09-01,847,739,7,5,854,744,1598
COLQUENCHA,consulta externa,menores de 5 anos,2008-09-01,130,148,6,2,136,150,286
COLQUIRI,consulta externa,menores de 5 anos,2008-09-01,332,286,37,24,369,310,679
COMANCHE,consulta externa,menores de 5 anos,2008-09-01,29,23,3,3,32,26,58
COMARAPA,consulta externa,menores de 5 anos,2008-09-01,441,427,31,41,472,468,940
COMBAYA,consulta externa,menores de 5 anos,2008-09-01,40,39,2,0,42,39,81
CONCEPCION,consulta externa,menores de 5 anos,2008-09-01,216,180,4,6,220,186,406
COPACABANA,consulta externa,menores de 5 anos,2008-09-01,117,81,1,4,118,85,203
CORIPATA,consulta externa,menores de 5 anos,2008-09-01,235,279,9,17,244,296,540
CORO CORO,consulta externa,menores de 5 anos,2008-09-01,113,92,2,1,115,93,208
COROICO,consulta externa,menores de 5 anos,2008-09-01,145,154,66,72,211,226,437
CORQUE,consulta externa,menores de 5 anos,2008-09-01,153,135,16,12,169,147,316
COTAGAITA,consulta externa,menores de 5 anos,2008-09-01,659,611,59,36,718,647,1365
COTOCA,consulta externa,menores de 5 anos,2008-09-01,746,680,42,55,788,735,1523
CUATRO CAÑADAS,consulta externa,menores de 5 anos,2008-09-01,356,365,15,30,371,395,766
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 5 anos,2008-09-01,33,24,2,3,35,27,62
CUEVO,consulta externa,menores de 5 anos,2008-09-01,67,95,2,1,69,96,165
CULPINA,consulta externa,menores de 5 anos,2008-09-01,4410,419,19,12,4429,431,4860
CURAHUARA DE CARANGAS,consulta externa,menores de 5 anos,2008-09-01,113,102,1,1,114,103,217
CURVA,consulta externa,menores de 5 anos,2008-09-01,72,52,1,0,73,52,125
DESAGUADERO,consulta externa,menores de 5 anos,2008-09-01,52,50,1,2,53,52,105
EL ALTO,consulta externa,menores de 5 anos,2008-09-01,10928,10027,2208,2226,13136,12253,25389
EL CHORO,consulta externa,menores de 5 anos,2008-09-01,106,79,5,1,111,80,191
EL PUENTE(STC),consulta externa,menores de 5 anos,2008-09-01,363,337,7,4,370,341,711
EL PUENTE(TJA),consulta externa,menores de 5 anos,2008-09-01,255,254,17,6,272,260,532
EL TORNO,consulta externa,menores de 5 anos,2008-09-01,1034,892,50,47,1084,939,2023
EL VILLAR,consulta externa,menores de 5 anos,2008-09-01,149,133,4,0,153,133,286
ENTRE RIOS,consulta externa,menores de 5 anos,2008-09-01,581,446,26,30,607,476,1083
ENTRE RIOS,consulta externa,menores de 5 anos,2008-09-01,554,481,16,5,570,486,1056
ESCARA,consulta externa,menores de 5 anos,2008-09-01,1,2,0,0,1,2,3
ESMERALDA,consulta externa,menores de 5 anos,2008-09-01,3,2,1,0,4,2,6
EUCALIPTUS,consulta externa,menores de 5 anos,2008-09-01,139,124,3,4,142,128,270
EUREKA (SANTOS MERCADO),consulta externa,menores de 5 anos,2008-09-01,40,47,0,0,40,47,87
EXALTACION,consulta externa,menores de 5 anos,2008-09-01,52,37,6,5,58,42,100
FERNANDEZ ALONSO,consulta externa,menores de 5 anos,2008-09-01,522,400,19,26,541,426,967
FILADELFIA,consulta externa,menores de 5 anos,2008-09-01,72,51,3,3,75,54,129
GENERAL SAAVEDRA,consulta externa,menores de 5 anos,2008-09-01,504,399,4,4,508,403,911
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 5 anos,2008-09-01,197,193,6,9,203,202,405
GUANAY,consulta externa,menores de 5 anos,2008-09-01,168,160,10,14,178,174,352
GUAQUI,consulta externa,menores de 5 anos,2008-09-01,73,85,2,4,75,89,164
GUAYARAMERIN,consulta externa,menores de 5 anos,2008-09-01,1215,1109,74,60,1289,1169,2458
GUTIERREZ,consulta externa,menores de 5 anos,2008-09-01,515,511,12,11,527,522,1049
HUACARETA,consulta externa,menores de 5 anos,2008-09-01,258,233,15,19,273,252,525
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 5 anos,2008-09-01,81,93,0,0,81,93,174
HUACHACALLA,consulta externa,menores de 5 anos,2008-09-01,9,14,1,3,10,17,27
HUANUNI,consulta externa,menores de 5 anos,2008-09-01,378,360,101,112,479,472,951
HUARACAJE,consulta externa,menores de 5 anos,2008-09-01,98,76,0,1,98,77,175
HUAYLLAMARCA,consulta externa,menores de 5 anos,2008-09-01,50,57,1,5,51,62,113
ICHOCA,consulta externa,menores de 5 anos,2008-09-01,37,33,12,12,49,45,94
ICLA,consulta externa,menores de 5 anos,2008-09-01,396,372,5,11,401,383,784
INCAHUASI,consulta externa,menores de 5 anos,2008-09-01,771,900,7,3,778,903,1681
INGAVI (HUMAITA),consulta externa,menores de 5 anos,2008-09-01,44,43,1,0,45,43,88
INQUISIVI,consulta externa,menores de 5 anos,2008-09-01,162,144,2,1,164,145,309
IRUPANA (VILLA DE LANZA),consulta externa,menores de 5 anos,2008-09-01,247,289,7,4,254,293,547
IXIAMAS,consulta externa,menores de 5 anos,2008-09-01,247,251,41,15,288,266,554
JESUS DE MACHACA,consulta externa,menores de 5 anos,2008-09-01,166,170,2,4,168,174,342
LA ASUNTA,consulta externa,menores de 5 anos,2008-09-01,802,783,7,9,809,792,1601
LA GUARDIA,consulta externa,menores de 5 anos,2008-09-01,1514,1438,75,68,1589,1506,3095
LA PAZ,consulta externa,menores de 5 anos,2008-09-01,14352,13442,3732,3925,18084,17367,35451
LA RIVERA,consulta externa,menores de 5 anos,2008-09-01,7,2,0,0,7,2,9
LAGUNILLAS,consulta externa,menores de 5 anos,2008-09-01,242,184,9,4,251,188,439
LAJA,consulta externa,menores de 5 anos,2008-09-01,103,128,3,2,106,130,236
LAS CARRERAS,consulta externa,menores de 5 anos,2008-09-01,87,65,2,2,89,67,156
LICOMA PAMPA,consulta externa,menores de 5 anos,2008-09-01,19,29,1,3,20,32,52
LLALLAGUA,consulta externa,menores de 5 anos,2008-09-01,700,683,113,89,813,772,1585
LLICA,consulta externa,menores de 5 anos,2008-09-01,75,43,4,1,79,44,123
LORETO,consulta externa,menores de 5 anos,2008-09-01,105,123,4,2,109,125,234
