,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS NUEVA,PERSONAS DE 21 A 59 AÑOS REPETIDAS,PERSONAS DE 21 A 59 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
TRINIDAD,consulta externa,personas de 21 a 59 anos,2008-07-01,1770,2722,324,702,2094,3424,5518
TUPIZA,consulta externa,personas de 21 a 59 anos,2008-07-01,1152,1809,51,145,1203,1954,3157
TURCO,consulta externa,personas de 21 a 59 anos,2008-07-01,87,111,0,0,87,111,198
UMALA,consulta externa,personas de 21 a 59 anos,2008-07-01,13,26,0,0,13,26,39
UNCIA,consulta externa,personas de 21 a 59 anos,2008-07-01,325,1066,110,260,435,1326,1761
URIONDO (A. CONCEPCION),consulta externa,personas de 21 a 59 anos,2008-07-01,357,918,14,16,371,934,1305
URUBICHA,consulta externa,personas de 21 a 59 anos,2008-07-01,54,87,0,2,54,89,143
UYUNI,consulta externa,personas de 21 a 59 anos,2008-07-01,351,714,63,97,414,811,1225
VACAS,consulta externa,personas de 21 a 59 anos,2008-07-01,54,131,5,15,59,146,205
VALLEGRANDE,consulta externa,personas de 21 a 59 anos,2008-07-01,299,500,111,342,410,842,1252
VIACHA,consulta externa,personas de 21 a 59 anos,2008-07-01,411,839,107,286,518,1125,1643
VILA VILA,consulta externa,personas de 21 a 59 anos,2008-07-01,18,77,2,1,20,78,98
VILLA MONTES,consulta externa,personas de 21 a 59 anos,2008-07-01,664,1009,140,297,804,1306,2110
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 21 a 59 anos,2008-07-01,40,41,13,8,53,49,102
VILLA RIVERO,consulta externa,personas de 21 a 59 anos,2008-07-01,35,68,4,6,39,74,113
VILLA SERRANO,consulta externa,personas de 21 a 59 anos,2008-07-01,124,251,1,0,125,251,376
VILLA TUNARI,consulta externa,personas de 21 a 59 anos,2008-07-01,560,1411,71,183,631,1594,2225
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 21 a 59 anos,2008-07-01,241,411,6,62,247,473,720
VILLAZON,consulta externa,personas de 21 a 59 anos,2008-07-01,648,1679,39,148,687,1827,2514
VINTO,consulta externa,personas de 21 a 59 anos,2008-07-01,192,377,53,166,245,543,788
VITICHI,consulta externa,personas de 21 a 59 anos,2008-07-01,173,331,6,4,179,335,514
WALDO BALLIVIAN,consulta externa,personas de 21 a 59 anos,2008-07-01,17,32,3,2,20,34,54
WARNES,consulta externa,personas de 21 a 59 anos,2008-07-01,502,1051,6,142,508,1193,1701
YACO,consulta externa,personas de 21 a 59 anos,2008-07-01,78,98,2,2,80,100,180
YACUIBA,consulta externa,personas de 21 a 59 anos,2008-07-01,1807,3827,312,844,2119,4671,6790
YAMPARAEZ,consulta externa,personas de 21 a 59 anos,2008-07-01,115,240,6,22,121,262,383
YANACACHI,consulta externa,personas de 21 a 59 anos,2008-07-01,102,69,7,6,109,75,184
YAPACANI,consulta externa,personas de 21 a 59 anos,2008-07-01,724,1022,32,272,756,1294,2050
YOCALLA,consulta externa,personas de 21 a 59 anos,2008-07-01,74,154,4,5,78,159,237
YOTALA,consulta externa,personas de 21 a 59 anos,2008-07-01,97,222,13,41,110,263,373
YUNCHARA,consulta externa,personas de 21 a 59 anos,2008-07-01,165,338,5,5,170,343,513
ZUDAÑEZ,consulta externa,personas de 21 a 59 anos,2008-07-01,451,732,0,4,451,736,1187
ACACIO,consulta externa,personas de 21 a 59 anos,2008-08-01,65,138,3,1,68,139,207
ACHACACHI,consulta externa,personas de 21 a 59 anos,2008-08-01,255,539,27,51,282,590,872
ACHOCALLA,consulta externa,personas de 21 a 59 anos,2008-08-01,20,54,0,7,20,61,81
AIQUILE,consulta externa,personas de 21 a 59 anos,2008-08-01,225,541,19,66,244,607,851
ALALAY,consulta externa,personas de 21 a 59 anos,2008-08-01,17,45,1,0,18,45,63
ALCALA,consulta externa,personas de 21 a 59 anos,2008-08-01,100,230,0,2,100,232,332
ANCORAIMES,consulta externa,personas de 21 a 59 anos,2008-08-01,72,186,13,23,85,209,294
ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-08-01,56,74,2,6,58,80,138
ANTEQUERA,consulta externa,personas de 21 a 59 anos,2008-08-01,25,49,3,2,28,51,79
ANZALDO,consulta externa,personas de 21 a 59 anos,2008-08-01,25,57,3,7,28,64,92
APOLO,consulta externa,personas de 21 a 59 anos,2008-08-01,128,227,6,32,134,259,393
ARAMPAMPA,consulta externa,personas de 21 a 59 anos,2008-08-01,55,137,0,0,55,137,192
ARANI,consulta externa,personas de 21 a 59 anos,2008-08-01,32,72,4,3,36,75,111
ARBIETO,consulta externa,personas de 21 a 59 anos,2008-08-01,43,105,5,20,48,125,173
ARQUE,consulta externa,personas de 21 a 59 anos,2008-08-01,68,204,1,2,69,206,275
ASCENCION DE GUARAYOS,consulta externa,personas de 21 a 59 anos,2008-08-01,108,113,32,39,140,152,292
ATOCHA,consulta externa,personas de 21 a 59 anos,2008-08-01,691,808,239,206,930,1014,1944
AUCAPATA,consulta externa,personas de 21 a 59 anos,2008-08-01,111,137,2,1,113,138,251
AYATA,consulta externa,personas de 21 a 59 anos,2008-08-01,119,211,2,7,121,218,339
AYO AYO,consulta externa,personas de 21 a 59 anos,2008-08-01,50,88,3,7,53,95,148
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2008-08-01,274,496,1,12,275,508,783
AZURDUY,consulta externa,personas de 21 a 59 anos,2008-08-01,208,429,2,1,210,430,640
BATALLAS,consulta externa,personas de 21 a 59 anos,2008-08-01,75,159,4,8,79,167,246
BAURES,consulta externa,personas de 21 a 59 anos,2008-08-01,79,90,14,19,93,109,202
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2008-08-01,17,19,6,2,23,21,44
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2008-08-01,50,78,2,5,52,83,135
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2008-08-01,40,44,1,0,41,44,85
BERMEJO,consulta externa,personas de 21 a 59 anos,2008-08-01,1240,2162,104,187,1344,2349,3693
BETANZOS,consulta externa,personas de 21 a 59 anos,2008-08-01,439,847,25,34,464,881,1345
BOLIVAR,consulta externa,personas de 21 a 59 anos,2008-08-01,42,68,0,3,42,71,113
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2008-08-01,33,32,3,2,36,34,70
BOYUIBE,consulta externa,personas de 21 a 59 anos,2008-08-01,40,150,2,12,42,162,204
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2008-08-01,150,201,30,51,180,252,432
CABEZAS,consulta externa,personas de 21 a 59 anos,2008-08-01,240,385,8,31,248,416,664
CAIROMA,consulta externa,personas de 21 a 59 anos,2008-08-01,260,236,29,14,289,250,539
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2008-08-01,223,330,23,35,246,365,611
CAJUATA,consulta externa,personas de 21 a 59 anos,2008-08-01,136,212,4,22,140,234,374
CALACOTO,consulta externa,personas de 21 a 59 anos,2008-08-01,58,110,1,2,59,112,171
CALAMARCA,consulta externa,personas de 21 a 59 anos,2008-08-01,64,149,11,7,75,156,231
CAMARGO,consulta externa,personas de 21 a 59 anos,2008-08-01,277,585,1,4,278,589,867
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2008-08-01,70,149,16,24,86,173,259
CAMIRI,consulta externa,personas de 21 a 59 anos,2008-08-01,579,1537,85,303,664,1840,2504
CAPINOTA,consulta externa,personas de 21 a 59 anos,2008-08-01,153,342,54,193,207,535,742
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2008-08-01,69,119,1,1,70,120,190
CARACOLLO,consulta externa,personas de 21 a 59 anos,2008-08-01,114,135,16,15,130,150,280
CARANAVI,consulta externa,personas de 21 a 59 anos,2008-08-01,619,1161,16,55,635,1216,1851
CARANGAS,consulta externa,personas de 21 a 59 anos,2008-08-01,9,22,0,1,9,23,32
CARAPARI,consulta externa,personas de 21 a 59 anos,2008-08-01,466,601,2,8,468,609,1077
CARIPUYO,consulta externa,personas de 21 a 59 anos,2008-08-01,37,110,1,0,38,110,148
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2008-08-01,45,54,8,4,53,58,111
CATACORA,consulta externa,personas de 21 a 59 anos,2008-08-01,21,46,2,6,23,52,75
CHACARILLA,consulta externa,personas de 21 a 59 anos,2008-08-01,14,18,1,1,15,19,34
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2008-08-01,496,743,29,55,525,798,1323
CHAQUI,consulta externa,personas de 21 a 59 anos,2008-08-01,65,152,3,3,68,155,223
CHARAGUA,consulta externa,personas de 21 a 59 anos,2008-08-01,218,405,12,32,230,437,667
CHARAÑA,consulta externa,personas de 21 a 59 anos,2008-08-01,41,56,0,3,41,59,100
CHAYANTA,consulta externa,personas de 21 a 59 anos,2008-08-01,123,238,0,1,123,239,362
CHIMORE,consulta externa,personas de 21 a 59 anos,2008-08-01,83,170,5,7,88,177,265
CHIPAYA,consulta externa,personas de 21 a 59 anos,2008-08-01,9,19,0,0,9,19,28
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2008-08-01,23,38,2,1,25,39,64
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2008-08-01,149,185,46,31,195,216,411
CHUMA,consulta externa,personas de 21 a 59 anos,2008-08-01,161,235,18,2,179,237,416
CLIZA,consulta externa,personas de 21 a 59 anos,2008-08-01,50,98,2,12,52,110,162
COBIJA,consulta externa,personas de 21 a 59 anos,2008-08-01,1111,1883,242,609,1353,2492,3845
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2008-08-01,10194,20124,6673,18585,16867,38709,55576
COIPASA,consulta externa,personas de 21 a 59 anos,2008-08-01,11,20,5,3,16,23,39
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2008-08-01,322,426,346,287,668,713,1381
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2008-08-01,162,275,7,7,169,282,451
COLLANA,consulta externa,personas de 21 a 59 anos,2008-08-01,15,26,7,2,22,28,50
COLOMI,consulta externa,personas de 21 a 59 anos,2008-08-01,70,143,8,4,78,147,225
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2008-08-01,259,210,120,103,379,313,692
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2008-08-01,230,489,0,2,230,491,721
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2008-08-01,112,186,11,8,123,194,317
COLQUIRI,consulta externa,personas de 21 a 59 anos,2008-08-01,214,393,5,17,219,410,629
COMANCHE,consulta externa,personas de 21 a 59 anos,2008-08-01,22,56,2,6,24,62,86
COMARAPA,consulta externa,personas de 21 a 59 anos,2008-08-01,163,488,13,47,176,535,711
COMBAYA,consulta externa,personas de 21 a 59 anos,2008-08-01,37,42,2,1,39,43,82
CONCEPCION,consulta externa,personas de 21 a 59 anos,2008-08-01,85,100,7,5,92,105,197
COPACABANA,consulta externa,personas de 21 a 59 anos,2008-08-01,132,255,2,4,134,259,393
CORIPATA,consulta externa,personas de 21 a 59 anos,2008-08-01,134,224,6,9,140,233,373
CORO CORO,consulta externa,personas de 21 a 59 anos,2008-08-01,80,115,4,3,84,118,202
COROICO,consulta externa,personas de 21 a 59 anos,2008-08-01,198,305,49,65,247,370,617
CORQUE,consulta externa,personas de 21 a 59 anos,2008-08-01,103,175,5,12,108,187,295
COTAGAITA,consulta externa,personas de 21 a 59 anos,2008-08-01,566,901,24,56,590,957,1547
COTOCA,consulta externa,personas de 21 a 59 anos,2008-08-01,191,654,11,39,202,693,895
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2008-08-01,170,384,14,22,184,406,590
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2008-08-01,5,22,1,1,6,23,29
CUEVO,consulta externa,personas de 21 a 59 anos,2008-08-01,63,96,3,4,66,100,166
CULPINA,consulta externa,personas de 21 a 59 anos,2008-08-01,232,543,4,1,236,544,780
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2008-08-01,80,114,3,1,83,115,198
CURVA,consulta externa,personas de 21 a 59 anos,2008-08-01,35,47,2,0,37,47,84
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2008-08-01,32,72,0,3,32,75,107
EL ALTO,consulta externa,personas de 21 a 59 anos,2008-08-01,6584,13556,3568,7252,10152,20808,30960
EL CHORO,consulta externa,personas de 21 a 59 anos,2008-08-01,50,109,3,3,53,112,165
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2008-08-01,108,230,1,3,109,233,342
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2008-08-01,252,530,0,20,252,550,802
EL TORNO,consulta externa,personas de 21 a 59 anos,2008-08-01,577,1246,108,128,685,1374,2059
EL VILLAR,consulta externa,personas de 21 a 59 anos,2008-08-01,125,272,0,0,125,272,397
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-08-01,163,217,19,20,182,237,419
ENTRE RIOS,consulta externa,personas de 21 a 59 anos,2008-08-01,625,1022,26,33,651,1055,1706
ESCARA,consulta externa,personas de 21 a 59 anos,2008-08-01,3,4,0,0,3,4,7
ESMERALDA,consulta externa,personas de 21 a 59 anos,2008-08-01,2,0,0,0,2,0,2
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2008-08-01,34,66,1,1,35,67,102
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2008-08-01,25,18,0,1,25,19,44
EXALTACION,consulta externa,personas de 21 a 59 anos,2008-08-01,22,42,0,2,22,44,66
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2008-08-01,109,237,2,5,111,242,353
FILADELFIA,consulta externa,personas de 21 a 59 anos,2008-08-01,81,85,0,4,81,89,170
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2008-08-01,119,239,8,10,127,249,376
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2008-08-01,108,174,8,14,116,188,304
GUANAY,consulta externa,personas de 21 a 59 anos,2008-08-01,58,162,6,8,64,170,234
GUAQUI,consulta externa,personas de 21 a 59 anos,2008-08-01,33,73,2,3,35,76,111
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2008-08-01,835,1646,123,252,958,1898,2856
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2008-08-01,131,272,2,11,133,283,416
HUACARETA,consulta externa,personas de 21 a 59 anos,2008-08-01,173,306,17,58,190,364,554
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2008-08-01,47,125,0,17,47,142,189
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2008-08-01,71,72,20,24,91,96,187
HUANUNI,consulta externa,personas de 21 a 59 anos,2008-08-01,404,523,109,180,513,703,1216
HUARACAJE,consulta externa,personas de 21 a 59 anos,2008-08-01,40,87,8,1,48,88,136
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2008-08-01,28,50,0,3,28,53,81
ICHOCA,consulta externa,personas de 21 a 59 anos,2008-08-01,34,64,1,0,35,64,99
ICLA,consulta externa,personas de 21 a 59 anos,2008-08-01,142,421,0,14,142,435,577
INCAHUASI,consulta externa,personas de 21 a 59 anos,2008-08-01,293,830,1,8,294,838,1132
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2008-08-01,6,11,0,0,6,11,17
INQUISIVI,consulta externa,personas de 21 a 59 anos,2008-08-01,58,134,3,2,61,136,197
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2008-08-01,196,399,11,10,207,409,616
IXIAMAS,consulta externa,personas de 21 a 59 anos,2008-08-01,114,163,2,4,116,167,283
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2008-08-01,131,305,6,15,137,320,457
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2008-08-01,270,421,8,7,278,428,706
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2008-08-01,286,718,17,53,303,771,1074
LA PAZ,consulta externa,personas de 21 a 59 anos,2008-08-01,18591,35288,12211,26698,30802,61986,92788
LA RIVERA,consulta externa,personas de 21 a 59 anos,2008-08-01,6,4,0,0,6,4,10
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2008-08-01,106,187,2,2,108,189,297
LAJA,consulta externa,personas de 21 a 59 anos,2008-08-01,62,134,3,11,65,145,210
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2008-08-01,51,138,14,17,65,155,220
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2008-08-01,34,49,6,4,40,53,93
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2008-08-01,138,437,2,6,140,443,583
LLICA,consulta externa,personas de 21 a 59 anos,2008-08-01,115,151,4,5,119,156,275
LORETO,consulta externa,personas de 21 a 59 anos,2008-08-01,94,171,2,3,96,174,270
LURIBAY,consulta externa,personas de 21 a 59 anos,2008-08-01,163,234,15,15,178,249,427
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2008-08-01,53,42,14,13,67,55,122
MACHARETI,consulta externa,personas de 21 a 59 anos,2008-08-01,137,262,5,46,142,308,450
MAGDALENA,consulta externa,personas de 21 a 59 anos,2008-08-01,85,230,33,137,118,367,485
MAIRANA,consulta externa,personas de 21 a 59 anos,2008-08-01,81,185,1,5,82,190,272
MALLA,consulta externa,personas de 21 a 59 anos,2008-08-01,38,51,2,0,40,51,91
MAPIRI,consulta externa,personas de 21 a 59 anos,2008-08-01,163,236,4,6,167,242,409
MECAPACA,consulta externa,personas de 21 a 59 anos,2008-08-01,135,171,11,23,146,194,340
MINEROS,consulta externa,personas de 21 a 59 anos,2008-08-01,77,194,4,38,81,232,313
MIZQUE,consulta externa,personas de 21 a 59 anos,2008-08-01,77,161,9,18,86,179,265
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2008-08-01,201,229,8,6,209,235,444
MOJINETE,consulta externa,personas de 21 a 59 anos,2008-08-01,23,44,1,0,24,44,68
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2008-08-01,139,290,8,49,147,339,486
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2008-08-01,636,1208,75,294,711,1502,2213
MONTERO,consulta externa,personas de 21 a 59 anos,2008-08-01,1721,2739,281,854,2002,3593,5595
MORO MORO,consulta externa,personas de 21 a 59 anos,2008-08-01,20,53,2,4,22,57,79
MOROCHATA,consulta externa,personas de 21 a 59 anos,2008-08-01,101,259,5,46,106,305,411
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2008-08-01,6,21,1,2,7,23,30
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2008-08-01,53,48,1,3,54,51,105
OCURI,consulta externa,personas de 21 a 59 anos,2008-08-01,153,340,6,18,159,358,517
OKINAWA,consulta externa,personas de 21 a 59 anos,2008-08-01,194,405,5,10,199,415,614
OMEREQUE,consulta externa,personas de 21 a 59 anos,2008-08-01,100,144,6,13,106,157,263
ORURO,consulta externa,personas de 21 a 59 anos,2008-08-01,3779,8029,1328,3237,5107,11266,16373
PADCAYA,consulta externa,personas de 21 a 59 anos,2008-08-01,576,1148,4,38,580,1186,1766
PADILLA,consulta externa,personas de 21 a 59 anos,2008-08-01,267,551,3,34,270,585,855
PAILON,consulta externa,personas de 21 a 59 anos,2008-08-01,189,182,6,13,195,195,390
PALCA,consulta externa,personas de 21 a 59 anos,2008-08-01,95,128,5,3,100,131,231
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2008-08-01,412,447,18,20,430,467,897
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2008-08-01,33,64,1,3,34,67,101
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2008-08-01,53,163,1,3,54,166,220
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2008-08-01,64,105,0,0,64,105,169
PASORAPA,consulta externa,personas de 21 a 59 anos,2008-08-01,60,123,0,2,60,125,185
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2008-08-01,165,214,0,1,165,215,380
PAZÑA,consulta externa,personas de 21 a 59 anos,2008-08-01,85,109,25,19,110,128,238
PELECHUCO,consulta externa,personas de 21 a 59 anos,2008-08-01,81,137,0,0,81,137,218
POCOATA,consulta externa,personas de 21 a 59 anos,2008-08-01,171,348,4,7,175,355,530
POCONA,consulta externa,personas de 21 a 59 anos,2008-08-01,131,196,4,3,135,199,334
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2008-08-01,41,86,0,0,41,86,127
POOPO,consulta externa,personas de 21 a 59 anos,2008-08-01,87,105,4,5,91,110,201
PORCO,consulta externa,personas de 21 a 59 anos,2008-08-01,115,163,1,1,116,164,280
POROMA,consulta externa,personas de 21 a 59 anos,2008-08-01,241,552,5,11,246,563,809
PORONGO,consulta externa,personas de 21 a 59 anos,2008-08-01,85,173,4,27,89,200,289
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2008-08-01,355,500,68,62,423,562,985
PORVENIR,consulta externa,personas de 21 a 59 anos,2008-08-01,98,75,9,6,107,81,188
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2008-08-01,23,68,3,1,26,69,95
POTOSI,consulta externa,personas de 21 a 59 anos,2008-08-01,3448,6865,819,1400,4267,8265,12532
PRESTO,consulta externa,personas de 21 a 59 anos,2008-08-01,182,250,7,2,189,252,441
PUCARA,consulta externa,personas de 21 a 59 anos,2008-08-01,40,77,0,1,40,78,118
PUCARANI,consulta externa,personas de 21 a 59 anos,2008-08-01,95,206,4,10,99,216,315
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2008-08-01,217,260,16,10,233,270,503
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2008-08-01,149,159,5,10,154,169,323
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2008-08-01,76,100,5,5,81,105,186
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2008-08-01,53,77,3,0,56,77,133
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2008-08-01,224,379,80,72,304,451,755
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2008-08-01,106,147,1,0,107,147,254
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2008-08-01,28,45,0,3,28,48,76
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2008-08-01,217,382,18,53,235,435,670
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2008-08-01,516,975,21,165,537,1140,1677
PUNA,consulta externa,personas de 21 a 59 anos,2008-08-01,400,875,10,36,410,911,1321
PUNATA,consulta externa,personas de 21 a 59 anos,2008-08-01,160,351,27,123,187,474,661
QUIABAYA,consulta externa,personas de 21 a 59 anos,2008-08-01,23,43,1,1,24,44,68
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2008-08-01,509,1116,178,610,687,1726,2413
QUIME,consulta externa,personas de 21 a 59 anos,2008-08-01,343,163,33,11,376,174,550
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2008-08-01,25,48,2,5,27,53,80
