,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVA,PERSONAS DE 60 AÑOS Y MÁS NUEVA,PERSONAS DE 60 AÑOS Y MÁS REPETIDAS,PERSONAS DE 60 AÑOS Y MÁS REPETIDAS,TOTALES,TOTALES,TOTALES
TACOBAMBA,consulta externa,personas de 60 anos y mas,2008-08-01,38,68,1,10,39,78,117
TACOPAYA,consulta externa,personas de 60 anos y mas,2008-08-01,14,24,0,0,14,24,38
TAHUA,consulta externa,personas de 60 anos y mas,2008-08-01,16,10,1,1,17,11,28
TAPACARI,consulta externa,personas de 60 anos y mas,2008-08-01,37,87,1,2,38,89,127
TARABUCO,consulta externa,personas de 60 anos y mas,2008-08-01,101,133,20,59,121,192,313
TARACO,consulta externa,personas de 60 anos y mas,2008-08-01,33,27,1,0,34,27,61
TARATA,consulta externa,personas de 60 anos y mas,2008-08-01,13,25,4,6,17,31,48
TARIJA,consulta externa,personas de 60 anos y mas,2008-08-01,1736,2450,1989,1560,3725,4010,7735
TARVITA,consulta externa,personas de 60 anos y mas,2008-08-01,132,219,4,4,136,223,359
TEOPONTE,consulta externa,personas de 60 anos y mas,2008-08-01,62,44,22,16,84,60,144
TIAWANACU,consulta externa,personas de 60 anos y mas,2008-08-01,27,31,0,6,27,37,64
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2008-08-01,45,67,0,0,45,67,112
TIPUANI,consulta externa,personas de 60 anos y mas,2008-08-01,43,37,7,5,50,42,92
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2008-08-01,55,65,9,8,64,73,137
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2008-08-01,63,64,10,8,73,72,145
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2008-08-01,13,18,2,2,15,20,35
TOCO,consulta externa,personas de 60 anos y mas,2008-08-01,24,42,1,2,25,44,69
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2008-08-01,2,8,0,0,2,8,10
TOLATA,consulta externa,personas de 60 anos y mas,2008-08-01,19,39,0,4,19,43,62
TOLEDO,consulta externa,personas de 60 anos y mas,2008-08-01,58,55,3,6,61,61,122
TOMAVE,consulta externa,personas de 60 anos y mas,2008-08-01,55,99,4,7,59,106,165
TOMINA,consulta externa,personas de 60 anos y mas,2008-08-01,64,90,3,5,67,95,162
TORO TORO,consulta externa,personas de 60 anos y mas,2008-08-01,40,81,0,4,40,85,125
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2008-08-01,10,19,0,0,10,19,29
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2008-08-01,35,41,0,2,35,43,78
TRIGAL,consulta externa,personas de 60 anos y mas,2008-08-01,22,35,1,2,23,37,60
TRINIDAD,consulta externa,personas de 60 anos y mas,2008-08-01,281,353,189,252,470,605,1075
TUPIZA,consulta externa,personas de 60 anos y mas,2008-08-01,299,510,37,77,336,587,923
TURCO,consulta externa,personas de 60 anos y mas,2008-08-01,36,43,0,0,36,43,79
UMALA,consulta externa,personas de 60 anos y mas,2008-08-01,14,11,1,0,15,11,26
UNCIA,consulta externa,personas de 60 anos y mas,2008-08-01,142,276,29,55,171,331,502
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2008-08-01,33,57,1,9,34,66,100
URUBICHA,consulta externa,personas de 60 anos y mas,2008-08-01,13,17,0,1,13,18,31
UYUNI,consulta externa,personas de 60 anos y mas,2008-08-01,239,241,17,28,256,269,525
VACAS,consulta externa,personas de 60 anos y mas,2008-08-01,41,68,16,24,57,92,149
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2008-08-01,84,138,226,361,310,499,809
VIACHA,consulta externa,personas de 60 anos y mas,2008-08-01,257,275,153,159,410,434,844
VILA VILA,consulta externa,personas de 60 anos y mas,2008-08-01,9,10,1,0,10,10,20
VILLA MONTES,consulta externa,personas de 60 anos y mas,2008-08-01,162,141,47,41,209,182,391
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2008-08-01,6,5,0,0,6,5,11
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2008-08-01,24,5,5,3,29,8,37
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2008-08-01,64,99,0,2,64,101,165
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2008-08-01,106,94,29,17,135,111,246
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2008-08-01,81,91,2,6,83,97,180
VILLAZON,consulta externa,personas de 60 anos y mas,2008-08-01,351,459,7,10,358,469,827
VINTO,consulta externa,personas de 60 anos y mas,2008-08-01,52,51,25,57,77,108,185
VITICHI,consulta externa,personas de 60 anos y mas,2008-08-01,86,119,5,5,91,124,215
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2008-08-01,17,24,3,2,20,26,46
WARNES,consulta externa,personas de 60 anos y mas,2008-08-01,196,191,98,73,294,264,558
YACO,consulta externa,personas de 60 anos y mas,2008-08-01,75,58,8,5,83,63,146
YACUIBA,consulta externa,personas de 60 anos y mas,2008-08-01,463,580,284,314,747,894,1641
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2008-08-01,80,97,8,5,88,102,190
YANACACHI,consulta externa,personas de 60 anos y mas,2008-08-01,22,21,0,1,22,22,44
YAPACANI,consulta externa,personas de 60 anos y mas,2008-08-01,199,145,10,11,209,156,365
YOCALLA,consulta externa,personas de 60 anos y mas,2008-08-01,58,84,2,0,60,84,144
YOTALA,consulta externa,personas de 60 anos y mas,2008-08-01,28,74,4,8,32,82,114
YUNCHARA,consulta externa,personas de 60 anos y mas,2008-08-01,8,21,3,1,11,22,33
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2008-08-01,59,90,1,1,60,91,151
ACACIO,consulta externa,personas de 60 anos y mas,2008-09-01,33,35,1,0,34,35,69
ACHACACHI,consulta externa,personas de 60 anos y mas,2008-09-01,381,368,49,62,430,430,860
ACHOCALLA,consulta externa,personas de 60 anos y mas,2008-09-01,45,49,0,0,45,49,94
AIQUILE,consulta externa,personas de 60 anos y mas,2008-09-01,131,185,30,30,161,215,376
ALALAY,consulta externa,personas de 60 anos y mas,2008-09-01,7,4,0,0,7,4,11
ALCALA,consulta externa,personas de 60 anos y mas,2008-09-01,29,48,2,0,31,48,79
ANCORAIMES,consulta externa,personas de 60 anos y mas,2008-09-01,100,106,19,38,119,144,263
ANDAMARCA,consulta externa,personas de 60 anos y mas,2008-09-01,32,46,4,6,36,52,88
ANTEQUERA,consulta externa,personas de 60 anos y mas,2008-09-01,13,26,0,0,13,26,39
ANZALDO,consulta externa,personas de 60 anos y mas,2008-09-01,20,24,5,3,25,27,52
APOLO,consulta externa,personas de 60 anos y mas,2008-09-01,53,65,3,5,56,70,126
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2008-09-01,18,24,0,2,18,26,44
ARANI,consulta externa,personas de 60 anos y mas,2008-09-01,13,24,3,3,16,27,43
ARBIETO,consulta externa,personas de 60 anos y mas,2008-09-01,35,51,5,11,40,62,102
ARQUE,consulta externa,personas de 60 anos y mas,2008-09-01,11,28,0,1,11,29,40
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2008-09-01,47,43,8,14,55,57,112
ATOCHA,consulta externa,personas de 60 anos y mas,2008-09-01,105,129,27,41,132,170,302
AUCAPATA,consulta externa,personas de 60 anos y mas,2008-09-01,27,28,1,1,28,29,57
AYATA,consulta externa,personas de 60 anos y mas,2008-09-01,33,40,1,2,34,42,76
AYO AYO,consulta externa,personas de 60 anos y mas,2008-09-01,25,27,1,0,26,27,53
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2008-09-01,75,112,5,7,80,119,199
AZURDUY,consulta externa,personas de 60 anos y mas,2008-09-01,94,114,1,1,95,115,210
BATALLAS,consulta externa,personas de 60 anos y mas,2008-09-01,65,45,7,4,72,49,121
BAURES,consulta externa,personas de 60 anos y mas,2008-09-01,11,20,14,23,25,43,68
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2008-09-01,29,28,3,0,32,28,60
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2008-09-01,18,19,1,1,19,20,39
BELLA FLOR,consulta externa,personas de 60 anos y mas,2008-09-01,7,6,1,1,8,7,15
BERMEJO,consulta externa,personas de 60 anos y mas,2008-09-01,581,461,83,50,664,511,1175
BETANZOS,consulta externa,personas de 60 anos y mas,2008-09-01,301,429,70,99,371,528,899
BOLIVAR,consulta externa,personas de 60 anos y mas,2008-09-01,17,18,1,0,18,18,36
BOLPEBRA,consulta externa,personas de 60 anos y mas,2008-09-01,2,2,0,1,2,3,5
BOYUIBE,consulta externa,personas de 60 anos y mas,2008-09-01,15,37,4,6,19,43,62
BUENA VISTA,consulta externa,personas de 60 anos y mas,2008-09-01,75,50,17,6,92,56,148
CABEZAS,consulta externa,personas de 60 anos y mas,2008-09-01,38,55,2,5,40,60,100
CAIROMA,consulta externa,personas de 60 anos y mas,2008-09-01,59,40,5,1,64,41,105
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2008-09-01,89,139,16,18,105,157,262
CAJUATA,consulta externa,personas de 60 anos y mas,2008-09-01,39,55,1,2,40,57,97
CALACOTO,consulta externa,personas de 60 anos y mas,2008-09-01,54,40,6,1,60,41,101
CALAMARCA,consulta externa,personas de 60 anos y mas,2008-09-01,20,25,7,7,27,32,59
CAMARGO,consulta externa,personas de 60 anos y mas,2008-09-01,202,317,5,13,207,330,537
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2008-09-01,44,65,2,6,46,71,117
CAMIRI,consulta externa,personas de 60 anos y mas,2008-09-01,662,749,41,61,703,810,1513
CAPINOTA,consulta externa,personas de 60 anos y mas,2008-09-01,45,55,26,29,71,84,155
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2008-09-01,46,42,2,1,48,43,91
CARACOLLO,consulta externa,personas de 60 anos y mas,2008-09-01,60,46,15,10,75,56,131
CARANAVI,consulta externa,personas de 60 anos y mas,2008-09-01,415,201,25,21,440,222,662
CARANGAS,consulta externa,personas de 60 anos y mas,2008-09-01,0,5,0,2,0,7,7
CARAPARI,consulta externa,personas de 60 anos y mas,2008-09-01,36,50,0,0,36,50,86
CARIPUYO,consulta externa,personas de 60 anos y mas,2008-09-01,15,21,0,1,15,22,37
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2008-09-01,7,17,2,1,9,18,27
CATACORA,consulta externa,personas de 60 anos y mas,2008-09-01,6,14,2,9,8,23,31
CHACARILLA,consulta externa,personas de 60 anos y mas,2008-09-01,2,4,0,0,2,4,6
CHALLAPATA,consulta externa,personas de 60 anos y mas,2008-09-01,218,234,39,45,257,279,536
CHAQUI,consulta externa,personas de 60 anos y mas,2008-09-01,59,83,1,3,60,86,146
CHARAGUA,consulta externa,personas de 60 anos y mas,2008-09-01,101,109,9,17,110,126,236
CHARAÑA,consulta externa,personas de 60 anos y mas,2008-09-01,6,16,0,1,6,17,23
CHAYANTA,consulta externa,personas de 60 anos y mas,2008-09-01,50,70,0,0,50,70,120
CHIMORE,consulta externa,personas de 60 anos y mas,2008-09-01,81,50,4,2,85,52,137
CHIPAYA,consulta externa,personas de 60 anos y mas,2008-09-01,1,3,0,0,1,3,4
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2008-09-01,16,29,0,1,16,30,46
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2008-09-01,118,78,66,27,184,105,289
CHUMA,consulta externa,personas de 60 anos y mas,2008-09-01,46,77,4,1,50,78,128
CLIZA,consulta externa,personas de 60 anos y mas,2008-09-01,60,84,10,14,70,98,168
COBIJA,consulta externa,personas de 60 anos y mas,2008-09-01,143,188,104,91,247,279,526
COCHABAMBA,consulta externa,personas de 60 anos y mas,2008-09-01,5963,6678,6539,8204,12502,14882,27384
COIPASA,consulta externa,personas de 60 anos y mas,2008-09-01,4,0,0,0,4,0,4
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2008-09-01,132,82,176,107,308,189,497
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2008-09-01,74,100,7,4,81,104,185
COLLANA,consulta externa,personas de 60 anos y mas,2008-09-01,27,26,10,9,37,35,72
COLOMI,consulta externa,personas de 60 anos y mas,2008-09-01,13,15,2,0,15,15,30
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2008-09-01,101,65,47,35,148,100,248
COLQUECHACA,consulta externa,personas de 60 anos y mas,2008-09-01,55,123,0,3,55,126,181
COLQUENCHA,consulta externa,personas de 60 anos y mas,2008-09-01,51,91,5,14,56,105,161
COLQUIRI,consulta externa,personas de 60 anos y mas,2008-09-01,49,65,0,2,49,67,116
COMANCHE,consulta externa,personas de 60 anos y mas,2008-09-01,34,21,2,2,36,23,59
COMARAPA,consulta externa,personas de 60 anos y mas,2008-09-01,102,158,9,27,111,185,296
COMBAYA,consulta externa,personas de 60 anos y mas,2008-09-01,16,13,3,2,19,15,34
CONCEPCION,consulta externa,personas de 60 anos y mas,2008-09-01,41,45,17,13,58,58,116
COPACABANA,consulta externa,personas de 60 anos y mas,2008-09-01,84,71,1,1,85,72,157
CORIPATA,consulta externa,personas de 60 anos y mas,2008-09-01,63,47,12,2,75,49,124
CORO CORO,consulta externa,personas de 60 anos y mas,2008-09-01,50,50,0,1,50,51,101
COROICO,consulta externa,personas de 60 anos y mas,2008-09-01,135,99,86,101,221,200,421
CORQUE,consulta externa,personas de 60 anos y mas,2008-09-01,52,59,3,5,55,64,119
COTAGAITA,consulta externa,personas de 60 anos y mas,2008-09-01,251,431,18,22,269,453,722
COTOCA,consulta externa,personas de 60 anos y mas,2008-09-01,152,137,22,32,174,169,343
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2008-09-01,34,30,2,6,36,36,72
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2008-09-01,3,10,0,1,3,11,14
CUEVO,consulta externa,personas de 60 anos y mas,2008-09-01,30,66,3,8,33,74,107
CULPINA,consulta externa,personas de 60 anos y mas,2008-09-01,76,98,1,1,77,99,176
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2008-09-01,29,28,0,0,29,28,57
CURVA,consulta externa,personas de 60 anos y mas,2008-09-01,9,7,2,4,11,11,22
DESAGUADERO,consulta externa,personas de 60 anos y mas,2008-09-01,28,32,3,3,31,35,66
EL ALTO,consulta externa,personas de 60 anos y mas,2008-09-01,1562,1927,1006,1137,2568,3064,5632
EL CHORO,consulta externa,personas de 60 anos y mas,2008-09-01,51,42,5,0,56,42,98
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2008-09-01,42,41,0,1,42,42,84
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2008-09-01,41,77,0,3,41,80,121
EL TORNO,consulta externa,personas de 60 anos y mas,2008-09-01,220,223,287,191,507,414,921
EL VILLAR,consulta externa,personas de 60 anos y mas,2008-09-01,26,69,0,2,26,71,97
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2008-09-01,36,25,5,0,41,25,66
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2008-09-01,104,111,4,5,108,116,224
ESCARA,consulta externa,personas de 60 anos y mas,2008-09-01,5,1,0,0,5,1,6
ESMERALDA,consulta externa,personas de 60 anos y mas,2008-09-01,3,7,0,0,3,7,10
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2008-09-01,36,30,1,0,37,30,67
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2008-09-01,1,1,0,0,1,1,2
EXALTACION,consulta externa,personas de 60 anos y mas,2008-09-01,7,13,0,1,7,14,21
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2008-09-01,57,34,1,4,58,38,96
FILADELFIA,consulta externa,personas de 60 anos y mas,2008-09-01,10,8,2,2,12,10,22
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2008-09-01,45,48,0,1,45,49,94
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2008-09-01,44,50,2,2,46,52,98
GUANAY,consulta externa,personas de 60 anos y mas,2008-09-01,67,47,21,12,88,59,147
GUAQUI,consulta externa,personas de 60 anos y mas,2008-09-01,79,84,4,3,83,87,170
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2008-09-01,369,424,161,235,530,659,1189
GUTIERREZ,consulta externa,personas de 60 anos y mas,2008-09-01,58,79,3,2,61,81,142
HUACARETA,consulta externa,personas de 60 anos y mas,2008-09-01,53,69,8,7,61,76,137
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2008-09-01,10,38,0,0,10,38,48
HUACHACALLA,consulta externa,personas de 60 anos y mas,2008-09-01,52,46,13,14,65,60,125
HUANUNI,consulta externa,personas de 60 anos y mas,2008-09-01,148,218,146,161,294,379,673
HUARACAJE,consulta externa,personas de 60 anos y mas,2008-09-01,7,5,3,0,10,5,15
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2008-09-01,22,28,0,1,22,29,51
ICHOCA,consulta externa,personas de 60 anos y mas,2008-09-01,21,11,1,1,22,12,34
ICLA,consulta externa,personas de 60 anos y mas,2008-09-01,33,55,2,2,35,57,92
INCAHUASI,consulta externa,personas de 60 anos y mas,2008-09-01,101,184,7,1,108,185,293
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2008-09-01,0,1,0,0,0,1,1
INQUISIVI,consulta externa,personas de 60 anos y mas,2008-09-01,30,31,1,0,31,31,62
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2008-09-01,100,124,7,15,107,139,246
IXIAMAS,consulta externa,personas de 60 anos y mas,2008-09-01,16,19,3,3,19,22,41
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2008-09-01,154,200,60,76,214,276,490
LA ASUNTA,consulta externa,personas de 60 anos y mas,2008-09-01,50,14,1,1,51,15,66
LA GUARDIA,consulta externa,personas de 60 anos y mas,2008-09-01,86,74,12,11,98,85,183
LA PAZ,consulta externa,personas de 60 anos y mas,2008-09-01,9637,12473,10895,15055,20532,27528,48060
LA RIVERA,consulta externa,personas de 60 anos y mas,2008-09-01,2,3,0,0,2,3,5
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2008-09-01,36,50,1,1,37,51,88
LAJA,consulta externa,personas de 60 anos y mas,2008-09-01,33,45,6,9,39,54,93
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2008-09-01,24,52,2,5,26,57,83
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2008-09-01,24,17,1,3,25,20,45
LLALLAGUA,consulta externa,personas de 60 anos y mas,2008-09-01,100,83,5,1,105,84,189
LLICA,consulta externa,personas de 60 anos y mas,2008-09-01,68,54,10,1,78,55,133
LORETO,consulta externa,personas de 60 anos y mas,2008-09-01,28,34,0,1,28,35,63
LURIBAY,consulta externa,personas de 60 anos y mas,2008-09-01,96,123,12,15,108,138,246
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2008-09-01,34,51,34,34,68,85,153
MACHARETI,consulta externa,personas de 60 anos y mas,2008-09-01,67,57,7,2,74,59,133
MAGDALENA,consulta externa,personas de 60 anos y mas,2008-09-01,27,22,68,81,95,103,198
MAIRANA,consulta externa,personas de 60 anos y mas,2008-09-01,46,79,0,0,46,79,125
MALLA,consulta externa,personas de 60 anos y mas,2008-09-01,4,8,0,1,4,9,13
MAPIRI,consulta externa,personas de 60 anos y mas,2008-09-01,47,40,5,2,52,42,94
MECAPACA,consulta externa,personas de 60 anos y mas,2008-09-01,41,41,9,18,50,59,109
MINEROS,consulta externa,personas de 60 anos y mas,2008-09-01,24,15,0,0,24,15,39
MIZQUE,consulta externa,personas de 60 anos y mas,2008-09-01,50,56,5,15,55,71,126
MOCOMOCO,consulta externa,personas de 60 anos y mas,2008-09-01,92,83,4,6,96,89,185
MOJINETE,consulta externa,personas de 60 anos y mas,2008-09-01,2,6,0,0,2,6,8
MOJOCOYA,consulta externa,personas de 60 anos y mas,2008-09-01,48,62,3,13,51,75,126
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2008-09-01,414,464,91,124,505,588,1093
MONTERO,consulta externa,personas de 60 anos y mas,2008-09-01,226,234,88,73,314,307,621
MORO MORO,consulta externa,personas de 60 anos y mas,2008-09-01,10,27,1,0,11,27,38
MOROCHATA,consulta externa,personas de 60 anos y mas,2008-09-01,37,44,1,1,38,45,83
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2008-09-01,7,5,0,0,7,5,12
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2008-09-01,5,7,1,0,6,7,13
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2008-09-01,19,4,1,0,20,4,24
OCURI,consulta externa,personas de 60 anos y mas,2008-09-01,24,52,1,5,25,57,82
OKINAWA,consulta externa,personas de 60 anos y mas,2008-09-01,90,79,0,2,90,81,171
OMEREQUE,consulta externa,personas de 60 anos y mas,2008-09-01,14,22,0,0,14,22,36
ORURO,consulta externa,personas de 60 anos y mas,2008-09-01,3848,4139,2061,2383,5909,6522,12431
PADCAYA,consulta externa,personas de 60 anos y mas,2008-09-01,60,87,1,11,61,98,159
PADILLA,consulta externa,personas de 60 anos y mas,2008-09-01,195,271,8,18,203,289,492
PAILON,consulta externa,personas de 60 anos y mas,2008-09-01,31,35,3,6,34,41,75
PALCA,consulta externa,personas de 60 anos y mas,2008-09-01,31,33,3,2,34,35,69
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2008-09-01,164,89,34,14,198,103,301
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2008-09-01,8,11,2,0,10,11,21
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2008-09-01,11,29,0,1,11,30,41
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2008-09-01,36,53,1,1,37,54,91
PASORAPA,consulta externa,personas de 60 anos y mas,2008-09-01,17,22,0,2,17,24,41
PATACAMAYA,consulta externa,personas de 60 anos y mas,2008-09-01,77,56,0,2,77,58,135
PAZÑA,consulta externa,personas de 60 anos y mas,2008-09-01,22,34,10,12,32,46,78
PELECHUCO,consulta externa,personas de 60 anos y mas,2008-09-01,14,11,0,1,14,12,26
POCOATA,consulta externa,personas de 60 anos y mas,2008-09-01,94,101,2,1,96,102,198
POCONA,consulta externa,personas de 60 anos y mas,2008-09-01,35,75,1,3,36,78,114
POJO (CBBA),consulta externa,personas de 60 anos y mas,2008-09-01,17,29,1,2,18,31,49
POOPO,consulta externa,personas de 60 anos y mas,2008-09-01,43,54,14,9,57,63,120
PORCO,consulta externa,personas de 60 anos y mas,2008-09-01,21,26,0,1,21,27,48
POROMA,consulta externa,personas de 60 anos y mas,2008-09-01,78,98,5,8,83,106,189
PORONGO,consulta externa,personas de 60 anos y mas,2008-09-01,32,25,7,4,39,29,68
