,group,variable,month,TOTAL 20.1 DPT 5TA DOSIS CANTIDAD,TOTAL 20.1 DPT 5TA DOSIS CANTIDAD,TOTALES
ANTEQUERA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,0,2
ARANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,0,4
ARBIETO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,19,20
ARQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,3,9
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,1,8
ATOCHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,6,7
AUCAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,0,2
AYATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,1,3
AZURDUY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,5,6
BATALLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,10,3,13
BAURES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,0,4
BELLA FLOR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,12,14
BERMEJO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,26,13,39
BETANZOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,17,24
BOLIVAR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,3,3
BOLPEBRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
BOYUIBE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
BUENA VISTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,12,2,14
CABEZAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CAIROMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CAJUATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,0,5
CALACOTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CAMARGO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,10,2,12
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,0,3
CAPINOTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,14,7,21
CAQUIAVIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,24,25
CARACOLLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,13,7,20
CARANAVI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,27,62,89
CARAPARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,13,2,15
CARIPUYO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,2,2
CHALLAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,5,12
CHAQUI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
CHARAÑA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CHAYANTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,2,5
CHIMORE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,1,3
CHUA COCANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CHUMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CLIZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,11,10,21
COBIJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,21,20,41
COCAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,13,17
COCHABAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,126,172,298
COLCAPIRHUA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,19,12,31
"COLCHA ""K""",vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,1,3
COLOMI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,28,37
COLQUECHACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,15,19
COLQUIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,8,8
COMARAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,0,8
COMBAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,2,3
CONCEPCION,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,16,4,20
COPACABANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,6,9
CORIPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,10,2,12
CORO CORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,13,15
COROICO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,11,0,11
CORQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,2,2
COTAGAITA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,17,20,37
COTOCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,10,1,11
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,11,13,24
CUEVO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
EL ALTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,235,518,753
EL CHORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
EL PUENTE(STC),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,4,10
EL PUENTE(TJA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,2,7
EL TORNO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,43,1,44
EL VILLAR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,2,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,12,19
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,7,15
EUCALIPTUS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
EXALTACION,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
FILADELFIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,2,4
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,0,2
GUANAY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,3,9
GUAYARAMERIN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,12,17,29
HUACARETA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,15,5,20
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,1,3
HUANUNI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,18,27
HUARACAJE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,1,2
HUARINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,3,5
HUAYLLAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,5,5
HUMANATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,13,13
ICHOCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,6,6
ICLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,3,5
INCAHUASI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,10,10,20
INQUISIVI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,4,7
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,2,6
IXIAMAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,2,5
JESUS DE MACHACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,1,4
LA ASUNTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,22,10,32
LA GUARDIA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,38,3,41
LA PAZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,223,33,256
LAGUNILLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,1,2
LAJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,0,5
LAS CARRERAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
LICOMA PAMPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,5,6
LLALLAGUA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,7,12
MACHACAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,1,4
MAGDALENA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,1,10
MALLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
MAPIRI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,15,4,19
MECAPACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,3,3
MINEROS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,11,3,14
MIZQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,21,29
MOCOMOCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,6,6
MOJOCOYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,17,25
MONTEAGUDO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,26,9,35
MONTERO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,94,21,115
MORO MORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,2,2
MOROCHATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,11,13
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,2,5
OKINAWA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,6,15
OMEREQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,6,7
ORURO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,140,13,153
PADCAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
PADILLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,1,7
PAILON,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,11,14
PALCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
PALOS BLANCOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,21,4,25
PAMPA GRANDE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,1,6
PAPEL PAMPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
PASORAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,1,3
PATACAMAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,0,4
PAZÑA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,2,3
POCOATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,2,3
POCONA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,12,18
POJO (CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,3,4
POOPO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,1,8
POROMA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,15,9,24
PORONGO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,0,9
PORTACHUELO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,19,0,19
PORVENIR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,13,14
POTOSI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,90,37,127
PRESTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,11,19
PUCARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,2,2
PUCARANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,6,13
PUERTO ACOSTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,1,2
PUERTO CARABUCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,11,7,18
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,3,3
PUERTO PEREZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,2,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
PUERTO SUAREZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,10,1,11
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,35,18,53
PUNA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,5,9
PUNATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,14,3,17
QUILLACOLLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,37,87,124
QUIME,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,7,10
RAVELO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,15,21
REYES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
RIBERALTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,25,3,28
ROBORE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,16,8,24
SACABA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,59,26,85
SACACA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,0,4
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,6,11
SAMAIPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,0,4
SAN ANDRES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,15,7,22
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,8,11
SAN BENITO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,10,18
SAN BORJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,39,79,118
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,0,5
SAN CARLOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,0,7
SAN IGNACIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,11,6,17
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,15,5,20
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,4,8
SAN JOAQUIN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,21,0,21
SAN JULIAN,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,2,11
SAN LORENZO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,9,9
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,16,1,17
SAN LUCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,27,36,63
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,13,22
SAN PEDRO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,3,12
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,7,7
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,3,9
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,2,2
SAN RAFAEL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,1,8
SAN RAMON BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,10,11
SANTA ANA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,0,7
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,485,47,532
SANTA ROSA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,0,6
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,14,3,17
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,6,1,7
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,0,2
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,6,8
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,0,2
SAPAHAQUI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,6,6
SENA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
SHINAOTA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,3,8
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,10,18
SICAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,18,5,23
SOPACHUY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,3,4
SORACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,4,5
SORATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,14,15
SUCRE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,123,30,153
TACOBAMBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,3,3
TACOPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,1,2
TAPACARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,2,6
TARABUCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,10,7,17
TARACO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
TARATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,3,6
TARIJA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,149,14,163
TARVITA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,22,31
TEOPONTE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,13,50,63
TIAWANACU,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,0,7
TINGUIPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,10,10
TIQUIPAYA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,30,28,58
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,13,17
TOCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,3,6
TOLATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,4,7
TOMINA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,8,16
TORO TORO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,6,14
TOTORA(ORR),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,2,3,5
TRIGAL,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,2,3
TRINIDAD,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,39,33,72
TUPIZA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,58,10,68
TURCO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
UMALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,14,8,22
UYUNI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
VACAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,0,1
VALLEGRANDE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,12,0,12
VIACHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,66,54,120
VILA VILA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,2,2
VILLA CHARCAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,7,18,25
VILLA MONTES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,31,30,61
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,0,1,1
VILLA RIVERO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,0,4
VILLA SERRANO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,11,2,13
VILLA TUNARI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,21,16,37
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,9,5,14
VILLAZON,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,46,9,55
VINTO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,3,0,3
VITICHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,8,3,11
WARNES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,65,19,84
YACUIBA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,63,36,99
YAMPARAEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,4,5,9
YOTALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,5,6
YUNCHARA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,1,7,8
ZUDAÑEZ,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-09-01,5,4,9
ACACIO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,7,37,44
ACHACACHI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,13,6,19
ACHOCALLA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,1,8,9
AIQUILE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,8,13,21
ALALAY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,0,2,2
ALCALA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,5,5,10
ALTO BENI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,47,30,77
ANCORAIMES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,4,13,17
ANDAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,4,2,6
ANTEQUERA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,1,1,2
ANZALDO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,0,1,1
APOLO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,1,2,3
ARAMPAMPA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,0,4,4
ARANI,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,4,2,6
ARBIETO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,5,17,22
ARQUE,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,1,4,5
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,14,0,14
ATOCHA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,1,3,4
AUCAPATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,4,9,13
AYATA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,2,3,5
AYO AYO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,4,16,20
AZURDUY,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,8,10,18
BATALLAS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,19,34,53
BAURES,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,3,0,3
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,0,2,2
BELLA FLOR,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,9,6,15
BERMEJO,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,27,3,30
BETANZOS,vacunacion en ninos de 4 anos,      dpt 5ta dosis,2014-10-01,23,45,68
