,group,variable,month,TOTAL 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTAL 20.2 ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
SAN LUCAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,17,18,35
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,16,15,31
SAN PEDRO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,34,3,37
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,4,5
SAN PEDRO(PND),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,8,8
SAN RAFAEL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,6,7,13
SAN RAMON BENI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,3,3,6
SANTA ANA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,4,2,6
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,658,93,751
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,11,2,13
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,8,9
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,2,3
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,3,7,10
SANTIVAÑES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,0,1
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,0,1
SAPAHAQUI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,8,18,26
SENA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,6,0,6
SHINAOTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,7,11,18
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,3,9,12
SICAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,2,17,19
SOPACHUY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,2,2
SORACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,3,4
SORATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,6,22,28
SUCRE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,182,20,202
TACOBAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,7,7
TACOPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,5,6
TAPACARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,4,2,6
TARABUCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,10,5,15
TARACO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,3,4,7
TARATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,10,10
TARIJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,121,31,152
TARVITA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,4,6,10
TEOPONTE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,19,14,33
TINGUIPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,3,0,3
TIQUIPAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,23,22,45
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,9,6,15
TOCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,6,5,11
TOLATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,2,3,5
TOLEDO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,1,1
TOMINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,8,9
TORO TORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,2,3
TOTORA(CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,5,3,8
TOTORA(ORR),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,2,0,2
TRIGAL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,4,0,4
TRINIDAD,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,28,19,47
TUPIZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,43,7,50
UMALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,1,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,13,1,14
UYUNI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,0,1
VACAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,1,2
VALLEGRANDE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,18,1,19
VIACHA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,40,15,55
VILA VILA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,1,0,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,4,3,7
VILLA MONTES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,37,38,75
VILLA RIVERO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,4,6,10
VILLA SERRANO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,11,11,22
VILLA TUNARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,42,11,53
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,5,18,23
VILLAZON,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,41,5,46
VITICHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,1,1
WARNES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,53,13,66
YACUIBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,78,32,110
YAMPARAEZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,10,6,16
YANACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,4,6,10
YOTALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,2,4,6
YUNCHARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,0,10,10
ZUDAÑEZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-08-01,2,3,5
ACACIO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,1,2
ACHACACHI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,0,2
ACHOCALLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,9,1,10
AIQUILE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,12,15
ALALAY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,1,2
ALCALA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,1,2
ALTO BENI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,19,13,32
ANCORAIMES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,3,6
ANDAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,0,2
ANZALDO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,4,4
ARANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,4,0,4
ARBIETO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,19,20
ARQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,3,9
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,7,1,8
ATOCHA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,6,7
AUCAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,0,2
AYATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,1,3
AZURDUY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,5,6
BATALLAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,10,3,13
BAURES,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,4,0,4
BELLA FLOR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,12,15
BERMEJO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,27,21,48
BETANZOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,23,29
BOLIVAR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,3,3
BOLPEBRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
BOYUIBE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,0,6
BUENA VISTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,4,2,6
CABEZAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
CAIROMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,2,2
CAJUATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,5,0,5
CALACOTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,0,3
CAMARGO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,10,2,12
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,0,3
CAPINOTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,14,7,21
CAQUIAVIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,24,25
CARACOLLO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,13,7,20
CARANAVI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,27,62,89
CARAPARI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,14,2,16
CARIPUYO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,2,2
CHALLAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,7,5,12
CHAQUI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,1,1
CHARAÑA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
CHAYANTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,2,5
CHIMORE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,1,3
CHUA COCANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,0,11
CHUMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
CLIZA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,10,21
COBIJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,21,20,41
COCAPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,4,13,17
COCHABAMBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,126,172,298
COLCAPIRHUA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,19,12,31
"COLCHA ""K""",vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,1,3
COLOMI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,9,28,37
COLQUECHACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,4,15,19
COLQUIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,8,8
COMARAPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,8,0,8
COMBAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,2,3
CONCEPCION,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,16,4,20
COPACABANA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,6,9
CORIPATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,0,11
CORO CORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,13,15
COROICO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,0,11
CORQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,2,2
COTAGAITA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,17,20,37
COTOCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,10,1,11
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,13,24
CUEVO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,0,6
EL ALTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,237,518,755
EL CHORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
EL PUENTE(STC),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,4,10
EL PUENTE(TJA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,5,2,7
EL TORNO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,43,1,44
EL VILLAR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,2,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,7,12,19
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,8,7,15
EUCALIPTUS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
EXALTACION,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,0,6
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,0,6
FILADELFIA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,2,4
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,0,2
GUANAY,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,3,9
GUAYARAMERIN,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,17,28
HUACARETA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,15,5,20
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,1,3
HUANUNI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,9,27,36
HUARACAJE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,1,2
HUARINA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,3,5
HUAYLLAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,6,6
HUMANATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,13,13
ICHOCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,6,6
ICLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,3,5
INCAHUASI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,10,10,20
INQUISIVI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,4,6
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,4,2,6
IXIAMAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,2,5
JESUS DE MACHACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,1,4
LA ASUNTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,22,10,32
LA GUARDIA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,38,3,41
LA PAZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,236,31,267
LAGUNILLAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,1,2
LAJA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,5,0,5
LAS CARRERAS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
LICOMA PAMPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,5,6
LLALLAGUA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,5,4,9
MACHACAMARCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,1,4
MAGDALENA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,9,1,10
MALLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,1,1
MAPIRI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,15,4,19
MECAPACA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,3,3
MINEROS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,3,14
MIZQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,8,21,29
MOCOMOCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,6,6
MOJOCOYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,8,17,25
MONTEAGUDO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,26,9,35
MONTERO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,94,21,115
MORO MORO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,2,2
MOROCHATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,11,13
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,2,5
OKINAWA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,9,6,15
OMEREQUE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,6,7
ORURO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,141,13,154
PADCAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,0,6
PADILLA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,1,7
PAILON,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,3,11,14
PALCA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
PALOS BLANCOS,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,21,4,25
PAMPA GRANDE,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,5,0,5
PAPEL PAMPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,0,1
PASORAPA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,2,1,3
PATACAMAYA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,4,0,4
PAZÑA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,2,3
POCOATA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,2,3
POCONA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,12,18
POJO (CBBA),vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,3,4
POOPO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,7,1,8
POROMA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,15,9,24
PORONGO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,9,0,9
PORTACHUELO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,19,0,19
PORVENIR,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,13,14
POTOSI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,110,37,147
PRESTO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,8,9,17
PUCARA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,2,2
PUCARANI,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,7,6,13
PUERTO ACOSTA,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,1,1,2
PUERTO CARABUCO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,11,7,18
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,3,3
PUERTO PEREZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,0,2,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,6,0,6
PUERTO SUAREZ,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,10,1,11
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,      antipoliomielitica 5ta dosis,2014-09-01,35,18,53
