,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,4,0,0,2,4,6
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,47,32,0,0,47,32,79
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,14,0,0,6,14,20
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,9,20,0,0,9,20,29
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,30,0,0,7,30,37
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,425,140,0,0,425,140,565
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,7,0,0,2,7,9
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,17,0,0,3,17,20
TACOPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,17,0,0,5,17,22
TAHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,17,37,0,0,17,37,54
TARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,23,29,0,0,23,29,52
TARACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,6,0,0,1,6,7
TARATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,9,3,0,0,9,3,12
TARIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,308,48,0,0,308,48,356
TARVITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,26,13,0,0,26,13,39
TEOPONTE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,9,0,0,4,9,13
TIAWANACU,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,19,0,0,5,19,24
TINGUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,48,0,0,2,48,50
TIPUANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,23,3,0,0,23,3,26
TIQUIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,74,22,0,0,74,22,96
TIRAQUE (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,62,26,0,0,62,26,88
TOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,5,0,0,4,5,9
TOLATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,5,0,0,4,5,9
TOLEDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,2,0,0,5,2,7
TOMAVE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,7,0,0,5,7,12
TOMINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,17,8,0,0,17,8,25
TORO TORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,7,24,0,0,7,24,31
TOTORA(CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,10,8,0,0,10,8,18
TOTORA(ORR),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,6,0,0,5,6,11
TRIGAL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,152,17,0,0,152,17,169
TUPIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,49,24,0,0,49,24,73
TURCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,6,0,0,5,6,11
UMALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,0,20,0,0,0,20,20
UNCIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,21,47,0,0,21,47,68
URIONDO (A. CONCEPCION),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,10,12,0,0,10,12,22
URUBICHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,20,0,0,0,20,0,20
UYUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,20,13,0,0,20,13,33
VACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,20,0,0,1,20,21
VALLEGRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,19,1,0,0,19,1,20
VIACHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,61,39,0,0,61,39,100
VILA VILA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,11,0,0,6,11,17
VILLA MONTES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,48,37,0,0,48,37,85
VILLA NUEVA (LOMA ALTA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,1,0,0,1,1,2
VILLA RIVERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,2,8,0,0,2,8,10
VILLA SERRANO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,16,5,0,0,16,5,21
VILLA TUNARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,86,49,0,0,86,49,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,10,0,0,5,10,15
VILLAZON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,48,21,0,0,48,21,69
VINTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,43,16,0,0,43,16,59
VITICHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,5,8,0,0,5,8,13
WALDO BALLIVIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,1,3,0,0,1,3,4
WARNES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,92,49,0,0,92,49,141
YACO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,9,7,0,0,9,7,16
YACUIBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,116,29,0,0,116,29,145
YAMPARAEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,11,2,0,0,11,2,13
YANACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,2,0,0,3,2,5
YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,53,56,0,0,53,56,109
YOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,3,11,0,0,3,11,14
YOTALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,13,7,0,0,13,7,20
YUNCHARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,4,8,0,0,4,8,12
ZUDAÑEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-07-01,6,11,0,0,6,11,17
ACACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,2,0,0,3,2,5
ACHACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,20,96,0,0,20,96,116
ACHOCALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,25,0,0,5,25,30
AIQUILE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,33,25,0,0,33,25,58
ALALAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,5,0,0,2,5,7
ALCALA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,3,0,0,1,3,4
ANCORAIMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,25,0,0,5,25,30
ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,5,0,0,4,5,9
ANTEQUERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,4,0,0,5,4,9
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,13,0,0,7,13,20
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,9,28,0,0,9,28,37
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,14,0,0,1,14,15
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,16,0,0,7,16,23
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,6,32,0,0,6,32,38
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,6,6,0,0,6,6,12
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,67,4,0,0,67,4,71
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,10,8,0,0,10,8,18
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,10,0,0,5,10,15
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,10,12,0,0,10,12,22
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,10,0,0,3,10,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,21,52,0,0,21,52,73
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,19,0,0,7,19,26
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,20,27,0,0,20,27,47
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,4,0,0,7,4,11
BELEN DE ANDAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,0,0,0,1,0,1
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,5,0,0,3,5,8
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,5,0,0,0,5,5
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,59,23,0,0,59,23,82
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,35,42,0,0,35,42,77
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,6,12,0,0,6,12,18
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,12,0,0,0,12,12
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,26,13,0,0,26,13,39
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,22,27,0,0,22,27,49
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,14,0,0,2,14,16
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,18,0,0,3,18,21
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,0,0,0,7,0,7
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,1,0,0,4,1,5
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,12,10,0,0,12,10,22
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,11,13,0,0,11,13,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,0,0,0,4,0,4
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,46,15,0,0,46,15,61
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,18,36,0,0,18,36,54
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,10,0,0,2,10,12
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,24,19,0,0,24,19,43
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,67,54,0,0,67,54,121
CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,2,0,0,0,2,2
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,10,0,0,5,10,15
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,24,0,0,4,24,28
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,4,0,0,5,4,9
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,4,0,0,1,4,5
CHACARILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,2,0,0,0,2,2
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,22,35,0,0,22,35,57
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,22,13,0,0,22,13,35
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,13,71,0,0,13,71,84
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,12,28,0,0,12,28,40
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,38,4,0,0,38,4,42
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,9,0,0,0,9,0,9
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,4,0,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,18,17,0,0,18,17,35
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,16,14,0,0,16,14,30
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,9,25,0,0,9,25,34
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,74,24,0,0,74,24,98
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1013,181,0,0,1013,181,1194
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,0,0,0,2,0,2
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,88,24,0,0,88,24,112
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,16,0,0,7,16,23
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,1,0,0,2,1,3
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,27,38,0,0,27,38,65
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,11,0,0,3,11,14
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,19,85,0,0,19,85,104
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,6,0,0,5,6,11
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,14,39,0,0,14,39,53
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,2,0,0,0,2,2
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,26,19,0,0,26,19,45
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,42,7,0,0,42,7,49
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,20,0,0,4,20,24
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,13,0,0,8,13,21
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,15,0,0,1,15,16
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,20,0,0,8,20,28
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,7,0,0,2,7,9
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,11,26,0,0,11,26,37
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,76,16,0,0,76,16,92
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,19,22,0,0,19,22,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,1,0,0,0,1,1
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,6,2,0,0,6,2,8
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,25,20,0,0,25,20,45
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,2,0,0,2,2,4
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,7,0,0,1,7,8
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,1,0,0,4,1,5
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1322,221,0,0,1322,221,1543
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,4,0,0,5,4,9
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,17,9,0,0,17,9,26
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,9,11,0,0,9,11,20
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,66,42,0,0,66,42,108
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,3,0,0,8,3,11
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,33,28,0,0,33,28,61
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,18,23,0,0,18,23,41
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,10,0,0,0,10,0,10
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,7,0,0,5,7,12
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,16,10,0,0,16,10,26
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,23,13,0,0,23,13,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,23,0,0,5,23,28
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,9,20,0,0,9,20,29
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,8,0,0,2,8,10
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,56,52,0,0,56,52,108
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,13,17,0,0,13,17,30
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,12,12,0,0,12,12,24
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,4,0,0,4,4,8
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,42,16,0,0,42,16,58
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,0,0,0,4,0,4
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,9,0,0,5,9,14
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,34,0,0,3,34,37
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,12,0,0,8,12,20
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,12,30,0,0,12,30,42
INGAVI (HUMAITA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,0,0,0,2,0,2
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,38,0,0,7,38,45
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,13,15,0,0,13,15,28
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,8,0,0,3,8,11
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,9,9,0,0,9,9,18
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,60,29,0,0,60,29,89
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,92,4,0,0,92,4,96
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1277,129,0,0,1277,129,1406
LA RIVERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,2,0,0,0,2,2
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,16,3,0,0,16,3,19
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,20,0,0,7,20,27
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,4,0,0,8,4,12
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,15,0,0,0,15,15
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,3,3,0,0,3,3,6
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,17,0,0,2,17,19
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,3,0,0,8,3,11
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,0,0,0,7,0,7
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,8,0,0,4,8,12
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,23,15,0,0,23,15,38
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,10,6,0,0,10,6,16
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,8,0,0,2,8,10
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,21,0,0,8,21,29
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,8,12,0,0,8,12,20
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,32,31,0,0,32,31,63
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,21,48,0,0,21,48,69
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,38,0,0,2,38,40
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,1,0,0,1,1,2
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,5,7,0,0,5,7,12
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,30,11,0,0,30,11,41
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,135,40,0,0,135,40,175
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,3,0,0,0,3,3
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,20,76,0,0,20,76,96
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,2,6,0,0,2,6,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,0,0,0,1,0,1
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,15,44,0,0,15,44,59
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,14,6,0,0,14,6,20
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,4,0,0,7,4,11
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,412,115,0,0,412,115,527
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,29,22,0,0,29,22,51
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,11,11,0,0,11,11,22
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,42,133,0,0,42,133,175
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,23,0,0,7,23,30
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,22,13,0,0,22,13,35
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,4,0,0,0,4,0,4
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,14,7,0,0,14,7,21
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,1,7,0,0,1,7,8
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,0,6,0,0,0,6,6
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,11,29,0,0,11,29,40
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,9,3,0,0,9,3,12
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,7,9,0,0,7,9,16
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2008-08-01,11,57,0,0,11,57,68
