,group,variable,month,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,VACUNACIONES FIEBRE AMARILLA,TOTALES,TOTALES,TOTALES
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,40,58,0,0,40,58,98
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,33,0,0,1,33,34
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,12,0,0,0,12,12
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,26,12,0,0,26,12,38
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,22,27,0,0,22,27,49
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,14,0,0,2,14,16
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,12,0,0,2,12,14
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,0,0,0,7,0,7
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,6,0,0,1,6,7
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,8,0,0,3,8,11
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,14,0,0,12,14,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,0,0,0,4,0,4
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,44,16,0,0,44,16,60
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,20,37,0,0,20,37,57
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,11,0,0,2,11,13
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,20,17,0,0,20,17,37
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,64,46,0,0,64,46,110
CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,2,0,0,0,2,2
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,5,11,0,0,5,11,16
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,26,0,0,4,26,30
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,5,4,0,0,5,4,9
CATACORA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,4,0,0,0,4,4
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,21,32,0,0,21,32,53
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,16,11,0,0,16,11,27
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,13,73,0,0,13,73,86
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,4,0,0,0,4,4
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,31,0,0,9,31,40
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,38,7,0,0,38,7,45
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,0,0,0,9,0,9
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,8,0,0,0,8,8
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,14,13,0,0,14,13,27
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,26,0,0,12,26,38
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,78,25,0,0,78,25,103
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,973,195,0,0,973,195,1168
COIPASA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,89,45,0,0,89,45,134
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,6,12,0,0,6,12,18
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,1,0,0,1,1,2
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,22,43,0,0,22,43,65
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,13,0,0,3,13,16
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,19,83,0,0,19,83,102
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,6,0,0,4,6,10
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,21,31,0,0,21,31,52
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,2,0,0,0,2,2
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,28,19,0,0,28,19,47
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,36,9,0,0,36,9,45
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,19,0,0,3,19,22
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,8,7,0,0,8,7,15
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,14,0,0,1,14,15
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,8,6,0,0,8,6,14
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,6,0,0,3,6,9
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,23,0,0,9,23,32
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,77,16,0,0,77,16,93
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,26,26,0,0,26,26,52
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,1,0,0,0,1,1
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,7,0,0,2,7,9
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,27,20,0,0,27,20,47
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,16,15,0,0,16,15,31
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,2,0,0,1,2,3
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1151,174,0,0,1151,174,1325
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,4,0,0,4,4,8
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,17,11,0,0,17,11,28
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,8,25,0,0,8,25,33
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,69,50,0,0,69,50,119
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,3,0,0,9,3,12
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,20,15,0,0,20,15,35
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,21,23,0,0,21,23,44
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,10,0,0,0,10,0,10
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,5,7,0,0,5,7,12
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,16,10,0,0,16,10,26
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,41,7,0,0,41,7,48
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,9,0,0,2,9,11
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,20,0,0,9,20,29
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,2,0,0,0,2,2
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,55,52,0,0,55,52,107
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,16,0,0,12,16,28
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,12,0,0,12,12,24
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,4,0,0,4,4,8
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,53,14,0,0,53,14,67
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,0,0,0,3,0,3
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,5,9,0,0,5,9,14
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,20,0,0,2,20,22
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,10,13,0,0,10,13,23
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,30,0,0,12,30,42
INGAVI (HUMAITA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,0,0,0,2,0,2
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,43,0,0,7,43,50
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,14,18,0,0,14,18,32
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,8,0,0,3,8,11
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,10,0,0,7,10,17
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,7,0,0,7,7,14
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,98,4,0,0,98,4,102
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,909,147,0,0,909,147,1056
LA RIVERA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,2,0,0,0,2,2
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,16,3,0,0,16,3,19
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,6,0,0,1,6,7
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,3,0,0,7,3,10
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,60,17,0,0,60,17,77
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,3,0,0,4,3,7
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,17,0,0,2,17,19
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,8,3,0,0,8,3,11
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,0,0,0,7,0,7
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,8,0,0,4,8,12
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,23,17,0,0,23,17,40
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,10,6,0,0,10,6,16
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,8,0,0,2,8,10
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,21,0,0,4,21,25
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,5,0,0,0,5,0,5
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,35,31,0,0,35,31,66
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,17,47,0,0,17,47,64
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,36,0,0,2,36,38
MOJINETE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,1,0,0,1,1,2
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,5,7,0,0,5,7,12
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,30,11,0,0,30,11,41
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,143,64,0,0,143,64,207
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,3,0,0,0,3,3
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,23,42,0,0,23,42,65
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,6,0,0,2,6,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,0,0,0,1,0,1
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,18,55,0,0,18,55,73
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,5,0,0,9,5,14
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,4,0,0,7,4,11
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,389,118,0,0,389,118,507
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,19,38,0,0,19,38,57
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,8,10,0,0,8,10,18
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,42,113,0,0,42,113,155
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,13,0,0,0,13,13
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,23,11,0,0,23,11,34
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,17,7,0,0,17,7,24
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,6,0,0,0,6,6
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,6,9,0,0,6,9,15
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,3,0,0,9,3,12
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,56,0,0,12,56,68
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,15,26,0,0,15,26,41
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,21,26,0,0,21,26,47
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,10,4,0,0,10,4,14
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,17,15,0,0,17,15,32
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,14,26,0,0,14,26,40
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,10,6,0,0,10,6,16
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,27,13,0,0,27,13,40
PORVENIR,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,10,0,0,1,10,11
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,5,0,0,3,5,8
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,276,70,0,0,276,70,346
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,21,0,0,1,21,22
PUCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,5,0,0,0,5,5
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,20,0,0,12,20,32
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,36,0,0,7,36,43
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,25,0,0,2,25,27
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,12,0,0,3,12,15
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,17,0,0,0,17,17
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,12,11,0,0,12,11,23
PUERTO RICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,16,0,0,9,16,25
PUERTO SILES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,7,0,0,0,7,7
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,25,8,0,0,25,8,33
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,84,21,0,0,84,21,105
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,29,51,0,0,29,51,80
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,47,5,0,0,47,5,52
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,3,0,0,1,3,4
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,97,63,0,0,97,63,160
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,15,0,0,2,15,17
QUIRUSILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,2,0,0,3,2,5
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,46,0,0,7,46,53
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,23,0,0,0,23,0,23
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,252,75,0,0,252,75,327
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,23,7,0,0,23,7,30
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,19,27,0,0,19,27,46
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,4,0,0,2,4,6
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,142,148,0,0,142,148,290
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,15,0,0,3,15,18
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,10,44,0,0,10,44,54
SAIPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,6,10,0,0,6,10,16
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,10,11,0,0,10,11,21
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,6,0,0,7,6,13
SAN AGUSTIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,6,0,0,0,6,0,6
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,14,26,0,0,14,26,40
SAN ANDRES DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,4,0,0,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,6,9,0,0,6,9,15
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,9,2,0,0,9,2,11
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,51,70,0,0,51,70,121
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,14,18,0,0,14,18,32
SAN CARLOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,11,11,0,0,11,11,22
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,31,79,0,0,31,79,110
SAN IGNACIO DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,84,36,0,0,84,36,120
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,1,5,0,0,1,5,6
SAN JAVIER(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,14,3,0,0,14,3,17
SAN JOAQUIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,4,6,0,0,4,6,10
SAN JOSE DE CHIQUITOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,23,16,0,0,23,16,39
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,11,15,0,0,11,15,26
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,34,96,0,0,34,96,130
SAN LORENZO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,7,9,0,0,7,9,16
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,8,17,0,0,8,17,25
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,42,71,0,0,42,71,113
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,23,9,0,0,23,9,32
SAN MIGUEL DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,24,4,0,0,24,4,28
SAN PABLO DE LIPEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,3,0,0,0,3,3
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,40,5,0,0,40,5,45
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,20,62,0,0,20,62,82
SAN PEDRO DE CURAHUARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,2,0,0,3,2,5
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,3,5,0,0,3,5,8
SAN PEDRO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,3,0,0,0,3,3
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,2,8,0,0,2,8,10
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,16,0,0,0,16,0,16
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones fiebre amarilla,2008-08-01,0,19,0,0,0,19,19
