,group,variable,month,DPT 5TA DOSIS CANTIDAD,DPT 5TA DOSIS CANTIDAD,TOTALES
CORQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,15,28,43
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,0,3
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,7,3,10
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,5,6
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,103,80,183
EL PUENTE(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,3,5
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,41,9,50
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,1,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,8,9,17
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,10,6,16
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,7,2,9
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,8,8
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,9,25,34
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,4,5
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,8,3,11
HUARACAJE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,5,1,6
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
IXIAMAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,9,1,10
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,1,3
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,11,0,11
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,72,15,87
LAGUNILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,6,1,7
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,4,4
LORETO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,5,5
LURIBAY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,1,1
MACHACAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,7,0,7
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,0,3
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,4,5
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,18,0,18
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,12,13
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,27,0,27
MONTERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,85,6,91
MORO MORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,1,2
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,1,3
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,1,4
OMEREQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,130,0,130
PADCAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,1,3
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,4,6
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,4,12,16
PAMPA GRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
PASORAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
PATACAMAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,34,34
PAZÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,6,6
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,3,5
POOPO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,1,3
POROMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,6,5,11
PORTACHUELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
POSTRER VALLE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,36,30,66
PUCARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,1,1
PUCARANI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,1,4
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
PUERTO RICO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,4,0,4
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,10,0,10
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,21,11,32
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,5,5
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,7,0,7
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,20,81,101
RAVELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,3,3
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,5,0,5
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,12,1,13
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,8,12,20
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,39,4,43
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,4,0,4
SAMAIPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,7,4,11
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
SAN BENITO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,5,45,50
SAN CARLOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,1,4
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,11,18,29
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,9,2,11
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,4,0,4
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,7,5,12
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,13,10,23
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,10,6,16
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
SAN RAFAEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
SAN RAMON SCZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,6,7
SANTA ANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,4,0,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,306,75,381
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,10,1,11
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,7,7
SENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,1,1
SHINAOTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,0,3
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,10,7,17
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,57,14,71
TACACOMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,0,3
TACOBAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,3,4
TACOPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
TARACO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,1,1
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,80,21,101
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,15,6,21
TIQUIPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,4,0,4
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,1,2
TOCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,1,1
TOLATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,4,5
TORO TORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,3,4
TOTORA(CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,0,2
TRIGAL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,29,0,29
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,12,14,26
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,6,2,8
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,2,2
VACAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,1,1
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,0,3
VIACHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,5,0,5
VILA VILA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,0,15,15
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,7,19,26
VILLA MONTES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,20,21,41
VILLA SERRANO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,1,3
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,5,10,15
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,2,4,6
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,25,2,27
VINTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,6,0,6
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,39,2,41
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,42,27,69
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,0,1
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,9,10
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,1,2,3
ZUDAÑEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2013-12-01,3,3,6
